year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2011	PC	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE	1385	26%	34%	263	23%	31%	174	24%	28%	155	142	23%	30%	142
2011	PC	CONCOURS ECOLE POLYTECHNIQUE	ESPCI ParisTech	1433	29%	32%	449	24%	36%	387	24%	36%	364	62	29%	39%	59
2011	PC	CONCOURS ECOLE POLYTECHNIQUE	ESPCI ParisTech Etranger	88	37%	27%	20	15%	45%	11	18%	64%	11	2	0%	100%	4
2011	PC	BANQUE ENS	ENS Ulm	973	26%	33%	90	16%	30%	53	20%	31%	53	21	19%	24%	21
2011	PC	BANQUE ENS	ENS Cachan PC	1033	28%	33%	209	18%	40%	127	21%	41%	119	10	10%	80%	10
2011	PC	BANQUE ENS	ENS Lyon	1051	28%	33%	205	19%	41%	143	22%	41%	143	27	18%	41%	27
2011	PC	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										80	18	16%	23%	18
2011	PC	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										721	36	25%	39%	38
2011	PC	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										848	43	27%	42%	40
2011	PC	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										221	30	36%	27%	30
2011	PC	CONCOURS COMMUN MINES-PONTS	SUPAERO (ISAE) Toulouse										419	20	30%	30%	23
2011	PC	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										395	27	48%	34%	27
2011	PC	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										414	16	25%	13%	16
2011	PC	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										458	5	40%	60%	5
2011	PC	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE										962	18	27%	67%	25
2011	PC	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts PC	3419	31%	29%	1004	24%	37%	964	25%	37%		213			222
2011	PC	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS	2474	31%	30%	463	24%	32%	321	23%	32%	241	90	27%	30%	90
2011	PC	BANQUE CENTRALE-SUPELEC	SUPELEC- Campus Gif										396	68	16%	62%	64
2011	PC	BANQUE CENTRALE-SUPELEC	SUPELEC- Campus Metz										579	16	37%	38%	18
2011	PC	BANQUE CENTRALE-SUPELEC	SUPELEC- Campus Rennes										499	17	35%	42%	18
2011	PC	BANQUE CENTRALE-SUPELEC	Supélec	2227	28%	31%	676	25%	36%	613	25%	35%		101			100
2011	PC	BANQUE CENTRALE-SUPELEC	CENTRALE LYON	2805	31%	30%	628	27%	35%	516	27%	34%	467	58	29%	38%	61
2011	PC	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	1678	33%	33%	845	29%	36%	700	30%	35%	694	45	17%	43%	35
2011	PC	BANQUE CENTRALE-SUPELEC	CENTRALE LILLE	2697	32%	31%	641	28%	42%	591	30%	43%	552	44	38%	64%	45
2011	PC	BANQUE CENTRALE-SUPELEC	CENTRALE NANTES	2832	33%	32%	698	30%	41%	653	31%	42%	566	54	50%	38%	50
2011	PC	BANQUE CENTRALE-SUPELEC	CENTRALE MARSEILLE	2737	34%	29%	973	32%	33%	857	32%	32%	857	67	44%	32%	72
2011	PC	BANQUE CENTRALE-SUPELEC	CENTRALE MARSEILLE Cycle International	16	37%	13%	7	28%	0%	5	20%	0%	5	3	33%	0%	2
2011	PC	BANQUE CENTRALE-SUPELEC	ECOLE NAVALE Brest	383	21%	35%	136	20%	41%	54	16%	50%	54	14	21%	58%	16
2011	PC	BANQUE CENTRALE-SUPELEC	ENSEA Cergy	1007	31%	32%	728	30%	30%	245	30%	29%	204	16	31%	25%	20
2011	PC	BANQUE CENTRALE-SUPELEC	ENSIIE Evry	773	30%	32%	480	29%	29%	130	29%	27%	130	5	0%	60%	10
2011	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSMM Besançon										2645	22	27%	32%	22
2011	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSI Bourges MRI										3106	26	34%	54%	27
2011	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSI Bourges STI										3117	1	100%	0%	4
