year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2011	PT	CENTRALE-SUPELEC	CENTRALE PARIS	821	11%	24%	56	7%	8%	40	7%	8%	26	10	10%	10%	10
2011	PT	CENTRALE-SUPELEC	SUPELEC- Campus Gif										44	11	0%	10%	10
2011	PT	CENTRALE-SUPELEC	SUPELEC- Campus Metz										82	7	14%	0%	7
2011	PT	CENTRALE-SUPELEC	SUPELEC- Campus Rennes										59	7	0%	15%	7
2011	PT	CENTRALE-SUPELEC	Supélec	883	9%	25%	130	7%	11%	86	9%	10%		25			24
2011	PT	CENTRALE-SUPELEC	CENTRALE LYON	1120	10%	24%	130	8%	10%	105	9%	9%	95	21	4%	10%	23
2011	PT	CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	490	12%	32%	105	8%	22%	80	6%	15%	80	1	0%	0%	3
2011	PT	CENTRALE-SUPELEC	CENTRALE LILLE	994	11%	28%	116	6%	13%	112	6%	14%	112	10	0%	50%	12
2011	PT	CENTRALE-SUPELEC	CENTRALE NANTES	1145	11%	29%	174	8%	15%	154	7%	14%	154	17	23%	12%	20
2011	PT	CENTRALE-SUPELEC	CENTRALE MARSEILLE	764	12%	29%	102	7%	17%	89	5%	16%	89	1	0%	0%	8
2011	PT	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										10	3	33%	0%	3
2011	PT	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										144	2	0%	50%	3
2011	PT	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										119	2	0%	0%	2
2011	PT	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										24	2	50%	0%	2
2011	PT	CONCOURS COMMUN MINES-PONTS	SUPAERO (ISAE) Toulouse										38	6	0%	0%	5
2011	PT	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										62	1	0%	0%	3
2011	PT	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										47	2	0%	50%	2
2011	PT	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										65	1	0%	0%	1
2011	PT	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE										155	0	0%	0%	2
