year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2008	PT	CENTRALE-SUPELEC	CENTRALE PARIS	615	10.0%	24.0%	57	12.0%	6.0%	34	5.0%	6.0%	22	10	0.0%	0.0%	10
2008	PT	CENTRALE-SUPELEC	SUPELEC- Campus Gif										42	9	11.0%	0.0%	10
2008	PT	CENTRALE-SUPELEC	SUPELEC- Campus Metz										72	6	16.0%	0.0%	6
2008	PT	CENTRALE-SUPELEC	SUPELEC- Campus Rennes										55	7	28.0%	0.0%	6
2008	PT	CENTRALE-SUPELEC	Suplec	687	9.0%	25.0%	124	8.0%	12.0%	73	10.0%	6.0%		22			22
2008	PT	CENTRALE-SUPELEC	CENTRALE LYON	884	10.0%	25.0%	130	10.0%	9.0%	100	13.0%	5.0%	75	20	20.0%	15.0%	20
2008	PT	CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	346	11.0%	33.0%	70	5.0%	25.0%	56	3.0%	22.0%	38	3	0.0%	34.0%	3
2008	PT	CENTRALE-SUPELEC	CENTRALE LILLE	763	9.0%	27.0%	105	9.0%	11.0%	101	9.0%	10.0%	101	11	0.0%	28.0%	12
2008	PT	CENTRALE-SUPELEC	CENTRALE NANTES	853	11.0%	27.0%	155	12.0%	16.0%	137	12.0%	14.0%	137	15	13.0%	27.0%	15
2008	PT	CENTRALE-SUPELEC	CENTRALE MARSEILLE	538	9.0%	30.0%	72	6.0%	17.0%	67	5.0%	17.0%	67	4	0.0%	25.0%	8
2008	PT	CONCOURS COMMUN MINES-PONTS	MINES Paris										14	3	0.0%	0.0%	3
2008	PT	CONCOURS COMMUN MINES-PONTS	MINES Nancy										98	2	50.0%	0.0%	3
2008	PT	CONCOURS COMMUN MINES-PONTS	MINES St Etienne										91	2	0.0%	0.0%	3
2008	PT	CONCOURS COMMUN MINES-PONTS	Ponts et Chausses										16	1	100.0%	0.0%	2
2008	PT	CONCOURS COMMUN MINES-PONTS	ISAE - SUPAERO Toulouse										44	5	0.0%	0.0%	5
2008	PT	CONCOURS COMMUN MINES-PONTS	Techniques avances										36	3	0.0%	0.0%	3
2008	PT	CONCOURS COMMUN MINES-PONTS	ENST Cursus Paris										34	1	0.0%	0.0%	1
2008	PT	CONCOURS COMMUN MINES-PONTS	ENST Cursus Sophia Antipolis										63	1	0.0%	0.0%	1
2008	PT	CONCOURS COMMUN MINES-PONTS	TELECOM Bretagne										122	3	0.0%	34.0%	2
