year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
2020	BCPST	A BIO	CentraleSupélec - Campus Metz										11	63,6%	0,0%	107	104	10
2020	BCPST	A BIO	AgroParisTech Grignon										258	65,5%	13,6%	468	467	258
2020	BCPST	A BIO	Montpellier Sup Agro (cursus agronome)										99	67,7%	35,4%	1004	956	99
2020	BCPST	A BIO	Montpellier Sup Agro (cursus SAADS)										4	50,0%	0,0%	528	643	7
2020	BCPST	A BIO	Agrocampus Ouest (cursus ingénieur agronome)										102	74,5%	34,3%	1122	1065	104
2020	BCPST	A BIO	ENSAT Toulouse										93	61,3%	36,6%	1325	1264	93
2020	BCPST	A BIO	ENSAIA Nancy										82	73,2%	36,6%	1723	1653	88
2020	BCPST	A BIO	Agrocampus Ouest (cursus ingénieur en horticulture et en paysage)										35	85,7%	25,7%	1755	1704	38
2020	BCPST	A BIO	Agrosup Dijon (Cursus Agroalimentaire)										32	78,1%	18,8%	2009	1936	35
2020	BCPST	A BIO	Bordeaux Sciences Agro										87	67,8%	31,0%	1476	1428	87
2020	BCPST	A BIO	VetAgro Sup Clermont-Ferrand										49	71,4%	34,7%	1955	1906	53
2020	BCPST	A BIO	ONIRIS Nantes Atlantique (cursus agroalimentaire)										41	80,5%	39,0%	2070	1994	47
2020	BCPST	A BIO	Agrosup Dijon (Cursus Agronome) civil										33	69,7%	21,2%	1712	1603	33
2020	BCPST	A BIO	Agrosup Dijon (Cursus agronome) fonctionnaire										26	53,8%	26,9%	1388	1328	26
2020	BCPST	A BIO	Concours A BIO	2989	70,8%	21,2%				2258	70,7%	25,3%	952					978
2020	BCPST	X BIO	ECOLE POLYTECHNIQUE	391	56,5%	12,5%				22	68,2%	0,0%	13	69,2%	0,0%	10	9	13
2020	BCPST	A ENV	ENV Alfort										110	71,8%	36,4%	209	224	110
2020	BCPST	A ENV	VetAgro Sup Lyon										121	72,7%	38,8%	207	214	121
2020	BCPST	A ENV	ONIRIS Nantes Atlantique (cursus vétérinaire)										116	75,9%	48,3%	439	387	116
2020	BCPST	A ENV	ENV Toulouse										115	76,5%	51,3%	410	345	115
2020	BCPST	A ENV	Concours A ENV	2013	73,7%	26,8%				629	72,3%	38,0%	462					462
2020	BCPST	PC BIO	Bordeaux INP - ENSCBP Agroalimentaire-Génie biologique										5	80,0%	80,0%	501	521	10
2020	BCPST	PC BIO	Chimie ParisTech										3	100,0%	0,0%	118	114	3
2020	BCPST	PC BIO	ENSC Lille										3	66,7%	33,3%	331	362	5
2020	BCPST	PC BIO	ENSC Montpellier										2	50,0%	100,0%	219	219	2
2020	BCPST	PC BIO	Lorraine INP - ENSIC										5	80,0%	0,0%	590	563	9
2020	BCPST	PC BIO	ESPCI Paris										5	60,0%	0,0%	49	67	2
2020	BCPST	PC BIO	Grenoble INP - Phelma (Physique Matériaux Procédés)										2	100,0%	0,0%	345	345	2
2020	BCPST	PC BIO	Concours A PC BIO	1254	69,9%	23,2%				641	68,8%	28,1%	25					33
2020	BCPST	ENS	ENS Ulm	795	58,2%	19,0%				27	51,9%	3,7%	15	46,7%	6,7%	11	12	15
2020	BCPST	ENS	ENS de Lyon	791	58,4%	18,8%				125	60,8%	9,6%	34	58,8%	8,8%	61	60	34
2020	BCPST	ENS	ENS Paris-Saclay	784	58,3%	19,0%				118	59,3%	11,0%	14	57,1%	14,3%	74	66	14
2020	BCPST	ENS	PONTS ParisTech	273	54,6%	16,5%				17	58,8%	11,8%	2	100,0%	100,0%	14	14	4
2020	BCPST	G2E	ENGEES Strasbourg Civil (apprenti)										2	100,0%	50,0%	1052	837	5
2020	BCPST	G2E	ENGEES Strasbourg Civil (étudiant)										20	65,0%	20,0%	714	647	18
2020	BCPST	G2E	ENGEES Strasbourg Fonctionnaire										6	33,3%	50,0%	480	473	6
2020	BCPST	G2E	Concours ENGEES G2E-BCPST	1588	69,6%	18,1%				1195	71,1%	21,8%	28					29
2020	BCPST	G2E	ENSEGID	1588	69,6%	18,1%				1195	71,1%	21,8%	14	57,1%	35,7%	538	557	18
2020	BCPST	G2E	ENSG Nancy	1588	69,6%	18,1%				1195	71,1%	21,8%	61	59,0%	19,7%	536	480	63
2020	BCPST	G2E	ENSI Poitiers - Génie de l'Eau et Génie Civil	1588	69,6%	18,1%				1195	71,1%	21,8%	5	80,0%	60,0%	890	851	15
2020	BCPST	G2E	ENSIL - ENSCI Limoges EE	1588	69,6%	18,1%				1195	71,1%	21,8%	4	75,0%	25,0%	920	919	6
2020	BCPST	G2E	Polytech Annecy-Chambéry - Environnement, Bâtiment, Énergie										1	0,0%	0,0%	986	972	3
2020	BCPST	G2E	Polytech Nice-Sophia - Génie de l'eau										1	100,0%	100,0%	646	646	1
2020	BCPST	G2E	Polytech Orléans - Génie civil et géo-environnement										2	100,0%	100,0%	930	930	2
2020	BCPST	G2E	Polytech Sorbonne - Sciences de la Terre										3	66,7%	0,0%	962	932	4
2020	BCPST	G2E	Polytech Tours - Génie de l'aménagement et de l'environnement										6	100,0%	33,3%	628	620	6
2020	BCPST	G2E	Concours Polytech G2E-BCPST	1588	69,6%	18,1%				1195	71,1%	21,8%	13					16
