year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2013	PC	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE	1274	27.0%	34.0%	281	14.0%	41.0%	168	14.0%	37.0%	159	142	15.0%	37.0%	142
2013	PC	CONCOURS ECOLE POLYTECHNIQUE	ESPCI ParisTech	1396	28.0%	32.0%	462	20.0%	39.0%	387	20.0%	38.0%	383	61	24.0%	45.0%	60
2013	PC	CONCOURS ECOLE POLYTECHNIQUE	ESPCI ParisTech Etranger	61	31.0%	38.0%	19	31.0%	53.0%	13	15.0%	47.0%	13	1	0.0%	100.0%	5
2013	PC	BANQUE ENS	ENS Ulm	949	25.0%	36.0%	96	8.0%	57.0%	62	9.0%	52.0%	61	19	5.0%	48.0%	19
2013	PC	BANQUE ENS	ENS Cachan PC	1068	26.0%	36.0%	269	15.0%	54.0%	175	18.0%	50.0%	172	14	14.0%	72.0%	14
2013	PC	BANQUE ENS	ENS de Lyon	979	26.0%	36.0%	247	17.0%	52.0%	160	18.0%	52.0%	158	19	21.0%	64.0%	19
2013	PC	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										90	18	16.0%	28.0%	18
2013	PC	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										798	31	16.0%	42.0%	32
2013	PC	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										845	39	25.0%	59.0%	42
2013	PC	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										223	30	23.0%	10.0%	30
2013	PC	CONCOURS COMMUN MINES-PONTS	SUPAERO (ISAE) Toulouse										399	25	28.0%	28.0%	23
2013	PC	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										444	30	40.0%	37.0%	29
2013	PC	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										416	17	29.0%	36.0%	16
2013	PC	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										468	6	33.0%	50.0%	5
2013	PC	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE										976	34	23.0%	56.0%	25
2013	PC	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts PC	3498	32.0%	29.0%	1023	22.0%	39.0%	984	23.0%	39.0%		230			220
2013	PC	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS	2494	30.0%	30.0%	472	22.0%	37.0%	316	22.0%	38.0%	232	87	32.0%	37.0%	88
2013	PC	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS - étr.	116	36.0%	28.0%	38	23.0%	43.0%	28	21.0%	47.0%	19	9	22.0%	45.0%	6
2013	PC	BANQUE CENTRALE-SUPELEC	SUPELEC	2332	28.0%	32.0%	770	24.0%	37.0%	711	24.0%	39.0%	539	96	19.0%	50.0%	100
2013	PC	BANQUE CENTRALE-SUPELEC	SUPELEC - étr.	102	34.0%	32.0%	30	23.0%	40.0%	27	22.0%	41.0%	24	5	20.0%	40.0%	2
2013	PC	BANQUE CENTRALE-SUPELEC	CENTRALE LYON	2831	31.0%	30.0%	632	24.0%	39.0%	517	24.0%	40.0%	483	63	36.0%	40.0%	62
2013	PC	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	1862	31.0%	34.0%	884	29.0%	39.0%	772	30.0%	40.0%	771	33	36.0%	31.0%	40
2013	PC	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique) - étr.	53	45.0%	34.0%				20	30.0%	40.0%	20	1	0.0%	100.0%	2
