year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
2018	BCPST	A BIO	AgroParisTech Grignon										256	67,6%	15,2%	504	471	256
2018	BCPST	A BIO	Montpellier Sup Agro (cursus agronome)										98	76,5%	33,7%	950	930	98
2018	BCPST	A BIO	Montpellier Sup Agro (cursus SAADS)										6	50,0%	16,7%	791	747	6
2018	BCPST	A BIO	Agrocampus Ouest (cursus ingÃ©nieur agronome)										97	67,0%	35,1%	1080	979	101
2018	BCPST	A BIO	ENSAT Toulouse										91	70,3%	38,5%	1238	1190	92
2018	BCPST	A BIO	ENSAIA Nancy										91	73,6%	41,8%	1559	1522	93
2018	BCPST	A BIO	Agrocampus Ouest (cursus ingÃ©nieur en horticulture et en paysage)										31	58,1%	22,6%	1642	1651	37
2018	BCPST	A BIO	Agrosup Dijon (Cursus Agroalimentaire)										29	72,4%	27,6%	1910	1832	36
2018	BCPST	A BIO	Bordeaux Sciences Agro										87	78,2%	43,7%	1399	1345	87
2018	BCPST	A BIO	VetAgro Sup Clermont-Ferrand										55	58,2%	40,0%	1871	1820	52
2018	BCPST	A BIO	ONIRIS Nantes Atlantique (cursus agroalimentaire)										44	81,8%	34,1%	1898	1843	55
2018	BCPST	A BIO	Agrosup Dijon (Cursus Agronome) civil										28	64,3%	21,4%	1655	1632	25
2018	BCPST	A BIO	Agrosup Dijon (Cursus agronome) fonctionnaire										34	76,5%	41,2%	1698	1635	34
2018	BCPST	A BIO	Concours commun A BIO	3012	70,5%	23,5%	2231	69,8%	27,7%	2104	70,0%	28,5%	947					972
2018	BCPST	X BIO	ECOLE POLYTECHNIQUE	325	63,4%	17,5%	26	73,1%	3,8%	14	71,4%	0,0%	7	57,1%	0,0%	9	8	7
2018	BCPST	A ENV	ENV Alfort										109	77,1%	36,7%	271	256	109
2018	BCPST	A ENV	VetAgro Sup Lyon										120	74,2%	48,3%	218	226	120
2018	BCPST	A ENV	ONIRIS Nantes Atlantique (cursus vÃ©tÃ©rinaire)										111	74,8%	58,6%	328	328	111
2018	BCPST	A ENV	ENV Toulouse										114	73,7%	45,6%	366	338	114
2018	BCPST	A ENV	Concours commun A ENV	2056	73,1%	28,4%	934	72,9%	40,0%	602	72,6%	41,2%	454					454
2018	BCPST	PC BIO	Bordeaux INP - ENSCBP Agroalimentaire-GÃ©nie biologique										7	71,4%	42,9%	430	437	10
2018	BCPST	PC BIO	Chimie ParisTech										3	66,7%	33,3%	164	169	3
2018	BCPST	PC BIO	ENSC Lille										4	75,0%	50,0%	551	541	5
2018	BCPST	PC BIO	ENSC Montpellier										1	100,0%	0,0%	364	364	2
2018	BCPST	PC BIO	Lorraine INP - ENSIC										7	42,9%	71,4%	565	515	8
2018	BCPST	PC BIO	ESPCI Paris										2	50,0%	0,0%	56	56	2
2018	BCPST	PC BIO	Grenoble INP - Phelma (Physique MatÃ©riaux ProcÃ©dÃ©s)										2	50,0%	50,0%	496	496	2
2018	BCPST	PC BIO	Concours commun A PC BIO	1206	69,4%	27,6%	703	67,4%	34,7%	612	67,5%	35,1%	26					32
2018	BCPST	ENS	ENS Ulm	837	58,5%	20,9%	71	56,3%	12,7%	32	53,1%	6,2%	21	42,9%	9,5%	13	14	21
2018	BCPST	ENS	ENS de Lyon	849	58,8%	20,4%	175	59,4%	17,1%	99	54,5%	14,1%	34	55,9%	17,6%	48	47	34
2018	BCPST	ENS	ENS Paris-Saclay	827	58,9%	20,8%	179	57,0%	17,9%	91	51,6%	15,4%	15	46,7%	13,3%	47	43	15
2018	BCPST	ENS	PONTS ParisTech	286	60,5%	23,4%	40	62,5%	15,0%	8	25,0%	50,0%	2	50,0%	50,0%	3	3	4
2018	BCPST	G2E	ENGEES Strasbourg Civil (apprenti)										4	50,0%	25,0%	512	517	5
2018	BCPST	G2E	ENGEES Strasbourg Civil (Ã©tudiant)										17	29,4%	47,1%	377	347	18
2018	BCPST	G2E	ENGEES Strasbourg Fonctionnaire										6	83,3%	33,3%	151	166	6
2018	BCPST	G2E	Concours concours ENGEES G2E-BCPST	1680	68,7%	22,6%	1168	68,8%	27,9%	556	66,7%	34,4%	27					29
2018	BCPST	G2E	ENSEGID	1680	68,7%	22,6%	1168	68,8%	27,9%	513	65,9%	34,9%	16	56,2%	12,5%	329	299	17
2018	BCPST	G2E	Lorraine INP - ENSG	1680	68,7%	22,6%	1168	68,8%	27,9%	409	66,3%	35,5%	56	48,2%	32,1%	218	213	64
2018	BCPST	G2E	ENSI Poitiers - GÃ©nie de l'Eau et GÃ©nie Civil	1680	68,7%	22,6%	1168	68,8%	27,9%	571	66,5%	33,6%	4	25,0%	50,0%	526	515	15
2018	BCPST	G2E	ENSIL Limoges EE	1680	68,7%	22,6%	1168	68,8%	27,9%	579	67,0%	33,3%	6	83,3%	50,0%	558	559	6
2018	BCPST	G2E	Polytech Annecy-ChambÃ©ry - Environnement, BÃ¢timent, Ãnergie										3	66,7%	0,0%	465	386	3
2018	BCPST	G2E	Polytech Nice-Sophia - GÃ©nie de l'eau										0	0,0%	0,0%	0	0	1
2018	BCPST	G2E	Polytech OrlÃ©ans - GÃ©nie civil et gÃ©o-environnement										1	100,0%	0,0%	549	549	2
2018	BCPST	G2E	Polytech Sorbonne - Sciences de la Terre										2	100,0%	50,0%	491	491	7
2018	BCPST	G2E	Polytech Tours - GÃ©nie de l'amÃ©nagement et de l'environnement										7	71,4%	42,9%	506	517	6
2018	BCPST	G2E	Concours concours Polytech G2E-BCPST	1680	68,7%	22,6%	1168	68,8%	27,9%	575	66,8%	33,6%	13					19
2018	BCPST	G2E	EOST Strasbourg	1680	68,7%	22,6%	1168	68,8%	27,9%	496	65,7%	35,7%	8	62,5%	0,0%	265	271	9
2018	BCPST	G2E	ENSG-GÃ©omatique Marne la VallÃ©e Civil										4	50,0%	0,0%	443	447	3
2018	BCPST	G2E	ENSG-GÃ©omatique Marne la VallÃ©e Fonctionnaire										2	50,0%	0,0%	43	43	2
2018	BCPST	G2E	Concours concours ENSG Marne La vallÃ©e G2E-BCPST	1680	68,7%	22,6%	1168	68,8%	27,9%	577	66,7%	33,4%	6					5
2018	BCPST	G2E	ESGT le Mans	1680	68,7%	22,6%	1168	68,8%	27,9%	581	66,8%	33,4%	2	100,0%	50,0%	547	547	5
2018	BCPST	G2E	IMT Lille Douai										3	100,0%	66,7%	248	221	3
2018	BCPST	G2E	IMT Mines Albi										7	71,4%	14,3%	269	264	5
2018	BCPST	G2E	IMT Mines AlÃ¨s										3	33,3%	33,3%	86	109	3
2018	BCPST	G2E	Concours concours des Ã©coles des Mines G2E-BCPST	1680	68,7%	22,6%	1168	68,8%	27,9%	443	66,8%	35,7%	13					11
2018	BCPST	G2E	ENTPE Lyon Civil	1680	68,7%	22,6%	1168	68,8%	27,9%	536	66,0%	34,3%	24	66,7%	33,3%	372	313	25
2018	BCPST	G2E	ENTPE Lyon Fonctionnaire	852	64,9%	27,7%	589	65,9%	33,6%	312	63,8%	39,4%	20	60,0%	20,0%	101	101	20
2018	BCPST	ARCH BIO	Lorraine INP - ENSTIB	700	68,1%	25,1%	516	69,4%	23,6%	75	74,7%	17,3%	8	87,5%	12,5%	38	38	13
2018	BCPST	CONCOURS POLYTECH	ECPM - ESBS Strasbourg - CHEMBIOTECH										6	50,0%	16,7%	640	566	5
2018	BCPST	CONCOURS POLYTECH	ENSTBB Bordeaux										25	64,0%	16,0%	614	594	24
2018	BCPST	CONCOURS POLYTECH	ESBS Strasbourg										9	88,9%	11,1%	421	343	8
2018	BCPST	CONCOURS POLYTECH	ESIAB Brest										4	75,0%	0,0%	1201	1207	6
2018	BCPST	CONCOURS POLYTECH	ESIPE CrÃ©teil - GÃ©nie BiomÃ©dical et santÃ© (ISBS)										1	100,0%	100,0%	460	460	2
2018	BCPST	CONCOURS POLYTECH	ESIR Rennes										0	0,0%	0,0%	0	0	3
2018	BCPST	CONCOURS POLYTECH	ESIROI Saint Denis de La RÃ©union										1	100,0%	0,0%	1227	1227	2
2018	BCPST	CONCOURS POLYTECH	ESIX Normandie - Caen - Cherbourg										6	100,0%	0,0%	1252	1230	3
2018	BCPST	CONCOURS POLYTECH	ISIFC BesanÃ§on - GÃ©nie BiomÃ©dical										7	85,7%	0,0%	1186	1134	14
2018	BCPST	CONCOURS POLYTECH	ISTIA Angers										4	100,0%	25,0%	1104	1092	4
2018	BCPST	CONCOURS POLYTECH	Polytech Clermont-Ferrand - GÃ©nie Biologique										7	85,7%	14,3%	1052	903	8
2018	BCPST	CONCOURS POLYTECH	Polytech Grenoble - Technologies de l'information pour la santÃ©										1	0,0%	0,0%	1276	1276	3
2018	BCPST	CONCOURS POLYTECH	Polytech Lille - GÃ©nie biologique et alimentaire										5	80,0%	0,0%	986	913	5
2018	BCPST	CONCOURS POLYTECH	Polytech Marseille - GÃ©nie Biologique, Biotechnologie										7	85,7%	0,0%	944	915	6
2018	BCPST	CONCOURS POLYTECH	Polytech Marseille - GÃ©nie BiomÃ©dical										3	100,0%	33,3%	788	727	3
2018	BCPST	CONCOURS POLYTECH	Polytech Montpellier - Sciences et technologies de l'eau										5	60,0%	20,0%	973	914	5
2018	BCPST	CONCOURS POLYTECH	Polytech Montpellier GÃ©nie biologique et agroalimentaire										7	71,4%	14,3%	1067	969	7
2018	BCPST	CONCOURS POLYTECH	Polytech Nantes - GÃ©nie des ProcÃ©dÃ©s et BioprocÃ©dÃ©s										1	100,0%	0,0%	1103	1103	2
2018	BCPST	CONCOURS POLYTECH	Polytech Nice-Sophia - GÃ©nie biologique										8	87,5%	0,0%	872	847	10
2018	BCPST	CONCOURS POLYTECH	Polytech OrlÃ©ans - GÃ©nie industriel										0	0,0%	0,0%	0	0	3
2018	BCPST	CONCOURS POLYTECH	Polytech Sorbonne - Agroalimentaire										6	83,3%	16,7%	885	924	5
2018	BCPST	CONCOURS POLYTECH	Concours POLYTECH A BIO	1877	72,3%	25,1%	1338	74,1%	26,2%	1299	74,1%	26,4%	113					128
