year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
2018	TSI	Concours Polytechnique	ECOLE POLYTECHNIQUE	580	6,4%	21,2%	94	6,4%	27,7%	2	0,0%	0,0%	2	0,0%	0,0%	2	2	2
2018	TSI	CONCOURS CENTRALE-SUPELEC	CentraleSupélec - Campus Gif										5	0,0%	0,0%	5	7	5
2018	TSI	CONCOURS CENTRALE-SUPELEC	CentraleSupélec - cursus apprenti - Campus Rennes										13	0,0%	15,4%	33	34	12
2018	TSI	CONCOURS CENTRALE-SUPELEC	Concours CentraleSupélec	494	6,3%	23,7%	72	5,6%	22,2%	71	5,6%	22,5%	18					17
2018	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE LYON	508	6,3%	22,2%	55	3,6%	20,0%	54	3,7%	20,4%	5	0,0%	20,0%	25	23	5
2018	TSI	CONCOURS CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	271	5,9%	27,3%	30	3,3%	36,7%	29	3,4%	37,9%	3	0,0%	33,3%	9	14	2
2018	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE LILLE	499	7,6%	23,0%	51	5,9%	23,5%	50	6,0%	24,0%	5	0,0%	20,0%	34	34	5
2018	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE NANTES	572	7,0%	23,1%	55	1,8%	21,8%	54	1,9%	22,2%	10	10,0%	40,0%	31	25	10
2018	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE MARSEILLE	505	6,7%	24,6%	95	6,3%	25,3%	92	5,4%	25,0%	5	20,0%	80,0%	30	31	5
2018	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE CASABLANCA	242	5,4%	27,7%	32	6,2%	31,2%	29	3,4%	31,0%	0	0,0%	0,0%	0	0	3
2018	TSI	CONCOURS CENTRALE-SUPELEC	Université de Technologie de Troyes (UTT)	408	7,4%	25,0%	79	3,8%	20,3%	72	4,2%	20,8%	5	20,0%	60,0%	64	60	10
2018	TSI	BANQUE DE NOTES CENTRALE	SIGMA Clermont-Ferrand (ex IFMA)	317	6,0%	30,0%	74	4,1%	41,9%	16	0,0%	43,8%	10	0,0%	40,0%	8	8	8
2018	TSI	BANQUE DE NOTES CENTRALE	ISMANS-Groupe CESI Le Mans	353	6,2%	22,7%	328	6,1%	21,6%	73	6,8%	16,4%	20	0,0%	10,0%	57	49	40
2018	TSI	BANQUE DE NOTES CENTRALE	ESIX Normandie - Caen - Cherbourg	603	8,1%	24,5%	410	7,6%	27,1%	97	13,4%	30,9%	39	10,3%	46,2%	64	61	40
2018	TSI	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										3	0,0%	0,0%	30	29	2
2018	TSI	CONCOURS COMMUN MINES-PONTS	IMT Atlantique cursus Brest-Nantes-Rennes-Toulouse										1	0,0%	0,0%	49	49	3
2018	TSI	CONCOURS COMMUN MINES-PONTS	ISAE - SUPAERO Toulouse										2	0,0%	0,0%	20	20	2
2018	TSI	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										1	0,0%	0,0%	23	23	2
2018	TSI	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										0	0,0%	0,0%	0	0	2
2018	TSI	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										1	0,0%	0,0%	8	8	2
2018	TSI	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										0	0,0%	0,0%	0	0	1
2018	TSI	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										1	0,0%	0,0%	7	7	2
2018	TSI	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										1	0,0%	0,0%	32	32	1
2018	TSI	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts TSI	580	6,4%	21,2%	94	6,4%	27,7%	50	4,0%	24,0%	10					17
2018	TSI	CONCOURS COMMUN ENSAM	Arts et Métiers										35	5,7%	37,1%	47	48	35
2018	TSI	CONCOURS COMMUN ENSAM	Arts et Métiers - voie de l'apprentissage										0	0,0%	0,0%	0	0	0
2018	TSI	CONCOURS COMMUN ENSAM	ENSEA Cergy										5	0,0%	80,0%	86	87	10
2018	TSI	CONCOURS COMMUN ENSAM	ESIEE Amiens										0	0,0%	0,0%	0	0	5
2018	TSI	CONCOURS COMMUN ENSAM	Concours ARTS ET MÉTIERS	732	7,2%	23,6%	181	5,0%	29,3%	135	3,7%	31,1%	40					50
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	Bordeaux INP - ENSEIRB-MATMECA Electronique										6	16,7%	16,7%	91	91	5
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	Bordeaux INP - ENSEIRB-MATMECA Informatique										2	0,0%	0,0%	56	56	2
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	Bordeaux INP - ENSEIRB-MATMECA Télecom.										2	50,0%	0,0%	132	132	2
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	CPE LYON Sciences du numérique										0	0,0%	0,0%	0	0	2
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENGEES Strasbourg Civil (étudiant)										4	0,0%	75,0%	300	295	2
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSGTI Pau - Energétique										0	0,0%	0,0%	0	0	2
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSI Poitiers Energie										0	0,0%	0,0%	0	0	4
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSIAME Valenciennes Informatique et Génie Industriel										3	0,0%	0,0%	319	301	2
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSIAME Valenciennes Méca Energ.										5	20,0%	60,0%	268	273	6
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSIAME Valenciennes Mécatronique										6	16,7%	33,3%	289	288	8
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSICAEN Electronique et Physique Appliquée										4	0,0%	25,0%	202	205	3
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSICAEN Informatique										3	0,0%	33,3%	162	141	2
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSMM Besançon										14	7,1%	28,6%	249	240	19
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP - ENSE3										4	25,0%	0,0%	118	114	3
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP - Pagora										0	0,0%	0,0%	0	0	1
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP - Phelma (Physique Electronique Télécoms)										4	0,0%	0,0%	50	49	2
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP - Phelma (Physique Matériaux Procédés)										2	50,0%	0,0%	87	87	2
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ISAE-ENSMA Poitiers										2	0,0%	0,0%	39	39	2
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ISIMA Clermont-Ferrand										4	0,0%	0,0%	240	243	5
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	Lorraine INP - ENSEM - Energie										4	25,0%	0,0%	121	111	4
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	SeaTech Toulon										4	25,0%	0,0%	245	234	2
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	SUPMECA Paris										3	0,0%	66,7%	137	134	3
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	TELECOM PHYSIQUE Strasbourg										3	0,0%	33,3%	134	122	6
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	Toulouse INP - ENSEEIHT - Electronique-Energie-Automatique (EEA)										2	0,0%	0,0%	29	29	2
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	Toulouse INP - ENSEEIHT - Mécanique des Fluides-Energetique-Environnement (MFEE)										0	0,0%	0,0%	0	0	1
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	Toulouse INP - ENSEEIHT - Sciences du Numérique										1	0,0%	0,0%	67	67	1
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	Toulouse INP - ENSIACET - Génie Industriel										1	0,0%	0,0%	98	98	2
2018	TSI	CONCOURS COMMUNS POLYTECHNIQUES	Concours Commun Polytechnique TSI	1253	10,1%	18,0%	555	9,4%	25,4%	355	7,9%	22,3%	83					95
2018	TSI	BANQUE EPREUVES C.C.P Inter-Filière	Lorraine INP - ENSGSI	323	9,6%	22,0%	121	9,1%	33,9%	21	14,3%	33,3%	5	0,0%	40,0%	58	62	35*
2018	TSI	BANQUE EPREUVES C.C.P	ESIPE Créteil - Technologie pour la santé	362	7,7%	23,5%	177	6,2%	34,5%	124	6,5%	33,9%	4	0,0%	75,0%	91	89	6
2018	TSI	BANQUE EPREUVES C.C.P	ECAM Rennes	377	7,4%	20,7%	323	6,5%	23,2%	49	8,2%	22,4%	4	0,0%	0,0%	23	20	10
2018	TSI	BANQUE EPREUVES C.C.P	EIL Côte d'Opale - Calais (informatique)										10	10,0%	0,0%	157	147	10
2018	TSI	BANQUE EPREUVES C.C.P	EIL Côte d'Opale - Longuenesse (Génie Industriel)										14	14,3%	21,4%	135	126	15
2018	TSI	BANQUE EPREUVES C.C.P	Concours EIL Côte d'Opale Longuenesse - Calais	394	10,7%	17,8%	300	9,3%	20,3%	179	10,1%	24,6%	24					25
2018	TSI	BANQUE EPREUVES C.C.P	EIVP Paris Civil	1253	10,1%	18,0%	216	9,3%	31,9%	144	9,7%	32,6%	6	33,3%	50,0%	51	49	7
2018	TSI	BANQUE EPREUVES C.C.P	ENS Paris-Saclay	696	8,0%	22,6%	64	3,1%	35,9%	35	2,9%	37,1%	4	0,0%	25,0%	20	16	4
2018	TSI	BANQUE EPREUVES C.C.P	ENS Rennes	682	8,1%	22,4%	75	1,3%	30,7%	51	0,0%	33,3%	2	0,0%	0,0%	29	29	2
2018	TSI	BANQUE EPREUVES C.C.P	ENSAIT Roubaix										5	40,0%	20,0%	57	56	5
2018	TSI	BANQUE EPREUVES C.C.P	ENSAIT Roubaix - Formation en alternance										0	0,0%	0,0%	0	0	2
2018	TSI	BANQUE EPREUVES C.C.P	Concours ENSAIT Roubaix	358	8,7%	23,2%	239	9,6%	28,9%	65	12,3%	40,0%	5					7
2018	TSI	BANQUE EPREUVES C.C.P	ENSISA Mulhouse Automatique et Systèmes Embarqués										1	0,0%	0,0%	5	5	4
2018	TSI	BANQUE EPREUVES C.C.P	ENSISA Mulhouse Informatique et réseaux										1	0,0%	0,0%	26	26	3
2018	TSI	BANQUE EPREUVES C.C.P	ENSISA Mulhouse Mécanique										3	0,0%	0,0%	12	14	5
2018	TSI	BANQUE EPREUVES C.C.P	ENSISA Mulhouse Textile et Fibres										1	0,0%	0,0%	6	6	3
2018	TSI	BANQUE EPREUVES C.C.P	Concours ENSISA Mulhouse TSI	509	8,4%	20,6%	257	6,2%	24,9%	41	12,2%	19,5%	6					15
2018	TSI	BANQUE EPREUVES C.C.P	Lorraine INP - ENSTIB	275	10,2%	21,5%	182	10,4%	25,8%	42	4,8%	14,3%	10	0,0%	10,0%	12	12	7
2018	TSI	BANQUE EPREUVES C.C.P	ENTPE Lyon Civil	468	6,8%	25,4%	149	7,4%	40,3%	63	4,8%	42,9%	2	0,0%	50,0%	19	19	2
2018	TSI	BANQUE EPREUVES C.C.P	ESB Nantes	215	8,8%	22,8%	179	9,5%	25,1%	25	16,0%	20,0%	7	28,6%	0,0%	10	11	15
2018	TSI	BANQUE EPREUVES C.C.P	ESIGELEC Rouen	502	7,0%	20,9%	427	6,8%	22,7%	230	5,2%	27,4%	31	6,5%	16,1%	174	172	35
2018	TSI	BANQUE EPREUVES C.C.P	ESIREM Dijon	382	8,9%	21,5%	250	7,2%	25,2%	63	4,8%	19,0%	11	0,0%	18,2%	14	15	12
2018	TSI	BANQUE EPREUVES C.C.P	ESTIA Bidart	381	6,3%	21,5%	278	5,8%	26,3%	93	7,5%	21,5%	33	3,0%	6,1%	31	37	30
2018	TSI	BANQUE EPREUVES C.C.P	ESTP Paris - Bâtiment (B) - campus de Cachan										9	11,1%	55,6%	67	61	6
2018	TSI	BANQUE EPREUVES C.C.P	ESTP Paris - Génie Mécanique et Electrique(GME)										8	12,5%	37,5%	120	111	6
2018	TSI	BANQUE EPREUVES C.C.P	ESTP Paris - Topographie (T)										8	0,0%	25,0%	133	127	6
2018	TSI	BANQUE EPREUVES C.C.P	ESTP Paris - Travaux Publics (TP)										9	22,2%	44,4%	85	80	8
2018	TSI	BANQUE EPREUVES C.C.P	Concours ESTP Paris	365	7,7%	24,1%	215	6,5%	32,6%	168	7,1%	31,5%	34					26
2018	TSI	BANQUE EPREUVES C.C.P	Toulouse INP - ENIT	538	9,3%	21,2%	233	7,7%	24,0%	176	8,0%	21,6%	8	12,5%	0,0%	68	74	8
2018	TSI	BANQUE EPREUVES C.C.P	ISAT Nevers - département MIT (Mécanique et Ingénierie des Transports)										4	0,0%	50,0%	70	71	5
2018	TSI	BANQUE EPREUVES C.C.P	ISAT Nevers - Infrastructures et Réseaux de Transports										0	0,0%	0,0%	0	0	2
2018	TSI	BANQUE EPREUVES C.C.P	ISAT Nevers - département EPEE (Energies et Moteurs)										1	0,0%	0,0%	87	87	4
2018	TSI	BANQUE EPREUVES C.C.P	Concours ISAT Nevers TSI	434	6,9%	21,7%	253	5,9%	29,6%	96	4,2%	34,4%	5					11
2018	TSI	BANQUE EPREUVES C.C.P	ISEP Paris	248	5,6%	23,4%	222	5,9%	24,3%	105	4,8%	21,9%	10	0,0%	50,0%	75	75	10
2018	TSI	BANQUE EPREUVES C.C.P	ISIS Castres	1253	10,1%	18,0%	128	4,7%	34,4%	1	100,0%	0,0%	0	0,0%	0,0%	0	0	2
2018	TSI	BANQUE EPREUVES C.C.P	ENTPE Lyon Fonctionnaire	468	6,8%	25,4%	149	7,4%	40,3%	63	4,8%	42,9%	4	0,0%	50,0%	35	31	4
2018	TSI	BANQUE EPREUVES C.C.P	3IL Ingénieurs	266	6,8%	19,5%	232	6,0%	21,6%	58	3,4%	20,7%	8	12,5%	50,0%	49	48	12
2018	TSI	Concours Mines - Télécom	IMT Mines Albi										2	0,0%	0,0%	93	93	2
