year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rg_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2012	psi	BANQUE ENS CACHAN/EC. POLYTECH	Rg dudernier appelé
2012	psi	BANQUE ENS CACHAN/EC. POLYTECH	ECOLE POLYTECHNIQUE	812	15.0	24.0	88	3.0	22.0	50	2.0	12.0	48	45	2.0	9.0	45
2012	psi	BANQUE ENS CACHAN/EC. POLYTECH	ENS Cachan										324	41	2.0	42.0	41
2012	psi	BANQUE ENS CACHAN/EC. POLYTECH	ENS Cachan-Ker Lan										383	2	0.0	50.0	3
2012	psi	BANQUE ENS CACHAN/EC. POLYTECH	ENS Cachan-PSI	1184	16.0	27.0	430	12.0	29.0	383	13.0	28.0		43			44
2012	psi	CONCOURS COMMUN MINES-PONTS	Rg dudernier appelé
2012	psi	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										50	28	17.0	0.0	26
2012	psi	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										803	46	19.0	33.0	42
2012	psi	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										822	44	27.0	19.0	42
2012	psi	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										144	36	33.0	20.0	35
2012	psi	CONCOURS COMMUN MINES-PONTS	SUPAERO (ISAE) Toulouse										293	44	18.0	7.0	42
2012	psi	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										322	41	31.0	20.0	32
2012	psi	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										317	21	19.0	20.0	20
2012	psi	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										371	7	0.0	0.0	7
2012	psi	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE										967	28	10.0	25.0	30
2012	psi	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts PSI	3575	20.0	24.0	1016	15.0	24.0	967	15.0	24.0		295			276
2012	psi	BANQUE CENTRALE-SUPELEC	Rg dudernier appelé
2012	psi	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS	2208	19.0	24.0	354	15.0	21.0	236	14.0	23.0	146	93	16.0	27.0	93
2012	psi	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Gif										341	64	14.0	29.0	71
2012	psi	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Metz										534	23	13.0	31.0	23
2012	psi	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Rennes										437	20	15.0	40.0	21
2012	psi	BANQUE CENTRALE-SUPELEC	Supélec	2352	18.0	25.0	671	14.0	24.0	624	15.0	23.0		107			115
2012	psi	BANQUE CENTRALE-SUPELEC	CENTRALE LYON	2693	19.0	25.0	575	15.0	22.0	475	16.0	22.0	475	88	18.0	22.0	82
2012	psi	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	1612	19.0	29.0	727	18.0	27.0	642	18.0	27.0	642	22	36.0	28.0	30
2012	psi	BANQUE CENTRALE-SUPELEC	CENTRALE LILLE	2762	19.0	27.0	705	16.0	26.0	633	16.0	26.0	633	55	14.0	28.0	60
2012	psi	BANQUE CENTRALE-SUPELEC	CENTRALE NANTES	2934	19.0	27.0	748	16.0	26.0	672	17.0	25.0	618	74	27.0	13.0	75
2012	psi	BANQUE CENTRALE-SUPELEC	CENTRALE MARSEILLE	2403	20.0	29.0	879	18.0	29.0	739	19.0	29.0	739	40	20.0	25.0	51
2012	psi	BANQUE CENTRALE-SUPELEC	ECOLE NAVALE Brest	597	13.0	33.0	211	12.0	54.0	100	11.0	58.0	55	24	4.0	55.0	24
2012	psi	BANQUE CENTRALE-SUPELEC	ENSEA Cergy	1455	19.0	28.0	1021	18.0	27.0	383	22.0	25.0	370	48	14.0	19.0	40
2012	psi	BANQUE CENTRALE-SUPELEC	ENSIIE Evry										250	21	9.0	20.0	20
2012	psi	BANQUE CENTRALE-SUPELEC	ENSIIE Strasbourg										253	4	50.0	0.0	8
2012	psi	BANQUE CENTRALE-SUPELEC	ENSIIE	1074	18.0	28.0	802	18.0	27.0	253	20.0	25.0		25			28
2012	psi	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS										3	3	0.0	67.0	5
2012	psi	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Gif										4	1	100.0	0.0	1
2012	psi	BANQUE CENTRALE-SUPELEC	CENTRALE LYON										3	0	0.0	0.0	1
2012	psi	BANQUE CENTRALE-SUPELEC	CENTRALE LILLE										3	0	0.0	0.0	1
2012	psi	BANQUE CENTRALE-SUPELEC	CENTRALE NANTES										5	0	0.0	0.0	1
2012	psi	BANQUE CENTRALE-SUPELEC	CENTRALE MARSEILLE										6	1	0.0	0.0	1
2012	psi	BANQUE CENTRALE-SUPELEC	Cycle International Centrale-Supelec	38	39.0	22.0	11	45.0	28.0	6	16.0	34.0		5			10
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	Rg dudernier appelé
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSMM Besançon										2633	53	28.0	38.0	51
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSI Bourges MRI										2852	12	41.0	34.0	30
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSI Bourges STI										2852	2	0.0	50.0	10
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIRB-MATMECA Bordeaux Electronique										2002	17	23.0	12.0	18
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIRB-MATMECA Bordeaux Informatique										2071	13	23.0	8.0	12
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIRB-MATMECA Bordeaux Télecom.										2142	21	38.0	29.0	17
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIRB-MATMECA Bordeaux Mathématiques et Mécanique										1683	15	26.0	34.0	15
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSICAEN Electronique et Physique Appliquée										2230	8	12.0	25.0	10
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSICAEN Informatique										2648	14	7.0	43.0	15
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ISIMA Clermont-Ferrand										2852	10	20.0	40.0	12
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP-Pagora										2821	13	38.0	54.0	11
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP-Esisar										2238	8	25.0	38.0	9
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP-Phelma (Physique Matériaux Procédés)										1357	33	24.0	28.0	36
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP-Phelma (Physique Electronique Télécoms)										1543	38	21.0	43.0	44
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP-ENSE3										1212	75	30.0	28.0	75
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP-ENSIMAG										700	17	35.0	18.0	20
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	CPE LYON Electronique										2852	11	0.0	37.0	10
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSEM Nancy Pluriscientifique										2336	41	19.0	18.0	37
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSEM Nancy Ingénierie des systèmes numériques										2635	10	10.0	10.0	7
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSG Nancy										1968	10	60.0	40.0	10
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSIC Nancy										2225	2	50.0	50.0	5
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	SUPMECA Paris										2012	30	23.0	24.0	40
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSGTI Pau-Energétique										2801	13	15.0	47.0	10
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ISAE-ENSMA Poitiers										1514	62	12.0	28.0	58
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSI Poitiers Eau et Genie Civil										1939	6	66.0	17.0	7
2012	psi	CONCOURS COMMUNS POLYTECHNIQUES	ENSI Poitiers Energie										2422	17	35.0	36.0	17
