year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2009	PC	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE	1361	27.0%	29.0%	267	25.0%	34.0%	177	26.0%	28.0%	166	144	27.0%	28.0%	144
2009	PC	CONCOURS ECOLE POLYTECHNIQUE	ESPCI ParisTech	1314	31.0%	29.0%	453	30.0%	34.0%	375	28.0%	32.0%	375	56	33.0%	25.0%	59
2009	PC	CONCOURS ECOLE POLYTECHNIQUE	ESPCI ParisTech Etranger	88	27.0%	30.0%	32	15.0%	44.0%	22	22.0%	46.0%	22	3	0.0%	34.0%	4
2009	PC	BANQUE ENS	ENS Ulm	749	31.0%	32.0%	79	15.0%	33.0%	42	16.0%	24.0%	42	18	16.0%	23.0%	18
2009	PC	BANQUE ENS	ENS Cachan PC	777	31.0%	32.0%	214	25.0%	43.0%	132	27.0%	40.0%	132	18	33.0%	39.0%	18
2009	PC	BANQUE ENS	ENS Lyon	792	31.0%	32.0%	228	25.0%	43.0%	134	26.0%	43.0%	134	31	25.0%	52.0%	31
2009	PC	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										86	17	23.0%	12.0%	18
2009	PC	CONCOURS COMMUN MINES-PONTS	MINES Nancy										734	39	23.0%	42.0%	37
2009	PC	CONCOURS COMMUN MINES-PONTS	MINES St Etienne										755	40	30.0%	18.0%	40
2009	PC	CONCOURS COMMUN MINES-PONTS	Ponts et Chaussées										218	35	25.0%	20.0%	30
2009	PC	CONCOURS COMMUN MINES-PONTS	ISAE - SUPAERO Toulouse										383	21	38.0%	29.0%	23
2009	PC	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										398	27	48.0%	38.0%	27
2009	PC	CONCOURS COMMUN MINES-PONTS	Télécom ParisTech										334	17	52.0%	42.0%	16
2009	PC	CONCOURS COMMUN MINES-PONTS	ENST Cursus Sophia Antipolis										437	4	50.0%	0.0%	5
2009	PC	CONCOURS COMMUN MINES-PONTS	TELECOM Bretagne										915	27	22.0%	38.0%	25
2009	PC	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts PC	2969	31.0%	27.0%	970	25.0%	36.0%	915	26.0%	35.0%		227			221
2009	PC	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS	2335	31.0%	28.0%	470	24.0%	37.0%	325	22.0%	38.0%	252	91	17.0%	55.0%	85
2009	PC	BANQUE CENTRALE-SUPELEC	SUPELEC- Campus Gif										401	68	22.0%	52.0%	62
2009	PC	BANQUE CENTRALE-SUPELEC	SUPELEC- Campus Metz										521	18	11.0%	28.0%	18
2009	PC	BANQUE CENTRALE-SUPELEC	SUPELEC- Campus Rennes										453	14	14.0%	58.0%	18
2009	PC	BANQUE CENTRALE-SUPELEC	Supélec	2102	28.0%	30.0%	676	22.0%	38.0%	601	22.0%	38.0%		100			98
2009	PC	BANQUE CENTRALE-SUPELEC	CENTRALE LYON	2677	32.0%	28.0%	605	26.0%	37.0%	511	26.0%	38.0%	479	59	38.0%	38.0%	60
2009	PC	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	1431	33.0%	34.0%	678	30.0%	37.0%	572	30.0%	38.0%	571	33	33.0%	34.0%	27
2009	PC	BANQUE CENTRALE-SUPELEC	CENTRALE LILLE	2503	33.0%	29.0%	650	28.0%	44.0%	599	28.0%	44.0%	522	46	23.0%	53.0%	45
2009	PC	BANQUE CENTRALE-SUPELEC	CENTRALE NANTES	2644	33.0%	29.0%	724	27.0%	41.0%	696	27.0%	41.0%	591	44	36.0%	32.0%	50
2009	PC	BANQUE CENTRALE-SUPELEC	CENTRALE MARSEILLE	2436	35.0%	27.0%	826	30.0%	32.0%	751	30.0%	33.0%	751	52	42.0%	37.0%	72
2009	PC	BANQUE CENTRALE-SUPELEC	ENSEA Cergy	1027	32.0%	31.0%	674	31.0%	29.0%	422	31.0%	29.0%	418	16	43.0%	44.0%	20
2009	PC	BANQUE CENTRALE-SUPELEC	ENSIIE (I.I.E. CNAM )	795	33.0%	32.0%	451	34.0%	27.0%	69	37.0%	22.0%	69	7	42.0%	0.0%	10
2009	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSMM Besançon										2605	26	19.0%	27.0%	22
2009	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSI Bourges MRI										2981	28	32.0%	43.0%	27
2009	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSI Bourges STI										3055	4	50.0%	75.0%	4
2009	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSEIRB-MATMECA Bordeaux Electronique										2583	14	28.0%	15.0%	13
2009	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSEIRB-MATMECA Bordeaux Informatique										2477	4	25.0%	25.0%	7
