year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2009	MP	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE Info.	781	12.0%	26.0%	194	8.0%	26.0%	156	8.0%	26.0%	135	106	10.0%	23.0%	106
2009	MP	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE P&SI	840	20.0%	31.0%	137	13.0%	37.0%	104	15.0%	38.0%	87	84	17.0%	42.0%	84
2009	MP	BANQUE ENS	ENS Ulm MPI	1150	16.0%	34.0%	126	5.0%	46.0%	76	7.0%	45.0%	59	41	9.0%	37.0%	41
2009	MP	BANQUE ENS	ENS Ulm Info.	195	10.0%	27.0%	32	3.0%	32.0%	18	5.0%	39.0%	8	8	12.0%	50.0%	8
2009	MP	BANQUE ENS	ENS Cachan MP										170	19	15.0%	58.0%	19
2009	MP	BANQUE ENS	ENS Cachan - Ker Lan MP										186	8	12.0%	38.0%	8
2009	MP	BANQUE ENS	Concours ENS Cachan groupe MP	1110	18.0%	34.0%	262	10.0%	46.0%	188	12.0%	47.0%		27			27
2009	MP	BANQUE ENS	ENS Cachan Info.										38	12	8.0%	34.0%	12
2009	MP	BANQUE ENS	ENS Cachan - Ker Lan Info.										61	14	14.0%	36.0%	14
2009	MP	BANQUE ENS	Concours ENS Cachan groupe Informatique	226	8.0%	26.0%	89	5.0%	27.0%	68	7.0%	34.0%		26			26
2009	MP	BANQUE ENS	ENS Lyon MPI	1131	18.0%	35.0%	199	8.0%	50.0%	132	10.0%	50.0%	129	25	8.0%	68.0%	25
2009	MP	BANQUE ENS	ENS Lyon Info.	219	9.0%	27.0%	84	8.0%	29.0%	55	5.0%	31.0%	41	20	5.0%	25.0%	20
2009	MP	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										180	46	26.0%	9.0%	46
2009	MP	CONCOURS COMMUN MINES-PONTS	MINES Nancy										1274	55	18.0%	35.0%	55
2009	MP	CONCOURS COMMUN MINES-PONTS	MINES St Etienne										1252	43	32.0%	14.0%	42
2009	MP	CONCOURS COMMUN MINES-PONTS	Ponts et Chaussées										380	55	27.0%	17.0%	57
2009	MP	CONCOURS COMMUN MINES-PONTS	ISAE - SUPAERO Toulouse										835	46	13.0%	20.0%	50
2009	MP	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										751	49	18.0%	27.0%	50
2009	MP	CONCOURS COMMUN MINES-PONTS	Télécom ParisTech										647	52	9.0%	43.0%	54
2009	MP	CONCOURS COMMUN MINES-PONTS	ENST Cursus Sophia Antipolis										907	16	18.0%	25.0%	18
2009	MP	CONCOURS COMMUN MINES-PONTS	TELECOM Bretagne										1539	80	13.0%	27.0%	75
