year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rg_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2014	tsi	Concours Polytechnique	ECOLE POLYTECHNIQUE				81	3.0	28.0	3	0.0	0.0	3	2	0.0	0.0	2
2014	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE PARIS	410	7.0	21.0				44	4.0	16.0	23	10	10.0	20.0	10
2014	tsi	CONCOURS CENTRALE-SUPELEC	SUPELEC	429	6.0	22.0	63	3.0	18.0	62	3.0	18.0	53	8	0.0	0.0	8
2014	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE LYON	445	7.0	21.0	48	4.0	13.0	47	4.0	13.0	26	5	0.0	20.0	5
2014	tsi	CONCOURS CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	303	7.0	25.0	63	7.0	23.0	56	7.0	24.0	41	3	33.0	0.0	2
2014	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE LILLE	456	6.0	21.0	59	3.0	16.0	58	3.0	16.0	48	5	0.0	0.0	5
2014	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE NANTES	530	7.0	20.0	68	2.0	14.0	66	3.0	14.0	62	11	9.0	19.0	10
2014	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE MARSEILLE	456	7.0	23.0	102	6.0	19.0	87	5.0	19.0	65	5	20.0	20.0	5
2014	tsi	CONCOURS CENTRALE-SUPELEC	ENSIIE Evry	377	5.0	21.0	55	1.0	19.0	53	1.0	19.0	40	0	0.0	0.0	5
2014	tsi	BANQUE DE NOTES CENTRALE	IFMA Clermont-Ferrand	310	7.0	21.0	73	8.0	32.0	10	0.0	20.0	8	2	0.0	50.0	7
2014	tsi	BANQUE DE NOTES CENTRALE	ISMANS Le Mans	340	6.0	20.0	313	7.0	20.0	59	10.0	24.0	59	10	10.0	30.0	15
2014	tsi	BANQUE DE NOTES CENTRALE	ESIX Normandie	444	6.0	23.0	387	6.0	23.0	78	6.0	21.0	69	29	10.0	32.0	25
2014	tsi	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										1	1	0.0	0.0	2
2014	tsi	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										44	2	0.0	0.0	3
2014	tsi	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										47	2	0.0	0.0	2
2014	tsi	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										18	1	0.0	100.0	1
2014	tsi	CONCOURS COMMUN MINES-PONTS	SUPAERO (ISAE) Toulouse										23	5	0.0	20.0	5
2014	tsi	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										0	0	0.0	0.0	2
2014	tsi	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										11	1	0.0	0.0	4
2014	tsi	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										24	1	0.0	0.0	2
2014	tsi	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE cursus Brest-Rennes-Toulouse										59	1	0.0	0.0	2
2014	tsi	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts TSI	522	6.0	22.0	81	3.0	28.0	60	5.0	17.0		14			23
2014	tsi	CONCOURS TELECOM INT	TELECOM SudParis-cursus Evry	474	8.0	23.0	97	7.0	23.0	14	7.0	15.0	12	6	16.0	0.0	6
2014	tsi	CONCOURS TELECOM INT	TELECOM St Etienne	474	8.0	23.0	221	7.0	24.0	33	9.0	16.0	23	5	0.0	20.0	5
2014	tsi	CONCOURS TELECOM INT	TELECOM PHYSIQUE Strasbourg-TIC et Santé	474	8.0	23.0	167	8.0	24.0	14	7.0	36.0	6	2	50.0	50.0	2
2014	tsi	CONCOURS TELECOM INT	ENSSAT Lannion	474	8.0	23.0	212	7.0	24.0	12	0.0	17.0	6	1	0.0	0.0	4
2014	tsi	CONCOURS TELECOM INT	TELECOM Nancy	474	8.0	23.0	213	7.0	24.0	30	3.0	20.0	23	5	0.0	0.0	3
2014	tsi	CONCOURS TELECOM INT	Mines St Etienne ISMIN Gardanne	474	8.0	23.0	128	7.0	25.0	16	18.0	19.0	13	4	0.0	0.0	3
2014	tsi	CONCOURS COMMUN ENSAM	Arts et Métiers ParisTech										89	35	2.0	29.0	35
2014	tsi	CONCOURS COMMUN ENSAM	ENSEA Cergy										127	1	0.0	100.0	10
2014	tsi	CONCOURS COMMUN ENSAM	ESIEE Amiens										129	0	0.0	0.0	5
2014	tsi	CONCOURS COMMUN ENSAM	ARTS ET MÉTIERS ParisTech	642	6.0	21.0	183	3.0	26.0	129	3.0	25.0		36			50
2014	tsi	BANQUE EPREUVES C.C.P Inter-Filière	ENSGSI Nancy	300	8.0	19.0	141	6.0	22.0	22	9.0	14.0	-	1	0.0	0.0	35
2014	tsi	CONCOURS COMMUNS POLYTECHNIQUES	ENSMM Besançon										256	19	10.0	16.0	19
2014	tsi	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIRB-MATMECA Bordeaux Electronique										192	5	0.0	0.0	4
2014	tsi	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIRB-MATMECA Bordeaux Informatique										245	4	0.0	50.0	2
2014	tsi	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIRB-MATMECA Bordeaux Télecom.										199	3	0.0	34.0	2
2014	tsi	CONCOURS COMMUNS POLYTECHNIQUES	ENSICAEN Electronique et Physique Appliquée										257	3	0.0	0.0	3
