year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rg_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2014	pt	CENTRALE-SUPELEC	CENTRALE PARIS	836	11.0	21.0				59	8.0	6.0	30	10	0.0	0.0	10
2014	pt	CENTRALE-SUPELEC	SUPELEC	936	10.0	23.0	150	10.0	11.0	149	10.0	11.0	88	30	3.0	10.0	24
2014	pt	CENTRALE-SUPELEC	CENTRALE LYON	1154	11.0	22.0				151	8.0	7.0	91	25	16.0	8.0	24
2014	pt	CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	491	11.0	28.0	110	4.0	25.0	107	4.0	26.0	104	2	0.0	0.0	3
2014	pt	CENTRALE-SUPELEC	CENTRALE LILLE	1096	12.0	25.0				143	8.0	16.0	128	10	20.0	10.0	12
2014	pt	CENTRALE-SUPELEC	CENTRALE NANTES	1228	12.0	25.0				177	11.0	12.0	148	19	36.0	11.0	20
2014	pt	CENTRALE-SUPELEC	CENTRALE MARSEILLE	797	12.0	25.0	174	9.0	19.0	170	9.0	19.0	154	6	0.0	17.0	10
2014	pt	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										13	3	0.0	0.0	3
2014	pt	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										84	2	0.0	0.0	4
2014	pt	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										74	2	50.0	50.0	2
2014	pt	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										28	2	0.0	0.0	2
2014	pt	CONCOURS COMMUN MINES-PONTS	SUPAERO (ISAE) Toulouse										31	5	20.0	0.0	5
2014	pt	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										40	4	0.0	0.0	3
2014	pt	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										41	2	0.0	0.0	2
2014	pt	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										64	1	0.0	0.0	1
2014	pt	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE cursus Brest-Rennes-Toulouse										162	0	0.0	0.0	3
2014	pt	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE cursus Sophia										62	0	0.0	0.0	1
2014	pt	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines-Ponts PT	1090	11.0	21.0	179	9.0	18.0	167	8.0	16.0		21			26
2014	pt	CONCOURS COMMUN ENSAM	Arts et Métiers-ingénieurs militaires	519	9.0	26.0	144	9.0	38.0	59	11.0	43.0	47	9	11.0	34.0	9
2014	pt	CONCOURS COMMUN ENSAM	Arts et Métiers ParisTech										775	548	10.0	37.0	541
2014	pt	CONCOURS COMMUN ENSAM	ENSEA Cergy										1167	15	0.0	27.0	25
2014	pt	CONCOURS COMMUN ENSAM	ARTS ET MÉTIERS ParisTech	2276	12.0	23.0	1280	10.0	30.0	1171	11.0	30.0		563			566
