year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
2021	MP	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE Info.	809	11,6%	24,8%	212	9,4%	16,5%	156	10,3%	15,4%	105	8,6%	10,5%	81	82	105
2021	MP	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE P&SI	771	16,0%	25,4%	176	9,7%	14,2%	119	9,2%	10,9%	80	10,0%	10,0%	46	45	80
2021	MP	BANQUE ENS	ENS Ulm MPI	1800	18,6%	25,3%	145	6,2%	23,4%	97	7,2%	23,7%	38	10,5%	31,6%	35	39	38
2021	MP	BANQUE ENS	ENS Ulm Info.	327	11,6%	28,7%	44	6,8%	25,0%	29	10,3%	20,7%	13	7,7%	7,7%	8	9	13
2021	MP	BANQUE ENS	ENS Paris-Saclay MP	1874	18,7%	24,6%	269	8,2%	19,3%	192	9,9%	19,3%	13	7,7%	30,8%	139	140	13
2021	MP	BANQUE ENS	ENS Paris-Saclay Info.	311	12,2%	25,4%	106	4,7%	20,8%	76	2,6%	19,7%	16	0,0%	25,0%	41	40	16
2021	MP	BANQUE ENS	ENS de Lyon MPI	1902	18,7%	25,1%	248	7,3%	21,0%	157	8,3%	19,7%	25	8,0%	32,0%	97	101	25
2021	MP	BANQUE ENS	ENS de Lyon Info.	314	12,1%	26,8%	108	6,5%	22,2%	74	5,4%	23,0%	25	8,0%	28,0%	44	41	25
2021	MP	BANQUE ENS	ENS Rennes MP	1832	19,1%	24,9%	309	9,1%	20,7%	255	9,4%	20,0%	10	10,0%	70,0%	222	216	10
2021	MP	BANQUE ENS	ENS Rennes Info.	315	12,1%	24,4%	103	7,8%	25,2%	76	3,9%	22,4%	8	0,0%	50,0%	55	52	8
2021	MP	BANQUE CENTRALE-SUPELEC	CentraleSupélec - statut étudiant	3762	20,1%	21,3%	959	15,3%	18,0%	921	15,6%	18,0%	293	16,7%	18,1%	415	405	273
2021	MP	BANQUE CENTRALE-SUPELEC	CentraleSupélec - statut étudiant - étr.	197	23,4%	29,9%	54	11,1%	44,4%	51	9,8%	45,1%	12	8,3%	75,0%	28	25	12
2021	MP	BANQUE CENTRALE-SUPELEC	CENTRALE LYON	4075	22,2%	21,3%	1100	16,2%	19,4%	1070	16,4%	19,3%	131	15,3%	23,7%	816	783	127
2021	MP	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	1643	23,6%	24,2%	663	21,3%	23,5%	619	21,3%	23,4%	25	36,0%	40,0%	434	419	32
2021	MP	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique) - étr.	71	36,6%	36,6%	24	41,7%	50,0%	21	42,9%	42,9%	1	0,0%	100,0%	13	13	2
2021	MP	BANQUE CENTRALE-SUPELEC	CENTRALE LILLE	3761	23,2%	22,6%	1004	18,7%	23,6%	972	18,9%	23,6%	86	15,1%	25,6%	865	817	90
2021	MP	BANQUE CENTRALE-SUPELEC	CENTRALE NANTES	3940	22,3%	22,1%	899	17,2%	20,6%	879	17,5%	20,3%	94	18,1%	24,5%	782	722	115
