year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	integres_places
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Lille-Génie Informatique et statistique										3	66.7	0.0	3448	3323	10
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Lille-Géotechnique, Génie civil										1	0.0	0.0	3161	2919	10
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Lille-Informatique, Microélectronique, Automatique										0	0.0	0.0	3152	3102	6
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Lille-Ingénierie et commercialisation des systèmes de mesure										1	0.0	100.0	4698	4625	5
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Lille-Matériaux										4	25.0	25.0	3490	3356	8
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Lille-Mécanique										2	0.0	50.0	3055	2882	10
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Lyon-Génie Biomédical										3	100.0	0.0	2771	2910	4
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Lyon-Informatique										0	0.0	0.0	1334	1421	4
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Lyon-Matériaux										1	100.0	0.0	3576	3528	4
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Lyon-Mathématiques Appliquées et Modélisation										1	0.0	0.0	2939	2575	4
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Lyon-Mécanique										1	100.0	100.0	2110	1925	4
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Lyon-Systèmes industriels, Robotique										1	0.0	100.0	3336	3168	4
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Marseille-Génie Biomédical										4	100.0	25.0	3998	3326	9
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Marseille-Génie Civil										0	0.0	0.0	4499	4376	12
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Marseille-Génie Industriel et Informatique										0	0.0	0.0	3906	3831	8
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Marseille-Informatique										1	0.0	0.0	2930	2959	8
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Marseille-Matériaux										4	0.0	25.0	4867	4780	11
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Marseille-Mécanique, Energétique										1	0.0	0.0	4213	3973	17
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Marseille-Microélectronique,Télécommunications										0	0.0	0.0	4387	4341	8
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Montpellier-Informatique et Gestion										0	0.0	0.0	3088	3009	3
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Montpellier-Matériaux										5	0.0	60.0	3675	3488	7
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Montpellier-Mécanique et Interactions										1	0.0	0.0	2027	2027	2
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Montpellier-Microélectronique et Automatique										1	0.0	0.0	3892	3665	5
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Montpellier-Sciences et technologies de l'eau										4	75.0	50.0	4147	4088	7
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Montpellier Génie biologique et agroalimentaire										5	40.0	40.0	3403	3293	5
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nancy-Energie, Mécanique, Matériaux, Environnement										5	20.0	40.0	4358	3944	16
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nancy-Ingénierie de l'Information et des Systèmes										0	0.0	0.0	3768	3706	8
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nancy-Management opérationnel, Maintenance, Maîtrise des risques										0	0.0	0.0	4887	4821	6
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nantes-Électronique et technologies numériques										1	0.0	0.0	4413	4219	9
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nantes-Énergie électrique										1	0.0	0.0	4587	4575	5
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nantes-Génie civil										0	0.0	0.0	3628	3646	7
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nantes-Génie des Procédés et Bioprocédés										3	66.7	33.3	2926	3018	2
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nantes-Informatique										0	0.0	0.0	2769	2627	9
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nantes-Matériaux										4	0.0	25.0	4284	3788	8
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nantes-Thermique, Énergétique										2	50.0	0.0	4689	4316	7
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nice-Sophia-Bâtiments										4	25.0	50.0	2684	2631	12
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nice-Sophia-Électronique										0	0.0	0.0	3748	3434	10
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nice-Sophia-Génie biologique										4	50.0	25.0	1659	1454	3
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nice-Sophia-Génie de l'eau										4	75.0	75.0	4348	4087	10
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nice-Sophia-Informatique										0	0.0	0.0	2055	1967	14
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Nice-Sophia-Mathématiques appliquées, Modélisation										0	0.0	0.0	2758	2706	15
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Orléans-Génie civil et géo-environnement										2	50.0	0.0	4606	4465	14
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Orléans-Génie industriel										0	0.0	0.0	4861	4820	7
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Orléans-Génie physique et systèmes embarqués										2	0.0	100.0	4899	4789	6
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Orléans-Innovation en Conception et Matériaux										2	50.0	0.0	5189	5168	8
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Orléans-Technologies pour l'Énergie, l'Aérospatial et la Motorisation										4	25.0	25.0	2709	2544	14
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Paris-Saclay-Electronique, Energie, Systèmes										0	0.0	0.0	3253	2980	6
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Paris-Saclay-Informatique										0	0.0	0.0	1768	1680	2
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Paris-Saclay-Photonique et systèmes optroniques										0	0.0	0.0	4491	4447	5
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Paris-Saclay-Matériaux										3	0.0	33.3	4537	4533	4
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Sorbonne-Electronique et Informatique										1	0.0	0.0	2387	2416	4
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Sorbonne-Matériaux										3	66.7	0.0	4009	4052	8
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Sorbonne-Mathématiques Appliquées et Informatique										0	0.0	0.0	656	828	3
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Sorbonne-Robotique										0	0.0	0.0	2785	2497	5
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Sorbonne-Sciences de la Terre										4	25.0	50.0	4804	4475	15
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Tours-Électronique, Énergie électrique										1	0.0	100.0	4745	4525	2
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Tours-Génie de l'aménagement et de l'environnement										1	0.0	0.0	3760	3505	7
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Tours-Informatique										1	0.0	100.0	3425	3203	7
2020	pc	CONCOURS POLYTECH Inter-Filière	Polytech Tours-Mécanique, Conception de systèmes										2	50.0	100.0	4123	3969	7
2020	pc	CONCOURS POLYTECH Inter-Filière	Sup Galilée Villetaneuse										2	50.0	50.0	4532	4265	24
2020	pc	CONCOURS POLYTECH Inter-Filière	¥Concours POLYTECH MP-PC-PSI	2353	43.1	18.9				1799	45.2	19.2	178					739
2020	pc	Puissance Alpha	EFREI Paris	974	42.2	18.2				898	42.9	17.9	13	7.7	7.7	870	810	20
2020	pc	Puissance Alpha	ELISA Aérospace Saint Quentin (80)	974	42.2	18.2				441	46.3	20.4	3	66.7	66.7	304	307	10
2020	pc	Puissance Alpha	ESAIP Angers / Aix-en-Provence	974	42.2	18.2				891	43.0	18.0	5	40.0	60.0	774	738	15
2020	pc	Puissance Alpha	ESEO Angers-Paris Vélizy	974	42.2	18.2				762	44.1	19.0	3	33.3	0.0	678	682	20
2020	pc	Puissance Alpha	ESIEA Paris-Laval	974	42.2	18.2				821	44.2	18.5	0	0.0	0.0	548	548	10
2020	pc	Puissance Alpha	ESIEE Amiens	974	42.2	18.2				762	44.1	19.0	1	0.0	100.0	644	644	12
2020	pc	Puissance Alpha	ESIEE Paris	974	42.2	18.2				827	44.4	18.4	20	40.0	10.0	633	585	25
2020	pc	Puissance Alpha	HEI	974	42.2	18.2				919	42.8	17.8	24	58.3	25.0	741	748	25
2020	pc	Puissance Alpha	ISEN Lille	974	42.2	18.2				762	44.1	19.0	1	0.0	100.0	428	428	5
2020	pc	Puissance Alpha	ISEN Yncréa Méditerrannée-Nîmes										1	100.0	0.0	797	797	10
2020	pc	Puissance Alpha	ISEN Yncréa Méditerrannée-Toulon										4	0.0	0.0	715	723	10
2020	pc	Puissance Alpha	¥Concours ISEN Méditerrannée PC	974	42.2	18.2				859	43.8	18.4	5					20
2020	pc	Puissance Alpha	ISEN Yncréa Ouest-Brest										2	100.0	0.0	766	766	5
2020	pc	Puissance Alpha	ISEN Yncréa Ouest-Nantes										0	0.0	0.0	0	0	5
2020	pc	Puissance Alpha	¥Concours ISEN Ouest PC	974	42.2	18.2				859	43.8	18.4	2					10
2020	pc	Puissance Alpha	ISEP Paris	974	42.2	18.2				835	44.3	18.4	8	25.0	12.5	614	600	15
2020	pc	Puissance Alpha	3IL Ingénieurs	974	42.2	18.2				672	43.5	19.9	0	0.0	0.0	0	0	5
2020	pc	Avenir Prépas	ECE LYON										10	30.0	10.0	760	691	8
2020	pc	Avenir Prépas	ECE PARIS (statut apprentissage)										3	0.0	33.3	830	830	3
2020	pc	Avenir Prépas	ECE PARIS										26	19.2	15.4	853	813	35
2020	pc	Avenir Prépas	¥Concours ECE Paris-Lyon PC	1117	39.9	19.0				984	41.7	19.1	39					46
2020	pc	Avenir Prépas	EIGSI Casablanca	1117	39.9	19.0				931	42.2	19.3	0	0.0	0.0	0	0	2
2020	pc	Avenir Prépas	EIGSI La Rochelle	1117	39.9	19.0				931	42.2	19.3	8	37.5	0.0	562	589	10
2020	pc	Avenir Prépas	ESIGELEC Rouen	1117	39.9	19.0				980	41.7	19.2	3	33.3	0.0	859	873	20
2020	pc	Avenir Prépas	ESILV Paris-La Défense	1117	39.9	19.0				959	42.1	19.5	35	34.3	20.0	379	386	35
2020	pc	Avenir Prépas	ESITC Caen	1117	39.9	19.0				600	42.3	21.5	3	66.7	0.0	563	434	10
2020	pc	Avenir Prépas	ESTACA Laval Aéronautique et spatial										3	100.0	33.3	143	145	1
2020	pc	Avenir Prépas	ESTACA Laval Automobile										0	0.0	0.0	0	0	2
2020	pc	Avenir Prépas	ESTACA Paris-Saclay Aéronautique et spatial										3	33.3	0.0	136	126	2
2020	pc	Avenir Prépas	ESTACA Paris-Saclay Automobile ou Transports Guidés										1	0.0	0.0	224	224	2
2020	pc	Avenir Prépas	¥Concours ESTACA Paris-Saclay/Laval PC	1117	39.9	19.0				231	41.1	19.9	7					7
2020	pc	FESIC	ECAM Lyon	668	42.7	19.6				503	44.5	21.7	6	33.3	50.0	254	260	5
2020	pc	FESIC	ECAM Rennes	668	42.7	19.6				587	44.3	20.1	6	16.7	33.3	525	515	12
2020	pc	FESIC	ECAM Strasbourg Europe	668	42.7	19.6				541	44.5	21.1	8	37.5	0.0	442	428	10
2020	pc	FESIC	UniLasalle – Rennes EME	668	42.7	19.6				323	46.4	24.8	0	0.0	0.0	0	0	5
2020	pc	FESIC	ECAM-EPMI Cergy-Pontoise	668	42.7	19.6				612	43.5	19.8	9	33.3	11.1	581	561	10
2020	pc	FESIC	UniLaSalle Beauvais-Sciences de la Terre et Environnement	668	42.7	19.6				573	44.0	20.6	1	0.0	100.0	563	563	6
2020	pc	Autres écoles E3A	EIDD Paris	532	47.7	17.9				392	51.0	18.9	14	64.3	50.0	281	238	15
2020	pc	Autres écoles E3A	EIL Côte d'Opale-Calais (informatique)										1	0.0	0.0	134	134	3
2020	pc	Autres écoles E3A	EIL Côte d'Opale-Dunkerque (Génie Energétique et Environnement)										0	0.0	0.0	127	127	10
2020	pc	Autres écoles E3A	EIL Côte d'Opale-Longuenesse (Génie Industriel)										2	0.0	0.0	132	132	5
2020	pc	Autres écoles E3A	¥Concours EIL Côte d'Opale Longuenesse-Calais-Dunkerque PC	210	44.8	14.3				145	42.8	13.1	3					18
2020	pc	Autres écoles E3A	ENSAIT Roubaix										33	69.7	9.1	297	271	35
2020	pc	Autres écoles E3A	ENSAIT Roubaix-Formation en alternance										3	66.7	0.0	280	270	2
2020	pc	Autres écoles E3A	¥Concours ENSAIT Roubaix PC	594	55.6	18.7				441	56.9	17.9	36					37
2020	pc	Autres écoles E3A	ESB Nantes	271	46.5	20.7				160	52.5	23.8	1	0.0	100.0	155	155	15
2020	pc	Autres écoles E3A	ESTIA Bidart	339	39.2	19.8				269	40.9	20.4	11	27.3	18.2	204	185	16
2020	pc	Autres écoles E3A	IMT Lille Douai en Partenariat ISPA	495	45.1	19.0				405	46.2	19.3	11	45.5	9.1	357	320	10
2020	pc	Autres écoles E3A	ISMANS-Groupe CESI Le Mans	266	42.1	18.4				259	42.1	18.5	5	40.0	0.0	242	241	15
2020	pc	Autres écoles E3A	Paoli Tech	317	42.0	19.9				220	44.1	18.2	0	0.0	0.0	0	0	2
2020	pc	Autres écoles E3A	Toulouse INP-ENIT	646	43.8	18.3				240	47.5	12.9	2	100.0	0.0	216	216	2
2020	pc	Groupe INSA Inter-Filière	INSA Hauts de France Génie civil et bâtiment	2294	36.4	19.4				1186	38.2	18.7	8	37.5	0.0	925	919	8
2020	pc	Groupe INSA Inter-Filière	INSA Hauts de France Génie civil et bâtiment	2396	25.2	17.7				1278	25.0	20.6	5	40.0	20.0	840	788	5
2020	pc	Groupe INSA Inter-Filière	INSA Hauts de France Informatique et Cybersécurité	3132	23.5	19.5				1047	22.4	21.7	2	0.0	0.0	750	811	3
2020	pc	Groupe INSA Inter-Filière	INSA Hauts de France Mécanique et Energétique										28	32.1	21.4	1663	1640	35
2020	pc	Groupe INSA Inter-Filière	INSA Hauts de France Génie Industriel										12	41.7	41.7	1511	1394	10
2020	pc	Groupe INSA Inter-Filière	INSA Hauts de France Mécatronique										19	0.0	10.5	1511	1428	16
2020	pc	Groupe INSA Inter-Filière	¥Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT	3281	21.0	17.7				1956	21.3	19.4	59					61
2020	pc	Groupe INSA Inter-Filière	ESITech Rouen Technologies du Vivant										2	100.0	0.0	747	747	3
2020	pc	Groupe INSA Inter-Filière	INSA Lyon Biosciences										5	80.0	20.0	230	211	6
2020	pc	Groupe INSA Inter-Filière	INSA Toulouse Génie Biologique										2	100.0	0.0	153	153	2
2020	pc	Groupe INSA Inter-Filière	ISIS Castres Informatique pour la Santé										13	46.2	15.4	1699	1667	2
2020	pc	Groupe INSA Inter-Filière	¥Concours INSA Domaine¥Biotechnologies-santé MP-PC-PSI-BCPST-TPC	4009	47.3	19.8				2097	49.7	21.5	22					13
2020	pc	Groupe INSA Inter-Filière	INSA Lyon Génie Energétique et Environnement										5	40.0	20.0	266	221	5
2020	pc	Groupe INSA Inter-Filière	INSA Rouen Normandie Chimie et Procédés										3	33.3	0.0	1046	1037	4
2020	pc	Groupe INSA Inter-Filière	INSA Rouen Normandie Energétique et Propulsion										4	75.0	25.0	992	885	4
2020	pc	Groupe INSA Inter-Filière	INSA Rouen Normandie Maîtrise des Risques Industriels										6	33.3	16.7	1138	1160	6
2020	pc	Groupe INSA Inter-Filière	INSA Strasbourg Génie Climatique et Energétique										10	50.0	20.0	1299	1176	12
2020	pc	Groupe INSA Inter-Filière	INSA Toulouse Génie des Procédés et environnement										5	40.0	40.0	750	689	10
2020	pc	Groupe INSA Inter-Filière	Sup'EnR Perpignan Energétique et Energies Renouvelables										2	50.0	0.0	1385	1385	2
2020	pc	Groupe INSA Inter-Filière	¥Concours INSA Domaine¥Energétique – Génie Chimique – Environnement MP-PC-PSI	4146	37.5	19.3				1506	37.5	21.6	35					43
2020	pc	Groupe INSA Inter-Filière	INSA Euro-Méditerranée Maroc Génie Electrique										0	0.0	0.0	0	0	3
2020	pc	Groupe INSA Inter-Filière	INSA Lyon Génie Electrique										8	25.0	0.0	312	295	8
2020	pc	Groupe INSA Inter-Filière	INSA Rennes Electronique et Informatique Industrielle										2	0.0	50.0	1014	1014	2
2020	pc	Groupe INSA Inter-Filière	INSA Rennes Système et Réseaux de Communication										3	0.0	33.3	1793	1583	5
2020	pc	Groupe INSA Inter-Filière	INSA Strasbourg Génie Electrique										8	25.0	25.0	1411	1367	10
2020	pc	Groupe INSA Inter-Filière	INSA Toulouse Automatique et Electronique										2	50.0	0.0	630	643	3
2020	pc	Groupe INSA Inter-Filière	¥Concours INSA Domaine Génie électrique, électronique, automatique MP-PC-PSI-PT	4812	24.9	18.7				1964	24.2	20.1	23					31
2020	pc	Groupe INSA Inter-Filière	INSA Lyon Génie Civil et Urbanisme										7	28.6	0.0	140	135	7
2020	pc	Groupe INSA Inter-Filière	INSA Rennes Génie Civil et Urbain										2	50.0	50.0	387	387	2
2020	pc	Groupe INSA Inter-Filière	INSA Rouen Normandie Génie Civil et constructions durables										2	100.0	50.0	760	760	2
2020	pc	Groupe INSA Inter-Filière	INSA Strasbourg Génie Civil										3	33.3	0.0	815	721	3
2020	pc	Groupe INSA Inter-Filière	INSA Strasbourg Topographie										2	50.0	50.0	828	732	4
2020	pc	Groupe INSA Inter-Filière	INSA Toulouse Génie Civil										1	0.0	0.0	243	243	1
2020	pc	Groupe INSA Inter-Filière	¥Concours INSA Domaine Génie civil, urbanisme, topographie MP-PC	2294	36.4	19.4				1186	38.2	18.7	17					19
2020	pc	Groupe INSA Inter-Filière	INSA Lyon Génie Civil et Urbanisme										9	22.2	0.0	160	156	9
2020	pc	Groupe INSA Inter-Filière	INSA Rennes Génie Civil et Urbain										2	50.0	50.0	261	261	2
2020	pc	Groupe INSA Inter-Filière	INSA Rouen Normandie Génie Civil et constructions durables										2	0.0	0.0	388	388	2
2020	pc	Groupe INSA Inter-Filière	INSA Strasbourg Génie Civil										12	33.3	8.3	509	485	12
2020	pc	Groupe INSA Inter-Filière	INSA Strasbourg Topographie										10	10.0	30.0	1008	954	10
2020	pc	Groupe INSA Inter-Filière	INSA Toulouse Génie Civil										1	0.0	0.0	290	290	2
2020	pc	Groupe INSA Inter-Filière	¥Concours INSA Domaine Génie civil, urbanisme, topographie PSI-PT	2396	25.2	17.7				1278	25.0	20.6	36					37
2020	pc	Groupe INSA Inter-Filière	INSA Centre Val de Loire Sécurité et Technologies Informatiques										2	0.0	0.0	724	724	1
2020	pc	Groupe INSA Inter-Filière	INSA Euro-Méditerranée Maroc Systèmes d'Information et de Communication										0	0.0	0.0	0	0	2
2020	pc	Groupe INSA Inter-Filière	INSA Lyon Télécommunications, services et usages										4	25.0	0.0	254	251	4
2020	pc	Groupe INSA Inter-Filière	INSA Rennes Informatique										1	100.0	0.0	393	393	2
2020	pc	Groupe INSA Inter-Filière	INSA Rouen Normandie Architecture des Systèmes d'Information										2	0.0	50.0	541	541	2
2020	pc	Groupe INSA Inter-Filière	INSA Rouen Normandie Génie Mathématique										2	50.0	0.0	145	145	2
2020	pc	Groupe INSA Inter-Filière	INSA Toulouse Informatique et Réseaux										6	0.0	16.7	341	325	6
2020	pc	Groupe INSA Inter-Filière	INSA Toulouse Mathématiques appliquées										3	33.3	0.0	392	396	3
2020	pc	Groupe INSA Inter-Filière	¥Concours INSA Domaine Informatique, mathématique, modélisation PC-PSI-PT	3132	23.5	19.5				1047	22.4	21.7	20					22
2020	pc	Groupe INSA Inter-Filière	INSA Centre Val de Loire Génie des Systèmes Industriels										8	50.0	12.5	1793	1689	18
2020	pc	Groupe INSA Inter-Filière	INSA Euro-Méditerranée Maroc Génie Mécanique et Energétique										0	0.0	0.0	0	0	4
2020	pc	Groupe INSA Inter-Filière	INSA Lyon Génie Industriel										8	0.0	12.5	281	231	8
2020	pc	Groupe INSA Inter-Filière	INSA Lyon Génie Mécanique										28	14.3	10.7	289	284	30
2020	pc	Groupe INSA Inter-Filière	INSA Rennes Génie Mécanique et Automatique										4	50.0	0.0	690	714	4
2020	pc	Groupe INSA Inter-Filière	INSA Rouen Normandie Mécanique										2	0.0	0.0	857	874	3
2020	pc	Groupe INSA Inter-Filière	INSA Strasbourg Génie Mécanique										21	28.6	14.3	1042	991	22
2020	pc	Groupe INSA Inter-Filière	INSA Strasbourg Mécatronique										4	50.0	25.0	538	525	4
2020	pc	Groupe INSA Inter-Filière	INSA Strasbourg Plasturgie										3	33.3	0.0	1684	1687	14
2020	pc	Groupe INSA Inter-Filière	INSA Toulouse Génie Mécanique										3	33.3	33.3	523	529	4
2020	pc	Groupe INSA Inter-Filière	¥Concours INSA Domaine Génie mécanique, génie industriel et mécatronique PSI-PT	3281	21.0	17.7				1956	21.3	19.4	81					111
2020	pc	Groupe INSA Inter-Filière	ESITech Rouen Génie Physique										3	100.0	0.0	1770	1855	4
2020	pc	Groupe INSA Inter-Filière	INSA Centre Val de Loire Maîtrise des Risques Industriels										4	50.0	0.0	2007	1947	23
2020	pc	Groupe INSA Inter-Filière	INSA Lyon Science et Génie des Matériaux										10	30.0	20.0	432	351	10
2020	pc	Groupe INSA Inter-Filière	INSA Rennes Science et Génie des Matériaux										3	100.0	33.3	1491	1390	3
2020	pc	Groupe INSA Inter-Filière	INSA Toulouse Génie Physique										7	42.9	14.3	700	635	6
2020	pc	Groupe INSA Inter-Filière	¥Concours INSA Domaine Génie physique et matériaux MP-PC-PSI	4540	32.5	19.2				2206	33.7	19.9	27					46
2020	pc	Groupe INSA Inter-Filière	ESITech Rouen Génie Physique										0	0.0	0.0	0	0	2
2020	pc	Groupe INSA Inter-Filière	INSA Centre Val de Loire Maîtrise des Risques Industriels										1	100.0	0.0	584	584	7
2020	pc	Groupe INSA Inter-Filière	INSA Lyon Science et Génie des Matériaux										1	0.0	0.0	44	44	1
2020	pc	Groupe INSA Inter-Filière	INSA Rennes Science et Génie des Matériaux										1	0.0	0.0	175	175	1
2020	pc	Groupe INSA Inter-Filière	INSA Toulouse Génie Physique										1	100.0	0.0	33	33	1
2020	pc	Groupe INSA Inter-Filière	¥Concours INSA Domaine Génie physique et matériaux TSI-PT-TPC	1609	14.2	19.1				702	13.2	21.5	4					12
2020	pc	CESI	CESI Angoulême										1	0.0	0.0	81	81	8
2020	pc	CESI	CESI Arras										4	25.0	0.0	131	130	10
2020	pc	CESI	CESI Bordeaux										2	0.0	50.0	141	141	8
2020	pc	CESI	CESI Lyon										5	60.0	40.0	138	120	12
2020	pc	CESI	CESI Rouen										1	0.0	0.0	68	68	8
2020	pc	CESI	CESI Nancy										0	0.0	0.0	0	0	8
2020	pc	CESI	CESI Nanterre										9	55.6	22.2	139	122	20
2020	pc	CESI	CESI Nice Sophia Antipolis										1	0.0	0.0	23	23	5
2020	pc	CESI	CESI Saint-Nazaire										1	100.0	100.0	156	156	10
2020	pc	CESI	¥Concours CESI Ecole d'Ingénieurs-Ingénieur Généraliste	385	30.6	15.8				162	36.4	17.3	24					89
2020	pc	CESI	CESI Aix-en-Provence										1	0.0	0.0	31	31	2
2020	pc	CESI	CESI Arras										1	0.0	0.0	48	48	4
2020	pc	CESI	CESI Bordeaux										1	0.0	0.0	25	25	2
2020	pc	CESI	CESI La Rochelle										0	0.0	0.0	0	0	2
2020	pc	CESI	CESI Lille										0	0.0	0.0	0	0	3
2020	pc	CESI	CESI Lyon										0	0.0	0.0	0	0	2
2020	pc	CESI	CESI Rouen										2	0.0	0.0	39	39	2
2020	pc	CESI	CESI Nancy										1	0.0	0.0	34	34	2
2020	pc	CESI	CESI Nanterre										0	0.0	0.0	0	0	7
2020	pc	CESI	CESI Nice Sophia Antipolis										0	0.0	0.0	0	0	2
2020	pc	CESI	CESI Orléans										0	0.0	0.0	0	0	3
2020	pc	CESI	CESI Pau										0	0.0	0.0	0	0	2
2020	pc	CESI	CESI Reims										1	0.0	0.0	33	33	2
2020	pc	CESI	CESI Saint-Nazaire										0	0.0	0.0	0	0	5
2020	pc	CESI	CESI Strasbourg										1	0.0	0.0	4	4	6
2020	pc	CESI	CESI Toulouse										0	0.0	0.0	0	0	3
2020	pc	CESI	¥Concours CESI Ecole d'Ingénieurs-Ingénieur en Informatique (interFilère)	114	11.4	7.9				53	11.3	7.5	8					49
2020	pc	EPITA	EPITA										6	0.0	33.3	134	113	10
2020	pc	EPITA	IPSA Paris										8	25.0	37.5	56	53	7
2020	pc	EPITA	IPSA Toulouse										4	50.0	50.0	6	6	4
2020	pc	EPITA	ESME SUDRIA Paris										6	33.3	50.0	159	148	8
2020	pc	EPITA	¥Concours EPITA / IPSA / ESME PC	371	36.9	20.5				200	38.0	21.0	24					29
