year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rg_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2017	bcpst	A BIO	AgroParisTech Grignon										816	250	61.6	15.2	250
2017	bcpst	A BIO	Montpellier Sup Agro (cursus agronome)										1069	101	67.3	35.6	97
2017	bcpst	A BIO	Montpellier Sup Agro (cursus SAADS)										1074	5	60.0	20.0	5
2017	bcpst	A BIO	Agrocampus Ouest (cursus ingénieur agronome)										1219	99	66.7	40.4	100
2017	bcpst	A BIO	ENSAT Toulouse										1468	83	65.1	41.0	91
2017	bcpst	A BIO	ENSAIA Nancy										1732	89	66.3	44.9	93
2017	bcpst	A BIO	Agrocampus Ouest (cursus ingénieur en horticulture et en paysage)										1995	34	64.7	50.0	37
2017	bcpst	A BIO	Agrosup Dijon (Cursus Agroalimentaire)										2084	43	65.1	34.9	40
2017	bcpst	A BIO	Bordeaux Sciences Agro										1525	83	61.4	34.9	80
2017	bcpst	A BIO	VetAgro Sup Clermont-Ferrand										2032	55	74.5	40.0	52
2017	bcpst	A BIO	ONIRIS Nantes Atlantique (cursus agroalimentaire)										2062	56	78.6	41.1	55
2017	bcpst	A BIO	Agrosup Dijon (Cursus Agronome) civil										1829	36	63.9	33.3	33
2017	bcpst	A BIO	Agrosup Dijon (Cursus agronome) fonctionnaire										1872	27	63.0	29.6	27
2017	bcpst	A BIO	¥Concours commun A BIO	3025	70.0	23.7	2285	68.9	28.1	2083	68.6	29.4		961			960
2017	bcpst	X BIO	ECOLE POLYTECHNIQUE	428	58.9	21.3	38	47.4	7.9	13	46.2	7.7	13	10	50.0	10.0	10
2017	bcpst	A ENV	ENV Alfort										430	109	81.7	42.2	109
2017	bcpst	A ENV	VetAgro Sup Lyon										379	109	73.4	42.2	109
2017	bcpst	A ENV	ONIRIS Nantes Atlantique (cursus vétérinaire)										502	109	72.5	58.7	109
2017	bcpst	A ENV	ENV Toulouse										522	109	71.6	47.7	109
2017	bcpst	A ENV	¥Concours commun A ENV	2045	73.0	27.9	897	72.2	39.0	581	71.8	42.9		436			436
2017	bcpst	PC BIO	Bordeaux INP-ENSCBP Agroalimentaire-Génie biologique										589	9	66.7	55.6	10
2017	bcpst	PC BIO	Chimie ParisTech										180	3	100.0	0.0	3
2017	bcpst	PC BIO	ENSC Lille										592	1	0.0	100.0	5
2017	bcpst	PC BIO	ENSC Montpellier										214	2	0.0	0.0	2
2017	bcpst	PC BIO	ENSIC Nancy										569	6	66.7	33.3	7
2017	bcpst	PC BIO	ESPCI Paris										58	2	50.0	0.0	2
2017	bcpst	PC BIO	Grenoble INP-Phelma (Physique Matériaux Procédés)										325	2	50.0	50.0	2
2017	bcpst	PC BIO	¥Concours commun A PC BIO	1206	67.3	29.7	700	65.0	37.6	600	64.8	36.3		25			31
2017	bcpst	ENS	ENS Ulm	728	59.3	19.4	70	52.9	12.9	34	50.0	5.9	25	21	52.4	4.8	21
2017	bcpst	ENS	ENS de Lyon	737	59.0	19.3	172	50.0	15.7	103	47.6	12.6	76	34	52.9	5.9	34
2017	bcpst	ENS	ENS Cachan Paris-Saclay	719	59.0	19.6	182	50.5	17.6	95	46.3	13.7	94	15	20.0	20.0	15
2017	bcpst	ENS	PONTS ParisTech	246	56.5	25.6	40	40.0	32.5	8	25.0	37.5	7	1	0.0	100.0	4
2017	bcpst	G2E	Ecole des Mines d'Albi										363	8	62.5	50.0	5
2017	bcpst	G2E	Ecole des Mines d'Alès										358	2	50.0	50.0	3
2017	bcpst	G2E	¥concours des écoles des Mines G2E-BCPST	1649	67.1	23.6	1145	67.2	29.9	430	67.9	36.3		10			8
2017	bcpst	G2E	ENGEES Strasbourg Civil (apprenti)										541	4	75.0	25.0	5
2017	bcpst	G2E	ENGEES Strasbourg Civil (étudiant)										465	17	70.6	41.2	16
2017	bcpst	G2E	ENGEES Strasbourg Fonctionnaire										243	7	42.9	14.3	8
2017	bcpst	G2E	¥concours ENGEES G2E-BCPST	1649	67.1	23.6	1145	67.2	29.9	542	67.7	35.6		28			29
2017	bcpst	G2E	ENSEGID	1649	67.1	23.6	1145	67.2	29.9	544	68.0	36.0	429	17	41.2	29.4	17
2017	bcpst	G2E	ENSG Nancy	1649	67.1	23.6	1145	67.2	29.9	387	68.7	36.2	387	56	60.7	26.8	64
2017	bcpst	G2E	ENSG-Géomatique Marne la Vallée Civil										509	5	60.0	60.0	3
2017	bcpst	G2E	ENSG-Géomatique Marne la Vallée Fonctionnaire										542	2	100.0	50.0	3
2017	bcpst	G2E	¥concours ENSG Marne La vallée G2E-BCPST	1649	67.1	23.6	1145	67.2	29.9	566	67.5	35.9		7			6
2017	bcpst	G2E	ENSI Poitiers Eau et Genie Civil	1649	67.1	23.6	1145	67.2	29.9	581	67.1	35.3	575	8	62.5	75.0	15
2017	bcpst	G2E	ENSIL Limoges EE	1649	67.1	23.6	1145	67.2	29.9	581	67.1	35.3	542	2	100.0	0.0	6
2017	bcpst	G2E	ENTPE Lyon Civil	1649	67.1	23.6	1145	67.2	29.9	562	67.6	36.1	459	25	68.0	32.0	26
2017	bcpst	G2E	ENTPE Lyon Fonctionnaire	753	67.1	29.9	526	66.2	37.8	275	65.1	43.3	119	19	78.9	31.6	19
2017	bcpst	G2E	EOST Strasbourg	1649	67.1	23.6	1145	67.2	29.9	477	68.8	37.1	475	6	83.3	50.0	9
2017	bcpst	G2E	ESGT le Mans	1649	67.1	23.6	1145	67.2	29.9	572	67.7	35.7	562	2	50.0	0.0	5
2017	bcpst	G2E	IMT Lille Douai-ingénieur Mines Douai	1649	67.1	23.6	1145	67.2	29.9	430	67.9	36.3	427	0	0.0	0.0	3
2017	bcpst	G2E	Polytech Annecy-Chambéry-Environnement, Bâtiment, Énergie										575	2	50.0	0.0	3
2017	bcpst	G2E	Polytech Grenoble-Géotechnique et génie civil										566	0	0.0	0.0	3
2017	bcpst	G2E	Polytech Montpellier-Sciences et technologies de l'eau										581	3	66.7	0.0	5
2017	bcpst	G2E	Polytech Nice-Sophia-Génie de l'eau										580	1	100.0	0.0	3
2017	bcpst	G2E	Polytech Orléans-Génie civil et géo-environnement										569	1	100.0	100.0	4
2017	bcpst	G2E	Polytech Paris-UPMC-Sciences de la Terre										577	2	50.0	50.0	7
2017	bcpst	G2E	Polytech Tours-Aménagement et environnement										581	5	40.0	40.0	8
2017	bcpst	G2E	¥concours Polytech G2E-BCPST	1649	67.1	23.6	1145	67.2	29.9	581	67.1	35.3		14			33
2017	bcpst	ARCH BIO	ENSTIB Epinal	742	67.0	28.0	532	66.9	27.8	89	70.8	19.1	69	12	75.0	8.3	13
2017	bcpst	CONCOURS POLYTECH	ECPM-ESBS Strasbourg-CHEMBIOTECH										961	4	100.0	0.0	5
2017	bcpst	CONCOURS POLYTECH	ENSTBB Bordeaux										848	27	81.5	18.5	25
2017	bcpst	CONCOURS POLYTECH	ESBS Strasbourg										578	6	50.0	16.7	8
2017	bcpst	CONCOURS POLYTECH	ESIAB Brest										1293	1	100.0	100.0	8
2017	bcpst	CONCOURS POLYTECH	ESIR Rennes										1090	1	100.0	0.0	3
2017	bcpst	CONCOURS POLYTECH	ESIROI Saint Denis de La Réunion										1272	0	0.0	0.0	4
2017	bcpst	CONCOURS POLYTECH	ESIX Normandie										1277	3	33.3	33.3	6
2017	bcpst	CONCOURS POLYTECH	ISIFC Besançon										1272	11	81.8	18.2	14
2017	bcpst	CONCOURS POLYTECH	ESIPE Créteil-Génie Biomédial et Santé (ISBS)										1125	2	100.0	0.0	4
2017	bcpst	CONCOURS POLYTECH	ISTIA Angers										1139	1	100.0	0.0	4
2017	bcpst	CONCOURS POLYTECH	Polytech Clermont-Ferrand-Génie Biologique										1182	8	75.0	0.0	8
2017	bcpst	CONCOURS POLYTECH	Polytech Grenoble-Technologies de l'information pour la santé										1283	1	100.0	0.0	3
2017	bcpst	CONCOURS POLYTECH	Polytech Lille-Génie biologique et alimentaire										1185	3	100.0	0.0	5
2017	bcpst	CONCOURS POLYTECH	Polytech Marseille-Génie Biologique, Biotechnologie										1038	3	100.0	0.0	7
2017	bcpst	CONCOURS POLYTECH	Polytech Marseille-Génie Biomédical										1178	1	100.0	100.0	4
2017	bcpst	CONCOURS POLYTECH	Polytech Montpellier Génie biologique et agroalimentaire										1186	7	57.1	42.9	7
2017	bcpst	CONCOURS POLYTECH	Polytech Nantes-Génie des Procédés et Bioprocédés										1210	1	0.0	0.0	2
2017	bcpst	CONCOURS POLYTECH	Polytech Nice-Sophia-Génie biologique										1055	8	75.0	50.0	10
2017	bcpst	CONCOURS POLYTECH	Polytech Orléans-Génie industriel										1186	1	100.0	0.0	3
2017	bcpst	CONCOURS POLYTECH	Polytech Paris-UPMC-Agroalimentaire										996	0	0.0	0.0	5
2017	bcpst	CONCOURS POLYTECH	¥Concours POLYTECH A BIO	1906	72.0	26.1	1333	71.1	27.3	1295	71.2	27.9		89			135
