year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	appeles	integres_nb	integres_filles	integres_cinq_demi	places
2003	PC	CONCOURS COMMUN TPE	ENTPE Civil	2203	29 %	40 %	792	24 %	54 %	378	33 %	59 %	269	7	0	86	6
2003	PC	CONCOURS COMMUN TPE	ENTPE Fonctionnaire							378	33 %	59 %	215	33	33	73	33
2003	PC	CONCOURS COMMUN TPE	ENTPE Etr							10	40 %	70 %	10	0	0	0	1
2003	PC	CCP : ECOLES DE CHIMIE	ENSCP Bordeaux										1790	56	55	30	66
2003	PC	CCP : ECOLES DE CHIMIE	ENSICAEN Mat. et Chimie										2731	24	46	33	25
2003	PC	CCP : ECOLES DE CHIMIE	ENSC Clermont-Fd										2356	41	51	20	43
2003	PC	CCP : ECOLES DE CHIMIE	ENSC Lille										2280	50	54	44	47
2003	PC	CCP : ECOLES DE CHIMIE	CPE Lyon (Chimie)										2334	48	65	17	52
2003	PC	CCP : ECOLES DE CHIMIE	ENSSPICA Marseille										2164	23	30	17	30
2003	PC	CCP : ECOLES DE CHIMIE	ENSC Montpellier										850	58	48	29	58
2003	PC	CCP : ECOLES DE CHIMIE	ENSC Mulhouse										2658	49	47	39	46
2003	PC	CCP : ECOLES DE CHIMIE	ENSIC Nancy										1583	71	55	25	70
2003	PC	CCP : ECOLES DE CHIMIE	ENSC Paris										414	58	57	31	56
2003	PC	CCP : ECOLES DE CHIMIE	ENSC Rennes										2036	49	63	27	50
2003	PC	CCP : ECOLES DE CHIMIE	ECPM Strasbourg										2596	54	50	26	55
2003	PC	CCP : ECOLES DE CHIMIE	ENSIACET Chimie										1029	23	43	39	25
2003	PC	CCP : ECOLES DE CHIMIE	ENSIACET Mat Procede										1514	20	45	30	22
2003	PC	CCP : ECOLES DE CHIMIE	ENSIACET G. Chimique										1284	28	46	39	23
2003	PC	CCP : ECOLES DE CHIMIE	Commun Polytechn. PC-CH	4284	34 %	28 %	3296	33 %	33 %	2771	35 %	34 %					668
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSMM Besancon										2434	18	6	56	20
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSEIRB Electronique										1916	14	29	50	13
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSEIRB Informatique										1764	6	17	83	7
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSEIRB Telecom										1478	7	0	86	7
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSIETA Brest civil										1375	17	59	35	14
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSICAEN Electronique										2582	8	12	62	25
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSICAEN : informatique										2516	11	18	55	10
2003	PC	CCP : ECOLES DE PHYSIQUE	ISIMA Clermont-Fd										2566	7	43	14	6
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSEE Grenoble										2425	54	39	39	55
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSER Grenoble										1499	22	18	41	20
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSHMG Grenoble										977	29	41	48	29
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSIEG										1984	26	15	35	28
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSP Grenoble										1194	50	38	48	50
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSIMA Grenoble										353	5	0	60	7
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSERG-ENSIMAG:Telec										683	13	31	69	10
2003	PC	CCP : ECOLES DE PHYSIQUE	EFPG Grenoble										2582	8	38	38	14
2003	PC	CCP : ECOLES DE PHYSIQUE	CPE Lyon (Elec.)										2582	3	33	100	15
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSP Marseille										1804	20	35	45	20
2003	PC	CCP : ECOLES DE PHYSIQUE	ESM2 Marseille										1814	5	20	60	15
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSEM Nancy										2492	22	9	55	24
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSG Nancy										1743	13	77	23	10
2003	PC	CCP : ECOLES DE PHYSIQUE	SUPMECA Paris										1787	20	20	20	22
2003	PC	CCP : ECOLES DE PHYSIQUE	SUPMECA Toulon										2090	8	12	38	10
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSGTI Pau										2582	7	43	57	8
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSMA Poitiers										1136	34	15	35	30
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSP Strasbourg										2205	32	34	50	27
2003	PC	CCP : ECOLES DE PHYSIQUE	ENAC Toulouse civil										791	24	17	67	24
2003	PC	CCP : ECOLES DE PHYSIQUE	ENAC Fonc Tlse										61	4	25	50	4
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSEEIHT Genie Elec.										1509	19	26	63	15
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSEEIHT electronique										1377	14	36	43	16
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSEEIHT Informatique										684	4	0	75	5
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSEEIHT hydraulique										709	20	35	65	19
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSEEIHT Telecom.reseau										911	10	20	90	10
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSIACET G. Pro. Inf										2193	11	27	55	12
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSIACET G. Industri										1351	6	33	17	5
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSICA Toulouse										259	22	18	73	20
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSIAME Meca Energ.										2570	12	17	42	17
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSIAME Info Autom.										2582	0	0	0	5
2003	PC	CCP : ECOLES DE PHYSIQUE	ENSIAME Mecatronique										2582	1	0	0	4
2003	PC	CCP : ECOLES DE PHYSIQUE	Commun Polytechn. PC-PH	4585	31 %	29 %	3063	30 %	35 %	2582	32 %	37 %					652
2003	PC	BANQUE D'EPREUVES C.C.P	Ecole Navale Brest	452	19 %	30 %	141	17 %	48 %	65	12 %	51 %	45	19	16	47	19
2003	PC	BANQUE D'EPREUVES C.C.P	ENSIETA Brest Mili.	643	18 %	32 %	216	17 %	47 %	121	17 %	55 %	73	12	17	67	12
2003	PC	BANQUE D'EPREUVES C.C.P	ENSCI Limoges	358	36 %	28 %	345	37 %	29 %	92	42 %	36 %	92	17	35	24	25
2003	PC	BANQUE D'EPREUVES C.C.P	ENSIT Mulhouse	300	41 %	31 %	276	40 %	33 %	48	50 %	35 %	48	5	20	40	10
2003	PC	BANQUE D'EPREUVES C.C.P	ENGEES Fonctionnaires										16	3	0	100	3
2003	PC	BANQUE D'EPREUVES C.C.P	ENGEES Civils										71	10	50	70	10
2003	PC	BANQUE D'EPREUVES C.C.P	ENGEES Strasbourg PC	918	43 %	34 %	263	39 %	53 %	110	48 %	63 %					13
2003	PC	BANQUE D'EPREUVES C.C.P	ENSGSI Nancy	440	32 %	30 %	275	34 %	36 %	88	44 %	43 %	42	10	40	40	8
2003	PC	CONCOURS TELECOM INT	Telecom INT	1286	25 %	40 %	505	20 %	45 %	173	24 %	52 %	156	33	21	39	32
2003	PC	CONCOURS TELECOM INT	ESIEE - Paris										1006	15	20	33	15
2003	PC	CONCOURS TELECOM INT	ISMEA Marseille										934	15	33	47	10
2003	PC	CONCOURS TELECOM INT	ESIEE/ISMEA PC							1006	24 %	43 %					25
2003	PC	CONCOURS EIVP	EIVP Fonc. Paris							398	31 %	59 %	249	5	40	40	5
2003	PC	CONCOURS EIVP	EIVP Civil Paris							408	31 %	59 %	397	8	88	38	10
2003	PC	CONCOURS DES ENSTIM	ENSTIM Albi										106	4	100	0	8
2003	PC	CONCOURS DES ENSTIM	ENSTIM Ales										71	7	43	57	6
2003	PC	CONCOURS DES ENSTIM	ENSTIM Douai										97	7	14	100	7
2003	PC	CONCOURS DES ENSTIM	ENSTIM Nantes										0	0	0	0	0
2003	PC	CONCOURS DES ENSTIM	ENSTIM PC	607	29 %	40 %	371	30 %	48 %	106	39 %	58 %					21
2003	PC	CONCOURS EEI	ESIM Marseille	294	28 %	34 %	223	26 %	37 %	182	29 %	42 %	122	42	26	45	40
2003	PC	CONCOURS ESTP	ESTP-TP										352	60	20	37	61
2003	PC	CONCOURS ESTP	ESTP-BAT										523	58	28	24	61
2003	PC	CONCOURS ESTP	ESTP MECA-ELEC										615	20	10	25	22
2003	PC	CONCOURS ESTP	ESTP-GEOMETRES										644	15	20	27	14
2003	PC	CONCOURS ESTP	ESTP PC	987	26 %	30 %	888	27 %	30 %	766	27 %	32 %					158
2003	PC	CONCOURS ENSAM	ENSAM	995	27 %	29 %	125	21 %	54 %	61	23 %	54 %	52	18	11	56	20
2003	PC	CONCOURS ECRIN	ECOLE LOUIS DE BROG.	336	27 %	27 %	305	28 %	29 %	179	26 %	36 %	179	2	0	50	12
2003	PC	CONCOURS ECRIN	EFREI Paris	388	21 %	26 %	352	22 %	24 %	162	17 %	32 %	162	4	0	25	15
2003	PC	CONCOURS ECRIN	EISTI Cergy	349	23 %	27 %	326	23 %	26 %	197	22 %	33 %	197	14	0	7	20
2003	PC	CONCOURS ECRIN	ESEO Angers	257	23 %	25 %	235	23 %	25 %	148	23 %	32 %	148	2	0	0	5
2003	PC	CONCOURS ECRIN	ESIEA PARIS										167	1	0	0	10
2003	PC	CONCOURS ECRIN	ESIEA Laval										167	0	0	0	5
2003	PC	CONCOURS ECRIN	ESIEA Paris-Laval PC	324	23 %	26 %	302	24 %	25 %	167	20 %	32 %					15
2003	PC	CONCOURS ECRIN	ESME-Sudria Paris	411	23 %	25 %	371	23 %	25 %	280	21 %	30 %	280	9	22	33	25
2003	PC	CONCOURS ECRIN	ESTIT V.D ASCQ	373	45 %	23 %	342	45 %	23 %	204	48 %	30 %	204	2	50	0	15
2003	PC	CONCOURS ECRIN	ISEB Brest	257	25 %	28 %	234	25 %	27 %	136	21 %	38 %	136	0	0	0	8
2003	PC	CONCOURS ECRIN	ISEM Toulon	279	23 %	24 %	251	23 %	24 %	141	22 %	33 %	141	1	0	0	5
2003	PC	CONCOURS ECRIN	ISEN Lille	287	24 %	27 %	263	24 %	26 %	157	20 %	34 %	157	7	0	29	5
2003	PC	CONCOURS ECRIN	ITECH Lyon	565	44 %	21 %	534	44 %	21 %	403	48 %	25 %	403	29	66	7	40
2003	PC	CONCOURS ARCHIMEDE	EIC Cherbourg	142	34 %	26 %	101	32 %	30 %	16	56 %	31 %	16	1	100	0	8
2003	PC	CONCOURS ARCHIMEDE	ENSI Bourges MRI	486	40 %	28 %	335	42 %	28 %	129	45 %	31 %	124	23	26	17	27
2003	PC	CONCOURS ARCHIMEDE	ENSI Bourges STI	259	32 %	37 %	175	34 %	40 %	57	37 %	49 %	57	3	0	0	4
2003	PC	CONCOURS ARCHIMEDE	ENSIL Limoges EE	759	48 %	29 %	508	51 %	30 %	201	54 %	31 %	88	19	58	47	16
2003	PC	CONCOURS ARCHIMEDE	ENSIL Limoges E.T.I	280	30 %	36 %	218	32 %	36 %	81	33 %	40 %	81	6	33	50	6
2003	PC	CONCOURS ARCHIMEDE	ENSIL Limoges TSME	466	41 %	32 %	372	43 %	32 %	164	48 %	31 %	164	11	55	9	16
2003	PC	CONCOURS ARCHIMEDE	ENSIM Le Mans	218	28 %	30 %	205	28 %	31 %	43	30 %	35 %	43	9	33	56	15
2003	PC	CONCOURS ARCHIMEDE	ENSSAT Lannion EII	176	18 %	33 %	146	18 %	36 %	39	26 %	36 %	39	3	0	67	4
2003	PC	CONCOURS ARCHIMEDE	ENSSAT Lannion LSI	176	18 %	33 %	146	18 %	36 %	40	10 %	30 %	31	6	17	0	4
2003	PC	CONCOURS ARCHIMEDE	ENSSAT Lannion OPT	176	18 %	33 %	146	18 %	36 %	40	22 %	42 %	40	4	25	25	7
2003	PC	CONCOURS ARCHIMEDE	ENSTIB Epinal	111	35 %	25 %	102	36 %	27 %	24	38 %	33 %	24	6	50	33	4
2003	PC	CONCOURS ARCHIMEDE	ESIA Annecy	192	17 %	34 %	145	19 %	35 %	56	11 %	34 %	56	11	0	36	8
2003	PC	CONCOURS ARCHIMEDE	ESIAL Nancy	145	21 %	34 %	113	22 %	35 %	32	22 %	38 %	32	6	50	33	8
2003	PC	CONCOURS ARCHIMEDE	ESIGEC Chambery GE	602	48 %	29 %	340	50 %	37 %	269	49 %	41 %	101	5	0	40	4
2003	PC	CONCOURS ARCHIMEDE	ESIGEC Chambery IB	282	32 %	34 %	182	37 %	38 %	128	36 %	43 %	99	2	50	50	3
2003	PC	CONCOURS ARCHIMEDE	ESIGEC Chambery MC	355	38 %	30 %	234	42 %	35 %	164	41 %	42 %	133	3	33	67	4
2003	PC	CONCOURS ARCHIMEDE	ESIP Poitiers	685	41 %	32 %	504	42 %	33 %	226	43 %	30 %	171	38	42	37	25
2003	PC	CONCOURS ARCHIMEDE	ESIREM Dijon	493	48 %	25 %	457	49 %	25 %	253	53 %	27 %	253	22	32	27	25
2003	PC	CONCOURS ARCHIMEDE	ESSAIM Mulhouse	152	26 %	29 %	130	26 %	31 %	49	24 %	47 %	49	2	50	100	5
2003	PC	CONCOURS ARCHIMEDE	ESSI Nice	180	18 %	27 %	124	19 %	32 %	95	22 %	36 %	95	4	25	25	5
2003	PC	CONCOURS ARCHIMEDE	FIUPSO Paris-Orsay	189	32 %	29 %	80	36 %	35 %	12	58 %	50 %	12	0	0	0	5
2003	PC	CONCOURS ARCHIMEDE	IFSIC Rennes	134	14 %	31 %	36	17 %	36 %	8	25 %	50 %	8	0	0	0	5
2003	PC	CONCOURS ARCHIMEDE	ISITV Toulon IMAR	484	35 %	34 %	316	38 %	38 %	201	38 %	44 %	116	10	30	40	12
2003	PC	CONCOURS ARCHIMEDE	ISITV Toulon IMATER	411	37 %	33 %	364	37 %	33 %	211	34 %	36 %	211	15	27	20	16
2003	PC	CONCOURS ARCHIMEDE	ISITV Toulon IMATH	214	30 %	37 %	175	31 %	38 %	105	28 %	41 %	105	4	25	50	4
2003	PC	CONCOURS ARCHIMEDE	ISITV Toulon ITEL	289	24 %	36 %	229	25 %	36 %	130	21 %	42 %	130	5	0	40	8
2003	PC	CONCOURS ARCHIMEDE	ISPG MATER	240	32 %	31 %	182	30 %	31 %	53	25 %	32 %	53	3	33	0	8
2003	PC	CONCOURS ARCHIMEDE	ISPG TELECOM	239	22 %	34 %	169	22 %	34 %	53	19 %	38 %	53	3	0	0	7
2003	PC	CONCOURS ARCHIMEDE	IST Paris6 : Elec.Info.	222	34 %	33 %	147	37 %	40 %	57	32 %	49 %	57	2	0	50	4
2003	PC	CONCOURS ARCHIMEDE	IST Paris6 : Matériaux	502	46 %	28 %	325	48 %	34 %	105	47 %	42 %	101	5	60	40	6
2003	PC	CONCOURS ARCHIMEDE	IST Paris6 GG	382	41 %	31 %	252	41 %	38 %	70	36 %	47 %	50	6	33	50	3
2003	PC	CONCOURS ARCHIMEDE	ISTASE Saint-Etienne	179	23 %	27 %	160	25 %	29 %	63	16 %	27 %	63	10	10	10	10
2003	PC	CONCOURS ARCHIMEDE	ISTIL Lyon	334	31 %	31 %	243	30 %	32 %	94	26 %	33 %	94	12	25	50	15
2003	PC	CONCOURS ARCHIMEDE	ISTY Versailles	140	18 %	31 %	111	20 %	38 %	31	19 %	32 %	31	0	0	0	20
2003	PC	CONCOURS ARCHIMEDE	Polytech Mars. : M.Telec.										117	6	0	17	15
2003	PC	CONCOURS ARCHIMEDE	Polytech Mars. GII										117	6	17	0	15
2003	PC	CONCOURS ARCHIMEDE	Polytech Mars. ME										116	20	10	20	20
2003	PC	CONCOURS ARCHIMEDE	POLYTECH Marseille PC	439	21 %	28 %	352	20 %	27 %	117	15 %	27 %					50
2003	PC	CONCOURS ARCHIMEDE	POLYTECH Nantes GE	578	28 %	31 %	450	28 %	31 %	35	23 %	26 %	35	1	0	0	5
2003	PC	CONCOURS ARCHIMEDE	Polytech 'Orléans - ESEM	450	32 %	31 %	413	32 %	30 %	152	34 %	36 %	152	31	42	42	30
2003	PC	CONCOURS ARCHIMEDE	POLYTECH'Nantes MAT	578	28 %	31 %	450	28 %	31 %	118	31 %	39 %	108	14	14	29	12
2003	PC	CONCOURS ARCHIMEDE	POLYTECH'Nantes SEII	578	28 %	31 %	450	28 %	31 %	39	18 %	33 %	39	3	0	0	4
2003	PC	CONCOURS ARCHIMEDE	POLYTECH'Nantes SILR	578	28 %	31 %	450	28 %	31 %	50	12 %	32 %	16	3	0	33	4
2003	PC	CONCOURS ARCHIMEDE	POLYTECH'Nantes TE	578	28 %	31 %	450	28 %	31 %	103	22 %	36 %	94	9	11	22	10
2003	PC	CONCOURS ARCHIMEDE	Polytech'Orleans - ESPEO	450	32 %	31 %	413	32 %	30 %	152	34 %	36 %	152	1	0	0	5
2003	PC	CONCOURS ARCHIMEDE	Polytech'Tours : info.	177	19 %	28 %				144	18 %	31 %	144	2	0	50	5
2003	PC	CONCOURS ARCHIMEDE	Polytech'Tours : Product.							116	18 %	36 %	116	7	14	43	12
2003	PC	RESEAU EIFFEL	Polytech'Lille : IAAL										387	3	67	33	3
2003	PC	RESEAU EIFFEL	ISIM Sc+Tech indus A										254	3	100	0	3
2003	PC	RESEAU EIFFEL	CUST Genie Biol.										263	5	80	20	5
2003	PC	RESEAU EIFFEL	CUST Genie Civil										387	3	0	33	6
2003	PC	RESEAU EIFFEL	CUST Genie Elec.										387	0	0	0	1
2003	PC	RESEAU EIFFEL	CUST Genie Math+Mod										387	1	0	0	3
2003	PC	RESEAU EIFFEL	CUST Genie Physique										387	3	0	0	4
2003	PC	RESEAU EIFFEL	Polytech'Lille : G.I.S.										387	0	0	0	2
2003	PC	RESEAU EIFFEL	Polytech'Lille : G. GC.										125	4	25	0	3
2003	PC	RESEAU EIFFEL	Polytech'Lille : I.M.A.										387	2	0	0	5
2003	PC	RESEAU EIFFEL	Polytech'Lille : I. S.										387	2	50	0	8
2003	PC	RESEAU EIFFEL	Polytech'Lille : Sc.Mat.										387	7	43	29	10
2003	PC	RESEAU EIFFEL	ISIM Info et Gestion										256	2	0	50	3
2003	PC	RESEAU EIFFEL	ISIM Micro Elec+Auto										387	2	0	0	7
2003	PC	RESEAU EIFFEL	ISIM Sc+Tech Eau										111	5	20	40	5
2003	PC	RESEAU EIFFEL	ISIM Sc+Tech Mat										387	12	42	17	12
2003	PC	RESEAU EIFFEL	Polytech'Grenoble : Géot.										368	5	20	20	5
2003	PC	RESEAU EIFFEL	Polytech'Grenoble : 3 I										387	2	0	50	4
2003	PC	RESEAU EIFFEL	Polytech'Grenoble :PRIHSE										387	6	67	0	9
2003	PC	RESEAU EIFFEL	Polytech' Grenoble SciGMa										387	6	17	17	6
2003	PC	RESEAU EIFFEL	Polytech' Grenoble: T.I.S										387	2	50	50	2
2003	PC	RESEAU EIFFEL	Reseau Eiffel PC	1110	44 %	28 %	751	46 %	29 %	387	46 %	29 %					106
2003	PC	AUTRES ECOLES DE LA BANQUE E3A	ECE PARIS	230	20 %	27 %	217	20 %	26 %	108	18 %	32 %	104	13	23	31	20
2003	PC	AUTRES ECOLES DE LA BANQUE E3A	EIPC	45	33 %	27 %	41	32 %	27 %	29	28 %	34 %	41	1	0	100	5
2003	PC	AUTRES ECOLES DE LA BANQUE E3A	EPMI	55	27 %	24 %	54	28 %	22 %	51	29 %	24 %	54	1	0	0	5
2003	PC	AUTRES ECOLES DE LA BANQUE E3A	ESIEE Amiens	80	14 %	28 %	61	18 %	30 %	18	6 %	28 %	18	0	0	0	5
2003	PC	AUTRES ECOLES DE LA BANQUE E3A	ESIGELEC	150	19 %	23 %	141	18 %	23 %	75	19 %	28 %	75	5	0	20	20
2003	PC	AUTRES ECOLES DE LA BANQUE E3A	ESIGETEL Fontainebl.	153	16 %	21 %	131	17 %	21 %	76	13 %	29 %	76	4	0	0	25
2003	PC	AUTRES ECOLES DE LA BANQUE E3A	ESITE	80	60 %	25 %	10	30 %	50 %	0	0 %	0 %	0	0	0	0	5
2003	PC	AUTRES ECOLES DE LA BANQUE E3A	ESTIA Bayonne	120	18 %	25 %	93	19 %	29 %	33	24 %	15 %	31	7	14	29	15
2003	PC	AUTRES ECOLES DE LA BANQUE E3A	ISEP Paris	268	22 %	32 %	231	23 %	35 %	168	24 %	43 %	159	22	27	59	22
2003	PC	AUTRES ECOLES DE LA BANQUE E3A	ISMANS	205	30 %	30 %	183	32 %	32 %	141	32 %	36 %	200	5	20	20	30
