year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	appeles	integres_nb	integres_filles	integres_cinq_demi	places
2003	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE Paris	285	2	23	21	10	5	10	10	0	10	6	17	0	10
2003	TSI	CONCOURS CENTRALE-SUPELEC	Supelec campus Gif	¥	¥	¥	¥	¥	¥	¥	¥	¥	0	0	0	0	1
2003	TSI	CONCOURS CENTRALE-SUPELEC	Supelec campus Metz	¥	¥	¥	¥	¥	¥	¥	¥	¥	8	0	0	0	1
2003	TSI	CONCOURS CENTRALE-SUPELEC	Supelec campus Renn.	¥	¥	¥	¥	¥	¥	¥	¥	¥	3	1	0	0	0
2003	TSI	CONCOURS CENTRALE-SUPELEC	Supélec TSI	69	3	26	14	14	0	9	11	0	¥	¥	¥	¥	2
2003	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE Lyon	295	3	22	28	7	4	16	6	0	16	1	0	0	3
2003	TSI	CONCOURS CENTRALE-SUPELEC	SupOptique	185	5	25	30	7	10	10	20	10	10	1	100	0	2
2003	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE Lille	314	3	23	34	9	9	29	10	3	24	5	0	0	5
2003	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE Nantes	360	3	24	46	7	13	37	8	8	37	7	14	43	7
2003	TSI	CONCOURS CENTRALE-SUPELEC	IIE-CNAM	78	1	31	30	0	23	16	0	25	16	4	0	50	5
2003	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE Lille handicapés	¥	¥	¥	¥	¥	¥	0	0	0	0	0	0	0	0
2003	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE Nantes handicapés	¥	¥	¥	¥	¥	¥	0	0	0	0	0	0	0	0
2003	TSI	CONC. COMM. MINES-PONTS	Ponts et Chaussees	¥	¥	¥	¥	¥	¥	¥	¥	¥	24	2	0	0	2
2003	TSI	CONC. COMM. MINES-PONTS	SUPAERO	¥	¥	¥	¥	¥	¥	¥	¥	¥	0	0	0	0	0
2003	TSI	CONC. COMM. MINES-PONTS	Techniques Avancees	¥	¥	¥	¥	¥	¥	¥	¥	¥	0	0	0	0	0
2003	TSI	CONC. COMM. MINES-PONTS	ENST cursus Paris	¥	¥	¥	¥	¥	¥	¥	¥	¥	16	1	0	0	2
2003	TSI	CONC. COMM. MINES-PONTS	ENST Sophia Antipolis	¥	¥	¥	¥	¥	¥	¥	¥	¥	14	1	0	0	2
2003	TSI	CONC. COMM. MINES-PONTS	MINES Paris	¥	¥	¥	¥	¥	¥	¥	¥	¥	9	1	0	0	2
2003	TSI	CONC. COMM. MINES-PONTS	MINES Saint-Etienne	¥	¥	¥	¥	¥	¥	¥	¥	¥	38	3	0	0	3
2003	TSI	CONC. COMM. MINES-PONTS	MINES Nancy	¥	¥	¥	¥	¥	¥	¥	¥	¥	37	1	0	0	1
2003	TSI	CONC. COMM. MINES-PONTS	Telecom Bretagne	¥	¥	¥	¥	¥	¥	¥	¥	¥	3	1	0	0	2
2003	TSI	CONC. COMM. MINES-PONTS	Ecole Polytechnique	¥	¥	¥	¥	¥	¥	¥	¥	¥	4	2	0	0	2
2003	TSI	CONC. COMM. MINES-PONTS	Commun Mines Ponts TSI	272	3	26	52	4	15	38	5	8	¥	¥	¥	¥	16
2003	TSI	CONCOURS COMMUN ENSAM	ENSAM	¥	¥	¥	¥	¥	¥	¥	¥	¥	84	31	3	29	35
2003	TSI	CONCOURS COMMUN ENSAM	ENSEA Cergy	¥	¥	¥	¥	¥	¥	¥	¥	¥	131	9	0	56	10
2003	TSI	CONCOURS COMMUN ENSAM	ENSAIS G MECA	¥	¥	¥	¥	¥	¥	¥	¥	¥	129	2	0	50	1
2003	TSI	CONCOURS COMMUN ENSAM	ENSAIS PLASTURGIE	¥	¥	¥	¥	¥	¥	¥	¥	¥	131	0	0	0	1
2003	TSI	CONCOURS COMMUN ENSAM	ENSAIS MECATRO	¥	¥	¥	¥	¥	¥	¥	¥	¥	131	0	0	0	1
2003	TSI	CONCOURS COMMUN ENSAM	ENSAIS G.ELEC.	¥	¥	¥	¥	¥	¥	¥	¥	¥	52	1	0	100	1
2003	TSI	CONCOURS COMMUN ENSAM	ESIEE Amiens	¥	¥	¥	¥	¥	¥	¥	¥	¥	131	0	0	0	5
2003	TSI	CONCOURS COMMUN ENSAM	ESIEE-Paris	¥	¥	¥	¥	¥	¥	¥	¥	¥	131	2	0	50	5
2003	TSI	CONCOURS COMMUN ENSAM	ENSAM TSI	555	4	25	161	3	30	131	3	34	¥	¥	¥	¥	59
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSMM Besancon	¥	¥	¥	¥	¥	¥	¥	¥	¥	237	19	5	42	19
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSEIRB Electronique	¥	¥	¥	¥	¥	¥	¥	¥	¥	134	4	0	25	4
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSEIRB Informatique	¥	¥	¥	¥	¥	¥	¥	¥	¥	139	2	0	0	2
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSEIRB Telecom	¥	¥	¥	¥	¥	¥	¥	¥	¥	137	3	0	0	2
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSIETA Brest civil	¥	¥	¥	¥	¥	¥	¥	¥	¥	101	1	0	100	2
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSICAEN Electronique	¥	¥	¥	¥	¥	¥	¥	¥	¥	206	4	0	50	3
