year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	appeles	integres_nb	integres_filles	integres_cinq_demi	places
2003	TSI	CONC. COMM. POLYTECHNIQUE	ISIMA Clermont-Fd	¥	¥	¥	¥	¥	¥	¥	¥	¥	254	5	0	60	8
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSEE Grenoble	¥	¥	¥	¥	¥	¥	¥	¥	¥	109	2	0	50	1
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSHMG Grenoble	¥	¥	¥	¥	¥	¥	¥	¥	¥	53	2	0	50	2
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSIEG	¥	¥	¥	¥	¥	¥	¥	¥	¥	121	2	0	0	3
2003	TSI	CONC. COMM. POLYTECHNIQUE	EFPG Grenoble	¥	¥	¥	¥	¥	¥	¥	¥	¥	286	3	0	33	2
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSP Marseille	¥	¥	¥	¥	¥	¥	¥	¥	¥	54	2	0	100	2
2003	TSI	CONC. COMM. POLYTECHNIQUE	ESM2 Marseille	¥	¥	¥	¥	¥	¥	¥	¥	¥	116	1	0	0	1
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSEM Nancy	¥	¥	¥	¥	¥	¥	¥	¥	¥	204	8	0	50	8
2003	TSI	CONC. COMM. POLYTECHNIQUE	SUPMECA Toulon	¥	¥	¥	¥	¥	¥	¥	¥	¥	111	1	0	0	1
2003	TSI	CONC. COMM. POLYTECHNIQUE	SUPMECA Paris	¥	¥	¥	¥	¥	¥	¥	¥	¥	108	3	0	0	3
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSMA Poitiers	¥	¥	¥	¥	¥	¥	¥	¥	¥	70	2	0	0	2
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSP Strasbourg	¥	¥	¥	¥	¥	¥	¥	¥	¥	145	3	0	0	4
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSEEIHT Genie Elec.	¥	¥	¥	¥	¥	¥	¥	¥	¥	62	1	0	100	1
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSEEIHT electronique	¥	¥	¥	¥	¥	¥	¥	¥	¥	28	1	100	0	1
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSICA Toulouse	¥	¥	¥	¥	¥	¥	¥	¥	¥	2	2	0	0	1
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSIAME Meca Energ.	¥	¥	¥	¥	¥	¥	¥	¥	¥	253	9	0	44	8
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSIAME Mecatronique	¥	¥	¥	¥	¥	¥	¥	¥	¥	261	7	14	29	4
2003	TSI	CONC. COMM. POLYTECHNIQUE	ENSIAME Info Autom.	¥	¥	¥	¥	¥	¥	¥	¥	¥	301	4	0	50	5
2003	TSI	CONC. COMM. POLYTECHNIQUE	Commun Polytechnique TSI	676	4	23	383	6	29	301	6	31	¥	¥	¥	¥	89
2003	TSI	AUTRES CONCOURS	EIC Cherbourg	360	4	25	218	5	31	42	7	36	42	7	14	29	15
2003	TSI	AUTRES CONCOURS	IFMA Clermont-Fd	125	2	32	39	0	38	18	0	56	11	7	0	57	7
2003	TSI	AUTRES CONCOURS	ISMANS	178	1	28	160	1	29	114	2	33	120	7	0	29	30
2003	TSI	AUTRES CONCOURS	Telecom INT	173	2	32	87	3	32	46	2	39	18	6	0	50	6
2003	TSI	BANQUE D'EPREUVES C.C.P	ENS Cachan	284	5	25	61	0	43	24	0	46	15	6	0	67	6
2003	TSI	BANQUE D'EPREUVES C.C.P	ENSIETA Brest Mili.	250	2	20	45	2	31	24	0	46	7	1	0	0	1
2003	TSI	BANQUE D'EPREUVES C.C.P	ENSIT Mulhouse	108	2	27	92	2	25	31	3	19	30	8	0	12	10
2003	TSI	BANQUE D'EPREUVES C.C.P	ENSGSI Nancy	132	2	25	63	2	27	22	0	36	3	1	0	0	2
2003	TSI	BANQUE D'EPREUVES C.C.P	Polytech'Tours : Product.	268	3	28	212	2	31	106	1	38	95	13	0	8	10
2003	TSI	BANQUE D'EPREUVES C.C.P	ENSAIT Roubaix	113	6	25	88	6	20	41	5	22	41	7	14	29	8
2003	TSI	BANQUE D'EPREUVES C.C.P	ENSI Bourges MRI	194	4	26	98	5	27	19	16	32	13	5	0	20	4
2003	TSI	BANQUE D'EPREUVES C.C.P	ENSTIB Epinal	112	2	29	94	2	24	22	0	27	14	4	0	0	4
2003	TSI	BANQUE D'EPREUVES C.C.P	ENSTIM Albi	¥	¥	¥	¥	¥	¥	¥	¥	¥	101	3	33	33	3
2003	TSI	BANQUE D'EPREUVES C.C.P	ENSTIM Ales	¥	¥	¥	¥	¥	¥	¥	¥	¥	65	3	33	0	3
2003	TSI	BANQUE D'EPREUVES C.C.P	ENSTIM Douai	¥	¥	¥	¥	¥	¥	¥	¥	¥	104	2	50	50	2
2003	TSI	BANQUE D'EPREUVES C.C.P	ENSTIM Nantes	¥	¥	¥	¥	¥	¥	¥	¥	¥	94	4	0	25	5
2003	TSI	BANQUE D'EPREUVES C.C.P	ENSTIM TSI	297	6	29	160	8	36	110	6	37	¥	¥	¥	¥	13
2003	TSI	BANQUE D'EPREUVES C.C.P	ENTPE Fonctionnaire	¥	¥	¥	¥	¥	¥	59	2	47	30	6	0	67	6
2003	TSI	BANQUE D'EPREUVES C.C.P	Polytech 'Orléans-ESEM	167	4	32	79	5	42	32	9	69	29	1	0	100	3
2003	TSI	BANQUE D'EPREUVES C.C.P	ESIGELEC	240	2	22	222	3	23	157	2	25	157	26	0	19	25
2003	TSI	BANQUE D'EPREUVES C.C.P	ESIM Marseille	¥	¥	¥	¥	¥	¥	¥	¥	¥	52	6	0	67	5
2003	TSI	BANQUE D'EPREUVES C.C.P	ISMEA Marseille	¥	¥	¥	¥	¥	¥	¥	¥	¥	12	1	0	0	5
2003	TSI	BANQUE D'EPREUVES C.C.P	ESIM/ISMEA TSI	131	2	27	86	2	31	54	2	33	¥	¥	¥	¥	10
2003	TSI	BANQUE D'EPREUVES C.C.P	ESTP-TP	¥	¥	¥	¥	¥	¥	¥	¥	¥	18	2	0	50	2
2003	TSI	BANQUE D'EPREUVES C.C.P	ESTP-BAT	¥	¥	¥	¥	¥	¥	¥	¥	¥	57	1	0	0	2
2003	TSI	BANQUE D'EPREUVES C.C.P	ESTP MECA-ELEC	¥	¥	¥	¥	¥	¥	¥	¥	¥	48	1	0	0	2
2003	TSI	BANQUE D'EPREUVES C.C.P	ESTP-GEOMETRES	¥	¥	¥	¥	¥	¥	¥	¥	¥	61	2	0	50	2
2003	TSI	BANQUE D'EPREUVES C.C.P	ESTP Paris	111	3	33	69	4	38	61	5	41	¥	¥	¥	¥	8
2003	TSI	BANQUE D'EPREUVES C.C.P	ISEP Paris	110	4	26	63	5	27	21	5	38	21	2	0	50	4
