year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	appeles	integres_nb	integres_filles	integres_cinq_demi	places
2003	PSI	RESEAU EIFFEL	Polytech' Grenoble SciGMa	¥	¥	¥	¥	¥	¥	¥	¥	¥	227	4	75	50	2
2003	PSI	RESEAU EIFFEL	Réseau Eiffel PSI	792	25	26	550	25	27	252	28	27	¥	¥	¥	¥	78
2003	PSI	AUTRES ECOLES DE LA BANQUE E4A	ECE PARIS	317	16	29	290	17	30	141	21	33	132	13	15	8	15
2003	PSI	AUTRES ECOLES DE LA BANQUE E4A	EIPC	91	25	24	86	27	24	54	30	28	86	1	0	0	20
2003	PSI	AUTRES ECOLES DE LA BANQUE E4A	EIPI-ISPA	29	41	31	26	46	31	10	50	40	10	0	0	0	26
2003	PSI	AUTRES ECOLES DE LA BANQUE E4A	ENSAIT Roubaix	102	39	30	78	42	32	47	47	34	47	4	25	50	20
2003	PSI	AUTRES ECOLES DE LA BANQUE E4A	EPMI	¥	¥	¥	¥	¥	¥	61	26	23	70	1	0	0	15
2003	PSI	AUTRES ECOLES DE LA BANQUE E4A	ESIEE Amiens	124	16	27	105	16	28	27	26	19	27	4	25	25	25
2003	PSI	AUTRES ECOLES DE LA BANQUE E4A	ESIGELEC	258	19	28	255	19	29	128	20	34	128	18	17	33	30
2003	PSI	AUTRES ECOLES DE LA BANQUE E4A	ESIGETEL Fontainebl.	220	19	23	198	20	24	68	22	32	68	6	17	0	20
2003	PSI	AUTRES ECOLES DE LA BANQUE E4A	ESITE	29	55	34	4	50	0	0	0	0	0	0	0	0	2
2003	PSI	AUTRES ECOLES DE LA BANQUE E4A	ESTIA Bayonne	241	18	27	181	19	28	65	20	18	65	12	17	8	20
2003	PSI	AUTRES ECOLES DE LA BANQUE E4A	IFMA Clermont-Fd	547	16	28	364	16	35	144	16	30	132	57	18	21	55
2003	PSI	AUTRES ECOLES DE LA BANQUE E4A	ISEP Paris	301	18	39	252	19	42	166	19	48	166	20	35	40	31
2003	PSI	AUTRES ECOLES DE LA BANQUE E4A	ISMANS	263	23	27	233	23	27	181	26	31	200	9	11	11	30
