year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rg_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2004	BCPST	BANQUE CENTRALE-SUPELEC	ESIL Marseille Biomédical	664	72	16	100	79	7	1	100	0	1	0	0	0	3
2004	BCPST	BIO A	INA P-G	¥	¥	¥	¥	¥	¥	¥	¥	¥	303	182	66	10	182
2004	BCPST	BIO A	ENSA Montpellier	¥	¥	¥	¥	¥	¥	¥	¥	¥	446	93	65	25	93
2004	BCPST	BIO A	ENSAR Rennes	¥	¥	¥	¥	¥	¥	¥	¥	¥	549	95	62	21	95
2004	BCPST	BIO A	ENSAT Toulouse	¥	¥	¥	¥	¥	¥	¥	¥	¥	682	85	65	22	85
2004	BCPST	BIO A	ENSAIA Nancy	¥	¥	¥	¥	¥	¥	¥	¥	¥	945	85	73	28	85
2004	BCPST	BIO A	ENSHAP Angers	¥	¥	¥	¥	¥	¥	¥	¥	¥	872	38	79	26	38
2004	BCPST	BIO A	ENSIA Massy	¥	¥	¥	¥	¥	¥	¥	¥	¥	972	48	83	21	46
2004	BCPST	BIO A	ENSBANA Dijon	¥	¥	¥	¥	¥	¥	¥	¥	¥	1187	38	76	26	39
2004	BCPST	BIO A	FIF Fonct. Nancy	¥	¥	¥	¥	¥	¥	¥	¥	¥	158	12	50	25	12
2004	BCPST	BIO A	FIF Civil Nancy	¥	¥	¥	¥	¥	¥	¥	¥	¥	378	17	41	29	17
2004	BCPST	BIO A	ENITAB Bordeaux	¥	¥	¥	¥	¥	¥	¥	¥	¥	998	54	67	19	54
2004	BCPST	BIO A	ENITAC Clermont-Ferrand	¥	¥	¥	¥	¥	¥	¥	¥	¥	1188	45	56	16	42
2004	BCPST	BIO A	ENITIAA Nantes	¥	¥	¥	¥	¥	¥	¥	¥	¥	1200	49	65	27	50
2004	BCPST	BIO A	ENESAD Dijon	¥	¥	¥	¥	¥	¥	¥	¥	¥	1178	33	61	24	33
