year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rg_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2004	PSI	BANQUE ENS CACHAN/EC. POLYTECH	ENS CACHAN FIL Science	1009	18	28	278	16	28	242	16	29	109	10	10	40	10
2004	PSI	BANQUE ENS CACHAN/EC. POLYTECH	ENS CACHAN FIL Science etranger	¥	¥	¥	¥	¥	¥	2	0	100	0	0	0	0	0
2004	PSI	BANQUE ENS CACHAN/EC. POLYTECH	ENS CACHAN FIL. SI	1009	18	28	278	16	28	242	16	29	242	26	27	35	30
2004	PSI	BANQUE ENS CACHAN/EC. POLYTECH	ENS CACHAN FIL. SI etranger	¥	¥	¥	¥	¥	¥	2	0	100	0	0	0	0	0
2004	PSI	BANQUE ENS CACHAN/EC. POLYTECH	Ecole Polytechnique	711	15	26	93	15	15	56	14	5	48	46	13	4	46
2004	PSI	BANQUE ENS CACHAN/EC. POLYTECH	Ecole Polytechnique etranger	57	26	25	1	0	100	0	0	0	0	0	0	0	0
2004	PSI	CONC. COMM. MINES-PONTS	Ponts et Chaussees	¥	¥	¥	¥	¥	¥	¥	¥	¥	163	28	25	11	26
2004	PSI	CONC. COMM. MINES-PONTS	SUPAERO	¥	¥	¥	¥	¥	¥	¥	¥	¥	254	41	20	22	40
2004	PSI	CONC. COMM. MINES-PONTS	Techniques Avancees	¥	¥	¥	¥	¥	¥	¥	¥	¥	300	26	31	23	25
2004	PSI	CONC. COMM. MINES-PONTS	ENST cursus Paris	¥	¥	¥	¥	¥	¥	¥	¥	¥	311	19	21	11	18
2004	PSI	CONC. COMM. MINES-PONTS	ENST Sophia Antipolis	¥	¥	¥	¥	¥	¥	¥	¥	¥	363	12	17	17	9
2004	PSI	CONC. COMM. MINES-PONTS	MINES Paris	¥	¥	¥	¥	¥	¥	¥	¥	¥	73	26	35	4	26
2004	PSI	CONC. COMM. MINES-PONTS	MINES Saint-Etienne	¥	¥	¥	¥	¥	¥	¥	¥	¥	658	39	26	18	36
2004	PSI	CONC. COMM. MINES-PONTS	MINES Nancy	¥	¥	¥	¥	¥	¥	¥	¥	¥	543	41	22	10	44
2004	PSI	CONC. COMM. MINES-PONTS	Telecom Bretagne	¥	¥	¥	¥	¥	¥	¥	¥	¥	829	28	14	11	32
2004	PSI	CONC. COMM. MINES-PONTS	Commun Mines Ponts PSI	2708	19	22	844	17	19	829	17	19	¥	¥	¥	¥	256
2004	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE Paris	1626	19	23	291	15	20	238	18	21	159	85	15	25	85
2004	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE Paris etranger	65	18	31	13	31	31	8	38	12	6	3	33	0	3
2004	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE Paris handicapés	¥	¥	¥	¥	¥	¥	1	0	100	1	0	0	0	1
2004	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE Lyon	2089	19	22	466	16	20	407	17	20	362	79	13	16	80
2004	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE Lille	1964	20	24	546	18	24	509	19	25	509	63	19	27	58
2004	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE Lille handicapés	¥	¥	¥	¥	¥	¥	1	0	0	1	1	0	0	1
2004	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE Nantes	2295	20	23	658	17	22	622	18	23	614	76	24	24	70
2004	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE Nantes handicapés	¥	¥	¥	¥	¥	¥	1	0	0	1	1	0	0	0
2004	PSI	BANQUE CENTRALE-SUPELEC	SupOptique	937	22	28	413	20	27	354	20	28	354	10	10	50	22
2004	PSI	BANQUE CENTRALE-SUPELEC	SupOptique etranger	18	17	28	8	12	38	6	17	33	6	0	0	0	3
2004	PSI	BANQUE CENTRALE-SUPELEC	Supelec campus Gif	1408	18	23	567	16	22	485	16	22	291	58	12	26	55
2004	PSI	BANQUE CENTRALE-SUPELEC	Supelec campus Gif etranger	54	22	31	20	20	35	7	29	14	7	0	0	0	0
2004	PSI	BANQUE CENTRALE-SUPELEC	Supelec campus Gif handicapés	¥	¥	¥	¥	¥	¥	0	0	0	0	0	0	0	0
2004	PSI	BANQUE CENTRALE-SUPELEC	Supelec campus Metz	1408	18	23	567	16	22	485	16	22	399	17	18	24	18
2004	PSI	BANQUE CENTRALE-SUPELEC	Supelec campus Metz etranger	54	22	31	20	20	35	7	29	14	0	0	0	0	0
2004	PSI	BANQUE CENTRALE-SUPELEC	Supelec campus Metz handicapes	¥	¥	¥	¥	¥	¥	0	0	0	0	0	0	0	0
