year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rg_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2010	mp	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE Info.	805	11.0	30.0	213	8.0	28.0	152	11.0	29.0	130	104	8.0	25.0	104
2010	mp	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE P&SI	872	20.0	30.0	124	8.0	30.0	102	10.0	28.0	85	82	10.0	27.0	82
2010	mp	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE							37	8.0	19.0	34	28	10.0	22.0	28
2010	mp	BANQUE ENS	ENS Ulm MPI	1159	17.0	33.0	126	6.0	28.0	76	9.0	23.0	76	37	10.0	22.0	37
2010	mp	BANQUE ENS	ENS Ulm Info.	208	5.0	38.0	32	6.0	32.0	19	5.0	11.0	10	9	0.0	0.0	9
2010	mp	BANQUE ENS	ENS Cachan MP										138	15	20.0	60.0	15
2010	mp	BANQUE ENS	ENS Cachan-Ker Lan MP										180	7	0.0	77.0	7
2010	mp	BANQUE ENS	Concours ENS Cachan groupe MP	1135	18.0	32.0	258	10.0	36.0	180	11.0	38.0		22			24
2010	mp	BANQUE ENS	ENS Cachan Info.										42	9	0.0	45.0	9
2010	mp	BANQUE ENS	ENS Cachan-Ker Lan Info.										70	12	0.0	42.0	12
2010	mp	BANQUE ENS	Concours ENS Cachan groupe Informatique	250	5.0	36.0	94	2.0	39.0	70	2.0	32.0		21			21
2010	mp	BANQUE ENS	ENS Lyon MPI	1137	17.0	31.0	206	9.0	34.0	136	12.0	34.0	135	19	10.0	37.0	19
2010	mp	BANQUE ENS	ENS Lyon Info.	254	6.0	38.0	91	4.0	33.0	55	5.0	28.0	48	20	0.0	25.0	20
2010	mp	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										190	45	28.0	14.0	46
2010	mp	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										1235	62	17.0	25.0	55
2010	mp	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										1261	44	18.0	35.0	42
2010	mp	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										371	58	13.0	32.0	57
2010	mp	CONCOURS COMMUN MINES-PONTS	SUPAERO (ISAE) Toulouse										809	51	23.0	20.0	50
2010	mp	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										794	48	16.0	21.0	51
2010	mp	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										681	50	22.0	22.0	50
2010	mp	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										858	20	5.0	30.0	19
2010	mp	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE										1584	58	17.0	32.0	70
2010	mp	CONCOURS COMMUN MINES-PONTS	ENSAE ParisTech										934	39	15.0	39.0	45
2010	mp	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts MP	5160	22.0	25.0	1645	16.0	27.0	1584	16.0	27.0		475			485
2010	mp	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS	3400	21.0	27.0	752	16.0	23.0	452	17.0	22.0	386	146	20.0	25.0	145
2010	mp	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Gif										616	111	18.0	37.0	100
2010	mp	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Metz										769	30	13.0	50.0	21
2010	mp	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Rennes										718	18	16.0	28.0	19
2010	mp	BANQUE CENTRALE-SUPELEC	Supélec	3142	20.0	28.0	980	15.0	27.0	891	16.0	28.0		159			140
2010	mp	BANQUE CENTRALE-SUPELEC	CENTRALE LYON	3855	21.0	27.0	998	18.0	26.0	811	18.0	27.0	811	106	20.0	24.0	126
2010	mp	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	1557	24.0	33.0	805	22.0	32.0	643	22.0	33.0	644	36	36.0	39.0	35
2010	mp	BANQUE CENTRALE-SUPELEC	CENTRALE LILLE	3465	23.0	28.0	953	19.0	32.0	856	19.0	32.0	802	99	19.0	40.0	90
2010	mp	BANQUE CENTRALE-SUPELEC	CENTRALE NANTES	3791	23.0	28.0	1159	19.0	29.0	1056	20.0	29.0	931	135	26.0	26.0	135
2010	mp	BANQUE CENTRALE-SUPELEC	ENSEA Cergy				1269	21.0	27.0	569	23.0	24.0	569	50	32.0	16.0	60
2010	mp	BANQUE CENTRALE-SUPELEC	CENTRALE MARSEILLE	2879	23.0	27.0	1014	20.0	26.0	916	20.0	26.0	916	70	22.0	30.0	72
2010	mp	BANQUE CENTRALE-SUPELEC	ENSIIE (I.I.E. CNAM )				1269	21.0	27.0	569	23.0	24.0	569	55	18.0	19.0	75
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSMM Besançon										3458	50	20.0	20.0	40
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSI Bourges MRI										3759	25	32.0	32.0	25
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSI Bourges STI										3766	7	14.0	58.0	16
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIRB-MATMECA Bordeaux Electronique										3149	35	17.0	38.0	39
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIRB-MATMECA Bordeaux Informatique										2963	54	12.0	25.0	51
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIRB-MATMECA Bordeaux Télecom.										2489	17	23.0	42.0	21
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIRB-MATMECA Bordeaux MATMECA										2897	34	29.0	30.0	33
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSIETA Brest Civil										3372	42	30.0	24.0	45
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSICAEN Electronique et Physique Appliquée										3595	17	17.0	42.0	32
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSICAEN Informatique										3675	36	8.0	42.0	35
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ISIMA Clermont-Ferrand										3766	20	5.0	30.0	40
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP-Pagora										3332	12	16.0	17.0	14
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP-Esisar										2306	5	0.0	0.0	6
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP-Phelma (Physique Matériaux Procédés)										1453	36	22.0	28.0	40
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP-Phelma (Physique Electronique Télécoms)										1914	48	27.0	30.0	58
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP-ENSE3										1864	78	30.0	21.0	75
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	Grenoble INP-ENSIMAG										912	114	18.0	30.0	110
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	CPE LYON Electronique										3710	13	7.0	16.0	18
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSEM Nancy										3492	32	25.0	25.0	39
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSG Nancy										2543	7	42.0	43.0	10
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSIC Nancy										2264	4	75.0	50.0	10
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	Chimie ParisTech										891	3	66.0	0.0	3
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	SUPMECA Paris										2786	37	40.0	38.0	40
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSGTI Pau-Energétique										3361	7	42.0	29.0	5
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSGTI Pau-Génie des Procédés										3652	5	40.0	20.0	5
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSMA Poitiers										2194	54	22.0	34.0	55
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSIP Poitiers Eau et Genie Civil										2636	5	40.0	0.0	9
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSIP Poitiers Energie										3259	18	27.0	23.0	22
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSP Strasbourg										3766	24	29.0	34.0	30
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	SUPMECA Toulon										2984	13	15.0	31.0	10
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENAC Toulouse Civil										1480	47	21.0	56.0	42
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENAC Toulouse Fonctionnaire										334	5	40.0	40.0	5
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSEEIHT Toulouse Electronique										2043	22	22.0	32.0	18
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSEEIHT Toulouse Génie Electrique										1968	15	40.0	14.0	15
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSEEIHT Toulouse Hydraulique										1722	20	25.0	25.0	19
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSEEIHT Toulouse Informatique et Mathématiques appliquées										1754	62	24.0	41.0	58
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSEEIHT Toulouse Télécom.réseaux										1555	23	21.0	44.0	27
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSIACET Toulouse Génie des Procédés										2950	8	37.0	38.0	11
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSIACET Toulouse Génie Industriel										2951	16	25.0	32.0	17
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSICA (ISAE) Toulouse										723	45	6.0	49.0	45
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSIAME Valenciennes Informatique et Management des systèmes										3724	3	33.0	67.0	6
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSIAME Valenciennes Méca Energ.										3667	21	14.0	24.0	20
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	ENSIAME Valenciennes Mécatronique										3766	8	0.0	13.0	10
2010	mp	CONCOURS COMMUNS POLYTECHNIQUES	Concours Commun Polytechnique MP	6921	26.0	27.0	4587	24.0	28.0	3766	24.0	29.0		1147			1229
2010	mp	BANQUE EPREUVES C.C.P Inter-Filière	ECOLE DE L'AIR Pilote	557	18.0	28.0	165	15.0	39.0	48	8.0	46.0	-	11	0.0	46.0	46
2010	mp	BANQUE EPREUVES C.C.P Inter-Filière	ECOLE DE L'AIR Base	484	21.0	33.0	182	19.0	48.0	38	13.0	58.0	-	1	0.0	100.0	5
2010	mp	BANQUE EPREUVES C.C.P Inter-Filière	ECOLE DE L'AIR Méca	443	19.0	33.0	165	18.0	48.0	38	13.0	58.0	-	2	0.0	50.0	12
2010	mp	BANQUE EPREUVES C.C.P Inter-Filière	ENSCI Limoges	545	36.0	36.0	426	36.0	33.0	94	51.0	41.0	-	6	66.0	17.0	50
2010	mp	BANQUE EPREUVES C.C.P Inter-Filière	ENSGSI Nancy	694	34.0	30.0	322	29.0	29.0	71	26.0	36.0	-	11	18.0	37.0	35
2010	mp	BANQUE EPREUVES C.C.P Inter-Filière	ESM Saint-Cyr	496	16.0	31.0	180	10.0	47.0	92	7.0	50.0	-	30	6.0	47.0	71
2010	mp	BANQUE EPREUVES C.C.P Inter-Filière	Grenoble INP-Génie Industriel	1471	29.0	30.0	527	26.0	35.0	153	30.0	42.0	-	28	25.0	36.0	88
2010	mp	BANQUE EPREUVES C.C.P	ECOLE NAVALE Brest	530	18.0	32.0	180	13.0	50.0	90	7.0	59.0	72	27	0.0	60.0	27
2010	mp	BANQUE EPREUVES C.C.P	EISTI Cergy-Pau	691	28.0	25.0	591	27.0	25.0	158	26.0	25.0	154	40	27.0	28.0	38
2010	mp	BANQUE EPREUVES C.C.P	ENGEES Strasbourg Civil	755	42.0	29.0	489	41.0	31.0	399	41.0	32.0	331	13	46.0	47.0	12
2010	mp	BANQUE EPREUVES C.C.P	ENSAI Rennes Civil	1308	30.0	34.0	853	27.0	36.0	611	26.0	39.0	490	47	31.0	58.0	48
2010	mp	BANQUE EPREUVES C.C.P	ENSAI Rennes Fonctionnaire (Attaché INSEE)	1029	26.0	36.0	736	25.0	39.0	593	25.0	41.0	391	34	23.0	71.0	35
2010	mp	BANQUE EPREUVES C.C.P	ENSIETA Brest Militaire	538	16.0	32.0	216	12.0	48.0	141	12.0	59.0	114	18	16.0	67.0	18
2010	mp	BANQUE EPREUVES C.C.P	ENSISA Mulhouse Informatique et réseaux										78	10	30.0	40.0	5
2010	mp	BANQUE EPREUVES C.C.P	ENSISA Mulhouse Mécanique										85	6	16.0	67.0	5
2010	mp	BANQUE EPREUVES C.C.P	ENSISA Mulhouse Système et signaux										110	7	28.0	58.0	3
2010	mp	BANQUE EPREUVES C.C.P	ENSISA Mulhouse Textile et Fibres										82	2	0.0	50.0	3
2010	mp	BANQUE EPREUVES C.C.P	ENSISA Mulhouse MP	894	33.0	36.0	646	31.0	32.0	139	30.0	44.0		25			16
2010	mp	BANQUE EPREUVES C.C.P	EOST Strasbourg	534	35.0	28.0	282	35.0	27.0	65	43.0	28.0	65	11	27.0	46.0	11
2010	mp	CONCOURS COMMUN TPE	ENTPE Vaulx en Velin Civil	3107	26.0	33.0	1173	24.0	39.0	614	29.0	43.0	599	9	33.0	45.0	12
2010	mp	CONCOURS COMMUN TPE	ENTPE Vaulx en Velin Fonctionnaire	3107	26.0	33.0	1170	24.0	39.0	614	29.0	43.0	524	38	28.0	50.0	38
2010	mp	CONCOURS COMMUN TPE	ENTPE Vaulx en Velin Etranger				84	38.0	42.0	24	45.0	55.0	23	1	100.0	100.0	1
2010	mp	CONCOURS COMMUN TPE	EIVP Paris Civil	3107	26.0	33.0	1257	25.0	39.0	638	30.0	43.0	634	19	42.0	43.0	21
2010	mp	CONCOURS COMMUN TPE	EIVP Paris Fonctionnaire	3107	26.0	33.0	1173	24.0	39.0	614	29.0	43.0	441	7	42.0	29.0	7
2010	mp	CONCOURS COMMUN TPE	ENSTIM Fonct. Douai	3107	26.0	33.0	1170	24.0	39.0	614	29.0	43.0	614	4	0.0	50.0	6
2010	mp	CONCOURS TELECOM INT	ENSSAT Lannion	2604	25.0	28.0	1863	24.0	28.0	127	37.0	25.0	127	2	50.0	50.0	10
2010	mp	CONCOURS TELECOM INT	ESIAL Nancy	2604	25.0	28.0	1978	24.0	28.0	261	34.0	20.0	258	27	18.0	23.0	26
2010	mp	CONCOURS TELECOM INT	Mines St Etienne ISMIN Gardanne	2604	25.0	28.0	1575	23.0	28.0	226	35.0	24.0	178	20	15.0	10.0	20
2010	mp	CONCOURS TELECOM INT	TELECOM St Etienne	2604	25.0	28.0	1947	24.0	28.0	272	35.0	23.0	251	18	27.0	12.0	17
2010	mp	CONCOURS TELECOM INT	TELECOM SudParis-cursus Evry										299	85	24.0	31.0	82
2010	mp	CONCOURS TELECOM INT	TELECOM SudParis-cursus Tunis										457	4	50.0	50.0	7
2010	mp	CONCOURS TELECOM INT	concours Télécom SudParis MP	2604	25.0	28.0	1121	22.0	30.0	457	26.0	35.0		89			89
2010	mp	CONCOURS DES ENSTIM	Ecole des Mines d'Albi (voie du concours Banque Mines-Ponts)				887			590			514	24	33.0	38.0	25
