year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rg_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2010	pc	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE	1255	25.0	33.0	278	20.0	36.0	174	22.0	31.0	158	142	23.0	30.0	142
2010	pc	CONCOURS ECOLE POLYTECHNIQUE	ESPCI ParisTech	1229	27.0	31.0	446	22.0	39.0	378	23.0	37.0	378	58	24.0	44.0	59
2010	pc	CONCOURS ECOLE POLYTECHNIQUE	ESPCI ParisTech Etranger	79	26.0	35.0	27	25.0	41.0	21	14.0	48.0	21	1	0.0	100.0	4
2010	pc	BANQUE ENS	ENS Ulm	796	25.0	34.0	85	11.0	44.0	52	11.0	41.0	47	22	0.0	32.0	22
2010	pc	BANQUE ENS	ENS Cachan PC	801	25.0	35.0	233	18.0	46.0	143	20.0	47.0	113	19	15.0	64.0	19
2010	pc	BANQUE ENS	ENS Lyon	820	25.0	35.0	233	18.0	46.0	137	18.0	45.0	126	34	14.0	50.0	34
2010	pc	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										86	19	26.0	37.0	18
2010	pc	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										736	40	15.0	43.0	37
2010	pc	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										812	40	17.0	43.0	40
2010	pc	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										214	30	33.0	30.0	30
2010	pc	CONCOURS COMMUN MINES-PONTS	SUPAERO (ISAE) Toulouse										385	21	14.0	53.0	23
2010	pc	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										396	28	14.0	29.0	27
2010	pc	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										399	15	20.0	27.0	16
2010	pc	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										461	6	0.0	50.0	5
2010	pc	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE										924	25	16.0	72.0	25
2010	pc	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts PC	3134	31.0	29.0	971	20.0	38.0	923	20.0	38.0		224			221
2010	pc	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS	2349	31.0	30.0	468	21.0	37.0	321	22.0	38.0	236	92	29.0	39.0	90
2010	pc	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Gif										392	68	16.0	43.0	70
2010	pc	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Metz										557	15	26.0	60.0	15
2010	pc	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Rennes										473	13	23.0	16.0	15
2010	pc	BANQUE CENTRALE-SUPELEC	Supélec	2117	28.0	32.0	674	21.0	37.0	615	22.0	39.0		96			100
2010	pc	BANQUE CENTRALE-SUPELEC	CENTRALE LYON	2693	32.0	30.0	627	23.0	37.0	516	25.0	39.0	467	65	35.0	44.0	62
2010	pc	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	1467	33.0	35.0	736	29.0	37.0	595	29.0	39.0	595	29	27.0	25.0	30
2010	pc	BANQUE CENTRALE-SUPELEC	CENTRALE LILLE	2507	32.0	32.0	640	26.0	43.0	594	26.0	44.0	567	48	27.0	53.0	45
2010	pc	BANQUE CENTRALE-SUPELEC	CENTRALE NANTES	2720	33.0	32.0	736	27.0	40.0	685	28.0	41.0	522	59	42.0	29.0	50
2010	pc	BANQUE CENTRALE-SUPELEC	CENTRALE MARSEILLE	2531	35.0	30.0	880	30.0	34.0	809	30.0	34.0	810	64	42.0	30.0	72
2010	pc	BANQUE CENTRALE-SUPELEC	ENSIIE (I.I.E. CNAM )				680	30.0	36.0	204	30.0	41.0	204	5	20.0	20.0	10
2010	pc	BANQUE CENTRALE-SUPELEC	ENSEA Cergy				680	30.0	36.0	204	30.0	41.0	204	19	10.0	43.0	20
2010	pc	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSMM Besançon										2641	22	13.0	28.0	22
2010	pc	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSI Bourges MRI										3033	31	32.0	62.0	27
2010	pc	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSI Bourges STI										3085	2	0.0	100.0	4
2010	pc	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSEIRB-MATMECA Bordeaux Electronique										2568	19	26.0	22.0	13
2010	pc	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSEIRB-MATMECA Bordeaux Informatique										2449	7	28.0	43.0	5
