year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2017	PT	CENTRALE-SUPELEC	CENTRALE CASABLANCA										431	0	0,0%	0,0%	2
2017	PT	CENTRALE-SUPELEC	CENTRALE PARIS										29	10	10,0%	10,0%	10
2017	PT	CENTRALE-SUPELEC	SUPELEC										116	20	5,0%	5,0%	24
2017	PT	CENTRALE-SUPELEC	CENTRALE LYON										107	24	12,5%	12,5%	24
2017	PT	CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)										342	5	20,0%	20,0%	5
2017	PT	CENTRALE-SUPELEC	CENTRALE LILLE										175	12	8,3%	0,0%	12
2017	PT	CENTRALE-SUPELEC	CENTRALE NANTES										115	9	22,2%	11,1%	20
2017	PT	CENTRALE-SUPELEC	CENTRALE MARSEILLE										183	2	0,0%	50,0%	10
2017	PT	CENTRALE-SUPELEC	Concours Centrale-Sup̩lec	1502	12,6%	19,0%	437	12,6%	11,2%	433	12,7%	11,1%		82			107
2017	PT	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										22	5	40,0%	0,0%	5
2017	PT	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										112	4	0,0%	25,0%	4
2017	PT	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										84	1	0,0%	0,0%	2
2017	PT	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										30	2	50,0%	0,0%	2
2017	PT	CONCOURS COMMUN MINES-PONTS	ISAE - SUPAERO Toulouse										37	6	0,0%	0,0%	6
2017	PT	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										72	8	12,5%	0,0%	8
2017	PT	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										62	1	0,0%	0,0%	1
2017	PT	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										62	0	0,0%	0,0%	1
2017	PT	CONCOURS COMMUN MINES-PONTS	IMT Atlantique ex T̩l̩com Bretagne cursus Brest-Rennes-Toulouse										169	1	0,0%	0,0%	1
2017	PT	CONCOURS COMMUN MINES-PONTS	IMT Atlantique ex T̩l̩com Bretagne cursus Sophia										145	1	0,0%	0,0%	1
2017	PT	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines-Ponts PT	1192	13,8%	18,9%	184	9,8%	15,8%	183	9,8%	15,3%		29			31
