year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2017	MP	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE Info.	822	10,9%	22,4%	221	5,9%	18,1%	147	6,8%	17,0%	135	102	8,8%	16,7%	102
2017	MP	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE P&SI	817	19,1%	31,0%	186	17,2%	23,7%	96	20,8%	14,6%	95	80	23,8%	16,2%	80
2017	MP	BANQUE ENS	ENS Ulm MPI	1620	16,5%	28,6%	147	2,7%	23,1%	95	3,2%	16,8%	59	38	0,0%	15,8%	38
2017	MP	BANQUE ENS	ENS Ulm Info.	291	12,4%	22,0%	42	4,8%	19,0%	28	3,6%	17,9%	16	13	7,7%	7,7%	13
2017	MP	BANQUE ENS	ENS Cachan Paris-Saclay MP	1724	16,8%	27,8%	280	8,2%	26,4%	205	8,8%	24,9%	180	18	5,6%	50,0%	18
2017	MP	BANQUE ENS	ENS Cachan Paris-Saclay Info.	330	13,0%	21,2%	111	5,4%	18,9%	82	3,7%	17,1%	53	14	7,1%	14,3%	14
2017	MP	BANQUE ENS	ENS de Lyon MPI	1755	16,6%	28,5%	257	6,6%	26,8%	160	8,1%	21,9%	136	20	10,0%	20,0%	20
2017	MP	BANQUE ENS	ENS de Lyon Info.	335	14,0%	21,5%	122	4,9%	18,0%	73	6,8%	15,1%	49	22	4,5%	27,3%	22
2017	MP	BANQUE ENS	ENS Rennes MP	1613	17,2%	29,3%	316	8,5%	29,1%	269	9,3%	28,6%	208	12	8,3%	58,3%	12
2017	MP	BANQUE ENS	ENS Rennes Info.	306	14,1%	22,9%	110	7,3%	20,9%	89	7,9%	21,3%	62	9	0,0%	11,1%	9
2017	MP	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS	3311	18,8%	23,2%	767	13,3%	15,6%	722	13,6%	15,8%	404	137	16,8%	12,4%	142
2017	MP	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS - étr.	207	27,1%	27,1%	73	17,8%	28,8%	71	18,3%	28,2%	44	18	38,9%	33,3%	18
2017	MP	BANQUE CENTRALE-SUPELEC	SUPELEC	3096	19,3%	23,1%	997	14,1%	17,8%	958	14,2%	17,8%	903	156	12,8%	20,5%	145
2017	MP	BANQUE CENTRALE-SUPELEC	SUPELEC - étr.	162	27,8%	27,2%	43	16,3%	30,2%	42	16,7%	31,0%	40	2	50,0%	100,0%	2
2017	MP	BANQUE CENTRALE-SUPELEC	CENTRALE LYON	3722	20,4%	22,7%	1144	15,2%	18,4%	1100	15,2%	18,4%	876	120	14,2%	25,8%	127
2017	MP	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	1703	24,4%	25,6%	776	23,2%	21,1%	725	23,3%	20,6%	697	38	44,7%	21,1%	40
