year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2006	TSI	Concours Polytechnique	ECOLE POLYTECHNIQUE	239			41	4.0%	13.0%	4	25.0%	25.0%	2	2	50.0%	0.0%	2
2006	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE PARIS	275	4.0%	22.0%	20	10.0%	15.0%	10	10.0%	20.0%	10	6	0.0%	34.0%	10
2006	TSI	CONCOURS CENTRALE-SUPELEC	SUPELEC- Campus Gif										5	1	0.0%	0.0%	1
2006	TSI	CONCOURS CENTRALE-SUPELEC	SUPELEC- Campus Metz										7	1	0.0%	0.0%	1
2006	TSI	CONCOURS CENTRALE-SUPELEC	SUPELEC- Campus Rennes										9	1	0.0%	0.0%	1
2006	TSI	CONCOURS CENTRALE-SUPELEC	Supélec	255	3.0%	23.0%	21	0.0%	20.0%	16	0.0%	19.0%		3			3
2006	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE LYON	300	5.0%	23.0%	29	0.0%	25.0%	20	0.0%	15.0%	13	3	0.0%	0.0%	3
2006	TSI	CONCOURS CENTRALE-SUPELEC	ECOLE SUPERIEURE D'OPTIQUE	199	6.0%	27.0%	42	4.0%	22.0%	26	7.0%	24.0%	26	1	0.0%	0.0%	2
2006	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE LILLE	291	5.0%	22.0%	36	0.0%	23.0%	32	0.0%	25.0%	27	6	0.0%	34.0%	5
2006	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE NANTES	341	6.0%	22.0%	48	2.0%	19.0%	39	2.0%	21.0%	30	10	0.0%	30.0%	7
2006	TSI	CONCOURS CENTRALE-SUPELEC	EGIM Marseille	269	6.0%	24.0%	43	4.0%	19.0%	38	5.0%	22.0%	23	4	25.0%	25.0%	4
2006	TSI	CONCOURS CENTRALE-SUPELEC	I.I.E. CNAM	197	5.0%	22.0%	34	2.0%	15.0%	26	3.0%	12.0%	26	0	0.0%	0.0%	5
2006	TSI	BANQUE DE NOTES CENTRALE	Télécom INT	185	4.0%	31.0%	88	4.0%	33.0%	41	4.0%	35.0%	12	6	16.0%	50.0%	6
2006	TSI	BANQUE DE NOTES CENTRALE	EIC Cherbourg	250	7.0%	20.0%	189	7.0%	24.0%	38	7.0%	19.0%	38	11	18.0%	19.0%	15
2006	TSI	BANQUE DE NOTES CENTRALE	IFMA Clermont-Ferrand	172	5.0%	19.0%	42	4.0%	10.0%	16	12.0%	13.0%	16	4	25.0%	0.0%	7
2006	TSI	BANQUE DE NOTES CENTRALE	ISMANS Le Mans	284	5.0%	18.0%	255	5.0%	18.0%	84	7.0%	21.0%	84	6	0.0%	34.0%	15
2006	TSI	CONCOURS COMMUN MINES-PONTS	MINES Paris										4	1	0.0%	0.0%	2
2006	TSI	CONCOURS COMMUN MINES-PONTS	MINES Nancy										32	1	0.0%	0.0%	1
2006	TSI	CONCOURS COMMUN MINES-PONTS	MINES St Etienne										37	3	0.0%	0.0%	3
2006	TSI	CONCOURS COMMUN MINES-PONTS	Ponts et Chaussées										10	1	0.0%	0.0%	2
2006	TSI	CONCOURS COMMUN MINES-PONTS	Techniques avancées										15	2	50.0%	0.0%	1
2006	TSI	CONCOURS COMMUN MINES-PONTS	ENST Cursus Paris										13	1	0.0%	0.0%	1
2006	TSI	CONCOURS COMMUN MINES-PONTS	ENST Bretagne										36	2	0.0%	0.0%	2
2006	TSI	CONCOURS COMMUN MINES-PONTS	ENST Sophia Antipolis										17	1	0.0%	0.0%	1
