year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	nb_integres_interfilieres	places
2022	PSI	Concours Mines - Télécom	ENSTA Bretagne (filière sous statut étudiant) (Oral Série 1)	4358	24,6%	18,3%	2346	22,6%	19,2%	2236	22,9%	19,0%	44	22,7%	31,8%	787	728		43
2022	PSI	Concours Mines - Télécom	ENSTA Bretagne (filière sous statut IETA - Direction Générale de l'Armement) (Oral Série 1)	4358	24,6%	18,3%	2073	21,9%	21,1%	1973	22,1%	20,9%	14	0,0%	42,9%	625	581		14
2022	PSI	Concours Mines - Télécom	ENTPE Lyon Civil (Oral Série 1)	4358	24,6%	18,3%	2346	22,6%	19,2%	2236	22,9%	19,0%	15	46,7%	13,3%	1376	1298		21
2022	PSI	Concours Mines - Télécom	ENTPE Lyon Fonctionnaire (Oral Série 1)	4358	24,6%	18,3%	2293	22,2%	19,3%	2184	22,4%	19,0%	26	42,3%	26,9%	1831	1694		26
2022	PSI	Concours Mines - Télécom	IMT Nord Europe (Oral Série 1)	4358	24,6%	18,3%	2346	22,6%	19,2%	2236	22,9%	19,0%	61	24,6%	18,0%	1734	1648		55
2022	PSI	Concours Mines - Télécom	IMT Nord Europe Fonct. (Oral Série 1)	4358	24,6%	18,3%	2293	22,2%	19,3%	2184	22,4%	19,0%	3	33,3%	0,0%	1676	1606		3
2022	PSI	Concours Mines - Télécom	IMT Mines Albi (Oral Série 1)	4358	24,6%	18,3%	2346	22,6%	19,2%	2236	22,9%	19,0%	55	32,7%	18,2%	1635	1559		50
2022	PSI	Concours Mines - Télécom	IMT Mines Alès (Oral Série 1)	4358	24,6%	18,3%	2346	22,6%	19,2%	2236	22,9%	19,0%	59	33,9%	16,9%	1225	1159		58
2022	PSI	Concours Mines - Télécom	Institut Mines-Télécom Business School (IMT-BS) (Oral Série 1)	4358	24,6%	18,3%	2346	22,6%	19,2%	2236	22,9%	19,0%	2	50,0%	50,0%	1860	1860		6
2022	PSI	Concours Mines - Télécom	Mines Saint Etienne-ISMIN (Oral Série 1)	4358	24,6%	18,3%	2346	22,6%	19,2%	2236	22,9%	19,0%	28	3,6%	42,9%	1684	1608		28
2022	PSI	Concours Mines - Télécom	TELECOM Nancy (Oral Série 2)	4358	24,6%	18,3%	3007	23,1%	19,4%	2669	23,5%	19,3%	8	12,5%	37,5%	1879	1760		10
2022	PSI	Concours Mines - Télécom	Télécom Physique Strasbourg Informatique et Réseaux (Oral Série 1)	4358	24,6%	18,3%	2346	22,6%	19,2%	2236	22,9%	19,0%	6	0,0%	33,3%	2006	1811		8
2022	PSI	Concours Mines - Télécom	Télécom Physique Strasbourg TI-Santé (Oral Série 1)	4358	24,6%	18,3%	2346	22,6%	19,2%	2236	22,9%	19,0%	7	85,7%	14,3%	1901	1665		8
2022	PSI	Concours Mines - Télécom	TELECOM St Etienne - Statut apprenti (Oral Série 2)	4358	24,6%	18,3%	3007	23,1%	19,4%	2669	23,5%	19,3%	1	0,0%	0,0%	2385	2385		2
2022	PSI	Concours Mines - Télécom	TELECOM St Etienne - Statut étudiant (Oral Série 2)	4358	24,6%	18,3%	3007	23,1%	19,4%	2669	23,5%	19,3%	23	21,7%	26,1%	2234	2228		22
2022	PSI	Concours Mines - Télécom	TELECOM SudParis (Oral Série 1)	4358	24,6%	18,3%	2346	22,6%	19,2%	2236	22,9%	19,0%	44	15,9%	36,4%	911	849		38
2022	PSI	CONCOURS COMMUN INP	Bordeaux INP - ENSC Cognitique										12	66,7%	25,0%	2214	2159		8
2022	PSI	CONCOURS COMMUN INP	Bordeaux INP - ENSEIRB-MATMECA Electronique										18	5,6%	27,8%	1994	1925		17
2022	PSI	CONCOURS COMMUN INP	Bordeaux INP - ENSEIRB-MATMECA Informatique										13	0,0%	7,7%	1732	1599		10
2022	PSI	CONCOURS COMMUN INP	Bordeaux INP - ENSEIRB-MATMECA Mathématiques et Mécanique										19	15,8%	26,3%	1735	1514		16
2022	PSI	CONCOURS COMMUN INP	Bordeaux INP - ENSEIRB-MATMECA Télecom.										23	8,7%	17,4%	2429	2418		16
2022	PSI	CONCOURS COMMUN INP	Bordeaux INP - ENSPIMA										9	33,3%	33,3%	1776	1724		8
2022	PSI	CONCOURS COMMUN INP	CPE LYON Sciences du numérique										4	0,0%	50,0%	2966	2959		10
2022	PSI	CONCOURS COMMUN INP	CY TECH Cergy - Génie Civil										8	25,0%	12,5%	2653	2710		10
2022	PSI	CONCOURS COMMUN INP	CY TECH Cergy-Pau - Informatique										6	16,7%	0,0%	2934	2848		12
2022	PSI	CONCOURS COMMUN INP	CY TECH Cergy-Pau - Mathématiques										11	27,3%	27,3%	2959	2763		10
2022	PSI	CONCOURS COMMUN INP	ENAC Toulouse Civil										35	20,0%	37,1%	1587	1449		36
2022	PSI	CONCOURS COMMUN INP	ENAC Toulouse Fonctionnaire										5	0,0%	20,0%	145	120		5
2022	PSI	CONCOURS COMMUN INP	ENGEES Strasbourg Civil (apprenti)										1	0,0%	100,0%	1474	1474		2
2022	PSI	CONCOURS COMMUN INP	ENGEES Strasbourg Civil (étudiant)										9	55,6%	11,1%	2917	2465		10
2022	PSI	CONCOURS COMMUN INP	ENGEES Strasbourg Fonctionnaire										3	66,7%	33,3%	2159	2250		3
2022	PSI	CONCOURS COMMUN INP	ENSGTI Pau - Energétique										9	0,0%	11,1%	2863	2730		12
2022	PSI	CONCOURS COMMUN INP	ENSI Poitiers - Génie de l'Eau et Génie Civil										5	60,0%	40,0%	2724	2545		7
2022	PSI	CONCOURS COMMUN INP	ENSI Poitiers Energie										20	15,0%	30,0%	2790	2646		20
2022	PSI	CONCOURS COMMUN INP	ENSICAEN Génie Physique et systèmes Embarqués										11	18,2%	27,3%	2547	2543		12
2022	PSI	CONCOURS COMMUN INP	ENSICAEN Informatique										5	0,0%	0,0%	2394	2398		5
2022	PSI	CONCOURS COMMUN INP	ENSMM Besançon										51	23,5%	21,6%	2632	2566		54
2022	PSI	CONCOURS COMMUN INP	Grenoble INP - ENSE3										80	28,8%	7,5%	1409	1377		80
2022	PSI	CONCOURS COMMUN INP	Grenoble INP - Pagora										3	33,3%	0,0%	3078	3051		11
2022	PSI	CONCOURS COMMUN INP	Grenoble INP - Phelma (Physique Electronique Télécoms)										36	27,8%	13,9%	1315	1199		43
2022	PSI	CONCOURS COMMUN INP	Grenoble INP - Phelma (Physique Matériaux Procédés)										25	36,0%	16,0%	740	740		31
2022	PSI	CONCOURS COMMUN INP	Grenoble INP - ENSIMAG										12	8,3%	41,7%	302	322		10
2022	PSI	CONCOURS COMMUN INP	Grenoble INP - Esisar										10	20,0%	40,0%	2398	2289		12
2022	PSI	CONCOURS COMMUN INP	ISAE-ENSMA Poitiers										63	17,5%	22,2%	1083	1071		58
2022	PSI	CONCOURS COMMUN INP	ISAE-Supméca Paris										56	16,1%	25,0%	1870	1765		50
2022	PSI	CONCOURS COMMUN INP	ISIMA Clermont-Ferrand										8	25,0%	25,0%	2863	2908		8
2022	PSI	CONCOURS COMMUN INP	Lorraine INP - ENSEM - Energie										25	20,0%	28,0%	2792	2721		40
2022	PSI	CONCOURS COMMUN INP	Lorraine INP - ENSEM - Spécialité des systèmes numériques										11	36,4%	27,3%	2897	2861		16
2022	PSI	CONCOURS COMMUN INP	Lorraine INP - ENSIC										4	75,0%	0,0%	2915	2889		9
2022	PSI	CONCOURS COMMUN INP	SeaTech Toulon										42	35,7%	26,2%	2419	2388		29
2022	PSI	CONCOURS COMMUN INP	SIGMA Clermont-Ferrand - spécialité mécanique avancée										62	21,0%	25,8%	2804	2688		60
2022	PSI	CONCOURS COMMUN INP	TELECOM PHYSIQUE Strasbourg										24	37,5%	50,0%	2265	2169		28
2022	PSI	CONCOURS COMMUN INP	Toulouse INP - ENSEEIHT - Electronique-Energie-Automatique (EEA)										42	7,1%	16,7%	1093	981		42
2022	PSI	CONCOURS COMMUN INP	Toulouse INP - ENSEEIHT - Mécanique des Fluides-Energetique-Environnement (MFEE)										19	21,1%	15,8%	644	557		18
2022	PSI	CONCOURS COMMUN INP	Toulouse INP - ENSEEIHT - Sciences du Numérique										46	10,9%	23,9%	1135	1111		48
2022	PSI	CONCOURS COMMUN INP	Toulouse INP - ENSIACET - Génie des Procédés										12	66,7%	41,7%	2199	2147		11
2022	PSI	CONCOURS COMMUN INP	Toulouse INP - ENSIACET - Génie Industriel										16	18,8%	18,8%	2035	2022		15
2022	PSI	CONCOURS COMMUN INP	Concours CCINP PSI	5365	25,9%	18,0%	3709	23,7%	20,7%	3206	24,1%	20,6%	873						902
2022	PSI	Banque épreuves CCINP Inter-Filière	ENSIL - ENSCI Limoges Céramique Industrielle										2	0,0%	0,0%	1889*	1760*	8*	45*
2022	PSI	Banque épreuves CCINP Inter-Filière	ENSIL - ENSCI Limoges Génie civil										2	0,0%	50,0%	1569*	1321*	8*	6*
2022	PSI	Banque épreuves CCINP Inter-Filière	ENSIL - ENSCI Limoges Eau										2	100,0%	0,0%	1342*	1395*	16*	28*
2022	PSI	Banque épreuves CCINP Inter-Filière	ENSIL - ENSCI Limoges ELT										4	25,0%	25,0%	1762*	1673*	15*	28*
2022	PSI	Banque épreuves CCINP Inter-Filière	ENSIL - ENSCI Limoges Matériaux										1	0,0%	0,0%	1468*	1449*	12*	22*
2022	PSI	Banque épreuves CCINP Inter-Filière	ENSIL - ENSCI Limoges Mécatronique										10	40,0%	10,0%	1330	1296	17*	22*
2022	PSI	Banque épreuves CCINP Inter-Filière	Concours ENSIL-ENSCI Inter Fil.	1008	33,4%	15,3%	760	32,8%	16,4%	760	32,8%	16,4%	21					76	151
2022	PSI	Banque épreuves CCINP Inter-Filière	Grenoble INP - Génie industriel	1510	29,8%	18,3%	823	27,1%	21,1%	208	33,2%	22,6%	43	25,6%	25,6%	141	149	77*	76*
2022	PSI	Banque épreuves CCINP Inter-Filière	Lorraine INP - EEIGM	480	39,2%	18,1%	279	40,1%	18,6%	25	56,0%	24,0%	3	66,7%	33,3%	23	24	10*	10*
2022	PSI	Banque épreuves CCINP Inter-Filière	Lorraine INP - ENSGSI	808	36,3%	17,2%	511	36,0%	17,6%	98	40,8%	21,4%	14	50,0%	14,3%	133	126	35*	40*
2022	PSI	Banque épreuves CCINP	ECOLE DE L'AIR Base	1005	23,7%	26,0%	335	19,1%	34,9%	108	17,6%	55,6%	5	20,0%	80,0%	41	45		5
2022	PSI	Banque épreuves CCINP	ECOLE DE L'AIR Méca	995	23,1%	25,5%	329	19,1%	34,0%	103	16,5%	55,3%	7	14,3%	71,4%	65	71		7
2022	PSI	Banque épreuves CCINP	ECOLE DE L'AIR Pilote	1099	22,7%	24,5%	375	19,7%	31,5%	109	19,3%	50,5%	20	10,0%	55,0%	21	19		20
2022	PSI	Banque épreuves CCINP	ENAC Toulouse - Contrôleurs aériens	1041	26,6%	22,1%	227	33,0%	25,6%	107	37,4%	26,2%	35	34,3%	34,3%	52	48		36
2022	PSI	Banque épreuves CCINP	ENSISA Mulhouse Automatique et Systèmes Embarqués										8	50,0%	25,0%	82	83		8
2022	PSI	Banque épreuves CCINP	ENSISA Mulhouse Informatique et réseaux										5	40,0%	0,0%	76	63		8
2022	PSI	Banque épreuves CCINP	ENSISA Mulhouse Mécanique										8	25,0%	12,5%	109	109		8
2022	PSI	Banque épreuves CCINP	ENSISA Mulhouse Textile et Fibres										3	66,7%	0,0%	39	46		4
2022	PSI	Banque épreuves CCINP	Concours ENSISA PSI	1110	30,4%	16,1%	817	30,4%	17,0%	136	35,3%	19,1%	24						28
2022	PSI	Banque épreuves CCINP	EOST Strasbourg	534	36,9%	17,6%	304	39,1%	19,1%	18	50,0%	44,4%	3	33,3%	66,7%	4	5		3
2022	PSI	Banque épreuves CCINP	ESM Saint-Cyr	951	18,7%	26,9%	242	12,0%	36,0%	113	8,8%	53,1%	41	7,3%	48,8%	63	63		42
2022	PSI	Banque épreuves CCINP	Lorraine INP - ENSTIB	511	36,0%	15,3%	364	35,7%	14,0%	22	45,5%	13,6%	5	20,0%	0,0%	11	13		9
2022	PSI	CONCOURS POLYTECH Inter-Filière	ENSIBS										1	100,0%	0,0%	5301*	4828*	8*	24*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ENSIM Le Mans										5	20,0%	0,0%	4926*	4766*	12*	15*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ENSTBB Bordeaux										0	0,0%	0,0%	539*	539*	2*	2*
2022	PSI	CONCOURS POLYTECH Inter-Filière	EPISEN - Génie Biomédical et santé (ISBS)										1	100,0%	0,0%	5340*	5192*	8*	10*
2022	PSI	CONCOURS POLYTECH Inter-Filière	EPISEN - Système d'information										1	0,0%	0,0%	5715*	5279*	3*	4*
2022	PSI	CONCOURS POLYTECH Inter-Filière	EPISEN - Technologie pour la santé										0	0,0%	0,0%	5716*	5695*	5*	6*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ESBS Strasbourg										0	0,0%	0,0%	2226*	1895*	3*	3*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ESGT le Mans										1	0,0%	0,0%	4912*	4582*	7*	15*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ESI Reims - Energetique										2	50,0%	50,0%	5713*	5643*	6*	6*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ESI Reims - Génie Urbain et Environnement										0	0,0%	0,0%	4350*	4044*	4*	5*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ESI Reims - Packaging										2	50,0%	0,0%	5439*	5150*	5*	6*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ESIAB - Microbiologie et Qualité / Agroalimentaire										0	0,0%	0,0%	5111*	5236*	5*	5*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ESIR Rennes - Matériaux										0	0,0%	0,0%	4073*	3972*	6*	6*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ESIR Rennes - Informatique										2	0,0%	0,0%	4425*	4248*	14*	14*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ESIR Rennes - Technologies de l'information pour la santé										1	100,0%	0,0%	4567*	4165*	3*	4*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ESIREM Dijon Informatique/électronique										0	0,0%	0,0%	4785*	4473*	10*	10*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ESIREM Dijon Matériaux										0	0,0%	0,0%	5766*	5434*	6*	6*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ESIREM Dijon Robotique										1	0,0%	100,0%	4882*	4174*	4*	4*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ESIROI Saint Denis de La Réunion										0	0,0%	0,0%	0*	0*	0*	3*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ESIX Caen Mécatronique et Systèmes Embarqués										2	0,0%	100,0%	5453*	4648*	8*	8*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ESIX Cherbourg GSI										0	0,0%	0,0%	0*	0*	0*	8*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ISAT Nevers - département MIT (Mécanique et Ingénierie des Transports)										4	25,0%	25,0%	3640*	3512*	8*	5*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ISAT Nevers - département EPEE (Energies et Moteurs)										6	0,0%	16,7%	4957*	4624*	12*	12*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ISAT Nevers - Infrastructures et Réseaux de Transports										3	0,0%	33,3%	5460*	5597*	5*	4*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ISEL Le Havre										2	100,0%	50,0%	4925*	4981*	3*	12*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ISIFC Besançon - Génie Biomédical										1	100,0%	0,0%	3758*	3431*	11*	10*
2022	PSI	CONCOURS POLYTECH Inter-Filière	ISTY Vélizy										1	100,0%	0,0%	5510*	5183*	6*	5*
2022	PSI	CONCOURS POLYTECH Inter-Filière	Polytech Angers Bâtiment : Exploitation, Maintenance et Sécurité										2	100,0%	0,0%	5121*	5054*	3*	2*
2022	PSI	CONCOURS POLYTECH Inter-Filière	Polytech Angers Qualité Innovation Fiabilité										1	100,0%	0,0%	3733*	4042*	3*	2*
2022	PSI	CONCOURS POLYTECH Inter-Filière	Polytech Angers Systèmes Automatisés et Génie Informatique										2	100,0%	0,0%	3878*	3732*	4*	4*
2022	PSI	CONCOURS POLYTECH Inter-Filière	Polytech Annecy-Chambéry - Bâtiment Eco-construction Energie										5	40,0%	20,0%	4990*	4890*	8*	8*
2022	PSI	CONCOURS POLYTECH Inter-Filière	Polytech Annecy-Chambéry - Ecologie industrielle et territoriale										1	0,0%	0,0%	5209*	4962*	5*	5*
2022	PSI	CONCOURS POLYTECH Inter-Filière	Polytech Annecy-Chambéry - Informatique données Usages										1	0,0%	0,0%	4430*	4300*	5*	5*
2022	PSI	CONCOURS POLYTECH Inter-Filière	Polytech Annecy-Chambéry - Mécanique Mécatronique Matériaux composites										5	0,0%	0,0%	4951*	4420*	10*	8*
2022	PSI	CONCOURS POLYTECH Inter-Filière	Polytech Annecy-Chambéry - Systèmes Numériques – Instrumentation										0	0,0%	0,0%	5374*	5324*	3*	5*
2022	PSI	CONCOURS POLYTECH Inter-Filière	Polytech Clermont-Ferrand - Génie Biologique										0	0,0%	0,0%	3471*	3501*	6*	5*
2022	PSI	CONCOURS POLYTECH Inter-Filière	Polytech Clermont-Ferrand - Génie Civil										4	75,0%	25,0%	3932*	3882*	16*	16*
2022	PSI	CONCOURS POLYTECH Inter-Filière	Polytech Clermont-Ferrand - Génie Electrique										0	0,0%	0,0%	5861*	5481*	4*	6*
2022	PSI	CONCOURS POLYTECH Inter-Filière	Polytech Clermont-Ferrand - Génie Mathématique et Modélisation										1	0,0%	100,0%	4889*	4821*	15*	14*
2022	PSI	CONCOURS POLYTECH Inter-Filière	Polytech Clermont-Ferrand - Génie Physique										2	50,0%	50,0%	5179*	4678*	13*	9*
2022	PSI	CONCOURS POLYTECH Inter-Filière	Polytech Grenoble - Géotechnique et génie civil										2	50,0%	0,0%	2721*	2427*	8*	6*
