year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
2019	TPC	CONCOURS COMMUN INP	ENSICAEN Mat. et Chimie										2	50,0%	50,0%	24	24	2
2019	TPC	CONCOURS COMMUN INP	SIGMA Clermont-Ferrand (ex ENSCCF)										2	0,0%	0,0%	17	17	2
2019	TPC	CONCOURS COMMUN INP	ESCOM Chimie CompiÃ¨gne										0	0,0%	0,0%	0	0	3
2019	TPC	CONCOURS COMMUN INP	Grenoble INP - Pagora										4	0,0%	0,0%	27	26	5
2019	TPC	CONCOURS COMMUN INP	Lorraine INP - ENSEM - Energie										2	0,0%	0,0%	14	14	2
2019	TPC	CONCOURS COMMUN INP	ENSC Lille										1	100,0%	100,0%	20	20	1
2019	TPC	CONCOURS COMMUN INP	CPE LYON Chimie â gÃ©nie des procÃ©dÃ©s										3	66,7%	33,3%	24	21	3
2019	TPC	CONCOURS COMMUN INP	ITECH Lyon										1	0,0%	0,0%	36	36	4
2019	TPC	CONCOURS COMMUN INP	ENSC Montpellier										2	50,0%	0,0%	4	4	2
2019	TPC	CONCOURS COMMUN INP	ENSC Mulhouse										2	50,0%	50,0%	16	16	3
2019	TPC	CONCOURS COMMUN INP	Chimie ParisTech										2	0,0%	0,0%	3	3	2
2019	TPC	CONCOURS COMMUN INP	ENSGTI Pau - GÃ©nie des ProcÃ©dÃ©s										0	0,0%	0,0%	0	0	3
2019	TPC	CONCOURS COMMUN INP	ECPM Strasbourg										1	0,0%	0,0%	8	8	3
2019	TPC	CONCOURS COMMUN INP	SeaTech Toulon										2	50,0%	0,0%	10	10	2
2019	TPC	CONCOURS COMMUN INP	Toulouse INP - ENSIACET - Chimie										2	50,0%	0,0%	14	14	2
2019	TPC	CONCOURS COMMUN INP	ENSIAME Valenciennes MÃ©ca Energ.										0	0,0%	0,0%	0	0	1
2019	TPC	CONCOURS COMMUN INP	Concours CCINP TPC	59	39,0%	11,9%	50	36,0%	14,0%	36	33,3%	11,1%	26					40
