year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
2019	TB	Concours A TB BIO	AgroParisTech Grignon										10	30,0%	10,0%	13	14	10
2019	TB	Concours A TB BIO	Montpellier Sup Agro (cursus agronome)										5	60,0%	40,0%	30	34	5
2019	TB	Concours A TB BIO	VetAgro Sup Clermont-Ferrand										3	66,7%	33,3%	78	79	6
2019	TB	Concours A TB BIO	ENGEES Strasbourg Civil (étudiant)										2	0,0%	0,0%	69	69	3
2019	TB	Concours A TB BIO	Agrosup Dijon (Cursus Agronome) civil										2	50,0%	0,0%	33	33	2
2019	TB	Concours A TB BIO	ONIRIS Nantes Atlantique (cursus agroalimentaire)										3	33,3%	66,7%	79	75	6
2019	TB	Concours A TB BIO	Agrocampus Ouest (cursus ingénieur agronome)										4	25,0%	25,0%	37	32	4
2019	TB	Concours A TB BIO	ENSAT Toulouse										3	66,7%	0,0%	64	64	3
2019	TB	Concours A TB BIO	ENSAIA Nancy										5	60,0%	20,0%	56	59	5
2019	TB	Concours A TB BIO	Agrocampus Ouest (cursus ingénieur en horticulture et en paysage)										4	50,0%	0,0%	54	59	4
2019	TB	Concours A TB BIO	Agrosup Dijon (Cursus Agroalimentaire)										5	20,0%	40,0%	84	71	5
2019	TB	Concours A TB BIO	Bordeaux Sciences Agro										2	100,0%	0,0%	53	53	2
2019	TB	Concours A TB BIO	Concours A TB BIO	145	55,9%	19,3%	100	52,0%	26,0%	88	46,6%	25,0%	48					55
2019	TB	ENSTIB	Lorraine INP - ENSTIB	48	47,9%	25,0%	37	45,9%	29,7%	6	33,3%	50,0%	2	0,0%	50,0%	4	4	2
2019	TB	Concours A TB ENV	ENV Alfort										2	50,0%	50,0%	5	5	2
2019	TB	Concours A TB ENV	VetAgro Sup Lyon										3	100,0%	66,7%	10	9	3
2019	TB	Concours A TB ENV	ONIRIS Nantes Atlantique (cursus vétérinaire)										3	66,7%	33,3%	12	13	3
2019	TB	Concours A TB ENV	ENV Toulouse										3	66,7%	33,3%	15	13	3
2019	TB	Concours A TB ENV	Concours TB ENV	69	60,9%	26,1%	37	54,1%	32,4%	27	48,1%	33,3%	11					11
2019	TB	Concours POLYTECH A TB	Polytech Clermont-Ferrand - Génie Biologique										1	100,0%	0,0%	30	30	1
2019	TB	Concours POLYTECH A TB	Polytech Orléans - Génie industriel										1	0,0%	0,0%	38	38	1
2019	TB	Concours POLYTECH A TB	ISTIA Angers										1	0,0%	100,0%	42	42	2
2019	TB	Concours POLYTECH A TB	ESIPE Créteil - Génie Biomédical et santé (ISBS)										2	100,0%	50,0%	45	45	2
2019	TB	Concours POLYTECH A TB	Polytech Nantes - Génie des Procédés et Bioprocédés										1	0,0%	0,0%	16	16	1
2019	TB	Concours POLYTECH A TB	ESIX Normandie - Caen - Cherbourg										0	0,0%	0,0%	0	0	1
2019	TB	Concours POLYTECH A TB	ESIAB Brest										2	50,0%	0,0%	47	47	2
2019	TB	Concours POLYTECH A TB	ENSTBB Bordeaux										2	50,0%	50,0%	9	9	2
2019	TB	Concours POLYTECH A TB	Polytech Lille - Génie biologique et alimentaire										1	100,0%	0,0%	37	37	1
2019	TB	Concours POLYTECH A TB	Polytech Grenoble - Technologies de l'information pour la santé										1	100,0%	100,0%	29	29	1
2019	TB	Concours POLYTECH A TB	ISIFC Besançon - Génie Biomédical										1	0,0%	100,0%	26	26	2
2019	TB	Concours POLYTECH A TB	Polytech Nice-Sophia - Génie biologique										1	0,0%	0,0%	28	28	1
2019	TB	Concours POLYTECH A TB	ESBS Strasbourg										2	0,0%	0,0%	20	20	2
2019	TB	Concours POLYTECH A TB	Concours POLYTECH A TB	126	56,3%	21,4%	81	51,9%	28,4%	63	47,6%	28,6%	16					19
2019	TB	Concours A TB ENS	ENS Paris-Saclay	37	45,9%	16,2%	6	33,3%	16,7%	2	0,0%	0,0%	2	0,0%	0,0%	2	2	2
2019	TB	Groupe INSA	INSA Lyon Biosciences										1	0,0%	0,0%	12	12	1
2019	TB	Groupe INSA	INSA Toulouse Génie Biologique										1	100,0%	0,0%	1	1	1
2019	TB	Groupe INSA	ESITech Rouen Technologies du Vivant										0	0,0%	0,0%	0	0	1
2019	TB	Groupe INSA	ISIS Castres Informatique pour la Santé										0	0,0%	0,0%	0	0	2
2019	TB	Groupe INSA	Concours INSA Domaine Biotechnologies-santé TB	56	51,8%	17,9%	31	58,1%	19,4%	21	61,9%	19,0%	2					5
