year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIR Bordeaux Electronique										845	3	0.0%	67.0%	2
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIR Bordeaux Informatique										710	1	0.0%	0.0%	1
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIR Bordeaux Télecom.										213	1	0.0%	0.0%	1
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSIETA Brest Civil										803	11	9.0%	28.0%	13
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSICAEN Electronique										1172	11	0.0%	55.0%	10
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSICAEN Informatique										1090	3	33.0%	0.0%	4
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSICAEN Mat. et Chimie										1123	3	66.0%	34.0%	3
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ISIMA Clermont-Ferrand										1100	7	0.0%	15.0%	6
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	INP Grenoble - EFPG										1038	1	0.0%	0.0%	2
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	INP Grenoble - ENSEEG										619	1	0.0%	0.0%	1
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	INP Grenoble - ENSERG										780	2	0.0%	50.0%	2
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	INP Grenoble - ENSHMG										765	14	7.0%	0.0%	23
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	INP Grenoble - ENSIEG										870	9	22.0%	23.0%	10
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	INP Grenoble - ENSIMAG										186	2	0.0%	50.0%	2
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	INP Grenoble - ENSPG										267	2	0.0%	0.0%	2
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSCI Limoges										1181	1	0.0%	100.0%	2
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	CPE LYON Electronique										756	3	33.0%	0.0%	2
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSEM Nancy										801	3	0.0%	67.0%	6
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	SUPMECA Paris										798	13	7.0%	24.0%	17
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSMA Poitiers										445	5	20.0%	0.0%	5
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	SUPMECA Toulon										504	3	0.0%	0.0%	3
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSEEIHT Toulouse Electronique										533	1	0.0%	100.0%	2
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSEEIHT Toulouse Génie Electrique										576	2	0.0%	0.0%	2
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSEEIHT Toulouse Hydraulique										226	2	0.0%	50.0%	2
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSEEIHT Toulouse Informatique										615	2	0.0%	0.0%	2
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSEEIHT Toulouse Télécom.réseaux										369	2	0.0%	50.0%	2
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSICA Toulouse										137	2	0.0%	50.0%	2
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSIAME Valenciennes Informatique Industrielle et Productique										1183	2	0.0%	50.0%	8
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSIAME Valenciennes Méca Energ.										1017	6	0.0%	34.0%	9
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	ENSIAME Valenciennes Mécatronique										1183	4	0.0%	50.0%	7
2007	PT	CONCOURS COMMUNS POLYTECHNIQUES	Concours Commun Polytechnique PT	2035	9.0%	22.0%	1256	9.0%	28.0%	1183	9.0%	27.0%		182			202
2007	PT	ENSTIM	ENSTIM Albi										188	2	0.0%	0.0%	3
2007	PT	ENSTIM	ENSTIM Alès										192	12	0.0%	50.0%	8
2007	PT	ENSTIM	ENSTIM Douai										125	6	50.0%	34.0%	6
2007	PT	ENSTIM	ENSTIM Nantes										219	6	0.0%	34.0%	8
2007	PT	ENSTIM	Ecoles des Mines d'Albi, Alès, Douai, Nantes	909	8.0%	30.0%	378	10.0%	45.0%	241	10.0%	46.0%		26			25
2007	PT	GROUPE ARCHIMEDE	ENSIL Limoges Mécatronique	278	11.0%	32.0%	172	12.0%	34.0%	34	11.0%	45.0%	23	4	0.0%	25.0%	4
2007	PT	GROUPE ARCHIMEDE	ENSTIB Epinal	285	11.0%	37.0%	187	12.0%	37.0%	64	20.0%	36.0%	61	20	20.0%	5.0%	18
2007	PT	GROUPE ARCHIMEDE	ESIP Poitiers Eclairage- Acoustique - Climatisation										25	2	0.0%	0.0%	2
2007	PT	GROUPE ARCHIMEDE	ESIP Poitiers Energétique										6	2	0.0%	0.0%	2
2007	PT	GROUPE ARCHIMEDE	ESIP Poitiers Génie Civil										12	2	0.0%	50.0%	2
2007	PT	GROUPE ARCHIMEDE	ESIP Poitiers Génie Electrique et Automatique										111	0	0.0%	0.0%	2
2007	PT	GROUPE ARCHIMEDE	ESIP Poitiers	421	12.0%	32.0%	275	12.0%	33.0%	111	10.0%	27.0%		6			8
2007	PT	Concours A	EIC Cherbourg										375	0	0.0%	0.0%	15
2007	PT	Concours A	ENSIM Le Mans										375	1	0.0%	0.0%	4
2007	PT	Concours A	ENSSAT Lannion										375	0	0.0%	0.0%	1
2007	PT	Concours A	ESIEC Reims										375	1	0.0%	100.0%	3
2007	PT	Concours A	ESIREM Dijon Mat.										375	2	0.0%	50.0%	5
2007	PT	Concours A	ESSTIN Nancy										250	3	0.0%	0.0%	5
2007	PT	Concours A	IFIPS Paris 11 Orsay										375	5	20.0%	20.0%	4
2007	PT	Concours A	ISIFC Besançon										375	2	0.0%	0.0%	3
2007	PT	Concours A	ISPG Paris 13 Villetaneuse										375	1	0.0%	0.0%	4
2007	PT	Concours A	ISTIL Lyon										375	4	0.0%	50.0%	10
2007	PT	Concours A	ISTY Versailles										375	0	0.0%	0.0%	2
2007	PT	Concours A	Concours A (11 écoles d'Archimède)	973	11.0%	27.0%	688	10.0%	28.0%	375	11.0%	30.0%		19			56
2007	PT	Concours P	POLYTECH Clermont-Ferrand Génie Civil										161	4	25.0%	25.0%	4
2007	PT	Concours P	POLYTECH Clermont-Ferrand MPE										428	5	20.0%	40.0%	6
2007	PT	Concours P	POLYTECH Grenoble 3I										701	3	0.0%	0.0%	2
2007	PT	Concours P	POLYTECH Grenoble Géot.										244	1	0.0%	0.0%	2
2007	PT	Concours P	POLYTECH Grenoble PRIHSE										511	2	50.0%	0.0%	3
2007	PT	Concours P	POLYTECH Grenoble SciGMa										701	2	0.0%	0.0%	4
2007	PT	Concours P	POLYTECH Lille G.GC.										153	5	20.0%	20.0%	3
2007	PT	Concours P	POLYTECH Lille G.I.S										455	1	0.0%	0.0%	2
2007	PT	Concours P	POLYTECH Lille I.M.A										701	4	0.0%	0.0%	9
2007	PT	Concours P	POLYTECH Lille Méca.										640	19	5.0%	27.0%	18
2007	PT	Concours P	POLYTECH Lille Sc. Mat.										701	1	0.0%	0.0%	4
2007	PT	Concours P	POLYTECH Marseille GII										530	1	0.0%	0.0%	2
2007	PT	Concours P	POLYTECH Marseille Génie Civil										373	5	0.0%	20.0%	5
2007	PT	Concours P	POLYTECH Marseille M. Télec.										665	4	0.0%	25.0%	4
2007	PT	Concours P	POLYTECH Marseille M.E.										701	2	0.0%	50.0%	8
2007	PT	Concours P	POLYTECH Montpellier Micro.										701	4	25.0%	0.0%	6
2007	PT	Concours P	POLYTECH Nantes GE										701	0	0.0%	0.0%	1
2007	PT	Concours P	POLYTECH Nantes INFO										520	3	0.0%	0.0%	2
2007	PT	Concours P	POLYTECH Nantes MAT										532	3	33.0%	0.0%	2
2007	PT	Concours P	POLYTECH Nantes SEII										701	0	0.0%	0.0%	3
2007	PT	Concours P	POLYTECH Nantes TE										701	3	100.0%	34.0%	4
2007	PT	Concours P	POLYTECH Nice-Sophia - Electronique										701	4	0.0%	0.0%	6
2007	PT	Concours P	POLYTECH Nice-Sophia - Math. App. et Modélisation										593	3	33.0%	34.0%	2
2007	PT	Concours P	POLYTECH Nice-Sophia - Sciences Informatiques										687	4	0.0%	0.0%	2
2007	PT	Concours P	POLYTECH Orléans EO										74	1	0.0%	0.0%	1
2007	PT	Concours P	POLYTECH Orléans GCE										366	6	0.0%	34.0%	5
2007	PT	Concours P	POLYTECH Orléans ME										656	11	9.0%	10.0%	9
2007	PT	Concours P	POLYTECH Paris UPMC Elec. Info										628	2	0.0%	0.0%	4
2007	PT	Concours P	POLYTECH Paris UPMC Robotique										451	3	0.0%	0.0%	4
2007	PT	Concours P	POLYTECH Paris UPMC Sci.Terre										270	2	0.0%	0.0%	2
2007	PT	Concours P	POLYTECH Savoie EBE										540	14	14.0%	8.0%	12
2007	PT	Concours P	POLYTECH Savoie IAI										701	0	0.0%	0.0%	10
2007	PT	Concours P	POLYTECH Savoie MM										701	3	0.0%	0.0%	12
2007	PT	Concours P	POLYTECH Tours Aménag.										641	6	16.0%	34.0%	7
2007	PT	Concours P	POLYTECH Tours Info.										701	0	0.0%	0.0%	1
2007	PT	Concours P	POLYTECH Tours Product.										701	2	50.0%	100.0%	6
2007	PT	Concours P	Concours P (11 Polytech)	1357	9.0%	26.0%	1009	9.0%	27.0%	701	9.0%	29.0%		133			177
2007	PT	AUTRES ECOLES	ECE PARIS	249	6.0%	25.0%	225	6.0%	26.0%	111	6.0%	27.0%	89	14	7.0%	22.0%	10
2007	PT	AUTRES ECOLES	EFREI Paris	145	11.0%	29.0%	122	10.0%	28.0%	80	7.0%	38.0%	80	2	0.0%	0.0%	10
2007	PT	AUTRES ECOLES	EIPC Longuenesse	140	13.0%	28.0%	133	14.0%	28.0%	67	16.0%	27.0%	67	7	14.0%	15.0%	20
2007	PT	AUTRES ECOLES	EIPI-ISPA Alençon	56	17.0%	29.0%	54	18.0%	28.0%	18	16.0%	28.0%	18	2	50.0%	50.0%	10
2007	PT	AUTRES ECOLES	EISTI Cergy										32	6	0.0%	34.0%	20
2007	PT	AUTRES ECOLES	EISTI Pau										31	2	0.0%	0.0%	3
2007	PT	AUTRES ECOLES	EISTI Cergy-Pau PT	144	16.0%	30.0%	98	16.0%	36.0%	32	15.0%	35.0%		8			23
2007	PT	AUTRES ECOLES	ENIVL Blois	281	12.0%	24.0%	196	12.0%	25.0%	33	18.0%	22.0%	28	9	22.0%	34.0%	8
2007	PT	AUTRES ECOLES	ENSAIT Roubaix	337	16.0%	32.0%	294	14.0%	33.0%	172	16.0%	39.0%	172	18	22.0%	17.0%	28
2007	PT	AUTRES ECOLES	ENSISA Mulhouse Informatique et réseaux										90	7	0.0%	0.0%	6
2007	PT	AUTRES ECOLES	ENSISA Mulhouse Mécanique et systèmes										74	9	11.0%	34.0%	7
2007	PT	AUTRES ECOLES	ENSISA Mulhouse Système et signaux										83	5	40.0%	0.0%	6
2007	PT	AUTRES ECOLES	ENSISA Mulhouse Textile et Habillement										90	1	100.0%	0.0%	3
2007	PT	AUTRES ECOLES	ENSISA Mulhouse PT	234	14.0%	27.0%	200	13.0%	26.0%	90	11.0%	18.0%		22			22
2007	PT	AUTRES ECOLES	EPMI Cergy							92	13.0%	23.0%	92	1	0.0%	100.0%	5
2007	PT	AUTRES ECOLES	ESIAL Nancy	120	11.0%	30.0%	84	8.0%	36.0%	22	9.0%	14.0%	22	7	14.0%	15.0%	10
2007	PT	AUTRES ECOLES	ESIEA Laval										43	0	0.0%	0.0%	15
2007	PT	AUTRES ECOLES	ESIEA Paris										43	1	0.0%	100.0%	15
2007	PT	AUTRES ECOLES	concours ESIEA Paris-Laval	132	13.0%	29.0%	124	14.0%	30.0%	43	4.0%	40.0%		1			30
2007	PT	AUTRES ECOLES	ESIGELEC Rouen	237	8.0%	33.0%	232	9.0%	32.0%	132	9.0%	37.0%	132	28	17.0%	25.0%	30
2007	PT	AUTRES ECOLES	ESIGETEL Fontainebleau	146	12.0%	27.0%	123	11.0%	27.0%	65	12.0%	34.0%	65	2	50.0%	0.0%	10
2007	PT	AUTRES ECOLES	ESITC Caen	242	9.0%	35.0%	203	9.0%	36.0%	48	8.0%	40.0%	25	10	10.0%	50.0%	8
2007	PT	AUTRES ECOLES	ESME-Sudria Paris	148	6.0%	35.0%	128	6.0%	36.0%	84	4.0%	42.0%	84	4	25.0%	25.0%	20
2007	PT	AUTRES ECOLES	ESTIA Bidart	308	10.0%	35.0%	250	10.0%	40.0%	121	14.0%	41.0%	115	21	14.0%	24.0%	22
2007	PT	AUTRES ECOLES	ESTP Paris BAT										187	9	0.0%	34.0%	10
2007	PT	AUTRES ECOLES	ESTP Paris TOPOGRAPHIE										286	3	0.0%	0.0%	3
2007	PT	AUTRES ECOLES	ESTP Paris MECA-ELEC										283	3	0.0%	67.0%	3
2007	PT	AUTRES ECOLES	ESTP Paris TP										232	10	0.0%	40.0%	10
2007	PT	AUTRES ECOLES	ESTP Paris	840	10.0%	28.0%	374	9.0%	42.0%	351	8.0%	42.0%		25			26
2007	PT	AUTRES ECOLES	IFMA Clermont-Ferrand	970	7.0%	29.0%	567	7.0%	36.0%	292	9.0%	34.0%	283	78	10.0%	20.0%	68
2007	PT	AUTRES ECOLES	ISMANS Le Mans	390	10.0%	31.0%	353	10.0%	31.0%	168	14.0%	37.0%	168	15	6.0%	27.0%	20
2007	PT	AUTRES ECOLES	ISTASE St Etienne	148	12.0%	32.0%	110	10.0%	30.0%	34	5.0%	24.0%	34	10	0.0%	20.0%	13
2007	PT	AUTRES ECOLES	ITECH Lyon	97	15.0%	38.0%	91	16.0%	38.0%	35	14.0%	46.0%	35	7	0.0%	29.0%	5
2007	PT	AUTRES ECOLES	MATMECA Bordeaux	248	12.0%	34.0%	117	12.0%	43.0%	31	12.0%	39.0%	31	2	0.0%	50.0%	5
2007	PT	AUTRES ECOLES	Télécom INT	286	10.0%	35.0%	101	8.0%	43.0%	54	11.0%	43.0%	44	6	16.0%	17.0%	6
2007	PT	AUTRES ECOLES	3IL Limoges	108	10.0%	25.0%				104	10.0%	25.0%	87	5	20.0%	20.0%	12
2007	PT	FESIC	ECOLE L. de Broglie Rennes				500	9.0%	30.0%	153	11.0%	45.0%	153	5	0.0%	40.0%	10
2007	PT	FESIC	ESEO Angers				419	9.0%	32.0%	187	8.0%	44.0%	187	4	50.0%	0.0%	5
2007	PT	FESIC	HEI				413	9.0%	32.0%	219	10.0%	39.0%	141	17	11.0%	24.0%	15
2007	PT	FESIC	ISEN Brest				340	9.0%	36.0%	45	13.0%	27.0%	44	0	0.0%	0.0%	5
2007	PT	FESIC	ISEN Lille				340	9.0%	36.0%	45	13.0%	27.0%	44	0	0.0%	0.0%	5
2007	PT	FESIC	ISEN Toulon				340	9.0%	36.0%	45	13.0%	27.0%	44	2	0.0%	0.0%	5
2007	PT	FESIC	ISEP Paris				370	9.0%	34.0%	110	10.0%	36.0%	97	7	0.0%	15.0%	8
2007	PT	FESIC	LASALLE BEAUVAIS				400	9.0%	33.0%	6	33.0%	17.0%	6	1	0.0%	0.0%	2
