year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2012	MP	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE Info.	760	9.0%	31.0%	204	9.0%	30.0%	152	11.0%	27.0%	150	103	12.0%	25.0%	103
2012	MP	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE	505	20.0%	33.0%	50	10.0%	36.0%	33	6.0%	40.0%	33	28	7.0%	36.0%	28
2012	MP	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE P&SI	948	20.0%	32.0%	153	9.0%	28.0%	100	13.0%	24.0%	88	81	14.0%	21.0%	81
2012	MP	BANQUE ENS	ENS Ulm MPI	1571	15.0%	34.0%	136	5.0%	36.0%	91	6.0%	33.0%	63	40	2.0%	30.0%	40
2012	MP	BANQUE ENS	ENS Ulm Info.	183	7.0%	34.0%	36	8.0%	37.0%	17	5.0%	42.0%	12	9	0.0%	34.0%	9
2012	MP	BANQUE ENS	ENS Cachan MP										159	16	12.0%	88.0%	16
2012	MP	BANQUE ENS	ENS Cachan - Ker Lan MP										201	9	11.0%	56.0%	9
2012	MP	BANQUE ENS	Concours ENS Cachan MP (options MP/MP, MP/MPI)	1586	16.0%	33.0%	259	7.0%	42.0%	201	8.0%	42.0%		25			25
2012	MP	BANQUE ENS	ENS Cachan Info.										49	10	20.0%	60.0%	10
2012	MP	BANQUE ENS	ENS Cachan - Ker Lan Info.										78	16	6.0%	25.0%	16
2012	MP	BANQUE ENS	Concours ENS Cachan Informatique	212	5.0%	34.0%	98	4.0%	41.0%	78	5.0%	44.0%		26			26
2012	MP	BANQUE ENS	ENS Lyon MPI	1581	16.0%	34.0%	246	7.0%	43.0%	153	11.0%	40.0%	128	26	7.0%	47.0%	26
2012	MP	BANQUE ENS	ENS Lyon Info.	240	5.0%	35.0%	99	2.0%	41.0%	65	3.0%	50.0%	58	19	0.0%	58.0%	19
2012	MP	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										185	48	25.0%	19.0%	46
2012	MP	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										1194	60	16.0%	32.0%	57
2012	MP	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										1269	41	21.0%	20.0%	42
2012	MP	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										383	58	27.0%	33.0%	57
2012	MP	CONCOURS COMMUN MINES-PONTS	SUPAERO (ISAE) Toulouse										721	50	12.0%	30.0%	50
2012	MP	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										668	53	13.0%	25.0%	50
2012	MP	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										581	49	16.0%	23.0%	50
2012	MP	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										753	19	36.0%	27.0%	19
2012	MP	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE										1590	70	17.0%	32.0%	60
2012	MP	CONCOURS COMMUN MINES-PONTS	ENSAE ParisTech										905	44	13.0%	39.0%	45
2012	MP	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts MP	5467	21.0%	26.0%	1712	16.0%	27.0%	1633	17.0%	27.0%		492			476
2012	MP	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS	3414	19.0%	29.0%	761	15.0%	27.0%	454	14.0%	26.0%	341	144	11.0%	28.0%	142
2012	MP	BANQUE CENTRALE-SUPELEC	SUPELEC- Campus Gif										595	92	17.0%	43.0%	102
2012	MP	BANQUE CENTRALE-SUPELEC	SUPELEC- Campus Metz										814	30	20.0%	34.0%	24
2012	MP	BANQUE CENTRALE-SUPELEC	SUPELEC- Campus Rennes										715	26	23.0%	43.0%	19
2012	MP	BANQUE CENTRALE-SUPELEC	Supélec	3233	19.0%	29.0%	975	15.0%	28.0%	901	16.0%	28.0%		148			145
2012	MP	BANQUE CENTRALE-SUPELEC	CENTRALE LYON	3727	20.0%	28.0%	1070	18.0%	29.0%	835	18.0%	30.0%	835	115	29.0%	27.0%	127
2012	MP	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	1877	22.0%	32.0%	961	21.0%	31.0%	807	21.0%	30.0%	807	23	26.0%	44.0%	40
2012	MP	BANQUE CENTRALE-SUPELEC	CENTRALE LILLE	3432	21.0%	29.0%	958	19.0%	32.0%	848	20.0%	33.0%	848	62	12.0%	25.0%	90
2012	MP	BANQUE CENTRALE-SUPELEC	CENTRALE NANTES	3614	21.0%	30.0%	1122	19.0%	32.0%	1029	20.0%	32.0%	964	130	20.0%	31.0%	135
2012	MP	BANQUE CENTRALE-SUPELEC	CENTRALE MARSEILLE	2996	23.0%	29.0%	1217	20.0%	29.0%	1053	21.0%	29.0%	1053	58	22.0%	44.0%	72
2012	MP	BANQUE CENTRALE-SUPELEC	ECOLE NAVALE Brest	553	16.0%	34.0%	208	14.0%	45.0%	90	13.0%	57.0%	70	25	12.0%	72.0%	25
2012	MP	BANQUE CENTRALE-SUPELEC	ENSEA Cergy	1624	23.0%	30.0%	1171	22.0%	28.0%	461	24.0%	28.0%	461	44	18.0%	23.0%	60
2012	MP	BANQUE CENTRALE-SUPELEC	ENSIIE Evry										473	75	10.0%	28.0%	75
