year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2012	TSI	Concours Polytechnique	ECOLE POLYTECHNIQUE				88	2.0%	30.0%	5	0.0%	0.0%	5	4	0.0%	0.0%	5
2012	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE PARIS	405	6.0%	23.0%	45	2.0%	18.0%	25	0.0%	16.0%	21	10	0.0%	20.0%	10
2012	TSI	CONCOURS CENTRALE-SUPELEC	SUPELEC- Campus Gif										29	2	50.0%	0.0%	5
2012	TSI	CONCOURS CENTRALE-SUPELEC	SUPELEC- Campus Metz										34	0	0.0%	0.0%	1
2012	TSI	CONCOURS CENTRALE-SUPELEC	SUPELEC- Campus Rennes										34	2	0.0%	100.0%	2
2012	TSI	CONCOURS CENTRALE-SUPELEC	Supélec	399	5.0%	22.0%	54	1.0%	23.0%	34	2.0%	12.0%		4			8
2012	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE LYON	425	5.0%	23.0%	47	2.0%	18.0%	36	0.0%	14.0%	29	5	0.0%	60.0%	5
2012	TSI	CONCOURS CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	291	6.0%	27.0%	63	3.0%	26.0%	29	0.0%	21.0%	29	0	0.0%	0.0%	2
2012	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE LILLE	415	6.0%	24.0%	51	0.0%	22.0%	44	0.0%	14.0%	44	3	0.0%	0.0%	5
2012	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE NANTES	494	6.0%	23.0%	77	2.0%	24.0%	65	3.0%	22.0%	65	10	0.0%	40.0%	15
2012	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE MARSEILLE	396	6.0%	25.0%	92	4.0%	28.0%	62	1.0%	34.0%	56	5	0.0%	60.0%	5
2012	TSI	CONCOURS CENTRALE-SUPELEC	ENSIIE Evry	329	5.0%	24.0%	49	6.0%	29.0%	38	2.0%	35.0%	38	1	0.0%	0.0%	5
