year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2016	PC	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE	1272	27,4%	29,6%	262	21,4%	30,5%	159	24,5%	25,2%	145	130	25,4%	26,2%	130
2016	PC	CONCOURS ECOLE POLYTECHNIQUE	ESPCI ParisTech	1412	29,5%	30,0%	464	25,9%	31,5%	378	24,9%	32,5%	300	56	32,1%	50,0%	55
2016	PC	CONCOURS ECOLE POLYTECHNIQUE	ESPCI ParisTech Etranger	79	35,4%	30,4%	22	13,6%	36,4%	17	17,6%	35,3%	17	2	50,0%	0,0%	3
2016	PC	BANQUE ENS	ENS Ulm	1108	28,6%	34,4%	105	18,1%	35,2%	65	20,0%	27,7%	57	21	14,3%	23,8%	21
2016	PC	BANQUE ENS	ENS Cachan PC	1201	29,2%	34,2%	278	20,5%	45,0%	160	26,2%	39,4%	147	19	42,1%	52,6%	19
2016	PC	BANQUE ENS	ENS de Lyon	1162	28,8%	33,6%	257	21,0%	42,8%	172	24,4%	40,7%	170	24	20,8%	58,3%	24
2016	PC	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS	2345	31,0%	25,8%	471	25,7%	26,1%	459	25,5%	25,3%	252	85	21,2%	24,7%	88
2016	PC	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS - ̩tr.	120	35,0%	27,5%	39	23,1%	25,6%	38	23,7%	26,3%	24	7	42,9%	14,3%	6
2016	PC	BANQUE CENTRALE-SUPELEC	SUPELEC	2169	29,2%	26,3%	770	26,0%	27,7%	750	26,3%	26,9%	616	95	18,9%	33,7%	100
2016	PC	BANQUE CENTRALE-SUPELEC	SUPELEC - ̩tr.	104	35,6%	28,8%	41	22,0%	34,1%	40	22,5%	35,0%	24	2	50,0%	100,0%	2
2016	PC	BANQUE CENTRALE-SUPELEC	CENTRALE LYON	2671	31,8%	25,7%	635	26,8%	28,0%	617	27,1%	27,4%	451	61	41,0%	26,2%	62
2016	PC	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	1711	32,4%	28,2%	894	32,2%	29,2%	844	32,1%	29,3%	622	44	43,2%	29,5%	45
2016	PC	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique) - ̩tr.	53	49,1%	20,8%	41	41,5%	19,5%	37	43,2%	18,9%	15	0	0,0%	0,0%	2
2016	PC	BANQUE CENTRALE-SUPELEC	CENTRALE LILLE	2536	32,3%	26,8%	740	29,2%	29,9%	722	29,2%	29,1%	588	46	28,3%	45,7%	50
2016	PC	BANQUE CENTRALE-SUPELEC	CENTRALE NANTES	2589	33,4%	27,2%	539	28,4%	33,0%	528	28,6%	32,2%	443	51	23,5%	27,5%	50
2016	PC	BANQUE CENTRALE-SUPELEC	CENTRALE MARSEILLE	2564	34,4%	24,3%	1201	33,1%	23,1%	1120	32,8%	22,9%	839	70	30,0%	27,1%	80
2016	PC	BANQUE CENTRALE-SUPELEC	CENTRALE CASABLANCA	378	29,6%	33,9%	37	16,2%	51,4%	36	16,7%	50,0%	36	0	0,0%	0,0%	10
2016	PC	BANQUE CENTRALE-SUPELEC	ECOLE NAVALE Brest	411	23,6%	29,7%	158	18,4%	37,3%	78	12,8%	41,0%	60	18	11,1%	50,0%	18
2016	PC	BANQUE CENTRALE-SUPELEC	ENSEA Cergy	889	30,5%	26,1%	679	28,7%	25,6%	193	32,1%	23,3%	175	26	11,5%	38,5%	30
2016	PC	BANQUE CENTRALE-SUPELEC	Universit̩ de Technologie de Troyes (UTT)	580	31,9%	25,9%	420	30,0%	25,0%	121	33,1%	21,5%	120	13	23,1%	38,5%	21
2016	PC	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS - CI										2	1	100,0%	100,0%	5
2016	PC	BANQUE CENTRALE-SUPELEC	SUPELEC - CI										5	3	0,0%	33,3%	1
2016	PC	BANQUE CENTRALE-SUPELEC	CENTRALE LYON - CI										6	1	0,0%	0,0%	1
2016	PC	BANQUE CENTRALE-SUPELEC	CENTRALE LILLE - CI										0	0	0,0%	0,0%	1
2016	PC	BANQUE CENTRALE-SUPELEC	CENTRALE NANTES - CI										0	0	0,0%	0,0%	5
2016	PC	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique) - CI										0	0	0,0%	0,0%	2
2016	PC	BANQUE CENTRALE-SUPELEC	CENTRALE MARSEILLE - CI										7	1	0,0%	0,0%	2
2016	PC	BANQUE CENTRALE-SUPELEC	Cycle International Centrale-Supelec	22	54,5%	18,2%				18	55,6%	22,2%		6			17
2016	PC	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										120	20	25,0%	5,0%	18
2016	PC	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										770	39	35,9%	35,9%	32
2016	PC	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										879	40	27,5%	32,5%	40
2016	PC	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										263	37	37,8%	10,8%	32
2016	PC	CONCOURS COMMUN MINES-PONTS	ISAE - SUPAERO Toulouse										432	34	14,7%	23,5%	34
2016	PC	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										467	30	56,7%	20,0%	33
2016	PC	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										501	22	13,6%	13,6%	22
2016	PC	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										528	5	20,0%	0,0%	7
2016	PC	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE cursus Brest-Rennes-Toulouse										1036	20	25,0%	35,0%	22
2016	PC	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE cursus Sophia										949	4	25,0%	25,0%	3
2016	PC	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts PC	3418	32,0%	24,9%	1064	27,1%	28,8%	1036	27,5%	28,9%		251			243
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSMM Besan̤on										2754	17	29,4%	29,4%	25
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	Bordeaux INP - ENSEIRB-MATMECA Electronique										2323	16	18,8%	12,5%	13
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	Bordeaux INP - ENSEIRB-MATMECA Informatique										1485	3	0,0%	33,3%	5
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	Bordeaux INP - ENSEIRB-MATMECA Math̩matiques et M̩canique										1675	12	25,0%	8,3%	11
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	Bordeaux INP - ENSEIRB-MATMECA T̩lecom.										2251	9	22,2%	11,1%	8
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSICAEN Electronique et Physique Appliqu̩e										2710	13	15,4%	30,8%	15
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSICAEN Informatique										2884	10	30,0%	10,0%	7
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	EISTI Cergy - Pau										3198	8	12,5%	37,5%	15
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ISIMA Clermont-Ferrand										3230	5	20,0%	40,0%	8
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	Grenoble INP - ENSE3										1505	57	42,1%	22,8%	60
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	Grenoble INP - ENSIMAG										871	10	20,0%	40,0%	10
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	Grenoble INP - Esisar										2130	8	12,5%	37,5%	6
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	Grenoble INP - Pagora										3035	23	56,5%	17,4%	18
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	Grenoble INP - Phelma (Physique Electronique T̩l̩coms)										1229	36	19,4%	33,3%	35
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	Grenoble INP - Phelma (Physique Mat̩riaux Proc̩d̩s)										1047	61	37,7%	32,8%	68
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	CPE LYON Electronique Informatique										3242	9	22,2%	33,3%	8
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSEM Nancy Energie										2684	22	31,8%	22,7%	24
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSEM Nancy Sp̩cialit̩ des syst̬mes num̩riques										2685	6	16,7%	33,3%	3
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSG Nancy										2610	9	55,6%	11,1%	10
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	SUPMECA Paris										1858	21	42,9%	9,5%	19
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSGTI Pau - G̩nie des Proc̩d̩s										3184	15	60,0%	40,0%	12
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ISAE-ENSMA Poitiers										1360	27	29,6%	14,8%	28
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSI Poitiers Energie										2960	13	23,1%	30,8%	17
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENGEES Strasbourg Fonctionnaire										2305	3	0,0%	66,7%	3
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENGEES Strasbourg Civil (̩tudiant)										2759	12	50,0%	0,0%	10
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENGEES Strasbourg Civil (apprenti)										3207	1	0,0%	100,0%	2
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	TELECOM PHYSIQUE Strasbourg										2519	26	19,2%	23,1%	31
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	SeaTech Toulon										2551	19	21,1%	36,8%	15
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	INP-ENSEEIHT Toulouse Electronique et Traitement du Signal										1958	17	29,4%	29,4%	12
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	INP-ENSEEIHT Toulouse G̩nie Electrique et Automatique										1754	11	9,1%	36,4%	8
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	INP-ENSEEIHT Toulouse Hydraulique et M̩canique des Fluides										1299	17	41,2%	17,6%	16
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	INP-ENSEEIHT Toulouse Informatique et Math̩matiques appliqu̩es										944	2	0,0%	100,0%	2
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	INP-ENSEEIHT Toulouse T̩l̩com.r̩seaux										1501	6	16,7%	66,7%	5
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	INP-ENSIACET Toulouse G̩nie des Proc̩d̩s										2260	16	31,2%	31,2%	17
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	INP-ENSIACET Toulouse G̩nie Industriel										2245	11	36,4%	27,3%	10
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENAC Toulouse Civil										1060	24	20,8%	20,8%	21
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENAC Toulouse Fonctionnaire										102	1	0,0%	0,0%	1
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSIAME Valenciennes M̩ca Energ.										3185	22	13,6%	40,9%	20
2016	PC	CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE	ENSIAME Valenciennes M̩catronique										3167	13	15,4%	30,8%	5
