year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2016	PSI	BANQUE ENS CACHAN/EC. POLYTECH	ECOLE POLYTECHNIQUE	891	16,6%	23,2%	114	12,3%	12,3%	65	9,2%	9,2%	58	57	5,3%	10,5%	57
2016	PSI	BANQUE ENS CACHAN/EC. POLYTECH	ENS Cachan	1360	19,7%	24,4%	385	14,5%	19,7%	299	13,7%	17,4%	294	28	21,4%	42,9%	28
2016	PSI	BANQUE ENS CACHAN/EC. POLYTECH	ENS Rennes	1200	19,5%	26,2%	352	14,8%	21,9%	305	14,1%	19,7%	303	3	66,7%	66,7%	4
2016	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS	2298	20,5%	20,2%	359	13,1%	14,5%	353	13,0%	14,2%	184	96	8,3%	11,5%	93
2016	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS - étr.	133	20,3%	21,8%				33	21,2%	21,2%	17	13	7,7%	38,5%	8
2016	PSI	BANQUE CENTRALE-SUPELEC	SUPELEC	2440	19,0%	20,6%	733	15,7%	16,0%	728	15,8%	15,9%	593	115	12,2%	21,7%	115
2016	PSI	BANQUE CENTRALE-SUPELEC	SUPELEC - étr.	110	18,2%	20,9%				32	21,9%	18,8%	28	5	20,0%	0,0%	1
2016	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE LYON	2792	20,6%	19,5%	625	15,5%	14,9%	619	15,5%	14,7%	427	80	18,8%	15,0%	82
2016	PSI	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	1455	21,4%	23,0%	760	21,7%	17,9%	709	22,0%	17,2%	620	30	23,3%	16,7%	30
2016	PSI	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique) - étr.	47	25,5%	19,1%	28	21,4%	17,9%	23	26,1%	13,0%	14	0	0,0%	0,0%	2
2016	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE LILLE	2793	20,9%	22,2%	838	19,9%	18,9%	820	19,8%	18,5%	599	56	16,1%	14,3%	60
2016	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE NANTES	2935	21,0%	21,3%	594	17,2%	17,7%	585	17,1%	17,3%	517	74	21,6%	17,6%	75
2016	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE MARSEILLE	2371	21,6%	22,8%	999	22,9%	19,0%	916	23,6%	18,0%	705	70	30,0%	22,9%	60
2016	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE CASABLANCA	429	21,0%	32,4%				49	18,4%	28,6%	0	0	0,0%	0,0%	5
2016	PSI	BANQUE CENTRALE-SUPELEC	ECOLE NAVALE Brest	723	17,8%	29,3%	218	11,9%	45,0%	134	9,7%	54,5%	73	26	7,7%	61,5%	26
2016	PSI	BANQUE CENTRALE-SUPELEC	ENSEA Cergy	1312	22,4%	21,4%	974	23,8%	19,2%	393	26,0%	15,5%	371	58	20,7%	24,1%	60
2016	PSI	BANQUE CENTRALE-SUPELEC	Université de Technologie de Troyes (UTT)	737	21,3%	24,3%	535	21,9%	22,4%	174	24,7%	18,4%	171	19	15,8%	21,1%	34
2016	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS - CI										2	1	0,0%	0,0%	5
2016	PSI	BANQUE CENTRALE-SUPELEC	SUPELEC - CI										4	1	0,0%	0,0%	1
2016	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE LYON - CI										3	1	100,0%	0,0%	1
2016	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE LILLE - CI										0	0	0,0%	0,0%	1
2016	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE NANTES - CI										0	0	0,0%	0,0%	5
2016	PSI	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique) - CI										0	0	0,0%	0,0%	2
2016	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE MARSEILLE - CI										0	0	0,0%	0,0%	1
2016	PSI	BANQUE CENTRALE-SUPELEC	Cycle International Centrale-Supelec	81	30,9%	18,5%	18	11,1%	11,1%	16	12,5%	12,5%		3			16
2016	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE CASABLANCA - CI	81	30,9%	18,5%	18	11,1%	11,1%	16	12,5%	12,5%	15	2	0,0%	50,0%	5
2016	PSI	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										79	36	27,8%	0,0%	30
2016	PSI	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										759	44	27,3%	13,6%	40
2016	PSI	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										786	39	30,8%	12,8%	40
2016	PSI	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										209	36	30,6%	16,7%	35
2016	PSI	CONCOURS COMMUN MINES-PONTS	ISAE - SUPAERO Toulouse										373	71	15,5%	9,9%	67
2016	PSI	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										436	50	26,0%	14,0%	41
2016	PSI	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										458	21	19,0%	9,5%	21
2016	PSI	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										503	8	12,5%	12,5%	8
