year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2016	TSI	Concours Polytechnique	ECOLE POLYTECHNIQUE	580	6,6%	17,4%	93	4,3%	32,3%	1	0,0%	0,0%	1	1	0,0%	0,0%	2
2016	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE PARIS	468	6,4%	17,7%	43	2,3%	16,3%	42	2,4%	16,7%	14	10	10,0%	20,0%	10
2016	TSI	CONCOURS CENTRALE-SUPELEC	SUPELEC	492	6,5%	18,5%	68	1,5%	20,6%	66	1,5%	21,2%	44	10	10,0%	30,0%	8
2016	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE LYON	513	7,2%	18,3%	50	2,0%	20,0%	48	2,1%	20,8%	31	4	0,0%	0,0%	5
2016	TSI	CONCOURS CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	328	6,1%	22,9%	67	3,0%	28,4%	64	3,1%	28,1%	32	1	0,0%	100,0%	2
2016	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE LILLE	500	7,2%	19,2%	56	1,8%	16,1%	52	1,9%	17,3%	48	5	0,0%	0,0%	5
2016	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE NANTES	582	7,7%	18,6%	56	1,8%	17,9%	53	1,9%	18,9%	44	9	0,0%	33,3%	10
2016	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE MARSEILLE	507	7,1%	20,5%	106	3,8%	23,6%	95	3,2%	25,3%	50	2	0,0%	0,0%	5
2016	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE CASABLANCA	276	6,9%	20,7%				21	0,0%	28,6%	19	0	0,0%	0,0%	5
2016	TSI	CONCOURS CENTRALE-SUPELEC	Université de Technologie de Troyes (UTT)	431	5,3%	19,3%	98	4,1%	24,5%	85	4,7%	25,9%	80	6	0,0%	33,3%	5
2016	TSI	BANQUE DE NOTES CENTRALE	SIGMA Clermont-Ferrand (ex IFMA)	319	8,2%	22,6%	77	9,1%	29,9%	14	7,1%	35,7%	14	4	0,0%	50,0%	8
2016	TSI	BANQUE DE NOTES CENTRALE	ISMANS Le Mans	318	8,5%	15,7%				299	8,4%	16,1%	232	22	9,1%	9,1%	10
