year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2014	PC	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE	1362	25.0%	35.0%	273	18.0%	33.0%	159	17.0%	27.0%	154	135	18.0%	29.0%	135
2014	PC	CONCOURS ECOLE POLYTECHNIQUE	ESPCI ParisTech	1510	28.0%	34.0%	471	23.0%	35.0%	381	23.0%	34.0%	326	56	28.0%	36.0%	60
2014	PC	CONCOURS ECOLE POLYTECHNIQUE	ESPCI ParisTech Etranger	86	40.0%	35.0%	26	11.0%	31.0%	13	7.0%	16.0%	12	1	0.0%	0.0%	5
2014	PC	BANQUE ENS	ENS Ulm	1052	27.0%	35.0%	100	14.0%	38.0%	61	11.0%	33.0%	49	21	9.0%	34.0%	21
2014	PC	BANQUE ENS	ENS Cachan PC	1237	29.0%	36.0%	268	17.0%	43.0%	149	17.0%	45.0%	146	19	5.0%	48.0%	19
2014	PC	BANQUE ENS	ENS de Lyon	1123	29.0%	35.0%	255	17.0%	40.0%	181	16.0%	44.0%	148	29	24.0%	56.0%	29
2014	PC	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										127	20	50.0%	10.0%	18
2014	PC	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										802	26	46.0%	50.0%	32
2014	PC	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										823	39	30.0%	34.0%	42
2014	PC	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										257	30	26.0%	34.0%	30
2014	PC	CONCOURS COMMUN MINES-PONTS	SUPAERO (ISAE) Toulouse										378	23	8.0%	22.0%	23
2014	PC	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										438	35	31.0%	32.0%	29
2014	PC	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										446	20	15.0%	15.0%	19
2014	PC	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										477	6	66.0%	50.0%	6
2014	PC	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE cursus Brest-Rennes-Toulouse										1010	28	21.0%	58.0%	27
2014	PC	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE cursus Sophia										971	1	100.0%	100.0%	3
2014	PC	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts PC	3578	32.0%	29.0%	1051	23.0%	35.0%	1014	23.0%	35.0%		228			229
2014	PC	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS	2527	31.0%	31.0%	472	22.0%	28.0%	466	22.0%	29.0%	259	90	25.0%	27.0%	88
2014	PC	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS - étr.	121	34.0%	39.0%				38	21.0%	32.0%	23	11	18.0%	37.0%	6
2014	PC	BANQUE CENTRALE-SUPELEC	SUPELEC	2418	29.0%	31.0%	769	23.0%	32.0%	759	22.0%	32.0%	599	93	15.0%	50.0%	100
2014	PC	BANQUE CENTRALE-SUPELEC	SUPELEC - étr.	114	34.0%	38.0%				35	20.0%	32.0%	34	5	40.0%	60.0%	2
