year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
2019	pt	CENTRALE-SUPELEC	CentraleSupélec-cursus apprenti-Campus Metz										11	9.1	18.2	209	214	15
2019	pt	CENTRALE-SUPELEC	CENTRALE CASABLANCA										0	0.0	0.0	0	0	5
2019	pt	CENTRALE-SUPELEC	CentraleSupélec-cursus apprenti-Campus Rennes										12	8.3	16.7	127	130	15
2019	pt	CENTRALE-SUPELEC	CentraleSupélec-Statut étudiant										20	10.0	5.0	23	24	20
2019	pt	CENTRALE-SUPELEC	CENTRALE LYON										25	16.0	8.0	105	101	24
2019	pt	CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)										8	25.0	25.0	371	369	10
2019	pt	CENTRALE-SUPELEC	CENTRALE LILLE										11	0.0	0.0	159	153	12
2019	pt	CENTRALE-SUPELEC	CENTRALE NANTES										7	0.0	14.3	106	97	20
2019	pt	CENTRALE-SUPELEC	CENTRALE MARSEILLE										4	0.0	0.0	215	218	5
2019	pt	CENTRALE-SUPELEC	¥Concours Centrale-Supélec PT	1444	13.1	18.3	461	9.3	13.2	458	9.2	13.3	98					126
2019	pt	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										12	0.0	0.0	61	62	8
2019	pt	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech-apprentissage										0	0.0	0.0	0	0	4
2019	pt	CONCOURS COMMUN MINES-PONTS	IMT Atlantique cursus Brest-Nantes-Rennes-Toulouse										6	16.7	0.0	123	122	4
2019	pt	CONCOURS COMMUN MINES-PONTS	IMT Atlantique cursus Sophia Antipolis										0	0.0	0.0	0	0	1
2019	pt	CONCOURS COMMUN MINES-PONTS	ISAE-SUPAERO Toulouse										7	0.0	14.3	52	49	6
2019	pt	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										4	0.0	0.0	109	98	4
2019	pt	CONCOURS COMMUN MINES-PONTS	MINES SAINT-ETIENNE										5	0.0	20.0	131	130	5
2019	pt	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										5	40.0	0.0	17	16	5
2019	pt	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										4	25.0	25.0	35	35	3
2019	pt	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										2	0.0	0.0	54	54	1
2019	pt	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										2	0.0	50.0	66	66	1
2019	pt	CONCOURS COMMUN MINES-PONTS	¥Concours commun Mines-Ponts PT	1179	13.2	16.8	200	7.5	18.5	200	7.5	18.5	47					42
2019	pt	CONCOURS COMMUN ENSAM	Arts et Métiers										545	11.7	25.7	499	486	542
2019	pt	CONCOURS COMMUN ENSAM	Arts et Métiers-ingénieurs militaires										9	0.0	55.6	528	522	9
2019	pt	CONCOURS COMMUN ENSAM	Arts et Métiers-voie de l'apprentissage										2	0.0	50.0	565	565	12
2019	pt	CONCOURS COMMUN ENSAM	ENSEA Cergy										9	0.0	22.2	1138	1095	20
2019	pt	CONCOURS COMMUN ENSAM	¥Concours ARTS ET MÉTIERS ParisTech PT	2280	13.9	17.5	1283	12.0	22.1	1249	12.0	22.4	565					583
2019	pt	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE	369	12.5	12.7	24	4.2	0.0	11	0.0	0.0	10	0.0	0.0	6	6	10
2019	pt	CONCOURS ENS DE CACHAN	ENS Paris-Saclay	1663	12.7	18.9	369	5.4	23.3	271	6.6	17.7	36	11.1	16.7	119	130	36
