year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rg_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2007	MP	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE Info.	802	12.0	32.0	198	8.0	34.0	156	10.0	32.0	145	107	10.0	29.0	107
2007	MP	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE P&SI	796	20.0	33.0	135	15.0	35.0	104	17.0	33.0	96	85	16.0	32.0	85
2007	MP	BANQUE ENS	ENS Ulm MPI	1361	20.0	34.0	119	10.0	34.0	80	11.0	28.0	80	40	17.0	30.0	40
2007	MP	BANQUE ENS	ENS Ulm Info.	252	9.0	35.0	35	0.0	32.0	20	0.0	20.0	11	8	0.0	25.0	8
2007	MP	BANQUE ENS	ENS Cachan MP										154	17	11.0	83.0	17
2007	MP	BANQUE ENS	ENS Cachan-Ker Lan MP										190	8	25.0	75.0	8
2007	MP	BANQUE ENS	Concours ENS Cachan groupe MP	1399	22.0	33.0	228	12.0	43.0	183	11.0	42.0		25			25
2007	MP	BANQUE ENS	ENS Cachan Info.										43	10	10.0	30.0	10
2007	MP	BANQUE ENS	ENS Cachan-Ker Lan Info.										53	9	22.0	67.0	9
2007	MP	BANQUE ENS	Concours ENS Cachan groupe Informatique	281	9.0	38.0	98	4.0	47.0	67	4.0	50.0		19			19
2007	MP	BANQUE ENS	ENS Lyon MPI	1386	21.0	34.0	192	13.0	43.0	126	12.0	36.0	126	20	20.0	25.0	20
2007	MP	BANQUE ENS	ENS Lyon Info.	276	9.0	34.0	80	3.0	38.0	48	4.0	40.0	41	21	4.0	39.0	21
2007	MP	CONCOURS COMMUN MINES-PONTS	MINES Paris										181	45	22.0	16.0	46
2007	MP	CONCOURS COMMUN MINES-PONTS	MINES Nancy										1100	52	21.0	31.0	53
2007	MP	CONCOURS COMMUN MINES-PONTS	MINES St Etienne										1146	39	15.0	31.0	40
2007	MP	CONCOURS COMMUN MINES-PONTS	Ponts et Chaussées										354	51	25.0	30.0	52
2007	MP	CONCOURS COMMUN MINES-PONTS	SUPAERO Toulouse										697	50	20.0	24.0	50
2007	MP	CONCOURS COMMUN MINES-PONTS	Techniques avancées										766	46	21.0	24.0	46
2007	MP	CONCOURS COMMUN MINES-PONTS	ENST Cursus Paris										555	54	27.0	23.0	54
2007	MP	CONCOURS COMMUN MINES-PONTS	ENST Cursus Sophia Antipolis										768	18	27.0	12.0	18
2007	MP	CONCOURS COMMUN MINES-PONTS	ENST Bretagne										1457	80	15.0	22.0	70
2007	MP	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts	4683	23.0	28.0	1599	18.0	29.0	1550	19.0	29.0		435			429
2007	MP	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS	3117	21.0	31.0	725	17.0	33.0	468	18.0	32.0	373	142	20.0	40.0	140
2007	MP	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Gif										564	94	18.0	33.0	92
2007	MP	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Metz										709	22	9.0	41.0	20
2007	MP	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Rennes										639	21	19.0	34.0	19
2007	MP	BANQUE CENTRALE-SUPELEC	Supélec	2936	21.0	32.0	932	17.0	34.0	795	18.0	34.0		137			131
2007	MP	BANQUE CENTRALE-SUPELEC	CENTRALE LYON	3472	23.0	30.0	975	18.0	34.0	801	19.0	36.0	762	123	26.0	35.0	125
2007	MP	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	1541	23.0	41.0	764	23.0	42.0	642	24.0	44.0	608	34	41.0	39.0	34
2007	MP	BANQUE CENTRALE-SUPELEC	CENTRALE LILLE	3087	23.0	33.0	918	20.0	38.0	846	20.0	40.0	773	86	12.0	55.0	90
2007	MP	BANQUE CENTRALE-SUPELEC	CENTRALE NANTES	3446	23.0	32.0	1200	20.0	33.0	1115	21.0	34.0	1061	117	20.0	28.0	130
2007	MP	BANQUE CENTRALE-SUPELEC	CENTRALE MARSEILLE	2563	24.0	35.0	859	21.0	38.0	788	21.0	39.0	788	51	23.0	44.0	67
2007	MP	BANQUE CENTRALE-SUPELEC	ENSEA Cergy	1509	22.0	34.0	997	22.0	33.0	726	23.0	32.0	707	65	13.0	30.0	60
2007	MP	BANQUE CENTRALE-SUPELEC	ENSIIE (I.I.E. CNAM )	1322	22.0	33.0	1017	23.0	30.0	388	25.0	29.0	341	83	19.0	19.0	75
2007	MP	CONCOURS COMMUNS POLYTECHNIQUES	ENSMM Besançon										3359	49	32.0	35.0	39
2007	MP	CONCOURS COMMUNS POLYTECHNIQUES	ENSI Bourges MRI										3075	22	40.0	23.0	27
2007	MP	CONCOURS COMMUNS POLYTECHNIQUES	ENSI Bourges STI										3523	15	13.0	34.0	16
2007	MP	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIR Bordeaux Electronique										3081	34	17.0	45.0	39
2007	MP	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIR Bordeaux Informatique										2672	41	26.0	27.0	51
2007	MP	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIR Bordeaux Télecom.										2343	20	45.0	40.0	21
2007	MP	CONCOURS COMMUNS POLYTECHNIQUES	ENSIETA Brest Civil										2915	38	26.0	22.0	39
2007	MP	CONCOURS COMMUNS POLYTECHNIQUES	ENSICAEN Electronique										3523	22	22.0	46.0	32
2007	MP	CONCOURS COMMUNS POLYTECHNIQUES	ENSICAEN Informatique										3523	41	21.0	47.0	42
2007	MP	CONCOURS COMMUNS POLYTECHNIQUES	ISIMA Clermont-Ferrand										3512	41	24.0	27.0	40
2007	MP	CONCOURS COMMUNS POLYTECHNIQUES	INP Grenoble-EFPG										3507	21	52.0	48.0	15
2007	MP	CONCOURS COMMUNS POLYTECHNIQUES	INP Grenoble-ENSEEG										2409	7	71.0	29.0	8
2007	MP	CONCOURS COMMUNS POLYTECHNIQUES	INP Grenoble-ENSERG										2252	30	16.0	27.0	35
2007	MP	CONCOURS COMMUNS POLYTECHNIQUES	INP Grenoble-ENSHMG										1789	27	59.0	30.0	25
2007	MP	CONCOURS COMMUNS POLYTECHNIQUES	INP Grenoble-ENSIEG										2934	45	28.0	34.0	48
