year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2004	PC	CONCOURS ECOLE POLYTECHNIQUE	Ecole Polytechnique	152	22 %	33 %	23	17 %	61 %	10	20 %	50 %	10	10	20 %	50 %	10
2004	PC	CONCOURS ECOLE POLYTECHNIQUE	Ecole Polytechnique	1292	26 %	39 %	272	15 %	40 %	194	16 %	37 %	178	155	14 %	39 %	154
2004	PC	CONCOURS ECOLE POLYTECHNIQUE	ESPCI	1281	29 %	37 %	428	19 %	40 %	375	19 %	39 %	375	60	35 %	28 %	58
2004	PC	CONCOURS ECOLE POLYTECHNIQUE	ESPCI etranger	121	25 %	36 %	30	23 %	53 %	24	21 %	58 %	24	2	0 %	100 %	5
2004	PC	BANQUE ENS	ENS Ulm PC	935	29%	37%	81	15%	47%	40	18 %	35 %	34	20	15 %	40 %	20
2004	PC	BANQUE ENS	ENS Ulm Info	21	0%	29%	0	0%	0%	0	0%	0%	0	0	0%	0%	0
2004	PC	BANQUE ENS	ENS Ulm etranger PC							1	0 %	0 %	0	0	0 %	0 %	0
2004	PC	BANQUE ENS	ENS Cachan	1016	31%	38%	203	21%	58%	141	21 %	48 %	119	19	32 %	47 %	19
2004	PC	BANQUE ENS	ENS Cachan etranger							1	0 %	100 %	0	0	0 %	0 %	0
2004	PC	BANQUE ENS	ENS Lyon PC	999	31 %	39 %	204	22 %	47 %	138	22 %	46 %	131	31	19 %	45 %	31
2004	PC	BANQUE ENS	ENS Lyon PC	26	8%	31%	0	0%	0%	0	0%	0%	0	0	0%	0%	0
2004	PC	BANQUE ENS	ENS Lyon etranger PC							2	0 %	50 %	119	0	0 %	0 %	0
2004	PC	CONC. COMM. MINES-PONTS	Ponts et Chaussees										209	22	27 %	32 %	24
2004	PC	CONC. COMM. MINES-PONTS	SUPAERO										337	25	16 %	28 %	25
2004	PC	CONC. COMM. MINES-PONTS	Techniques Avancees										383	24	42 %	17 %	25
2004	PC	CONC. COMM. MINES-PONTS	ENST cursus Paris										424	16	19 %	38 %	15
2004	PC	CONC. COMM. MINES-PONTS	ENST Sophia Antipolis										519	9	33 %	44 %	8
2004	PC	CONC. COMM. MINES-PONTS	MINES Paris										110	18	39 %	22 %	18
2004	PC	CONC. COMM. MINES-PONTS	MINES Saint-Etienne										747	37	41 %	30 %	39
2004	PC	CONC. COMM. MINES-PONTS	MINES Nancy										601	41	24 %	46 %	40
2004	PC	CONC. COMM. MINES-PONTS	Telecom Bretagne										965	34	18 %	56 %	32
2004	PC	CONC. COMM. MINES-PONTS	Commun Mines Ponts PC	3165	30 %	31 %	1001	27 %	39 %	966	27 %	40 %					226
2004	PC	BANQUE CENTRALE-SUPELEC	CENTRALE Paris	2175	29 %	34 %	491	21 %	41 %	339	19 %	42 %	243	86	21 %	53 %	85
2004	PC	BANQUE CENTRALE-SUPELEC	CENTRALE Paris etranger	120	22 %	40 %	21	14 %	76 %	14	14 %	79 %	10	2	0 %	100 %	2
2004	PC	BANQUE CENTRALE-SUPELEC	CENTRALE Paris cycle international	25	28 %	0 %	2	50 %	0 %	0	0 %	0 %	0	0	0 %	0 %	5
2004	PC	BANQUE CENTRALE-SUPELEC	CENTRALE Paris handicapés							0	0 %	0 %	0	0	0 %	0 %	1
2004	PC	BANQUE CENTRALE-SUPELEC	Supelec campus Gif	1641	25 %	36 %	726	22 %	41 %	613	22 %	43 %	400	63	21 %	51 %	60
2004	PC	BANQUE CENTRALE-SUPELEC	Supelec campus Gif etranger	116	25 %	41 %	46	26 %	61 %	16	19 %	75 %	9	1	0 %	0 %	0
2004	PC	BANQUE CENTRALE-SUPELEC	Supelec campus Gif cycle international	33	36 %	0 %				0	0 %	0 %	0	0	0 %	0 %	0
2004	PC	BANQUE CENTRALE-SUPELEC	Supelec campus Gif handicapés							0	0 %	0 %	0	0	0 %	0 %	0
2004	PC	BANQUE CENTRALE-SUPELEC	Supelec campus Metz	1641	25 %	36 %	726	22 %	41 %	613	22 %	43 %	516	19	16 %	58 %	15
2004	PC	BANQUE CENTRALE-SUPELEC	Supelec campus Metz etranger	116	25 %	41 %	46	26 %	61 %	16	19 %	75 %	0	0	0 %	0 %	1
2004	PC	BANQUE CENTRALE-SUPELEC	Supelec campus Metz cycle international	33	36 %	0 %				0	0 %	0 %	0	0	0 %	0 %	0
2004	PC	BANQUE CENTRALE-SUPELEC	Supelec campus Metz handicapés							0	0 %	0 %	0	0	0 %	0 %	0
2004	PC	BANQUE CENTRALE-SUPELEC	Supelec campus Rennes	1641	25 %	36 %	726	22 %	41 %	613	22 %	43 %	459	19	53 %	42 %	15
2004	PC	BANQUE CENTRALE-SUPELEC	Supelec campus Rennnes etranger	116	25 %	41 %	46	26 %	61 %	16	19 %	75 %	0	0	0 %	0 %	0
2004	PC	BANQUE CENTRALE-SUPELEC	Supelec campus Rennnes cycle international	33	36 %	0 %				0	0 %	0 %	0	0	0 %	0 %	0
2004	PC	BANQUE CENTRALE-SUPELEC	Supelec campus Rennnes handicapés							0	0 %	0 %	0	0	0 %	0 %	0
2004	PC	BANQUE CENTRALE-SUPELEC	CENTRALE Lyon	2515	31 %	33 %	639	24 %	42 %	551	24 %	44 %	433	66	29 %	42 %	60
2004	PC	BANQUE CENTRALE-SUPELEC	CENTRALE Lyon cycle international	25	28 %	0 %				0	0 %	0 %	0	0	0 %	0 %	0
2004	PC	BANQUE CENTRALE-SUPELEC	SupOptique	1322	30 %	39 %	555	27 %	46 %	480	29 %	47 %	480	18	33 %	56 %	26
2004	PC	BANQUE CENTRALE-SUPELEC	SupOptique etranger	63	21 %	38 %	24	29 %	62 %	15	33 %	73 %	15	1	0 %	100 %	3
2004	PC	BANQUE CENTRALE-SUPELEC	CENTRALE Lille	2331	31 %	35 %	713	26 %	45 %	647	27 %	47 %	548	43	28 %	63 %	45
2004	PC	BANQUE CENTRALE-SUPELEC	CENTRALE Lille cycle international	25	28 %	0 %				0	0 %	0 %	0	0	0 %	0 %	1
2004	PC	BANQUE CENTRALE-SUPELEC	CENTRALE Lille handicapés							0	0 %	0 %	0	0	0 %	0 %	1
2004	PC	BANQUE CENTRALE-SUPELEC	CENTRALE Nantes	2551	31 %	33 %	732	27 %	42 %	710	27 %	42 %	648	49	47 %	43 %	50
2004	PC	BANQUE CENTRALE-SUPELEC	CENTRALE Nantes handicapés							0	0 %	0 %	0	0	0 %	0 %	0
2004	PC	BANQUE CENTRALE-SUPELEC	ENSEA Cergy	826	28 %	37 %	403	26 %	46 %	292	27 %	49 %	292	16	31 %	38 %	20
2004	PC	BANQUE CENTRALE-SUPELEC	ENSEA Cergy handicapés							1	100 %	100 %	1	0	0 %	0 %	1
2004	PC	BANQUE CENTRALE-SUPELEC	IIE-CNAM	431	25 %	42 %	305	24 %	45 %	176	29 %	49 %	176	12	25 %	50 %	10
2004	PC	BANQUE CENTRALE-SUPELEC	EGIM	1712	33 %	31 %	666	31 %	38 %	646	31 %	39 %	539	48	25 %	33 %	49
2004	PC	CONCOURS COMMUN TPE	Ecole Meteorologie							372	38 %	56 %	148	2	100 %	0 %	2
2004	PC	CONCOURS COMMUN TPE	ENTPE Civil	2191	32 %	38 %	791	31 %	53 %	372	38 %	56 %	275	7	29 %	57 %	6
2004	PC	CONCOURS COMMUN TPE	ENTPE Fonctionnaire							372	38 %	56 %	227	33	52 %	73 %	33
2004	PC	CONCOURS COMMUN TPE	ENTPE Etr							15	33 %	67 %	15	0	0 %	0 %	1
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSCP Bordeaux										1816	57	54 %	25 %	66
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSICAEN Mat. et Chimie										2635	29	55 %	34 %	25
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSC Clermont-Fd										2371	41	71 %	34 %	43
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSC Lille										2129	46	54 %	30 %	47
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	CPE Lyon (Chimie)										2265	39	62 %	21 %	52
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSC Montpellier										945	57	53 %	18 %	58
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSC Mulhouse										2692	45	56 %	33 %	50
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSIC Nancy										1296	71	49 %	15 %	65
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSC Paris										440	56	61 %	36 %	57
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSC Rennes										1950	50	62 %	20 %	52
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ECPM Strasbourg										2448	53	58 %	28 %	55
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSIACET Chimie										1196	28	54 %	29 %	25
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSIACET Mat Procede										1672	25	32 %	36 %	22
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSIACET G. Chimique										1428	23	61 %	52 %	23
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	Commun Polytechn. PC-CH	4379	36 %	27 %	3257	36 %	33 %	2790	38 %	33 %					640
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSMM Besancon										2603	22	14 %	59 %	20
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSEIRB Electronique										2150	9	44 %	22 %	13
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSEIRB Informatique										2108	7	14 %	14 %	7
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSEIRB Telecom										1726	7	57 %	57 %	7
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSIETA Brest civil										1374	14	29 %	50 %	16
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSICAEN Electronique										2702	11	9 %	36 %	18
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSICAEN : informatique										2702	6	17 %	67 %	12
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ISIMA Clermont-Fd										2702	7	14 %	43 %	6
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSEE Grenoble										2245	60	42 %	32 %	55
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSER Grenoble										1593	18	33 %	44 %	20
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSHMG Grenoble										986	24	25 %	29 %	29
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSIEG										2158	22	32 %	36 %	28
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSP Grenoble										1124	51	24 %	37 %	48
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSIMA Grenoble										509	8	25 %	75 %	7
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSERG-ENSIMAG:Telec										979	14	14 %	71 %	15
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	EFPG Grenoble										2702	20	30 %	25 %	14
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	CPE Lyon (Elec.)										2578	5	20 %	60 %	8
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSEM Nancy										2453	22	18 %	32 %	24
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSG Nancy										2200	12	33 %	33 %	10
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	SUPMECA Paris										1663	23	17 %	48 %	22
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	SUPMECA Toulon										1990	11	36 %	64 %	10
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSGTI Pau										2702	9	44 %	33 %	8
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSMA Poitiers										1230	30	17 %	53 %	32
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSP Strasbourg										2251	25	36 %	48 %	27
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENAC Toulouse civil										804	33	15 %	61 %	27
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENAC Fonc Tlse										126	2	50 %	50 %	2
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSEEIHT Genie Elec.										1706	12	17 %	58 %	15
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSEEIHT electronique										1600	16	12 %	50 %	16
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSEEIHT Informatique										587	1	0 %	100 %	2
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSEEIHT hydraulique										808	17	47 %	71 %	18
2004	PC	CCP : ECOLES RECRUTANT SUR LE C	ENSEEIHT Telecom.reseau										1057	9	22 %	56 %	10
