year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rg_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2015	tsi	Concours Polytechnique	ECOLE POLYTECHNIQUE				84	4.0	23.0	2	0.0	0.0	2	2	0.0	0.0	2
2015	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE PARIS	419	8.0	16.0	43	6.0	10.0	42	7.0	10.0	23	10	0.0	10.0	10
2015	tsi	CONCOURS CENTRALE-SUPELEC	SUPELEC	459	9.0	17.0	64	6.0	16.0	62	4.0	17.0	53	8	0.0	0.0	8
2015	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE LYON	472	8.0	17.0	48	6.0	11.0	47	4.0	11.0	41	5	0.0	0.0	5
2015	tsi	CONCOURS CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	286	9.0	17.0	63	7.0	18.0	51	7.0	16.0	37	3	33.0	67.0	2
2015	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE LILLE	458	8.0	17.0				58	6.0	19.0	34	4	0.0	0.0	5
2015	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE NANTES	568	8.0	18.0	56	1.0	9.0	55	1.0	10.0	51	9	0.0	0.0	10
2015	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE MARSEILLE	441	8.0	19.0	99	2.0	21.0	83	2.0	19.0	50	5	0.0	0.0	5
2015	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE CASABLANCA	229	7.0	20.0				24	0.0	21.0	4	0	0.0	0.0	1
2015	tsi	BANQUE DE NOTES CENTRALE	IFMA Clermont-Ferrand	307	5.0	18.0	74	1.0	28.0	15	6.0	47.0	13	6	0.0	50.0	8
2015	tsi	BANQUE DE NOTES CENTRALE	ISMANS Le Mans	316	7.0	19.0	262	7.0	21.0	33	9.0	10.0	33	4	50.0	0.0	20
2015	tsi	BANQUE DE NOTES CENTRALE	ESIX Normandie	440	8.0	19.0	391	8.0	20.0	105	12.0	14.0	99	42	16.0	24.0	35
2015	tsi	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										11	2	0.0	50.0	2
2015	tsi	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										53	2	0.0	0.0	3
2015	tsi	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										49	2	0.0	0.0	2
2015	tsi	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										10	1	0.0	0.0	1
2015	tsi	CONCOURS COMMUN MINES-PONTS	SUPAERO (ISAE) Toulouse										33	4	25.0	0.0	6
2015	tsi	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										24	2	50.0	0.0	2
2015	tsi	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										14	2	0.0	0.0	2
2015	tsi	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										19	1	0.0	0.0	1
2015	tsi	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE cursus Brest-Rennes-Toulouse										0	0	0.0	0.0	2
2015	tsi	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts TSI	529	7.0	16.0	84	4.0	23.0	56	3.0	13.0		16			21
2015	tsi	CONCOURS TELECOM INT	ENSG-Géomatique Marne la Vallée Civil	3388	25.0	26.0	207	4.0	19.0	6	0.0	0.0	6	0	0.0	0.0	2
2015	tsi	CONCOURS TELECOM INT	ENSIIE Evry	455	6.0	18.0	56	3.0	20.0	4	0.0	0.0	4	2	0.0	0.0	5
2015	tsi	CONCOURS TELECOM INT	ENSSAT Lannion	455	6.0	18.0	207	4.0	19.0	14	7.0	22.0	14	1	0.0	0.0	3
2015	tsi	CONCOURS TELECOM INT	Mines St Etienne ISMIN Gardanne	455	6.0	18.0	131	3.0	21.0	13	7.0	16.0	10	4	0.0	0.0	3
2015	tsi	CONCOURS TELECOM INT	TELECOM Nancy	455	6.0	18.0	207	4.0	19.0	31	6.0	20.0	28	5	0.0	20.0	3
2015	tsi	CONCOURS TELECOM INT	TELECOM PHYSIQUE Strasbourg-TIC et Santé	455	6.0	18.0	157	3.0	22.0	6	0.0	0.0	3	2	0.0	0.0	2
2015	tsi	CONCOURS TELECOM INT	TELECOM St Etienne	455	6.0	18.0	207	4.0	19.0	18	5.0	12.0	16	5	20.0	0.0	5
2015	tsi	CONCOURS TELECOM INT	TELECOM SudParis-cursus Evry	455	6.0	18.0	94	3.0	19.0	17	11.0	12.0	17	3	0.0	34.0	5
2015	tsi	CONCOURS COMMUN ENSAM	Arts et Métiers										75	35	8.0	35.0	35
2015	tsi	CONCOURS COMMUN ENSAM	ENSEA Cergy										125	6	0.0	17.0	10
2015	tsi	CONCOURS COMMUN ENSAM	ESIEE Amiens										130	0	0.0	0.0	5
2015	tsi	CONCOURS COMMUN ENSAM	ARTS ET MÉTIERS	668	7.0	17.0	179	3.0	25.0	133	2.0	26.0		41			50
2015	tsi	BANQUE EPREUVES C.C.P Inter-Filière	ENSGSI Nancy	268	5.0	15.0	90	2.0	23.0	16	6.0	19.0	-	4	25.0	0.0	35
2015	tsi	CONCOURS COMMUNS POLYTECHNIQUES	ENSMM Besançon										268	19	10.0	22.0	19
2015	tsi	CONCOURS COMMUNS POLYTECHNIQUES	Bordeaux INP-ENSEIRB-MATMECA Electronique										165	5	0.0	40.0	4
