year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2005	PSI	BANQUE ENS CACHAN/EC. POLYTECH	ECOLE POLYTECHNIQUE	865	18.0%	25.0%	96	10.0%	10.0%	56	8.0%	11.0%	45	45	8.0%	7.0%	45
2005	PSI	BANQUE ENS CACHAN/EC. POLYTECH	ECOLE POLYTECHNIQUE Etranger	42	26.0%	31.0%	4	50.0%	25.0%	2	100.0%	0.0%	2	2	100.0%	0.0%	0
2005	PSI	BANQUE ENS CACHAN/EC. POLYTECH	ENS Cachan FIL. SCIEN-SI PSI				347	17.0%	27.0%	292	17.0%	26.0%	103	10	30.0%	40.0%	10
2005	PSI	BANQUE ENS CACHAN/EC. POLYTECH	ENS Cachan FIL. SCIEN-SI Etranger							7	14.0%	29.0%	0	0	0.0%	0.0%	0
2005	PSI	BANQUE ENS CACHAN/EC. POLYTECH	ENS Cachan FIL.SI PSI				347	17.0%	27.0%	292	17.0%	26.0%	247	33	18.0%	43.0%	30
2005	PSI	BANQUE ENS CACHAN/EC. POLYTECH	ENS Cachan FIL.SI Etranger							7	14.0%	29.0%	0	0	0.0%	0.0%	0
2005	PSI	CONCOURS COMMUN MINES-PONTS	MINES Paris										60	27	14.0%	8.0%	26
2005	PSI	CONCOURS COMMUN MINES-PONTS	MINES Nancy										540	35	20.0%	18.0%	40
2005	PSI	CONCOURS COMMUN MINES-PONTS	MINES St Etienne										659	40	17.0%	20.0%	40
2005	PSI	CONCOURS COMMUN MINES-PONTS	Ponts et Chaussées										160	30	43.0%	17.0%	27
2005	PSI	CONCOURS COMMUN MINES-PONTS	SUPAERO Toulouse										240	41	17.0%	8.0%	40
2005	PSI	CONCOURS COMMUN MINES-PONTS	Techniques avancées										299	26	42.0%	8.0%	25
2005	PSI	CONCOURS COMMUN MINES-PONTS	ENST Cursus Paris										263	15	33.0%	20.0%	15
2005	PSI	CONCOURS COMMUN MINES-PONTS	ENST Bretagne										825	18	16.0%	23.0%	30
2005	PSI	CONCOURS COMMUN MINES-PONTS	ENST Sophia Antipolis										324	6	50.0%	0.0%	8
2005	PSI	CONCOURS COMMUN MINES-PONTS	commun Mines-Ponts PSI	2952	19.0%	23.0%	840	19.0%	18.0%	825	19.0%	18.0%		238			251
2005	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS	1792	19.0%	23.0%	287	12.0%	10.0%	238	13.0%	9.0%	161	85	8.0%	11.0%	85
2005	PSI	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS Etranger	53	16.0%	29.0%	12	8.0%	25.0%	9	11.0%	23.0%	5	3	0.0%	0.0%	3
2005	PSI	BANQUE CENTRALE-SUPELEC	SUPELEC- Campus Gif										305	60	11.0%	17.0%	57
2005	PSI	BANQUE CENTRALE-SUPELEC	SUPELEC- Campus Metz										407	16	18.0%	25.0%	17
2005	PSI	BANQUE CENTRALE-SUPELEC	SUPELEC- Campus Rennes										362	22	9.0%	19.0%	17
2005	PSI	BANQUE CENTRALE-SUPELEC	Supélec PSI	1808	17.0%	24.0%	630	15.0%	17.0%	545	16.0%	16.0%		98			91
