year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2005	TSI	Concours Polytechnique	ECOLE POLYTECHNIQUE	213			48			4	0.0%	25.0%	2	2	0.0%	0.0%	2
2005	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE PARIS	272	3.0%	28.0%	19	0.0%	6.0%	10	0.0%	10.0%	10	5	0.0%	20.0%	10
2005	TSI	CONCOURS CENTRALE-SUPELEC	SUPELEC- Campus Gif										4	1	0.0%	0.0%	2
2005	TSI	CONCOURS CENTRALE-SUPELEC	SUPELEC- Campus Metz										9	1	0.0%	0.0%	1
2005	TSI	CONCOURS CENTRALE-SUPELEC	SUPELEC- Campus Rennes										12	1	0.0%	0.0%	1
2005	TSI	CONCOURS CENTRALE-SUPELEC	Supélec TSI	251	2.0%	22.0%	21	0.0%	5.0%	13	0.0%	8.0%		3			4
2005	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE LYON	282	3.0%	26.0%	30	0.0%	7.0%	21	0.0%	5.0%	17	3	0.0%	0.0%	3
2005	TSI	CONCOURS CENTRALE-SUPELEC	ECOLE SUPERIEURE D'OPTIQUE	180	5.0%	24.0%	39	0.0%	21.0%	28	0.0%	15.0%	28	1	0.0%	0.0%	2
2005	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE LILLE	294	5.0%	27.0%	36	0.0%	9.0%	32	0.0%	10.0%	32	4	0.0%	25.0%	5
2005	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE NANTES	330	3.0%	27.0%	49	0.0%	17.0%	40	0.0%	15.0%	35	7	0.0%	0.0%	7
2005	TSI	CONCOURS CENTRALE-SUPELEC	EGIM Marseille	241	4.0%	29.0%	45	0.0%	20.0%	34	0.0%	15.0%	34	1	0.0%	0.0%	3
2005	TSI	CONCOURS CENTRALE-SUPELEC	I.I.E. CNAM	77	2.0%	24.0%	36	2.0%	20.0%	18	5.0%	28.0%	18	2	0.0%	0.0%	5
2005	TSI	BANQUE DE NOTES CENTRALE	Télécom INT	165	4.0%	27.0%	87	4.0%	28.0%	42	2.0%	29.0%	23	6	16.0%	34.0%	6
2005	TSI	BANQUE DE NOTES CENTRALE	EIC Cherbourg	240	5.0%	28.0%	146	4.0%	32.0%	27	18.0%	45.0%	25	1	0.0%	0.0%	5
2005	TSI	BANQUE DE NOTES CENTRALE	IFMA Clermont-Ferrand	114	5.0%	29.0%	39	0.0%	26.0%	16	0.0%	25.0%	10	7	0.0%	29.0%	7
2005	TSI	BANQUE DE NOTES CENTRALE	ISMANS Le Mans	240	6.0%	25.0%	217	6.0%	26.0%	107	8.0%	28.0%	107	13	15.0%	24.0%	20
2005	TSI	CONCOURS COMMUN MINES-PONTS	MINES Paris										8	1	0.0%	0.0%	2
2005	TSI	CONCOURS COMMUN MINES-PONTS	MINES Nancy										33	1	0.0%	0.0%	1
2005	TSI	CONCOURS COMMUN MINES-PONTS	MINES St Etienne										31	3	0.0%	34.0%	3
2005	TSI	CONCOURS COMMUN MINES-PONTS	Ponts et Chaussées										18	0	0.0%	0.0%	2
2005	TSI	CONCOURS COMMUN MINES-PONTS	Techniques avancées										16	1	0.0%	0.0%	1
2005	TSI	CONCOURS COMMUN MINES-PONTS	ENST Cursus Paris										14	2	0.0%	0.0%	2
2005	TSI	CONCOURS COMMUN MINES-PONTS	ENST Bretagne										38	2	0.0%	0.0%	2
2005	TSI	CONCOURS COMMUN MINES-PONTS	ENST Sophia Antipolis										20	1	0.0%	0.0%	1
2005	TSI	CONCOURS COMMUN MINES-PONTS	commun Mines-Ponts TSI	232	5.0%	27.0%	49	0.0%	23.0%	39	0.0%	11.0%		11			14
2005	TSI	CONCOURS COMMUN ENSAM	ENSAM										126	31	3.0%	30.0%	35
2005	TSI	CONCOURS COMMUN ENSAM	ENSEA Cergy										126	6	0.0%	17.0%	10
2005	TSI	CONCOURS COMMUN ENSAM	ESIEE Amiens										126	0	0.0%	0.0%	5
2005	TSI	CONCOURS COMMUN ENSAM	ESIEE Paris										126	3	33.0%	34.0%	5
2005	TSI	CONCOURS COMMUN ENSAM	commun ENSAM TSI	493	5.0%	25.0%	157	3.0%	25.0%	126	3.0%	27.0%		40			55
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSMM Besançon										267	26	7.0%	20.0%	19
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIR Bordeaux Electronique										112	5	0.0%	40.0%	4
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIR Bordeaux Informatique										122	2	0.0%	50.0%	2
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIR Bordeaux Télecom.										160	3	0.0%	34.0%	2
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSIETA Brest Civil										76	2	0.0%	0.0%	2
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSICAEN Electronique										161	4	0.0%	0.0%	3
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ISIMA Clermont-Ferrand										238	7	0.0%	43.0%	8
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	INP Grenoble - EFPG										159	2	0.0%	50.0%	2
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	INP Grenoble - ENSEEG										139	2	0.0%	50.0%	1
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	INP Grenoble - ENSIEG										111	3	0.0%	34.0%	3
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	CPE LYON Electronique										226	2	0.0%	0.0%	2
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSEM Nancy										171	6	0.0%	0.0%	8
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	SUPMECA Paris										85	2	0.0%	0.0%	3
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	SUPMECA Toulon										83	1	0.0%	0.0%	1
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSMA Poitiers										64	3	0.0%	34.0%	2
2005	TSI	CONCOURS COMMUNS POLYTECHNIQUES	ENSP Strasbourg										216	2	0.0%	50.0%	4
