year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2005	PT	CENTRALE-SUPELEC	CENTRALE PARIS	683	8.0%	23.0%	60	5.0%	10.0%	42	7.0%	8.0%	22	10	0.0%	0.0%	10
2005	PT	CENTRALE-SUPELEC	SUPELEC- Campus Gif										54	12	0.0%	9.0%	10
2005	PT	CENTRALE-SUPELEC	SUPELEC- Campus Metz										76	5	20.0%	40.0%	7
2005	PT	CENTRALE-SUPELEC	SUPELEC- Campus Rennes										74	5	0.0%	20.0%	7
2005	PT	CENTRALE-SUPELEC	Supélec PT	708	8.0%	24.0%	126	4.0%	15.0%	76	7.0%	12.0%		22			24
2005	PT	CENTRALE-SUPELEC	CENTRALE LYON	974	8.0%	24.0%	154	6.0%	15.0%	111	8.0%	12.0%	79	20	10.0%	5.0%	20
2005	PT	CENTRALE-SUPELEC	ECOLE SUPERIEURE D'OPTIQUE	354	10.0%	25.0%	51	7.0%	24.0%	42	4.0%	20.0%	42	0	0.0%	0.0%	2
2005	PT	CENTRALE-SUPELEC	CENTRALE LILLE	775	9.0%	27.0%	108	5.0%	22.0%	102	5.0%	20.0%	100	12	0.0%	17.0%	12
2005	PT	CENTRALE-SUPELEC	CENTRALE NANTES	829	9.0%	26.0%	133	9.0%	19.0%	122	9.0%	19.0%	122	10	20.0%	30.0%	12
2005	PT	CENTRALE-SUPELEC	EGIM Marseille	540	10.0%	29.0%	110	7.0%	29.0%	99	7.0%	26.0%	95	6	16.0%	17.0%	6
2005	PT	CONCOURS COMMUN MINES-PONTS	MINES Paris										13	1	0.0%	0.0%	3
2005	PT	CONCOURS COMMUN MINES-PONTS	MINES Nancy										100	2	0.0%	50.0%	3
2005	PT	CONCOURS COMMUN MINES-PONTS	MINES St Etienne										113	3	0.0%	0.0%	3
