year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rg_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2016	pt	CENTRALE-SUPELEC	CENTRALE CASABLANCA										465	0	0.0	0.0	2
2016	pt	CENTRALE-SUPELEC	CENTRALE PARIS										29	10	10.0	0.0	10
2016	pt	CENTRALE-SUPELEC	SUPELEC										93	20	10.0	10.0	24
2016	pt	CENTRALE-SUPELEC	CENTRALE LYON										98	24	12.5	12.5	24
2016	pt	CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)										411	8	0.0	0.0	5
2016	pt	CENTRALE-SUPELEC	CENTRALE LILLE										150	12	0.0	0.0	12
2016	pt	CENTRALE-SUPELEC	CENTRALE NANTES										125	10	30.0	0.0	20
2016	pt	CENTRALE-SUPELEC	CENTRALE MARSEILLE										183	2	50.0	0.0	10
2016	pt	CENTRALE-SUPELEC	¥Concours Centrale-Supélec	1473	13.8	20.4	492	11.2	12.6	483	11.4	12.6		86			107
2016	pt	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										19	4	25.0	0.0	5
2016	pt	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										115	5	20.0	20.0	4
2016	pt	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										126	2	0.0	0.0	2
2016	pt	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										31	2	50.0	0.0	2
2016	pt	CONCOURS COMMUN MINES-PONTS	ISAE-SUPAERO Toulouse										44	6	0.0	0.0	6
2016	pt	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										54	8	25.0	12.5	8
2016	pt	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										58	1	0.0	0.0	2
2016	pt	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										60	1	0.0	0.0	1
