year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rg_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2016	bcpst	A BIO	AgroParisTech Grignon										779	253	66.8	13.4	253
2016	bcpst	A BIO	Montpellier Sup Agro (cursus agronome)										1041	97	72.2	27.8	97
2016	bcpst	A BIO	Montpellier Sup Agro (cursus SAADS)										826	6	66.7	33.3	6
2016	bcpst	A BIO	Agrocampus Ouest (cursus ingénieur agronome)										1211	104	69.2	45.2	104
2016	bcpst	A BIO	ENSAT Toulouse										1296	88	69.3	43.2	91
2016	bcpst	A BIO	ENSAIA Nancy										1590	90	77.8	32.2	93
2016	bcpst	A BIO	Agrocampus Ouest (cursus ingénieur en horticulture et en paysage)										2037	30	66.7	30.0	39
2016	bcpst	A BIO	Agrosup Dijon (Cursus Agroalimentaire)										2049	35	71.4	20.0	40
2016	bcpst	A BIO	Bordeaux Sciences Agro										1602	86	66.3	38.4	85
2016	bcpst	A BIO	VetAgro Sup Clermont-Ferrand										2051	54	77.8	27.8	57
2016	bcpst	A BIO	ONIRIS Nantes Atlantique (cursus agroalimentaire)										2011	54	70.4	35.2	53
2016	bcpst	A BIO	Agrosup Dijon (Cursus Agronome) civil										1974	45	73.3	28.9	54
2016	bcpst	A BIO	Agrosup Dijon (Cursus agronome) fonctionnaire										2041	34	73.5	47.1	38
2016	bcpst	A BIO	¥Concours commun A BIO	3065	69.8	21.8	2201	70.1	26.3	2052	70.4	27.1		976			1010
2016	bcpst	A ENV	ENV Alfort										503	109	80.7	35.8	109
2016	bcpst	A ENV	VetAgro Sup Lyon										456	109	75.2	45.9	109
2016	bcpst	A ENV	ONIRIS Nantes Atlantique (cursus vétérinaire)										504	109	79.8	46.8	109
2016	bcpst	A ENV	ENV Toulouse										545	109	68.8	42.2	109
2016	bcpst	A ENV	¥Concours commun A ENV	2137	72.7	27.0	891	73.0	37.3	570	72.9	38.4		436			436
2016	bcpst	PC BIO	Bordeaux INP-ENSCBP Biologie-Alimentation										581	5	100.0	0.0	14
2016	bcpst	PC BIO	Chimie ParisTech										277	3	33.3	0.0	3
2016	bcpst	PC BIO	ENSC Lille										572	2	50.0	100.0	4
2016	bcpst	PC BIO	ENSC Montpellier										302	2	100.0	0.0	2
2016	bcpst	PC BIO	ENSIC Nancy										572	3	66.7	66.7	7
2016	bcpst	PC BIO	ESPCI ParisTech										12	2	0.0	0.0	2
2016	bcpst	PC BIO	¥Concours commun A PC BIO	1267	69.5	27.0	702	69.9	34.0	593	70.5	35.6		17			32
2016	bcpst	ENS	ENS Ulm	750	59.6	19.9	78	50.0	5.1	34	55.9	2.9	25	21	52.4	4.8	21
2016	bcpst	ENS	ENS de Lyon	743	60.2	20.3	170	57.6	12.4	95	53.7	7.4	86	35	51.4	11.4	35
2016	bcpst	ENS	ENS Cachan	730	59.5	20.5	172	57.0	13.4	82	53.7	9.8	80	15	53.3	13.3	15
