year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	appeles	integres_nb	integres_filles	integres_cinq_demi	places
2002	MP	CONCOURS ECOLE POLYTECHNIQUE	Ecole Polytechnique Info. français	700	12 %	29 %	187	6 %	36 %	150	7 %	33 %	136	100	8	36	100
2002	MP	CONCOURS ECOLE POLYTECHNIQUE	Ecole Polytechnique S.I. français	800	20 %	35 %	132	14 %	43 %	100	17 %	41 %	89	80	20	40	80
2002	MP	CONCOURS ECOLE POLYTECHNIQUE	Ecole Polytechnique Info. etranger	65	6 %	52 %	16	0 %	56 %	10	0 %	60 %	10	9	0	67	10
2002	MP	CONCOURS ECOLE POLYTECHNIQUE	Ecole Polytechnique S.I. etranger	224	18 %	38 %	40	18 %	52 %	24	21 %	54 %	24	24	21	54	24
2002	MP	BANQUE ENS	ENS (Paris) MPI	996	21%		126			61	10 %	36 %	61	34	3	35	40
2002	MP	BANQUE ENS	ENS (Paris) INFO				21			9	0 %	33 %	9	7	0	43	7
2002	MP	BANQUE ENS	ENS Cachan										158	23	13	57	23
2002	MP	BANQUE ENS	ENS Cachan - Ker Lan										197	14	0	43	14
2002	MP	BANQUE ENS	Concours ENS Cachan	1117	21%		258			210	11 %	40 %					
2002	MP	BANQUE ENS	ENS Cachan etranger	89			3			3	0 %	100 %	210	0	0	0	3
2002	MP	BANQUE ENS	ENS Lyon Maths.	954	23 %	37 %	176	13 %	41 %	127	16 %	31 %	107	26	27	31	26
2002	MP	BANQUE ENS	ENS Lyon Info.	161	3 %	35 %	66	0 %	44 %	54	0 %	41 %	46	19	0	21	19
2002	MP	BANQUE ENS	ENS Lyon etranger	81			2			2	0 %	100 %	0	0	0	0	0
2002	MP	CONC. COMM. MINES-PONTS	Ponts et Chaussees										496	46	17	33	47
2002	MP	CONC. COMM. MINES-PONTS	SUPAERO Toulouse										528	50	14	36	50
2002	MP	CONC. COMM. MINES-PONTS	Techniques Avancees										759	38	21	32	41
2002	MP	CONC. COMM. MINES-PONTS	ENST cursus Paris										645	51	16	35	53
2002	MP	CONC. COMM. MINES-PONTS	ENST Sophia Antipolis										790	15	20	7	16
2002	MP	CONC. COMM. MINES-PONTS	MINES Paris										210	43	26	16	46
2002	MP	CONC. COMM. MINES-PONTS	MINES Saint-Etienne										1389	40	15	30	48
2002	MP	CONC. COMM. MINES-PONTS	MINES Nancy										1230	61	18	49	68
2002	MP	CONC. COMM. MINES-PONTS	Telecom Bretagne										1532	70	10	27	74
2002	MP	CONC. COMM. MINES-PONTS	Commun Mines Ponts MP	4380	22 %	29 %	1588	16 %	34 %	1532	16 %	35 %					443
2002	MP	BANQUE CENTRALE-SUPELEC	CENTRALE Paris	2926	21 %	32 %	730	16 %	34 %	501	18 %	35 %	399	163	25	33	160
2002	MP	BANQUE CENTRALE-SUPELEC	Supelec campus Gif										524	84	18	46	84
2002	MP	BANQUE CENTRALE-SUPELEC	Supelec campus Metz										649	22	9	50	22
2002	MP	BANQUE CENTRALE-SUPELEC	Supelec campus Rennes										598	21	14	57	22
2002	MP	BANQUE CENTRALE-SUPELEC	Supélec MP	2286	19 %	35 %	997	15 %	38 %	860	16 %	39 %					128
