ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Albi,Louis Rascol (0810004P),28,2,28,2,28,2,15,1
Alès,Jean-Baptiste Dumas (0300002P),18,0,14,0,13,0,8,0
Amiens,Edouard Branly (0801327H),13,0,7,0,6,0,4,0
Brive-La-Gaillarde,Georges Cabanis (0190010H),35,3,28,3,24,1,17,1
Cachan,Gustave Eiffel (0940111K),24,0,19,0,15,0,7,0
Chambery,Lycées Monge (0730016W),31,1,27,1,23,1,13,1
Clermont-Ferrand,La Fayette (0630021F),25,2,17,2,14,1,8,0
Colmar,Blaise Pascal (0680010S),15,1,12,1,10,0,3,0
Dijon,Gustave Eiffel (0211033J),27,2,26,2,21,2,14,0
Fort-De-France,Pointe Des Negres (9720004X),5,0,0,0,0,0,0,0
La Rochelle,Leonce Vieljeux (0170029P),33,3,30,2,28,2,15,1
Lorient,St Joseph LORIENT (0560181T),19,0,14,0,10,0,2,0
Lyon,Edouard Branly (0690128P),20,0,18,0,16,0,9,0
Marseille,Lycée Antonin Artaud (0132733A),24,0,21,0,20,0,10,0
Metz,Louis Vincent (0570058D),22,3,21,3,15,2,10,1
MOHAMMEDIA,CPGE LNTA (99927711),6,0,5,0,3,0,2,0
Montbéliard,Viette (0250032Z),23,1,19,1,11,0,4,0
NABEUL,IPEIN (99950811),1,1,0,0,0,0,0,0
Paris 14e,Raspail (0750691U),37,5,32,5,27,4,8,0
Pau,Lycée Saint-Cricq (0640057P),15,1,14,1,13,0,10,0
RABAT,ENSET de RABAT (99947611),9,2,2,0,0,0,0,0
Rueil-Malmaison,Lycée RICHELIEU (0920799U),22,2,20,1,19,1,5,0
SAFI,AL KHAWARIZMI TECHNIQUE (99929411),2,0,0,0,0,0,0,0
Saint-Brieuc,Chaptal (0220058U),13,2,9,0,8,0,6,0
Saint-Nazaire,Aristide Briand (0440069L),27,0,27,0,22,0,11,0
Saint-Ouen-L'Aumone,Lycée Jean Perrin (0951104J),39,2,33,2,27,2,15,1
Sotteville-Lès-Rouen,Marcel Sembat (0760110G),20,2,17,2,12,2,7,1
Toulon,Lycée Rouvière (0830056K),23,0,20,0,18,0,9,0
Tourcoing,Colbert (0590214M),12,1,12,1,10,1,7,1
Troyes,Les Lombards (0100025Y),19,2,11,1,9,1,5,1
Valenciennes,Du Hainaut (0590223X),23,3,11,0,7,0,2,0
