ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,PAUL CEZANNE,18,5,4,1,3,1,2,1
BLOIS,F. PH. DESSAIGNES,7,0,1,0,1,0,0,0
MARSEILLE,THIERS,92,30,57,21,55,20,18,7
AMIENS,THUILLIER,26,9,10,4,8,3,3,0
COMPIEGNE,PIERRE D'AILLY,5,1,0,0,0,0,0,0
BESANCON,VICTOR HUGO,49,13,33,8,28,8,9,6
BORDEAUX,CAMILLE JULLIAN,25,9,7,1,7,1,3,0
BORDEAUX,MICHEL MONTAIGNE,90,18,42,6,37,5,16,1
PAU,LOUIS BARTHOU,18,6,10,3,5,2,2,2
CAEN,MALHERBE,81,19,28,6,23,2,18,2
CHERBOURG,VICTOR GRIGNARD,10,2,4,1,3,1,0,0
CLERMONT-FERRAND,BLAISE PASCAL,51,11,35,5,27,3,9,2
CLERMONT-FERRAND,LA FAYETTE,9,0,1,0,1,0,0,0
DIJON,CARNOT,90,19,49,10,45,10,13,4
ANNECY,BERTHOLLET,35,8,16,2,14,1,8,0
GRENOBLE,CHAMPOLLION,60,12,45,9,38,9,14,6
LA TRONCHE,ITEC- BOISFLEURY,4,0,1,0,0,0,0,0
VALENCE,CAMILLE VERNET,5,0,3,0,1,0,1,0
ARRAS,ROBESPIERRE,3,1,1,0,1,0,1,0
BOULOGNE SUR MER,MARIETTE,3,1,0,0,0,0,0,0
DOUAI,A. CHATELET,4,1,1,0,0,0,0,0
DUNKERQUE,JEAN BART,8,4,4,3,3,2,0,0
LENS,CONDORCET,1,0,0,0,0,0,0,0
LILLE,FAIDHERBE,82,23,44,12,35,9,14,3
MAUBEUGE,NOTRE DAME DE GRACE,1,0,0,0,0,0,0,0
VALENCIENNES,HENRI WALLON,66,9,40,5,32,3,15,1
LIMOGES,GAY LUSSAC,18,4,7,2,7,2,3,1
BOURG EN BRESSE,LALANDE,6,0,1,0,0,0,0,0
LYON,AUX LAZARISTES,38,8,18,3,16,3,5,0
LYON,LE PARC,144,32,112,18,101,17,29,9
LYON,INSTITUT DES CHARTRX,13,2,4,0,4,0,2,0
LYON,LA MARTINIERE,53,13,26,5,21,3,7,2
SAINT-ETIENNE,FAURIEL,47,12,24,4,17,2,4,0
MONTPELLIER,JOFFRE,60,11,28,5,23,3,8,3
NIMES,ALPHONSE DAUDET,14,2,5,2,5,2,1,1
PERPIGNAN,F. ARAGO,10,2,2,0,1,0,0,0
EPINAL,C. GELLEE,9,1,4,0,4,0,0,0
FORBACH,JEAN MOULIN,9,2,2,0,2,0,2,0
METZ,FABERT,60,10,38,4,29,4,10,2
NANCY,HENRI POINCARE,69,13,45,1,37,0,12,0
ANGERS,HENRI BERGSON,14,3,5,0,3,0,1,0
LA FLECHE,PRYTANEE MILITAIRE,16,2,10,2,10,2,1,0
LA ROCHE SUR YON,SAINT JOSEPH,2,0,1,0,1,0,1,0
LE MANS,MONTESQUIEU,6,1,4,1,3,1,1,0
NANTES,GEORGES CLEMENCEAU,70,12,52,8,44,4,12,2
NANTES,SAINT STANISLAS,14,3,6,0,2,0,0,0
NICE,MASSENA,72,12,43,5,37,4,7,0
TOULON,DUMONT D'URVILLE,13,2,6,1,5,1,1,0
VALBONNE,CENTRE INTERNATIONAL,20,2,14,1,12,1,6,0
BOURGES,ALAIN FOURNIER,3,0,1,0,0,0,0,0
CHARTRES,MARCEAU,8,3,3,1,3,1,1,0
ORLEANS,POTHIER,63,18,27,5,21,4,7,2
TOURS,DESCARTES,51,6,21,3,19,3,6,0
ANTONY,SAINTE MARIE,23,5,11,1,10,1,2,0
ENGHIEN LES BAINS,GUSTAVE MONOD,4,1,1,0,1,0,0,0
FONTAINEBLEAU,FRANCOIS 1ER,10,0,7,0,6,0,4,0
LE RAINCY,ALBERT SCHWEITZER,16,2,7,0,6,0,2,0
MELUN,JACQUES AMYOT,10,1,1,0,1,0,0,0
NEUILLY SUR SEINE,PASTEUR,66,10,56,8,50,8,25,2
ORSAY,BLAISE PASCAL,34,9,24,3,22,3,11,3
PARIS 04,CHARLEMAGNE,91,20,65,15,53,14,21,7
PARIS 05,HENRI IV,81,16,71,14,69,14,17,5
PARIS 05,LOUIS LE GRAND,186,45,148,36,139,35,50,16
PARIS 06,STANISLAS,89,6,63,1,57,1,20,1
PARIS 06,FENELON,57,12,22,3,18,3,8,1
PARIS 06,SAINT LOUIS,223,69,142,42,114,33,46,12
PARIS 08,CHAPTAL,71,10,47,5,38,5,14,2
PARIS 08,SAINTE MARIE FENELON,50,8,20,2,18,2,6,2
PARIS 09,CONDORCET,65,19,44,13,39,12,17,7
PARIS 09,JACQUES DECOUR,23,5,4,0,4,0,2,0
PARIS 12,PAUL VALERY,18,2,4,1,2,0,1,0
PARIS 13,ENCPB,27,7,8,2,6,1,3,1
PARIS 15,BUFFON,32,8,9,0,5,0,2,0
PARIS 16,CLAUDE BERNARD,14,1,2,0,1,0,0,0
PARIS 16,JANSON DE SAILLY,148,33,90,14,73,9,31,5
PONTOISE,PISSARO,10,2,2,0,1,0,1,0
SAINT-DENIS,PAUL ELUARD,15,3,3,1,2,0,0,0
SAVIGNY SUR ORGE,J. B. COROT,26,8,20,6,16,3,8,3
SCEAUX,LAKANAL,25,5,19,4,17,2,4,0
ST GERMAIN EN LAYE,JEANNE D'ALBRET,9,1,4,0,3,0,1,0
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,77,19,49,9,42,7,9,2
VANVES,MICHELET,25,3,6,0,4,0,3,0
VERSAILLES,SAINTE GENEVIEVE,125,25,117,22,110,21,38,6
VERSAILLES,HOCHE,80,16,70,10,65,9,26,4
LA ROCHELLE,J. DAUTET,7,0,3,0,3,0,1,0
POITIERS,CAMILLE GUERIN,49,12,16,4,11,2,4,2
REIMS,FRANKLIN ROOSEVELT,1,0,0,0,0,0,0,0
REIMS,G. CLEMENCEAU,54,9,17,1,15,1,7,0
TROYES,CHRESTIEN DE TROYES,17,4,6,2,4,1,1,0
BREST,KERICHEN,31,8,12,4,8,3,2,0
BREST,NAVAL,2,1,0,0,0,0,0,0
BREST,SAINTE ANNE,4,0,0,0,0,0,0,0
LORIENT,DUPUY DE LOME,2,0,1,0,1,0,0,0
RENNES,CHATEAUBRIAND,79,18,44,7,41,7,15,2
SAINT-BRIEUC,RABELAIS,3,1,1,1,1,1,1,1
VANNES,LESAGE,10,4,4,1,2,1,0,0
LE HAVRE,FRANCOIS 1ER,19,5,3,1,2,1,2,1
ROUEN,CORNEILLE,68,16,45,12,35,11,11,4
MULHOUSE,A. SCHWEITZER,26,4,11,2,11,2,4,1
STRASBOURG,KLEBER,110,23,74,15,65,13,31,6
TOULOUSE,BELLEVUE,15,0,12,0,10,0,4,0
TOULOUSE,PIERRE DE FERMAT,104,26,66,13,58,11,19,4
CLERMONT-FERRAND,GODEFROY DE BOUILLON,9,1,2,0,1,0,0,0
MONTPELLIER,LA MERCI,6,0,0,0,0,0,0,0
TUNIS,I.P.E.I.T,1,0,0,0,0,0,0,0
STRASBOURG,ORT FRANCE,2,0,0,0,0,0,0,0
MARSEILLE,NOTRE DAME DE SION,6,3,1,0,1,0,0,0
ROUBAIX,SAINT REMI,5,0,0,0,0,0,0,0
PARIS 04,IPESUP,2,0,2,0,2,0,2,0
LYON,JEAN PERRIN,11,5,5,3,3,2,1,0
CHAMBERY,VAUGELAS,9,3,5,1,5,1,1,0
ANGOULEME,GUEZ DE BALZAC,14,1,0,0,0,0,0,0
EVRY,DU PARC DES LOGES,16,3,5,1,5,1,3,0
JARVILLE,LA MALGRANGE,6,1,1,0,1,0,1,0
AIX-EN-PROVENCE,LYCEE MILITAIRE,1,1,0,0,0,0,0,0
MANTES-LA-JOLIE,SAINT-EXUPERY,14,4,1,0,1,0,1,0
ORLEANS,SAINT CHARLES,5,1,0,0,0,0,0,0
NIMES,E. D'ALZON,9,3,1,0,1,0,0,0
SAINT-BRIEUC,SAINT-CHARLES,3,1,0,0,0,0,0,0
TUNIS,IPEST,1,1,0,0,0,0,0,0
BEYROUTH,ECOLE SUP. D'INGENIEURS,4,1,1,0,1,0,1,0
CASABLANCA,MOHAMED V,3,0,0,0,0,0,0,0
MARRAKECH,IBNOU TAIMIYA,1,0,0,0,0,0,0,0
RABAT,MOULAY YOUSSEF,8,4,0,0,0,0,0,0
FES,MOULAY IDRISS,3,2,0,0,0,0,0,0
BRESSUIRE,SAINT JOSEPH,5,0,0,0,0,0,0,0
SAINTE CLOTILDE,LECONTE DE LISLE,6,0,4,0,4,0,4,0
FORT DE FRANCE,DE BELLEVUE,5,0,1,0,1,0,1,0
POINTE A PITRE,BAIMBRIDGE,16,1,3,0,2,0,0,0
RABAT,AL KHAWARIZMI,1,0,0,0,0,0,0,0
CASABLANCA,AL MIZA,1,0,0,0,0,0,0,0
CASABLANCA,LYCEE LA RESIDENCE,5,0,0,0,0,0,0,0
RABAT,AL HASSANIA,1,0,1,0,1,0,0,0
MONASTIR,I.P.E.I,1,0,0,0,0,0,0,0
