ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),94,56,46,29,41,27,21,14
AMILLY,Lycée Le Chesnoy - Les Barres (0450094H),31,20,17,12,17,12,13,9
Angers,Lycée Angers le Fresne (0490946M),33,19,32,19,32,19,21,15
Arras,Lycée Robespierre (0620006V),36,20,14,8,13,7,8,5
Auzeville Tolosane,Lycée Toulouse Auzeville (0311262D),35,29,32,26,31,26,24,21
Besançon,Lycée Victor Hugo (0250007X),42,34,33,27,32,26,18,13
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),94,66,69,48,68,47,40,30
BOULOGNE-BILLANCOURT,Lycée Jacques Prévert (0920134W),34,27,29,22,26,21,19,16
Caen Cedex 4,Lycée Malherbe (0140013N),81,50,63,37,61,35,31,17
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),43,24,26,13,23,12,16,7
Dijon,Lycée Carnot (0210015C),40,27,35,23,33,22,22,14
Douai,Lycée Albert Chatelet (0590063Y),40,25,18,11,18,11,11,6
DUCOS,Lycée Polyvalent Centre Sud (9720825P),15,10,2,1,2,1,1,0
Fontainebleau,Lycée François 1er (0770927P),39,32,33,27,32,26,18,15
Grenoble Cedex 1,Lycée Champollion (0380027Y),87,69,81,64,78,61,59,44
La Mulatière,Lycée Assomption Bellevue (0690539L),32,22,28,18,26,17,19,13
Le Raincy,Lycée Albert Schweitzer (0930830X),21,17,2,2,1,1,1,1
Le Tampon,Lycée Roland Garros (9740002J),34,24,18,12,18,12,11,6
Lempdes,Legta Louis Pasteur - Lempdes (0630984C),29,18,28,17,28,17,16,8
Lille Cedex,Lycée Faidherbe (0590119J),86,57,64,42,55,38,38,26
Limoges,Lycée Léonard Limosin (0870016V),36,25,19,13,19,13,14,9
Lyon,Lycée La Martinière Monplaisir (0692866R),46,24,37,20,34,18,22,11
Lyon Cedex 06,Lycée du Parc (0690026D),124,94,115,87,111,85,78,61
Marseille Cedex 1,Lycée Thiers (0130040Y),115,91,80,62,77,60,48,35
Metz Cedex 1,Lycée Georges de La Tour (0572757M),32,23,20,12,20,12,7,4
Montpellier Cedex 2,Lycée Joffre (0340038G),40,28,38,26,36,24,33,22
Nancy Cedex,Lycée Henri Poincaré (0540038Y),70,50,66,46,66,46,43,28
Nantes,Externat-Chavagnes (0440160K),27,20,11,8,7,5,4,4
Nantes Cedex 1,Lycée Clémenceau (0440021J),94,69,86,65,81,61,57,46
Nice Cedex 1,Lycée Massena (0060030A),45,37,34,29,31,27,20,17
Nîmes Cedex,Lycée Emmanuel d'Alzon (0300080Z),35,17,25,12,24,12,19,10
Orléans Cedex 1,Lycée Pothier (0450049J),39,29,27,20,26,19,15,11
Paris,Lycée Saint-Louis (0750658H),135,100,131,97,129,96,103,83
Paris,Lycée Janson de Sailly (0750699C),72,55,71,54,69,53,53,42
Paris Cedex 05,Lycée Henri IV (0750654D),46,34,45,33,43,31,19,15
Paris 13e,Lycée Geoffroy Saint-Hilaire (0752456M),12,6,5,4,5,4,1,1
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),26,21,14,14,13,13,9,9
Paris 16e,Lycée Jean-Baptiste Say (0750700D),35,24,33,23,32,23,20,15
Paris 6e,Lycée Fénelon (0750660K),47,39,40,34,36,31,29,27
Paris 8e,Lycée Chaptal (0750663N),79,53,72,48,68,44,47,29
Pau Cedex,Lycée Louis Barthou (0640055M),37,26,27,20,21,16,13,10
Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),25,18,3,3,3,3,1,1
Poitiers Cedex,Lycée Camille Guérin (0860035W),82,52,47,29,43,26,26,15
Reims Cedex 2,Lycée Clémenceau (0510031G),40,29,30,22,29,21,22,16
Rennes Cedex 7,Lycée Chateaubriand (0350710G),124,80,106,67,105,67,65,44
Rouen Cedex,Lycée Pierre Corneille (0760090K),45,32,33,25,32,24,23,17
Saint-Amand-Les-Eaux,Institution Notre Dame des Anges (0592913W),21,16,5,3,4,3,2,1
Saint-Etienne Cedex 1,Lycée Claude Fauriel (0420041S),40,28,28,21,26,19,19,16
Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),113,86,89,67,85,64,60,44
Sceaux Cedex,Lycée Lakanal (0920145H),80,53,64,42,61,40,47,32
Strasbourg,Lycée Jean Rostand (0670084C),42,27,40,26,40,26,36,25
Toulouse Cedex,Lycée Ozenne (0310047H),45,34,33,26,31,25,24,20
Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),91,65,86,60,82,56,52,37
Tours Cedex 1,Lycée Descartes (0370035M),48,37,47,36,47,36,25,20
Versailles Cedex,Lycée Hoche (0782562L),93,63,87,59,85,57,65,47
Versailles Cedex,Lycée privé Sainte Geneviève (0783053V),38,24,38,24,38,24,27,17
