ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),2,1,0,0,0,0,0,0
Agadir,Lycée Reda Slaoui (99926811),39,10,3,1,3,1,0,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),23,7,18,5,14,5,5,2
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),10,5,7,3,6,3,1,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),27,4,10,2,6,2,4,2
Angers Cedex 01,Lycée Henri Bergson (0491966W),14,1,8,0,3,0,2,0
Annecy Cedex,Lycée Berthollet (0740003B),25,5,13,4,11,4,5,3
Antony,Lycée Sainte Marie (0920904H),34,5,25,3,17,1,3,1
Arras,Lycée Robespierre (0620006V),5,2,1,1,0,0,0,0
Autun Cedex,Lycée Militaire National (0711064W),8,1,4,0,3,0,0,0
Benguérir,LYDEX (L0081),78,28,53,15,52,15,2,2
Beni-Mellal,Lycée Technique Mohamed V (99929811),5,2,2,0,2,0,0,0
Besançon,Lycée Victor Hugo (0250007X),20,2,18,2,16,2,12,1
Beyrouth,Ecole Supérieure d'ingénieurs (99926311),14,1,0,0,0,0,0,0
Blois Cedex,Lycée Dessaignes (0410002E),7,0,2,0,2,0,1,0
Bordeaux Cedex,Institution Sainte Marie Grand Lebrun (0331503E),28,5,21,4,12,1,2,0
Bordeaux Cedex,Lycée Camille Jullian (0330023W),23,7,15,6,8,3,5,1
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),102,25,78,17,53,12,16,2
Boulogne-Sur-Mer Cedex,Lycée Mariette (0622949U),6,2,2,0,2,0,1,0
Bourg-En-Bresse,Lycée Lalande (0010013J),9,1,4,0,3,0,1,0
Bourges,Lycée Alain-Fournier (0180005H),16,6,0,0,0,0,0,0
Brest,Lycée Naval (0290063L),31,11,26,10,17,9,9,4
Brest,Lycée Sainte Anne (0290338K),7,1,2,0,1,0,0,0
Brest Cedex 2,Lycée de Kerichen (0290007A),46,11,21,4,17,4,6,3
Caen Cedex 4,Lycée Malherbe (0140013N),47,11,23,6,12,2,7,1
Cannes Cedex,Lycée Stanislas (0060673Z),19,2,14,2,10,2,3,1
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),14,3,1,0,1,0,1,0
Casablanca,ELBILIA SUP (99696011),6,0,0,0,0,0,0,0
Casablanca,ESTEM (E0004),10,1,1,0,1,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),22,7,1,1,1,1,0,0
Casablanca,Lycée Al Khansaa (3500050C),35,9,4,0,3,0,2,0
Casablanca,Lycée Mohamed V (99926411),89,29,24,6,22,5,1,1
Castres,Lycée Borde Basse (0810959C),17,3,9,2,7,2,2,0
Chambéry,Lycée Vaugelas (0730013T),13,3,5,1,4,1,0,0
Chartres,Lycée Marceau (0280007F),14,5,6,3,5,3,1,1
Cherbourg-Octeville,Lycée Victor Grignard (0501828R),36,7,24,5,18,5,4,0
Clermont-Ferrand,Lycée Godefroy De Bouillon (0631068U),10,2,4,0,3,0,1,0
Clermont-Ferrand,Lycée La Fayette (0630021F),15,1,10,1,5,0,2,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),58,15,33,6,21,5,9,1
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),14,5,10,4,3,2,1,1
Dijon,Lycée Carnot (0210015C),63,13,38,4,22,2,7,0
Douai,Lycée Albert Chatelet (0590063Y),10,3,3,1,1,0,0,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),6,0,2,0,1,0,1,0
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),17,3,11,2,8,2,2,0
Epinal,Lycée Claude Gellee (0880020U),11,0,5,0,2,0,0,0
Errachidia,Lycée Ibn Tahir (99929511),7,1,0,0,0,0,0,0
Evry,Lycée Parc des Loges (0911251R),11,3,5,2,4,2,2,1
Fès,Centre des classes préparatoires Moulay Dris (99926711),74,22,21,2,17,1,0,0
Fès,Etablissement Al Cachy (99695011),11,1,1,0,1,0,0,0
Fontainebleau,Lycée François 1er (0770927P),23,3,11,2,7,2,2,0
Forbach,Lycée Jean Moulin (0570029X),6,2,2,1,1,1,1,1
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),5,1,2,1,2,1,2,1
Grenoble Cedex 1,Lycée Champollion (0380027Y),64,16,40,11,31,7,11,2
Kenitra,Lycée Mohamed VI (99948211),31,10,4,0,4,0,0,0
Khouribga,Centre des classes péparatoires Ibn Abdoun (99699011),12,3,3,1,3,1,0,0
La Flèche Cedex,Prytanée National Militaire (0720896H),36,6,25,2,18,2,5,0
La Rochelle,Lycée Jean Dautet (0170028N),11,1,5,0,2,0,1,0
La Roche-Sur-Yon,Lycée Saint François d'Assise (0851642Y),6,1,1,0,0,0,0,0
Laayoune,Lycée Lyssane Eddine Ibn Al-Khattib (99936811),15,3,0,0,0,0,0,0
Le Havre,Lycée François 1er (0760052U),13,2,5,1,1,1,0,0
Le Mans Cedex 01,Lycée Montesquieu (0720029R),19,6,6,1,4,1,1,1
Le Raincy,Lycée Albert Schweitzer (0930830X),23,2,14,1,9,1,3,0
Libreville,Ecole Supérieure de Management de Commerce et d'Informatique SupManagement (E0023),1,0,0,0,0,0,0,0
Libreville,Lycée LEON MBA (99928511),16,1,1,0,0,0,0,0
Lille,Lycée Catholique Saint Pierre (0593117T),2,0,0,0,0,0,0,0
Lille Cedex,Lycée Faidherbe (0590119J),123,30,86,19,58,13,21,5
Limoges Cedex,Lycée Gay-Lussac (0870015U),20,3,12,1,7,0,3,0
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),11,3,5,0,2,0,1,0
Lyon,Lycée aux Lazaristes (0690522T),35,9,33,9,29,7,12,3
Lyon,Lycée Jean Perrin (0690082P),10,3,5,2,3,1,0,0
Lyon,Lycée La Martinière Monplaisir (0692866R),48,13,27,6,17,4,9,3
Lyon Cedex 06,Lycée du Parc (0690026D),100,28,84,22,73,21,20,5
Mantes-La-Jolie Cedex,Lycée Saint Exupéry (0782539L),12,5,2,2,1,1,1,1
Marrakech,CPGE privée Koutoubia-Prépas (99697011),2,1,0,0,0,0,0,0
Marrakech,Ibn Ghazi (L0057),6,2,0,0,0,0,0,0
Marrakech,Marrakech Prépas (99926814),3,1,0,0,0,0,0,0
Marrakech,Lycée Ibn Timiya (99926511),59,23,12,4,12,4,0,0
Marseille,Lycée Notre Dame de Sion (0131341M),20,4,9,2,5,2,0,0
Marseille Cedex 1,Lycée Thiers (0130040Y),99,25,74,20,57,14,20,8
Maubeuge,Lycée Notre-Dame De Grâce (0592916Z),6,1,1,0,1,0,0,0
Meknès,CARNOT PREPAS (L0006),5,2,0,0,0,0,0,0
Meknès,First Preparatory Classes of High Schools Private (L0099),8,1,1,0,1,0,0,0
Meknès,Lycée Omar Ibn Al Khattab (99928611),50,17,21,5,18,5,1,1
Melun Cedex,Lycée Jacques Amyot (0770933W),18,3,11,1,9,1,4,0
Metz Cedex 1,Lycée Fabert (0570054Z),52,11,24,2,13,0,7,0
