ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),10,2,3,1,0,0,0,0
Agadir,Lycée Reda Slaoui (99926811),7,0,4,0,1,0,1,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),16,1,10,0,9,0,1,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),41,12,38,11,35,11,10,3
Ajaccio,Lycée Laetitia Bonaparte (6200002H),13,1,12,0,7,0,2,0
Albi,Lycée Laperouse (0810006S),22,5,19,4,14,3,6,1
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),24,6,19,5,9,3,2,2
Angers,Lycée Saint-Martin (0490824E),28,8,26,8,24,7,16,6
Angers Cedex 01,Lycée Henri Bergson (0491966W),31,4,30,4,29,4,13,1
Annecy Cedex,Lycée Berthollet (0740003B),21,4,13,3,10,2,2,0
Annonay,Lycée Saint Denis (0071126L),11,2,10,2,8,2,7,1
Antony,Lycée Sainte Marie (0920904H),47,6,44,6,43,6,25,3
Argenteuil,Lycée Jean Jaurès (0950641F),23,4,16,4,12,2,8,2
Arras,Lycée Robespierre (0620006V),38,5,30,4,22,2,6,1
Auxerre,Lycée Jacques Amyot (0890003V),16,5,12,4,11,4,9,4
Avignon Cedex,Lycée Frédéric Mistral (0840003X),44,9,35,6,23,4,14,2
Balma,Lycée Saliège (0312408Z),33,5,26,2,25,2,6,0
Belfort,Lycée Raoul Follereau (0900004R),15,3,14,3,7,1,3,0
Benguérir,LYDEX (L0081),15,9,5,3,3,3,0,0
Besançon,Lycée Victor Hugo (0250007X),39,8,32,7,29,7,11,3
Bordeaux,Lycée Gustave Eiffel (0330028B),58,12,48,12,44,11,18,6
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),58,18,44,13,40,13,11,5
Brest,Lycée Naval (0290063L),10,3,5,1,4,1,3,0
Brest,Lycée Sainte Anne (0290338K),16,5,12,4,10,4,3,1
Brest Cedex 2,Lycée Vauban (0290012F),36,11,33,11,28,9,9,4
Caen,Lycée Victor Hugo (0142059M),40,10,35,10,27,10,10,4
Cannes Cedex,Lycée Stanislas (0060673Z),37,11,32,8,31,7,14,3
Casablanca,ELBILIA SUP (99696011),18,4,10,2,8,2,6,1
Casablanca,ESG Prépas (E0005),1,0,0,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),33,5,21,3,15,1,10,0
Casablanca,Lycée Mohamed V (99926411),20,9,7,3,4,3,4,3
Chambéry,Lycée Vaugelas (0730013T),27,6,23,6,21,4,9,2
Clermont-Ferrand,Lycée La Fayette (0630021F),38,9,33,9,30,7,14,4
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),40,5,35,5,35,5,16,3
Dijon,Lycée Carnot (0210015C),23,2,20,2,19,1,7,0
Dijon,Lycée Gustave Eiffel (0211033J),34,10,30,8,24,8,11,4
Douai,Lycée Albert Chatelet (0590063Y),47,7,43,7,39,6,6,1
Dunkerque Cedex,Lycée Jean Bart (0590071G),29,4,26,4,22,3,12,3
El Jadida,Lycée Errazi (99927011),1,0,1,0,1,0,0,0
Evreux,Lycée Aristide Briand (0270016W),24,4,22,4,17,2,8,1
Evry,Lycée Parc des Loges (0911251R),26,8,20,7,15,5,12,4
Fès,Centre des classes préparatoires Moulay Dris (99926711),8,3,1,0,0,0,0,0
