ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),37,17,18,10,5,3,3,2
AMILLY,Lycée Le Chesnoy - Les Barres (0450094H),22,11,14,5,10,4,2,2
Angers,Lycée Angers le Fresne (0490946M),6,2,6,2,4,0,3,0
Arras,Lycée Robespierre (0620006V),31,16,17,11,11,7,6,3
Auzeville Tolosane,Lycée Toulouse Auzeville (0311262D),3,2,3,2,3,2,1,1
Besançon,Lycée Victor Hugo (0250007X),25,18,20,14,12,8,6,2
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),43,32,32,22,21,14,4,2
BOULOGNE-BILLANCOURT,Lycée Jacques Prévert (0920134W),36,23,29,17,23,15,6,4
Caen Cedex 4,Lycée Malherbe (0140013N),75,54,47,33,16,12,1,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),28,16,19,10,9,7,5,5
Dijon,Lycée Carnot (0210015C),12,7,10,6,5,5,2,2
Douai,Lycée Albert Chatelet (0590063Y),12,5,10,5,8,4,4,2
DUCOS,Lycée Polyvalent Centre Sud (9720825P),16,8,6,2,4,2,3,2
Fontainebleau,Lycée François 1er (0770927P),6,3,4,2,1,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),32,23,27,19,9,6,6,3
La Mulatière,Lycée Assomption Bellevue (0690539L),25,18,15,10,10,5,3,1
Le Raincy,Lycée Albert Schweitzer (0930830X),15,8,6,2,4,2,2,0
Le Tampon,Lycée Roland Garros (9740002J),21,17,14,11,6,4,4,2
Lempdes,Legta Louis Pasteur - Lempdes (0630984C),18,13,16,11,3,3,2,2
Lille Cedex,Lycée Faidherbe (0590119J),54,35,31,22,5,4,3,3
Limoges,Lycée Léonard Limosin (0870016V),26,15,17,9,13,7,8,5
Lyon,Lycée La Martinière Monplaisir (0692866R),15,7,12,5,8,1,5,1
Lyon Cedex 06,Lycée du Parc (0690026D),39,35,29,26,13,13,4,4
Marseille Cedex 1,Lycée Thiers (0130040Y),83,58,56,36,36,23,13,9
Metz Cedex 1,Lycée Georges de La Tour (0572757M),13,10,7,6,2,2,1,1
Montpellier Cedex 2,Lycée Joffre (0340038G),20,13,18,11,7,5,4,3
Nancy Cedex,Lycée Henri Poincaré (0540038Y),42,32,33,26,10,10,4,4
Nantes,Externat des Enfants Nantais (0440160K),29,18,16,10,8,5,2,1
Nantes Cedex 1,Lycée Clémenceau (0440021J),22,14,11,7,2,1,1,0
Nice Cedex 1,Lycée Massena (0060030A),18,15,13,10,7,5,1,1
Nîmes Cedex,Lycée Emmanuel d'Alzon (0300080Z),36,18,21,11,9,4,2,2
Orléans Cedex 1,Lycée Pothier (0450049J),23,14,21,12,14,9,5,5
Paris,Lycée Saint-Louis (0750658H),43,30,35,27,25,20,6,4
Paris,Lycée Janson de Sailly (0750699C),35,22,30,18,23,13,4,3
Paris Cedex 05,Lycée Henri IV (0750654D),22,19,21,18,10,9,3,2
Paris 13e,Lycée Geoffroy Saint-Hilaire (0752456M),17,12,1,1,0,0,0,0
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),27,19,10,9,8,7,1,1
Paris 16e,Lycée Jean-Baptiste Say (0750700D),35,25,25,19,17,13,2,1
Paris 6e,Lycée Fénelon (0750660K),43,31,27,18,11,7,4,2
Paris 8e,Lycée Chaptal (0750663N),51,34,36,21,19,10,4,1
Pau Cedex,Lycée Louis Barthou (0640055M),22,15,13,9,10,7,6,3
Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),23,14,7,6,7,6,5,4
Poitiers Cedex,Lycée Camille Guérin (0860035W),62,39,36,24,15,9,7,5
Reims Cedex 2,Lycée Clémenceau (0510031G),30,23,17,14,7,6,2,2
Rennes Cedex 7,Lycée Chateaubriand (0350710G),27,18,24,16,17,12,4,4
Rouen Cedex,Lycée Pierre Corneille (0760090K),40,27,36,23,3,3,3,3
Saint-Amand-Les-Eaux,Institution Notre Dame des Anges (0592913W),2,1,1,1,0,0,0,0
Saint-Etienne Cedex 1,Lycée Claude Fauriel (0420041S),36,25,27,19,14,8,5,1
Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),107,82,70,55,38,29,8,3
Sceaux Cedex,Lycée Lakanal (0920145H),64,42,51,35,28,17,4,2
Strasbourg,Lycée Jean Rostand (0670084C),8,6,8,6,3,2,1,1
Toulouse Cedex,Lycée Ozenne (0310047H),22,14,16,10,6,3,3,3
Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),11,9,11,9,7,5,2,1
Tours Cedex 1,Lycée Descartes (0370035M),5,4,4,3,0,0,0,0
Versailles Cedex,Lycée Hoche (0782562L),28,20,26,18,15,12,4,3
Versailles Cedex,Lycée privé Sainte Geneviève (0783053V),41,27,40,26,4,2,0,0
