ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),6,1,1,0,0,0,0,0
Agadir,Lycée Reda Slaoui (99926811),10,3,2,1,1,0,0,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),37,5,36,5,28,5,15,2
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),41,14,37,13,33,11,16,7
Ajaccio,Lycée Laetitia Bonaparte (6200002H),12,3,5,0,5,0,1,0
Albi,Lycée Laperouse (0810006S),21,8,16,7,15,7,4,3
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),26,5,17,3,9,2,4,1
Angers,Lycée Saint-Martin (0490824E),22,5,18,5,15,3,2,1
Angers Cedex 01,Lycée Henri Bergson (0491966W),31,8,28,8,25,8,13,4
Annecy Cedex,Lycée Berthollet (0740003B),29,8,26,7,23,6,7,1
Annonay,Lycée Saint Denis (0071126L),14,1,13,1,12,1,5,0
Antony,Lycée Sainte Marie (0920904H),34,2,23,1,19,1,3,0
Argenteuil,Lycée Jean Jaurès (0950641F),29,8,9,0,6,0,2,0
Arras,Lycée Robespierre (0620006V),44,8,27,3,15,1,8,1
Auxerre,Lycée Jacques Amyot (0890003V),17,4,7,1,7,1,4,1
Avignon Cedex,Lycée Frédéric Mistral (0840003X),41,3,12,2,10,2,4,2
Balma,Lycée Saliège (0312408Z),46,10,35,6,31,6,16,1
Belfort,Lycée Raoul Follereau (0900004R),22,5,19,5,15,4,7,1
Benguérir,LYDEX (L0081),13,8,5,3,5,3,3,2
Besançon,Lycée Victor Hugo (0250007X),43,11,39,10,34,8,12,2
Bordeaux,Lycée Gustave Eiffel (0330028B),74,19,55,11,48,11,15,2
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),74,21,71,20,60,15,10,1
Brest,Lycée Naval (0290063L),28,7,26,5,24,4,7,1
Brest,Lycée Sainte Anne (0290338K),31,8,18,6,14,5,8,2
Brest Cedex 2,Lycée Vauban (0290012F),46,10,42,9,38,7,18,4
Caen,Lycée Victor Hugo (0142059M),47,9,29,4,25,4,9,1
Cannes Cedex,Lycée Stanislas (0060673Z),30,11,23,8,18,6,7,3
Casablanca,ELBILIA SUP (99696011),12,0,2,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),44,10,7,3,4,2,1,0
Casablanca,Lycée Mohamed V (99926411),41,19,7,4,4,2,1,0
Chambéry,Lycée Vaugelas (0730013T),31,10,15,4,12,3,8,2
Clermont-Ferrand,Lycée La Fayette (0630021F),35,6,33,6,29,5,16,3
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),33,7,29,7,25,6,7,2
Dakhla,Lycée Okba Ibn Nafea (L0055),5,2,0,0,0,0,0,0
Dijon,Lycée Carnot (0210015C),39,11,36,9,34,9,15,5
Dijon,Lycée Gustave Eiffel (0211033J),39,5,29,3,24,2,9,0
Douai,Lycée Albert Chatelet (0590063Y),44,7,44,7,32,4,9,1
Dunkerque Cedex,Lycée Jean Bart (0590071G),31,5,17,2,12,0,4,0
El Jadida,Lycée Errazi (99927011),12,5,1,1,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),31,8,22,6,16,5,6,0
Evry,Lycée Parc des Loges (0911251R),22,3,8,1,6,0,1,0
Fès,Centre des classes préparatoires Moulay Dris (99926711),17,12,5,3,2,1,1,1
Fontainebleau,Lycée François 1er (0770927P),38,10,28,7,26,7,9,1
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),20,9,4,1,3,1,1,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),81,20,73,19,72,19,24,8
Guelmim,Lycée Bab Essahra (L0041),10,6,0,0,0,0,0,0
Kenitra,Lycée Mohamed VI (99948211),11,6,1,0,0,0,0,0
La Flèche Cedex,Prytanée National Militaire (0720896H),36,8,27,5,19,2,7,1
La Rochelle,Lycée Jean Dautet (0170028N),36,7,27,4,25,3,14,2
Le Mans Cedex 01,Lycée Montesquieu (0720029R),42,6,33,4,31,4,21,1
Le Raincy,Lycée Albert Schweitzer (0930830X),31,4,22,3,12,2,2,0
Les Ulis,Lycée L'Essouriau (0911492C),31,4,22,4,19,3,7,2
Lille,Lycée César Baggio (0590121L),57,15,42,11,30,8,7,3
Lille Cedex,Lycée Faidherbe (0590119J),32,5,30,5,19,5,1,0
Limoges Cedex,Lycée Gay-Lussac (0870015U),44,13,42,12,32,9,12,2
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),37,5,32,5,27,3,9,1
Lyon,Lycée aux Lazaristes (0690522T),20,6,20,6,18,5,0,0
Lyon,Lycée Jean Perrin (0690082P),26,6,15,1,13,1,7,1
Lyon,Lycée La Martinière Monplaisir (0692866R),83,20,78,19,71,19,29,8
Lyon Cedex 06,Lycée du Parc (0690026D),43,17,39,16,32,15,8,4
Lyon Cedex 1,Institution des Chartreux (0690564N),2,0,0,0,0,0,0,0
Marrakech,Classes préparatoires Ibn Ghazi 2 (E0017),7,4,0,0,0,0,0,0
Marrakech,CPGE privée Koutoubia-Prépas (99697011),3,1,0,0,0,0,0,0
Marrakech,Lycée Ibn Timiya (99926511),36,15,3,1,1,1,0,0
Marseille,Lycée Jean Perrin (0130053M),42,6,40,6,35,3,7,1
Marseille Cedex 1,Lycée Thiers (0130040Y),39,9,34,9,32,9,10,3
Meaux,Lycée Henri Moissan (0770930T),29,8,19,7,13,6,4,3
Meknès,Lycée Omar Ibn Al Khattab (99928611),18,8,0,0,0,0,0,0
Metz,Lycée Louis De Cormontaigne (0573227Y),31,6,10,1,8,1,3,0
Metz Cedex 1,Lycée Fabert (0570054Z),42,7,38,7,36,7,13,2
Montferrier / Lez,Lycée Saint-Joseph Pierre Rouge (0341521U),8,2,1,0,1,0,1,0
Montpellier Cedex 2,Lycée Joffre (0340038G),92,27,76,22,67,20,22,6
Montreuil,Lycée Condorcet (0930122C),26,6,6,1,2,0,0,0
Mulhouse,Lycée Albert Schweitzer (0680031P),37,10,29,10,21,7,10,3
Nancy,Lycée Henri Loritz (0540042C),87,13,61,7,56,7,27,0
Nancy Cedex,Lycée Henri Poincaré (0540038Y),34,9,31,8,28,7,13,4
Nantes,Lycée Saint Stanislas (0440163N),47,9,40,8,32,6,13,2
Nantes Cedex 1,Lycée Clémenceau (0440021J),99,26,91,23,83,23,31,9
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),36,7,35,7,31,7,7,0
Nice,Lycée Les Eucalyptus (0060075Z),38,6,24,3,17,1,6,0
Nice Cedex 1,Lycée Massena (0060030A),46,18,44,17,39,17,15,7
Nîmes Cedex,Lycée Alphonse Daudet (0300021K),44,8,23,5,19,5,3,3
Nouméa,Lycée Jules Garnier (9830003L),19,4,15,3,10,2,0,0
Ollioules,Lycée Saint Joseph (0830098F),2,1,0,0,0,0,0,0
Orléans Cedex 1,Lycée Pothier (0450049J),82,14,54,9,38,6,13,3
Orsay,Lycée Blaise Pascal (0910626L),46,14,44,14,42,13,9,3
Paris,Lycée Raspail (0750691U),26,6,17,3,14,3,1,0
Paris,Lycée Saint-Louis (0750658H),198,68,183,64,155,59,28,12
Paris,Lycée Janson de Sailly (0750699C),87,23,75,19,64,19,13,2
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),35,7,32,7,23,7,2,1
Paris Cedex 05,Lycée Louis Le Grand (0750655E),34,12,33,11,13,4,1,0
Paris Cedex 06,Lycée Stanislas (0753840S),56,8,50,7,30,7,6,0
Paris Cedex 09,Lycée Jacques Decour (0750668U),96,22,75,21,68,20,19,8
Paris Cedex 12,Lycée Paul Valery (0750679F),39,9,15,2,10,1,1,0
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),47,9,21,2,13,1,2,0
Paris 15e,Lycée Buffon (0750693W),41,12,23,6,19,6,6,0
Paris 16e,Lycée Claude Bernard (0750698B),69,12,52,9,39,7,8,1
Paris 16e,Lycée Jean-Baptiste Say (0750700D),37,12,32,9,30,8,4,1
Paris 8e,Lycée Chaptal (0750663N),88,24,79,23,74,22,16,5
Paris 9e,Lycée Condorcet (0750667T),28,6,26,6,15,6,0,0
Pau Cedex,Lycée Louis Barthou (0640055M),43,10,31,8,28,6,17,6
Perpignan,Lycée François Arago (0660010C),37,10,33,8,29,7,10,1
Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),26,9,3,1,1,0,0,0
Poitiers Cedex,Lycée Camille Guérin (0860035W),43,7,38,6,36,5,13,2
Quimper,Lycée Auguste Brizeux (0290069T),29,7,19,4,16,3,5,1
Rabat,Lycée Ibn Al Ghazi (99951011),25,13,3,2,0,0,0,0
Rabat,Lycée Moulay Youssef (99926611),24,8,4,2,0,0,0,0
Rabat,Prépa P2i Rabat (L0080),7,0,0,0,0,0,0,0
Reims Cedex,Lycée Franklin Roosevelt (0510034K),88,24,37,9,24,6,6,0
Remire-Montjoly,Lycée Léon-Gontran Damas (9730196A),23,8,10,3,5,2,1,1
Rennes,Lycée Joliot-Curie (0350029S),39,10,34,9,32,9,9,1
Rennes,Lycée privé Assomption (0350778F),23,4,14,2,14,2,4,1
Rennes Cedex 7,Lycée Chateaubriand (0350710G),76,12,71,11,63,9,15,2
Rouen Cedex,Lycée Pierre Corneille (0760090K),43,9,41,9,38,9,7,2
Saint-Brieuc Cedex,Lycée Francois Rabelais (0220056S),34,5,21,5,18,5,6,1
Saint-Cyr-L'Ecole Cedex,Lycée Militaire de Saint-Cyr (0780015T),30,6,28,5,18,1,12,1
Saint-Denis,Lycée Paul Eluard (0930125F),25,5,9,1,4,0,0,0
Sainte-Clotilde Cedex (la Réunion),Lycée Leconte de Lisle (9740001H),26,5,14,2,11,2,0,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),46,13,29,5,26,5,9,1
Saint-Germain-En-Laye Cedex,Lycée Jeanne D'Albret (0782132U),34,11,24,6,22,6,4,0
