ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,VAUVENARGUES,42,7,38,5,38,5,31,5
AJACCIO,LAETITIA BONAPARTE,25,8,10,3,10,3,3,0
ANGERS,CHARLES DE FOUCAULD,17,1,10,1,10,1,8,0
ANGERS,CHEVROLLIER,30,4,23,2,23,2,13,1
ARGONAY,LACHENAL,24,1,18,1,14,1,1,0
ARMENTIERES,GUSTAVE EIFFEL,39,3,24,1,20,1,11,1
AUBERVILLIERS,LE CORBUSIER,7,0,0,0,0,0,0,0
AVIGNON,P. DE GIRARD,20,0,10,0,9,0,4,0
BAIE-MAHAULT,CHARLES COEFFIN,24,4,1,0,0,0,0,0
BELFORT,RAOUL FOLLEREAU,27,1,15,0,13,0,9,0
BESANCON,JULES HAAG,18,3,6,1,5,1,2,0
BORDEAUX,GUSTAVE EIFFEL,70,11,64,11,62,11,41,8
BREST,LA CROIX ROUGE,21,0,6,0,5,0,1,0
BREST,VAUBAN,42,1,21,1,15,0,8,0
CACHAN,GUSTAVE EIFFEL,30,2,24,0,24,0,14,0
CAEN,DUMONT D'URVILLE,28,1,15,0,12,0,4,0
CHALON SUR SAONE,NIEPCE,17,2,10,2,8,2,4,2
CHALONS EN CHAMPAGNE,OEHMICHEN,16,2,6,1,5,1,0,0
CHAMPAGNE SUR SEINE,LA FAYETTE,19,1,5,0,4,0,0,0
CHAMPIGNY,LANGEVIN-WALLON,18,3,7,0,6,0,3,0
CLICHY,NEWTON - E.N.R.E.A.,27,1,7,0,6,0,5,0
CLUNY,DE CLUNY "LA PRAT'S",26,1,18,1,15,1,9,1
DIJON,GUSTAVE EIFFEL,28,2,19,1,17,1,8,0
DUNKERQUE,DE L'EUROPE,10,2,4,0,4,0,1,0
GRENOBLE,VAUCANSON,52,6,26,3,24,3,3,0
LE HAVRE,ROBERT SCHUMAN,15,2,7,2,7,2,3,0
LE KREMLIN BICETRE,I.P.S.A.,1,0,0,0,0,0,0,0
LE MANS,GABRIEL TOUCHARD,38,3,25,1,24,1,12,0
LILLE,CESAR BAGGIO,58,1,29,0,29,0,22,0
LILLE,OZANAM,3,0,1,0,1,0,1,0
LIMOGES,TURGOT,26,3,20,2,15,2,7,0
LYON,LA MARTINIERE,69,7,52,5,47,5,16,0
MARSEILLE,JEAN PERRIN,74,8,65,7,62,5,43,3
MASSY,PARC DE VILGENIS,17,1,5,0,5,0,2,0
MEAUX,PIERRE DE COUBERTIN,8,3,0,0,0,0,0,0
METZ,LOUIS CORMONTAIGNE,35,2,23,1,20,1,15,1
MONTLUCON,PAUL CONSTANS,12,2,11,2,11,2,4,0
MONTPELLIER,JEAN MERMOZ,29,3,26,2,26,2,15,1
NANCY,LORITZ,45,1,32,1,30,1,21,0
NANTES,EUGENE LIVET,60,0,47,0,46,0,22,0
NEVERS,JULES RENARD,18,1,15,0,14,0,7,0
NICE,LES EUCALYPTUS,74,9,44,6,42,6,31,5
NIMES,TECHNIQUE D'ETAT,34,3,21,2,18,2,9,2
NOGENT SUR OISE,MARIE CURIE,28,2,17,1,17,1,8,0
NOUMEA,JULES GARNIER,12,4,6,1,6,1,2,0
ORLEANS,B. FRANKLIN,33,4,23,3,22,3,16,3
PARIS 08,CHAPTAL,36,3,21,2,18,2,13,2
PARIS 11,DORIAN,23,0,13,0,13,0,10,0
PARIS 11,VOLTAIRE,38,9,14,2,14,2,4,0
PARIS 14,RASPAIL,50,6,24,3,24,3,13,0
PARIS 16,JEAN BAPTISTE SAY,40,5,38,4,38,4,14,0
POITIERS,LOUIS ARMAND,14,1,5,0,5,0,3,0
REIMS,FRANKLIN ROOSEVELT,30,0,13,0,12,0,6,0
RENNES,JOLIOT CURIE,43,1,38,0,37,0,27,0
ROUEN,BLAISE PASCAL,20,2,8,0,7,0,2,0
SAINT-ETIENNE,E. MIMARD,31,1,12,0,11,0,4,0
STRASBOURG,COUFFIGNAL,45,3,27,1,23,1,13,1
TARBES,JEAN DUPUY,25,1,14,1,12,0,8,0
THIERS,TECHNIQUE D'ETAT,24,0,20,0,19,0,8,0
TOULON,M. ROUVIERE,27,3,20,3,18,2,9,0
TOULOUSE,DEODAT DE SEVERAC,37,4,28,3,26,3,18,3
TUNIS,IPEI El Manar,3,0,0,0,0,0,0,0
VALENCIENNES,DU HAINAUT,11,1,1,1,1,1,1,1
VANNES,LESAGE,31,0,25,0,22,0,10,0
VERSAILLES,JULES FERRY,55,3,28,0,24,0,12,0
VIERZON,HENRI BRISSON,19,1,7,0,5,0,2,0
VOIRON,F. BUISSON,21,2,14,1,13,1,6,0
