ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Lycée Reda Slaoui (99926811),4,2,0,0,0,0,0,0
Aix-En-Provence,Lycée Vauvenargues (0130003H),10,2,7,1,3,0,1,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),2,2,2,2,2,2,1,1
Ajaccio,Lycée Laetitia Bonaparte (6200002H),4,2,2,0,1,0,0,0
Albi,Lycée Laperouse (0810006S),24,4,14,3,8,1,1,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),15,3,6,0,3,0,1,0
Angers,Lycée Saint-Martin (0490824E),14,3,6,1,3,1,0,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),17,3,9,1,8,1,2,1
Annecy Cedes,Lycée Berthollet (0740003B),29,6,27,5,25,5,9,3
Annonay,Lycée Saint Denis (0071126L),2,0,1,0,1,0,0,0
Antony,Lycée Sainte Marie (0920904H),12,3,5,1,4,1,1,0
Argenteuil,Lycée Jean Jaurès (0950641F),10,2,5,1,4,1,2,1
Arras,Lycée Robespierre (0620006V),22,3,10,1,5,0,2,0
Auxerre,Lycée Jacques Amyot (0890003V),11,5,5,3,4,2,2,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),23,6,11,4,9,3,3,1
Balma,Lycée Saliège (0312408Z),41,5,28,4,21,4,5,3
Belfort,Lycée Condorcet (0900002N),12,2,5,0,3,0,2,0
Besançon,Lycée Victor Hugo (0250007X),28,8,20,8,16,5,6,3
Bordeaux,Lycée Gustave Eiffel (0330028B),78,14,60,10,44,9,11,2
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),73,19,60,17,48,13,15,5
Brest,Lycée Naval (0290063L),23,4,12,3,12,3,4,2
Brest,Lycée Sainte Anne (0290338K),17,3,8,2,8,2,5,1
Brest Cedex 2,Lycée Vauban (0290012F),42,11,20,4,12,1,7,1
Caen,Lycée Victor Hugo (0142059M),27,3,16,3,10,2,2,1
Cannes Cedex,Lycée Stanislas (0060673Z),25,4,11,2,9,2,3,1
Casablanca,AL BILIA (99696011),2,0,1,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),6,2,1,1,1,1,1,1
Casablanca,Lycée Mohamed V (99926411),1,1,0,0,0,0,0,0
Chambéry,Lycée Vaugelas (0730013T),5,1,0,0,0,0,0,0
Clermont-Ferrand,Lycée La Fayette (0630021F),23,4,13,1,10,1,4,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),30,7,23,3,20,3,5,1
Dijon,Lycée Carnot (0210015C),27,8,22,5,18,5,8,1
Dijon,Lycée Gustave Eiffel (0211033J),30,6,14,1,8,1,2,1
Douai,Lycée Albert Chatelet (0590063Y),41,9,34,5,26,3,7,2
Dunkerque Cedex,Lycée Jean Bart (0590071G),13,5,9,4,7,3,4,2
Evreux,Lycée Aristide Briand (0270016W),9,0,5,0,4,0,2,0
Evry,Lycée Parc des Loges (0911251R),10,1,4,0,3,0,1,0
Fès,Lycée Moulay Idriss (99926711),5,3,0,0,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),24,5,11,2,7,1,2,1
Fort-De-France Cedex,Lycée de Bellevue (9720003W),16,8,7,1,6,0,1,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),96,20,81,16,68,12,17,3
Guelmim - Agadir,Lycée Bab Essahra (L0041),1,0,0,0,0,0,0,0
La Flèche Cedex,Prytanée National Militaire (0720896H),11,2,9,2,7,2,1,0
La Rochelle,Lycée Jean Dautet (0170028N),14,0,5,0,3,0,1,0
Le Mans Cedex 01,Lycée Montesquieu (0720029R),31,7,20,5,15,5,3,1
Le Raincy,Lycée Albert Schweitzer (0930830X),23,1,8,1,4,1,2,1
Les Ulis,Lycée L'Essouriau (0911492C),5,2,3,1,2,0,1,0
Lille,Lycée César Baggio (0590121L),52,12,29,9,23,7,9,3
Lille Cedex,Lycée Faidherbe (0590119J),44,13,44,13,42,13,10,6
Limoges Cedex,Lycée Gay-Lussac (0870015U),27,8,12,0,10,0,3,0
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),20,4,8,2,8,2,2,1
Lyon,Lycée aux Lazaristes (0690522T),23,6,22,6,20,6,12,3
Lyon,Lycée Jean Perrin (0690082P),43,9,23,2,16,1,8,1
Lyon,Lycée La Martinière Monplaisir (0692866R),76,20,55,16,48,15,13,5
Lyon Cedex 06,Lycée du Parc (0690026D),44,12,42,12,35,8,14,2
Marrakech,CPGE privée Koutoubia-Prépas (99697011),2,0,0,0,0,0,0,0
Marrakech - Menara,Lycée IBN TIMIYA (99926511),3,0,0,0,0,0,0,0
Marseille Cedex 1,Lycée Thiers (0130040Y),43,12,38,11,33,10,10,4
Marseille Cedex 10,Lycée Jean Perrin (0130053M),34,10,25,8,20,7,8,3
Meaux,Lycée Henri Moissan (0770930T),16,7,7,1,4,0,1,0
Metz,Lycée Louis De Cormontaigne (0573227Y),15,2,8,1,7,1,1,0
Metz Cedex 1,Lycée Fabert (0570054Z),38,7,30,6,26,6,9,4
Montpellier Cedex 2,Lycée Joffre (0340038G),75,13,59,10,50,9,18,4
Montreuil,Lycée Jean Jaurès (0930121B),9,4,4,3,4,3,2,2
Mulhouse,Lycée Albert Schweitzer (0680031P),7,2,4,1,3,1,0,0
Nancy,Lycée Henri Loritz (0540042C),71,17,46,8,31,4,11,2
Nancy Cedex,Lycée Henri Poincaré (0540038Y),22,12,12,7,8,6,1,1
Nantes,Lycée Saint Stanislas (0440163N),26,8,13,5,8,2,3,0
Nantes Cedex 1,Lycée Clémenceau (0440021J),109,18,94,14,89,14,31,6
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),45,7,42,7,39,7,10,2
Nice,Lycée Les Eucalyptus (0060075Z),31,10,7,3,5,3,0,0
Nice Cedex 1,Lycée Massena (0060030A),47,7,31,5,19,5,0,0
Nimes Cedex,Lycée Alphonse Daudet (0300021K),21,11,8,3,5,2,1,1
Nouméa,Lycée Jules Garnier (9830003L),14,2,13,2,12,1,5,0
Orléans Cedex 1,Lycée Pothier (0450049J),59,9,44,7,38,7,12,2
Orsay,Lycée Blaise Pascal (0910626L),42,5,39,5,35,5,13,3
Paris,Lycée Raspail (0750691U),34,6,21,4,14,3,6,2
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),44,1,41,0,34,0,5,0
Paris Cedex 05,Lycée Louis Le Grand (0750655E),50,9,49,9,38,7,10,2
Paris Cedex 06,Lycée Saint-Louis (0750658H),220,58,205,56,179,51,49,16
Paris Cedex 06,Lycée Stanislas (0753840S),86,11,83,11,77,11,20,6
Paris Cedex 09,Lycée Jacques Decour (0750668U),73,11,40,7,28,5,11,2
Paris Cedex 12,Lycée Paul Valery (0750679F),41,13,24,8,14,7,6,4
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),28,9,11,3,9,2,3,2
Paris 15e,Lycée Buffon (0750693W),42,13,25,8,17,5,8,3
Paris 16e,Lycée Claude Bernard (0750698B),77,8,53,6,38,6,13,1
Paris 16e,Lycée Janson de Sailly (0750699C),95,28,87,25,73,22,17,4
Paris 16e,Lycée Jean-Baptiste Say (0750700D),37,8,33,6,27,6,8,2
Paris 8e,Lycée Chaptal (0750663N),94,20,81,14,65,11,12,1
Paris 9e,Lycée Condorcet (0750667T),43,10,43,10,42,10,14,3
Pau Cedex,Lycée Louis Barthou (0640055M),22,5,8,1,5,0,1,0
Perpignan,Lycée François Arago (0660010C),31,12,20,6,14,2,4,0
Pointe-à-Pitre Cedex (guadeloupe),L G T de Baimbridge (9710003B),18,8,10,4,5,2,2,1
Poitiers Cedex,Lycée Camille Guérin (0860035W),35,7,19,4,14,2,6,2
Quimper,Lycée Auguste Brizeux (0290069T),9,0,5,0,4,0,3,0
Rabat,Lycée Ibn Al Ghazi (99951011),21,5,5,3,3,3,2,2
Rabat,Lycée Moulay Youssef (99926611),8,4,2,1,1,0,1,0
Reims Cedex,Lycée Franklin Roosevelt (0510034K),63,13,39,7,31,7,13,3
Remire-Montjoly,Lycée Léon-Gontran Damas (9730196A),5,0,0,0,0,0,0,0
Rennes,Lycée Joliot-Curie (0350029S),28,3,21,2,19,2,6,0
Rennes,Lycée privé Assomption (0350778F),13,2,5,0,2,0,0,0
Rennes Cedex 7,Lycée Chateaubriand (0350710G),79,13,65,10,58,8,14,3
Rouen Cedex,Lycée Pierre Corneille (0760090K),34,10,32,9,19,5,5,2
Saint-Brieuc,Lycée Francois Rabelais (0220056S),15,4,9,4,8,4,2,1
Saint-Cyr-L'Ecole Cedex,Lycée Militaire de Saint-Cyr (0780015T),9,4,6,2,4,1,2,1
Saint-Denis,Lycée Paul Eluard (0930125F),8,2,1,0,0,0,0,0
Sainte-Clotilde Cedex (la Réunion),Lycée Leconte de Lisle (9740001H),22,5,9,2,4,0,2,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),25,4,14,1,10,0,5,0
Saint-Germain-En-Laye,Lycée Jeanne D'Albret (0782132U),29,6,21,2,20,2,8,2
Saint-Ismier,Ecole des Pupilles de L'Air (0381513N),6,0,7,0,5,0,0,0
Saint-Maur-Des-Fosses,Lycée D'Arsonval (0940121W),20,2,10,0,6,0,1,0
Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),87,19,73,15,62,12,18,3
Sale - Rabat,Université Internationale de Rabat (U0010),1,1,0,0,0,0,0,0
Sceaux Cedex,Lycée Lakanal (0920145H),46,8,42,8,36,7,9,2
Sophia Antipolis Cedex,Lycée international de Valbonne (0061642C),40,12,27,8,18,6,4,1
Sourdun Cedex,Internat d'Excellence de Sourdun (0772737G),1,0,1,0,1,0,0,0
Strasbourg,Lycée Kleber (0670080Y),78,16,53,10,44,8,10,2
Strasbourg,Lycée Louis Couffignal (0670085D),14,1,5,0,2,0,1,0
Strasbourg,Lycée Ort (0671636P),21,5,11,1,8,1,2,1
Tanger,Lycée Moulay Hassan (99926911),4,0,0,0,0,0,0,0
Toulon Cedex,Lycée Dumont D'Urville (0830053G),22,2,13,2,12,2,3,0
Toulouse,Lycée Bellevue (0310038Y),39,12,19,6,19,6,7,3
Toulouse,Lycée Déodat de Séverac (0310044E),45,9,31,4,27,3,5,0
Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),45,9,45,9,44,9,12,2
Tours,Lycée J. de Vaucanson (0371418R),9,2,9,2,5,2,2,1
Tours Cedex 1,Lycée Descartes (0370035M),60,10,41,5,32,4,7,1
Troyes,Lycée Chrestien De Troyes (0100022V),10,1,0,0,0,0,0,0
Tunis,IPEST (99926211),13,7,10,5,8,5,5,2
Valenciennes Cedex,Lycée Henri Wallon (0590221V),42,6,29,6,17,2,2,0
Vanves Cedex,Lycée Michelet (0920149M),33,10,24,7,21,7,6,3
Versailles,Lycée Jules Ferry (0782565P),28,2,19,2,11,1,1,0
Versailles,Lycée Sainte Geneviève (0783053V),39,8,39,8,35,7,15,2
Versailles Cedex,Lycée Hoche (0782562L),44,12,44,12,43,12,15,6
null,Sans etablissement - candidat libre (0000000Y),1,0,0,0,0,0,0,0
