ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AVIGNON,FREDERIC MISTRAL,1,0,0,0,0,0,0,0
MARSEILLE,JEAN PERRIN,2,0,0,0,0,0,0,0
MARSEILLE,THIERS,28,5,8,0,8,0,2,0
AMIENS,THUILLIER,1,1,0,0,0,0,0,0
BESANCON,VICTOR HUGO,10,2,0,0,0,0,0,0
BORDEAUX,GUSTAVE EIFFEL,19,6,0,0,0,0,0,0
BORDEAUX,MICHEL MONTAIGNE,30,7,2,0,1,0,0,0
CAEN,VICTOR HUGO,3,1,0,0,0,0,0,0
CLERMONT-FERRAND,BLAISE PASCAL,3,0,0,0,0,0,0,0
CLERMONT-FERRAND,LA FAYETTE,5,0,1,0,1,0,1,0
AUXERRE,JACQUES AMYOT,2,0,0,0,0,0,0,0
DIJON,CARNOT,8,2,1,0,1,0,1,0
DIJON,GUSTAVE EIFFEL,5,1,0,0,0,0,0,0
ANNECY,BERTHOLLET,10,1,4,0,3,0,2,0
GRENOBLE,CHAMPOLLION,18,4,10,2,9,2,8,2
DOUAI,A. CHATELET,9,1,3,0,2,0,1,0
DUNKERQUE,JEAN BART,3,0,0,0,0,0,0,0
LILLE,CESAR BAGGIO,7,1,0,0,0,0,0,0
LILLE,FAIDHERBE,11,5,5,2,3,1,1,1
VALENCIENNES,HENRI WALLON,5,0,4,0,3,0,1,0
LIMOGES,GAY LUSSAC,4,0,0,0,0,0,0,0
LYON,AUX LAZARISTES,11,0,7,0,5,0,1,0
LYON,LE PARC,29,4,9,0,5,0,0,0
LYON,LA MARTINIERE,18,1,7,1,5,1,3,1
SAINT-ETIENNE,E. MIMARD,2,0,0,0,0,0,0,0
MONTPELLIER,JOFFRE,22,3,4,2,4,2,3,2
NIMES,ALPHONSE DAUDET,3,0,0,0,0,0,0,0
PERPIGNAN,F. ARAGO,9,0,2,0,2,0,1,0
METZ,FABERT,7,0,1,0,1,0,1,0
NANCY,LORITZ,13,2,3,0,2,0,2,0
ANGERS,HENRI BERGSON,3,0,0,0,0,0,0,0
LA FLECHE,PRYTANEE MILITAIRE,4,0,1,0,0,0,0,0
LE MANS,MONTESQUIEU,1,0,0,0,0,0,0,0
NANTES,GEORGES CLEMENCEAU,19,2,10,0,8,0,3,0
NICE,LES EUCALYPTUS,3,0,0,0,0,0,0,0
NICE,MASSENA,10,1,0,0,0,0,0,0
TOULON,DUMONT D'URVILLE,10,1,3,0,1,0,0,0
VALBONNE,CENTRE INTERNATIONAL,8,2,2,1,1,1,0,0
ORLEANS,POTHIER,11,1,1,0,1,0,1,0
TOURS,VAUCANSON,3,0,0,0,0,0,0,0
TOURS,DESCARTES,9,1,2,0,1,0,0,0
CHAMPAGNE SUR SEINE,LA FAYETTE,9,0,1,0,1,0,0,0
LE RAINCY,ALBERT SCHWEITZER,3,2,0,0,0,0,0,0
MEAUX,LPEM.HENRI MOISSAN,4,1,0,0,0,0,0,0
ORSAY,BLAISE PASCAL,15,3,3,1,2,1,1,0
PARIS 05,LOUIS LE GRAND,39,8,17,2,14,2,7,0
PARIS 06,STANISLAS,22,4,10,2,6,1,0,0
PARIS 06,SAINT LOUIS,65,12,22,2,16,2,6,0
PARIS 08,CHAPTAL,27,3,2,0,1,0,0,0
PARIS 08,SAINTE MARIE FENELON,23,3,5,0,2,0,1,0
PARIS 09,CONDORCET,26,5,8,0,6,0,0,0
PARIS 09,JACQUES DECOUR,20,3,6,0,1,0,0,0
PARIS 12,PAUL VALERY,12,0,0,0,0,0,0,0
PARIS 13,ENCPB,9,0,2,0,1,0,0,0
PARIS 14,RASPAIL,1,1,0,0,0,0,0,0
PARIS 15,BUFFON,11,0,1,0,1,0,0,0
PARIS 16,JANSON DE SAILLY,21,2,6,0,4,0,0,0
PARIS 16,JEAN BAPTISTE SAY,13,1,3,0,3,0,1,0
SAINT-DENIS,PAUL ELUARD,1,0,0,0,0,0,0,0
SCEAUX,LAKANAL,21,2,10,1,8,1,1,0
ST GERMAIN EN LAYE,JEANNE D'ALBRET,5,0,1,0,0,0,0,0
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,37,5,17,0,15,0,3,0
VANVES,MICHELET,11,1,1,0,0,0,0,0
VERSAILLES,SAINTE GENEVIEVE,38,8,21,2,13,1,4,0
VERSAILLES,HOCHE,27,3,13,1,13,1,3,0
VERSAILLES,JULES FERRY,2,1,0,0,0,0,0,0
LA ROCHELLE,J. DAUTET,6,0,0,0,0,0,0,0
POITIERS,CAMILLE GUERIN,4,0,0,0,0,0,0,0
REIMS,FRANKLIN ROOSEVELT,9,2,0,0,0,0,0,0
TROYES,CHRESTIEN DE TROYES,1,0,0,0,0,0,0,0
BREST,VAUBAN,1,0,1,0,1,0,1,0
BREST,SAINTE ANNE,1,0,0,0,0,0,0,0
RENNES,CHATEAUBRIAND,12,1,7,1,6,1,3,1
RENNES,JOLIOT CURIE,1,0,0,0,0,0,0,0
SAINT-BRIEUC,RABELAIS,2,0,0,0,0,0,0,0
EVREUX,ARISTIDE BRIAND,2,0,0,0,0,0,0,0
ROUEN,CORNEILLE,10,2,3,0,3,0,1,0
STRASBOURG,COUFFIGNAL,3,0,0,0,0,0,0,0
STRASBOURG,KLEBER,29,1,11,0,9,0,2,0
TOULOUSE,BELLEVUE,4,2,0,0,0,0,0,0
TOULOUSE,DEODAT DE SEVERAC,10,0,1,0,0,0,0,0
BALMA,SALIEGE,3,0,0,0,0,0,0,0
TOULOUSE,PIERRE DE FERMAT,31,7,20,3,17,3,4,0
ST CYR L'ECOLE,LYCEE MILITAIRE,1,0,0,0,0,0,0,0
STRASBOURG,ORT FRANCE,4,1,1,0,0,0,0,0
LYON,JEAN PERRIN,3,1,0,0,0,0,0,0
ANGERS,CHARLES DE FOUCAULD,5,0,0,0,0,0,0,0
AIX-EN-PROVENCE,LYCEE MILITAIRE,1,0,0,0,0,0,0,0
SAINT MAUR LES FOSSES,D'ARSONVAL,6,1,1,0,1,0,1,0
AJACCIO,LAETITIA BONAPARTE,4,0,0,0,0,0,0,0
NOUMEA,JULES GARNIER,2,0,0,0,0,0,0,0
SAINTE CLOTILDE,LECONTE DE LISLE,1,0,0,0,0,0,0,0
POINTE A PITRE,BAIMBRIDGE,5,0,0,0,0,0,0,0
