ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),3,3,0,0,0,0,0,0
Agadir,Lycée Reda Slaoui (99926811),1,1,0,0,0,0,0,0
Aix-En-Provence,Lycée Vauvenargues (0130003H),43,9,36,6,33,6,15,1
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),23,4,17,3,17,3,4,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),7,1,7,1,5,1,1,0
Albi,Lycée Laperouse (0810006S),28,4,27,4,23,3,10,3
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),28,6,22,5,17,4,11,2
Angers,Lycée Saint-Martin (0490824E),17,4,16,4,16,4,12,3
Angers Cedex 01,Lycée Henri Bergson (0491966W),35,6,33,6,31,5,8,1
Annecy Cedes,Lycée Berthollet (0740003B),26,6,22,6,20,6,3,1
Annonay,Lycée Saint Denis (0071126L),8,0,7,0,3,0,1,0
Antony,Lycée Sainte Marie (0920904H),16,3,12,2,9,2,2,0
Argenteuil,Lycée Jean Jaurès (0950641F),11,2,9,2,4,1,1,0
Arras,Lycée Robespierre (0620006V),31,7,21,5,13,4,7,3
Auxerre,Lycée Jacques Amyot (0890003V),14,5,12,4,9,2,4,1
Avignon Cedex,Lycée Frédéric Mistral (0840003X),36,11,28,10,25,10,13,4
Balma,Lycée Saliège (0312408Z),42,4,30,3,22,3,4,1
Belfort,Lycée Condorcet (0900002N),15,7,10,5,6,3,3,1
Besançon,Lycée Victor Hugo (0250007X),36,14,32,12,31,11,7,3
Bordeaux,Lycée Gustave Eiffel (0330028B),73,14,63,13,55,13,20,4
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),62,15,42,11,42,11,13,2
Brest,Lycée Naval (0290063L),9,0,4,0,4,0,2,0
Brest,Lycée Sainte Anne (0290338K),22,3,18,3,14,2,6,0
Brest Cedex 2,Lycée Vauban (0290012F),48,14,37,11,36,10,13,4
Caen,Lycée Victor Hugo (0142059M),33,5,26,3,22,2,11,1
Cannes Cedex,Lycée Stanislas (0060673Z),32,6,29,6,24,6,14,3
Casablanca,AL BILIA (99696011),6,3,5,2,2,1,0,0
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),3,2,3,2,2,1,1,1
Casablanca,Groupe scolaire La Résidence (3500055H),20,7,7,3,4,2,2,0
Casablanca,Lycée Mohamed V (99926411),7,4,4,1,1,0,0,0
Chambéry,Lycée Vaugelas (0730013T),15,2,14,2,12,1,5,1
Clermont-Ferrand,Lycée La Fayette (0630021F),25,5,22,4,18,2,8,2
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),38,8,33,6,29,5,9,0
Dijon,Lycée Carnot (0210015C),16,5,13,4,12,3,2,1
Dijon,Lycée Gustave Eiffel (0211033J),32,8,25,8,18,5,3,1
Douai,Lycée Albert Chatelet (0590063Y),42,10,40,10,38,9,6,1
Dunkerque Cedex,Lycée Jean Bart (0590071G),24,6,19,6,16,5,6,3
Evreux,Lycée Aristide Briand (0270016W),20,2,13,1,10,1,4,1
Evry,Lycée Parc des Loges (0911251R),24,9,23,9,20,7,7,2
Fès,Lycée Moulay Idriss (99926711),7,3,2,0,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),39,8,32,6,23,5,5,0
Fort-De-France Cedex,Lycée de Bellevue (9720003W),26,14,24,13,24,13,15,9
Grenoble Cedex 1,Lycée Champollion (0380027Y),85,19,74,17,71,15,19,3
La Flèche Cedex,Prytanée National Militaire (0720896H),13,1,5,0,5,0,3,0
La Rochelle,Lycée Jean Dautet (0170028N),22,0,15,0,13,0,4,0
Le Mans Cedex 01,Lycée Montesquieu (0720029R),34,10,28,7,23,6,11,1
Le Raincy,Lycée Albert Schweitzer (0930830X),32,2,28,1,20,1,10,0
Les Ulis,Lycée L'Essouriau (0911492C),13,3,11,3,11,3,3,1
Lille,Lycée César Baggio (0590121L),57,13,51,11,44,11,16,4
Lille,Lycée privé Frédéric Ozanam (0593007Y),1,0,1,0,1,0,0,0
Lille Cedex,Lycée Faidherbe (0590119J),35,10,32,9,31,9,4,1
Limoges Cedex,Lycée Gay-Lussac (0870015U),32,10,31,10,27,10,10,4
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),24,6,20,4,20,4,6,1
Lyon,Lycée aux Lazaristes (0690522T),7,3,5,1,5,1,2,0
Lyon,Lycée Jean Perrin (0690082P),47,10,37,9,30,8,7,4
Lyon,Lycée La Martinière Monplaisir (0692866R),74,23,72,23,69,22,27,7
Lyon Cedex 06,Lycée du Parc (0690026D),31,10,23,6,22,6,8,4
Lyon Cedex 1,Institution des Chartreux (0690564N),4,0,0,0,0,0,0,0
Marrakech,CPGE privée Koutoubia-Prépas (99697011),15,7,4,1,2,0,0,0
Marrakech - Menara,Lycée IBN TIMIYA (99926511),3,0,1,0,0,0,0,0
Marseille Cedex 1,Lycée Thiers (0130040Y),41,11,31,8,29,8,12,2
Marseille Cedex 10,Lycée Jean Perrin (0130053M),35,11,30,10,26,10,6,2
Meaux,Lycée Henri Moissan (0770930T),29,9,26,9,20,7,6,3
Metz,Lycée Louis De Cormontaigne (0573227Y),19,4,17,4,11,1,1,1
Metz Cedex 1,Lycée Fabert (0570054Z),37,6,31,6,28,6,7,0
Montpellier Cedex 2,Lycée Joffre (0340038G),75,14,67,12,59,9,15,2
Montreuil,Lycée Jean Jaurès (0930121B),12,4,8,4,7,3,2,0
Mulhouse,Lycée Albert Schweitzer (0680031P),28,7,21,7,17,6,4,3
Nancy,Lycée Henri Loritz (0540042C),62,17,45,11,38,8,12,3
Nancy Cedex,Lycée Henri Poincaré (0540038Y),24,13,23,12,20,9,9,3
Nantes,Lycée Saint Stanislas (0440163N),31,9,22,7,20,6,10,4
Nantes Cedex 1,Lycée Clémenceau (0440021J),87,16,74,13,68,13,18,3
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),45,8,39,6,39,6,11,1
Nice,Lycée Les Eucalyptus (0060075Z),35,11,28,9,18,7,7,3
Nice Cedex 1,Lycée Massena (0060030A),48,7,41,6,39,6,10,2
Nimes Cedex,Lycée Alphonse Daudet (0300021K),37,12,35,12,25,10,10,4
Nouméa,Lycée Jules Garnier (9830003L),10,2,10,2,10,2,1,0
Orléans Cedex 1,Lycée Pothier (0450049J),64,9,53,8,40,5,13,2
Orsay,Lycée Blaise Pascal (0910626L),42,5,35,4,32,4,8,0
Paris,Lycée Raspail (0750691U),41,7,36,6,34,6,13,3
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),43,1,42,1,38,1,12,0
Paris Cedex 05,Lycée Louis Le Grand (0750655E),6,2,6,2,5,2,2,1
Paris Cedex 06,Lycée Saint-Louis (0750658H),198,56,170,48,161,46,27,9
Paris Cedex 06,Lycée Stanislas (0753840S),63,8,58,8,55,8,18,1
Paris Cedex 09,Lycée Jacques Decour (0750668U),83,13,61,12,50,9,11,1
Paris Cedex 12,Lycée Paul Valery (0750679F),43,14,38,12,31,10,9,3
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),35,12,29,9,25,8,7,1
Paris 15e,Lycée Buffon (0750693W),40,13,36,12,30,11,4,3
Paris 16e,Lycée Claude Bernard (0750698B),79,9,69,8,55,6,28,3
Paris 16e,Lycée Janson de Sailly (0750699C),96,28,83,25,73,22,23,11
Paris 16e,Lycée Jean-Baptiste Say (0750700D),37,8,32,7,27,7,5,4
Paris 8e,Lycée Chaptal (0750663N),89,18,83,17,79,15,19,2
Paris 9e,Lycée Condorcet (0750667T),42,10,36,10,35,10,5,3
Pau Cedex,Lycée Louis Barthou (0640055M),26,7,24,7,16,5,6,4
Perpignan,Lycée François Arago (0660010C),39,13,33,13,31,12,16,6
Pointe-à-Pitre Cedex (guadeloupe),L G T de Baimbridge (9710003B),25,10,23,10,22,10,5,3
Poitiers Cedex,Lycée Camille Guérin (0860035W),44,9,40,9,35,9,17,4
Quimper,Lycée Auguste Brizeux (0290069T),23,1,18,0,15,0,8,0
Rabat,Lycée Ibn Al Ghazi (99951011),64,22,31,7,16,6,6,3
Rabat,Lycée Moulay Youssef (99926611),4,1,3,1,1,0,0,0
Reims Cedex,Lycée Franklin Roosevelt (0510034K),81,17,62,12,45,9,15,5
Remire-Montjoly,Lycée Léon-Gontran Damas (9730196A),9,1,7,1,5,1,4,1
Rennes,Lycée Joliot-Curie (0350029S),33,4,31,4,29,4,8,1
Rennes,Lycée privé Assomption (0350778F),12,2,8,1,8,1,2,0
Rennes Cedex 7,Lycée Chateaubriand (0350710G),71,13,53,10,46,9,11,2
Rouen Cedex,Lycée Pierre Corneille (0760090K),35,9,27,7,26,7,6,1
Saint-Brieuc,Lycée Francois Rabelais (0220056S),14,7,13,7,12,6,1,0
