ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),27,10,2,0,0,0,0,0
AMILLY,Lycée Le Chesnoy - Les Barres (0450094H),2,2,0,0,0,0,0,0
Angers,Lycée Angers le Fresne (0490946M),6,1,0,0,0,0,0,0
Arras,Lycée Robespierre (0620006V),8,4,0,0,0,0,0,0
Auzeville Tolosane,Lycée Toulouse Auzeville (0311262D),6,6,2,2,0,0,0,0
Besançon,Lycée Victor Hugo (0250007X),5,4,2,2,2,2,2,2
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),44,28,3,2,0,0,0,0
BOULOGNE-BILLANCOURT,Lycée Jacques Prévert (0920134W),3,2,0,0,0,0,0,0
Caen Cedex 4,Lycée Malherbe (0140013N),23,10,4,2,1,0,0,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),16,8,3,1,2,1,2,1
Dijon,Lycée Carnot (0210015C),15,8,1,0,0,0,0,0
Douai,Lycée Albert Chatelet (0590063Y),2,0,1,0,0,0,0,0
DUCOS,Lycée Polyvalent Centre Sud (9720825P),5,4,0,0,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),5,2,0,0,0,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),17,12,9,4,6,3,3,1
La Mulatière,Lycée Assomption Bellevue (0690539L),14,4,1,1,1,1,0,0
Le Raincy,Lycée Albert Schweitzer (0930830X),4,4,0,0,0,0,0,0
Le Tampon,Lycée Roland Garros (9740002J),12,8,0,0,0,0,0,0
Lempdes,Legta Louis Pasteur - Lempdes (0630984C),1,0,0,0,0,0,0,0
Lille Cedex,Lycée Faidherbe (0590119J),13,6,2,0,0,0,0,0
Limoges,Lycée Léonard Limosin (0870016V),2,1,0,0,0,0,0,0
Lyon,Lycée La Martinière Monplaisir (0692866R),9,5,2,0,1,0,0,0
Lyon Cedex 06,Lycée du Parc (0690026D),49,30,17,8,10,5,4,1
Marseille Cedex 1,Lycée Thiers (0130040Y),48,32,7,5,4,2,0,0
Metz Cedex 1,Lycée Georges de La Tour (0572757M),4,0,0,0,0,0,0,0
Montpellier Cedex 2,Lycée Joffre (0340038G),22,12,3,2,3,2,3,2
Nancy Cedex,Lycée Henri Poincaré (0540038Y),34,23,11,8,5,4,2,2
Nantes,Externat-Chavagnes (0440160K),3,3,0,0,0,0,0,0
Nantes Cedex 1,Lycée Clémenceau (0440021J),15,6,5,3,4,2,3,1
Nice Cedex 1,Lycée Massena (0060030A),10,6,4,2,3,1,2,1
Nîmes Cedex,Lycée Emmanuel d'Alzon (0300080Z),10,6,4,2,4,2,3,1
Orléans Cedex 1,Lycée Pothier (0450049J),4,3,1,1,1,1,1,1
Paris,Lycée Saint-Louis (0750658H),51,30,22,8,16,5,9,1
Paris,Lycée Janson de Sailly (0750699C),20,14,7,4,3,2,1,0
Paris Cedex 05,Lycée Henri IV (0750654D),32,21,15,10,14,9,12,8
Paris 13e,Lycée Geoffroy Saint-Hilaire (0752456M),7,2,0,0,0,0,0,0
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),4,3,0,0,0,0,0,0
Paris 16e,Lycée Jean-Baptiste Say (0750700D),15,8,1,0,1,0,0,0
Paris 6e,Lycée Fénelon (0750660K),20,17,3,3,2,2,0,0
Paris 8e,Lycée Chaptal (0750663N),29,14,3,2,3,2,3,2
Pau Cedex,Lycée Louis Barthou (0640055M),15,8,1,1,0,0,0,0
Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),10,6,0,0,0,0,0,0
Poitiers Cedex,Lycée Camille Guérin (0860035W),16,6,0,0,0,0,0,0
Reims Cedex 2,Lycée Clémenceau (0510031G),3,3,0,0,0,0,0,0
Rennes Cedex 7,Lycée Chateaubriand (0350710G),21,10,6,4,3,2,3,2
Rouen Cedex,Lycée Pierre Corneille (0760090K),6,4,1,1,0,0,0,0
Saint-Amand-Les-Eaux,Institution Notre Dame des Anges (0592913W),4,3,2,1,0,0,0,0
Saint-Etienne Cedex 1,Lycée Claude Fauriel (0420041S),24,18,2,1,0,0,0,0
Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),30,19,4,3,2,1,1,0
Sceaux Cedex,Lycée Lakanal (0920145H),14,7,1,1,1,1,0,0
Strasbourg,Lycée Jean Rostand (0670084C),3,1,1,0,0,0,0,0
Toulouse Cedex,Lycée Ozenne (0310047H),4,3,0,0,0,0,0,0
Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),32,20,9,7,6,4,4,2
Tours Cedex 1,Lycée Descartes (0370035M),2,1,1,1,1,1,1,1
Versailles Cedex,Lycée Hoche (0782562L),34,19,10,5,5,2,5,2
Versailles Cedex,Lycée privé Sainte Geneviève (0783053V),33,22,14,11,10,7,8,5
