ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),18,8,10,5,6,3,2,1
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),62,19,49,15,41,11,14,3
Albi,Lycée Laperouse (0810006S),13,4,5,1,4,1,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),20,3,9,1,6,1,2,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),18,2,16,2,13,1,4,0
Annecy Cedex,Lycée Berthollet (0740003B),58,19,30,11,16,8,2,2
Annonay,Lycée Saint Denis (0071126L),6,1,5,1,4,1,1,0
Antony,Lycée Sainte Marie (0920904H),26,6,17,4,17,4,2,0
Arras,Lycée Robespierre (0620006V),6,2,0,0,0,0,0,0
Avignon,Lycée Saint Joseph (0840072X),17,4,6,1,6,1,3,0
Balma,Lycée Saliège (0312408Z),62,17,47,10,33,5,8,1
Bayonne,Lycée René Cassin (0640010N),18,6,11,4,8,3,1,0
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),11,1,7,0,3,0,1,0
Belfort,Lycée Raoul Follereau (0900004R),6,1,4,1,4,1,1,0
Besançon,Lycée Victor Hugo (0250007X),19,1,14,1,10,0,2,0
Bordeaux Cedex,Lycée Camille Jullian (0330023W),33,11,28,10,19,6,4,1
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),60,21,56,20,48,18,9,2
Bourg-En-Bresse,Lycée Lalande (0010013J),16,5,4,1,3,1,2,0
Brest,Lycée Sainte Anne (0290338K),6,1,3,0,2,0,0,0
Brest Cedex 2,Lycée de Kerichen (0290007A),61,18,34,11,26,8,8,4
Caen,Lycée Privé Sainte-Marie (0141164P),14,3,3,0,1,0,0,0
Caen,Lycée Victor Hugo (0142059M),61,27,32,15,23,10,6,4
Chartres,Lycée Marceau (0280007F),28,9,11,3,6,1,3,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),72,22,57,16,53,15,14,4
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),6,2,4,2,1,1,0,0
Dijon,Lycée Carnot (0210015C),43,15,32,12,23,9,5,0
Douai,Lycée Albert Chatelet (0590063Y),16,2,9,2,6,0,2,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),4,0,4,0,3,0,2,0
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),17,4,3,0,3,0,0,0
Evreux,Lycée Aristide Briand (0270016W),10,1,2,0,2,0,2,0
Fontainebleau,Lycée François 1er (0770927P),4,1,1,0,1,0,0,0
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),2,1,0,0,0,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),63,26,52,19,41,11,7,4
La Flèche Cedex,Prytanée National Militaire (0720896H),12,1,4,1,3,0,1,0
La Mulatière,Lycée Assomption Bellevue (0690539L),12,5,10,5,5,1,1,0
La Roche-Sur-Yon,Lycée Pierre Mendès-France (0850025R),4,1,3,0,1,0,0,0
Le Havre,Lycée François 1er (0760052U),10,4,9,4,6,2,4,1
Le Mans Cedex 01,Lycée Montesquieu (0720029R),33,9,26,8,24,7,9,1
Le Raincy,Lycée Albert Schweitzer (0930830X),22,6,12,2,11,2,1,0
Lille,Lycée Saint Jean-Baptiste De La Salle (0593005W),1,0,0,0,0,0,0,0
Lille Cedex,Lycée Faidherbe (0590119J),64,14,55,11,48,9,14,3
Limoges Cedex,Lycée Gay-Lussac (0870015U),37,14,20,5,15,5,7,3
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),26,10,18,7,11,2,5,1
Lyon,Lycée aux Lazaristes (0690522T),41,17,38,16,38,16,8,4
Lyon,Lycée Jean Perrin (0690082P),22,4,14,2,7,1,2,1
Lyon,Lycée La Martinière Monplaisir (0692866R),46,23,34,17,27,13,12,5
Lyon Cedex 06,Lycée du Parc (0690026D),110,32,107,30,97,26,27,10
Lyon Cedex 1,Institution des Chartreux (0690564N),1,1,1,1,0,0,0,0
Marseille Cedex 1,Lycée Thiers (0130040Y),79,29,67,26,55,23,9,3
Melun Cedex,Lycée Jacques Amyot (0770933W),24,6,10,1,8,1,0,0
Metz Cedex 1,Lycée Fabert (0570054Z),56,19,41,14,32,9,3,0
MONTIGNY-LE-BRETONNEUX,Lycée Descartes (0781512V),14,6,7,4,6,4,0,0
Montpellier Cedex 2,Lycée Joffre (0340038G),62,19,46,14,35,14,9,4
Mulhouse,Lycée Albert Schweitzer (0680031P),5,2,1,0,1,0,0,0
Nancy Cedex,Lycée Henri Poincaré (0540038Y),50,23,42,20,31,14,8,3
Nantes,Lycée Saint Stanislas (0440163N),21,3,5,0,3,0,2,0
Nantes Cedex 1,Lycée Clémenceau (0440021J),75,22,70,19,63,17,23,9
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),86,24,78,22,75,21,23,8
Nice Cedex 1,Lycée Massena (0060030A),76,28,63,24,41,12,4,1
Nîmes Cedex,Lycée Alphonse Daudet (0300021K),25,17,10,5,4,2,0,0
Orléans Cedex 1,Lycée Pothier (0450049J),42,11,27,6,25,5,9,2
Orsay,Lycée Blaise Pascal (0910626L),34,16,31,15,29,13,9,6
