ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),2,1,1,0,0,0,0,0
Agadir,Lycée Reda Slaoui (99926811),15,5,6,3,2,1,2,1
Aix-En-Provence,Lycée Vauvenargues (0130003H),45,10,36,8,34,8,12,4
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),45,6,41,5,35,5,19,3
Ajaccio,Lycée Laetitia Bonaparte (6200002H),8,2,7,2,5,2,1,0
Albi,Lycée Laperouse (0810006S),29,4,26,4,22,3,10,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),30,6,15,4,10,2,4,0
Angers,Lycée Saint-Martin (0490824E),17,4,13,2,10,1,0,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),34,5,30,4,28,4,17,3
Annecy Cedes,Lycée Berthollet (0740003B),30,6,29,6,26,5,6,1
Annonay,Lycée Saint Denis (0071126L),8,0,4,0,2,0,2,0
Antony,Lycée Sainte Marie (0920904H),17,3,9,3,9,3,0,0
Argenteuil,Lycée Jean Jaurès (0950641F),11,2,6,1,6,1,4,1
Arras,Lycée Robespierre (0620006V),30,6,12,0,7,0,2,0
Auxerre,Lycée Jacques Amyot (0890003V),15,5,9,3,6,2,2,1
Avignon Cedex,Lycée Frédéric Mistral (0840003X),37,11,22,8,18,7,6,3
Balma,Lycée Saliège (0312408Z),44,5,35,5,31,5,17,1
Belfort,Lycée Condorcet (0900002N),22,7,18,6,15,5,9,2
Besançon,Lycée Victor Hugo (0250007X),35,14,32,13,29,12,12,4
Bordeaux,Lycée Gustave Eiffel (0330028B),86,15,77,13,67,12,25,4
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),73,19,70,18,61,15,12,3
Brest,Lycée Naval (0290063L),27,6,17,6,15,6,4,1
Brest,Lycée Sainte Anne (0290338K),23,3,15,2,12,2,3,1
Brest Cedex 2,Lycée Vauban (0290012F),48,14,41,10,37,9,19,4
Caen,Lycée Victor Hugo (0142059M),36,6,25,2,21,2,4,0
Cannes Cedex,Lycée Stanislas (0060673Z),33,6,22,5,17,4,5,2
Casablanca,AL BILIA (99696011),19,7,6,2,6,2,1,0
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),3,2,1,1,1,1,0,0
Casablanca,GROUPE ESG MAROC (E0017),1,1,0,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),26,8,5,3,4,2,1,0
Casablanca,Lycée Mohamed V (99926411),15,5,6,3,2,1,0,0
Chambéry,Lycée Vaugelas (0730013T),15,2,8,1,5,0,2,0
Clermont-Ferrand,Lycée La Fayette (0630021F),27,5,20,2,18,2,4,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),43,10,38,10,34,8,6,2
Dakhla,Lycée Lalla Khadija (L0055),2,2,0,0,0,0,0,0
Dijon,Lycée Carnot (0210015C),29,8,26,7,24,6,8,3
Dijon,Lycée Gustave Eiffel (0211033J),35,9,25,4,20,4,11,2
Douai,Lycée Albert Chatelet (0590063Y),48,11,48,11,40,9,10,2
