ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Militaire (0131596P),2,0,3,0,2,0,0,0
Aix-En-Provence,Lycée Vauvenargues (0130003H),10,2,3,0,3,0,0,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),3,1,2,0,1,0,1,0
Amiens,Lycée Louis Thuillier (0800009A),12,1,1,0,1,0,1,0
Angers,Lycée Henri Bergson (0491966W),3,0,1,0,1,0,1,0
Angers,Lycée Saint-Martin (0490824E),14,0,4,1,3,1,1,1
Annecy,Lycée Berthollet (0740003B),19,2,11,0,7,0,0,0
Arras,Lycée Robespierre (0620006V),11,0,1,0,0,0,0,0
Auxerre,Lycée Jacques Amyot (0890003V),8,2,2,0,1,0,0,0
Avignon,Lycée Frédéric Mistral (0840003X),26,5,5,1,4,1,1,0
Balma,Lycée Saliège (0312408Z),39,8,14,4,10,3,1,1
Besançon,Lycée Victor Hugo (0250007X),19,3,10,1,6,1,1,1
Bordeaux,Lycée Gustave Eiffel (0330028B),63,14,32,4,23,2,4,0
Bordeaux,Lycée Michel Montaigne (0330021U),58,9,38,3,26,2,5,1
Brest,Lycée La Croix Rouge (0290335G),2,0,0,0,0,0,0,0
Brest,Lycée Naval (0290063L),11,0,10,0,3,0,0,0
Brest,Lycée Sainte Anne (0290338K),11,1,5,0,4,0,0,0
Brest,Lycée Vauban (0290012F),21,1,9,0,7,0,2,0
Caen,Lycée Privé Sainte-Marie (0141164P),1,0,0,0,0,0,0,0
Caen,Lycée Victor Hugo (0142059M),10,1,3,0,1,0,0,0
CASABLANCA,Groupe scolaire La Résidence (3500055H),3,0,0,0,0,0,0,0
CASABLANCA,Lycée Mohamed V (99926411),10,2,0,0,0,0,0,0
Chambery,Lycée Vaugelas (0730013T),8,1,2,0,1,0,0,0
Champagne-Sur-Seine,Lycée La Fayette (0770920G),16,2,3,0,2,0,0,0
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),24,0,8,0,3,0,0,0
Clermont-Ferrand,Lycée La Fayette (0630021F),17,1,9,1,7,1,5,1
Dijon,Lycée Carnot (0210015C),25,2,12,0,10,0,4,0
Dijon,Lycée Gustave Eiffel (0211033J),11,0,1,0,1,0,0,0
Douai,Lycée Albert Chatelet (0590063Y),24,2,18,2,15,2,1,0
Dunkerque,Lycée Jean Bart (0590071G),11,2,5,1,1,1,1,1
Evreux,Lycée Aristide Briand (0270016W),11,1,2,0,2,0,2,0
Fort-De-France,Lycée Bellevue (9720003W),7,1,4,0,4,0,3,0
Grenoble,Lycée Champollion (0380027Y),75,17,42,10,33,9,9,4
La Flèche,Prytanée National Militaire (0720896H),17,0,11,0,4,0,0,0
La Rochelle,Lycée Jean Dautet (0170028N),19,2,3,1,3,1,1,0
Le Mans,Lycée Montesquieu (0720029R),16,2,11,3,10,3,2,1
Le Raincy,Lycée Albert Schweitzer (0930830X),18,3,10,1,5,0,1,0
Lille,Lycée César Baggio (0590121L),26,6,11,2,5,2,2,2
Lille,Lycée Faidherbe (0590119J),29,2,19,1,16,1,6,0
Limoges,Lycée Gay-Lussac (0870015U),36,5,10,0,7,0,2,0
Lorient,Lycée Dupuy De Lôme (0560025Y),11,1,8,0,7,0,2,0
Lyon,Lycée du Parc (0690026D),41,10,34,6,29,5,15,4
Lyon,Lycée Jean Perrin (0690082P),14,3,3,1,2,1,0,0
Lyon,Lycée La Martiniere Monplaisir (0692866R),67,13,37,8,35,7,11,3
Lyon,Lycée Aux Lazaristes (0690522T),42,12,40,12,36,11,18,7
MARRAKECH,Lycée Ibnou Taimiya (99926511),3,0,0,0,0,0,0,0
Marseille,Lycée Jean Perrin (0130053M),36,7,22,5,13,3,1,1
Marseille,Lycée Thiers (0130040Y),36,6,32,5,31,5,12,3
Meaux,Lycée Henri Moissan (0770930T),9,1,1,0,1,0,0,0
Metz,Lycée Fabert (0570054Z),29,5,18,3,13,3,3,0
Montpellier,Lycée Joffre (0340038G),76,13,41,6,30,5,11,2
Mulhouse,Lycée Albert Schweitzer (0680031P),11,5,3,1,3,1,2,1
Nancy,Lycée Henri Loritz (0540042C),52,10,25,4,17,2,4,1
Nantes,Lycée Clémenceau (0440021J),97,21,68,15,56,13,18,5
Nice,LGT Les Eucalyptus (0060075Z),15,3,3,1,3,1,1,0
Nice,Lycée Massena (0060030A),44,10,28,5,20,5,4,2
Nimes,Lycée Alphonse Daudet (0300021K),24,6,5,2,3,2,2,1
NOUMEA,Lycée Jules Garnier (9830003L),8,2,7,2,6,1,0,0
