ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),15,4,8,2,5,2,0,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),42,12,40,11,37,10,7,0
Albi,Lycée Laperouse (0810006S),19,11,19,11,16,11,4,4
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),46,13,38,10,33,10,15,5
Angers Cedex 01,Lycée Henri Bergson (0491966W),10,3,10,3,8,3,1,1
Annecy Cedex,Lycée Berthollet (0740003B),36,14,33,13,31,13,7,2
Annonay,Lycée Saint Denis (0071126L),7,2,7,2,7,2,5,1
Antony,Lycée Sainte Marie (0920904H),10,5,8,4,8,4,2,1
Arras,Lycée Robespierre (0620006V),14,5,11,4,9,3,5,2
Avignon,Lycée Saint Joseph (0840072X),21,7,18,6,16,6,7,3
Balma,Lycée Saliège (0312408Z),43,13,41,13,40,12,9,4
Bayonne,Lycée René Cassin (0640010N),29,11,27,11,27,11,7,1
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),25,5,21,4,19,3,9,1
Belfort,Lycée Raoul Follereau (0900004R),17,9,16,9,14,9,6,2
Besançon,Lycée Victor Hugo (0250007X),39,16,36,15,33,13,18,7
Bordeaux Cedex,Lycée Camille Jullian (0330023W),20,9,16,8,13,7,4,4
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),6,2,6,2,6,2,0,0
Bourg-En-Bresse,Lycée Lalande (0010013J),25,11,22,11,18,10,5,4
Brest,Lycée Sainte Anne (0290338K),9,3,7,3,6,3,3,2
Brest Cedex 2,Lycée de Kerichen (0290007A),37,12,32,11,32,11,10,3
Caen,Lycée Privé Sainte-Marie (0141164P),19,4,17,4,16,4,10,2
Caen,Lycée Victor Hugo (0142059M),52,17,43,16,36,13,8,1
Chartres,Lycée Marceau (0280007F),12,3,10,3,10,3,1,1
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),10,4,9,4,8,4,1,0
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),17,3,15,2,13,2,1,0
Dijon,Lycée Carnot (0210015C),30,11,26,11,22,11,4,1
Douai,Lycée Albert Chatelet (0590063Y),25,14,25,14,23,13,6,4
Dunkerque Cedex,Lycée Jean Bart (0590071G),22,10,20,9,15,8,9,5
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),23,9,21,9,19,9,10,3
Evreux,Lycée Aristide Briand (0270016W),16,2,13,1,12,1,4,1
Fontainebleau,Lycée François 1er (0770927P),19,7,18,7,14,7,6,3
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),21,9,17,8,15,7,10,6
Grenoble Cedex 1,Lycée Champollion (0380027Y),41,18,40,17,40,17,7,2
La Flèche Cedex,Prytanée National Militaire (0720896H),5,1,4,0,3,0,0,0
La Mulatière,Lycée Assomption Bellevue (0690539L),30,18,25,14,12,7,5,2
Le Havre,Lycée François 1er (0760052U),14,8,13,7,13,7,3,2
Le Mans Cedex 01,Lycée Montesquieu (0720029R),15,9,15,9,13,8,6,4
Le Raincy,Lycée Albert Schweitzer (0930830X),19,7,15,7,12,7,4,2
Lille,Lycée Catholique Saint Pierre (0593117T),2,0,1,0,1,0,0,0
Lille,Lycée Saint Jean-Baptiste De La Salle (0593005W),1,0,1,0,1,0,1,0
Lille Cedex,Lycée Faidherbe (0590119J),39,16,38,15,37,15,6,4
Limoges Cedex,Lycée Gay-Lussac (0870015U),23,4,23,4,19,4,7,1
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),12,6,12,6,10,5,4,3
Lyon,Lycée Jean Perrin (0690082P),21,12,20,12,18,10,8,4
Lyon,Lycée La Martinière Monplaisir (0692866R),37,20,32,18,30,16,6,4
Lyon Cedex 06,Lycée du Parc (0690026D),15,7,11,5,11,5,2,0
Lyon Cedex 1,Institution des Chartreux (0690564N),1,1,1,1,0,0,0,0
Marseille Cedex 1,Lycée Thiers (0130040Y),4,2,3,2,3,2,3,2
Melun Cedex,Lycée Jacques Amyot (0770933W),23,7,21,6,19,6,10,4
Metz Cedex 1,Lycée Fabert (0570054Z),33,17,30,16,25,14,6,3
MONTIGNY-LE-BRETONNEUX,Lycée Descartes (0781512V),9,3,9,3,9,3,1,0
Montpellier Cedex 2,Lycée Joffre (0340038G),19,8,14,5,11,4,5,1
Mulhouse,Lycée Albert Schweitzer (0680031P),17,6,17,6,14,6,3,1
Nancy Cedex,Lycée Henri Poincaré (0540038Y),23,12,19,10,15,7,2,1
Nantes,Lycée Saint Stanislas (0440163N),29,7,29,7,22,5,5,1
Nantes Cedex 1,Lycée Clémenceau (0440021J),24,16,19,14,17,12,2,1
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),6,6,6,6,6,6,0,0
Nice Cedex 1,Lycée Massena (0060030A),25,12,18,10,17,10,1,0
Nîmes Cedex,Lycée Alphonse Daudet (0300021K),33,6,31,6,27,5,10,0
Orléans Cedex 1,Lycée Pothier (0450049J),42,14,35,12,30,11,14,8
Orsay,Lycée Blaise Pascal (0910626L),15,7,15,7,15,7,3,2
Paris,Lycée Saint-Louis (0750658H),24,18,18,12,18,12,5,3
Paris,Lycée Honoré De Balzac (0750705J),24,6,17,5,14,4,6,1
Paris,Lycée Janson de Sailly (0750699C),18,8,15,8,15,8,9,4
Paris 4e,Lycée Charlemagne (0750652B),24,9,22,8,22,8,5,1
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),12,3,11,3,10,3,2,0
Paris Cedex 03,Lycée Turgot (0750647W),29,11,23,8,23,8,9,4
Paris Cedex 06,Lycée Stanislas (0753840S),1,0,0,0,0,0,0,0
Paris Cedex 09,Lycée Jacques Decour (0750668U),7,4,5,3,5,3,1,0
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),26,14,25,13,24,13,3,1
Paris 15e,Lycée Buffon (0750693W),12,5,11,5,10,5,3,1
Paris 17e,Lycée Carnot (0750704H),18,13,17,12,17,12,2,2
