ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
MARSEILLE,ANTONIN ARTAUD,23,0,18,0,15,0,5,0
AMIENS,EDOUARD BRANLY,20,3,10,1,7,0,0,0
MONTBELIARD,JULES VIETTE,17,4,10,3,8,1,3,0
PAU,SAINT CRICQ,23,2,20,2,16,2,5,0
CLERMONT-FERRAND,LA FAYETTE,24,0,21,0,15,0,10,0
DIJON,GUSTAVE EIFFEL,28,0,25,0,16,0,11,0
CHAMBERY,MONGE,31,2,28,2,26,2,14,1
TOURCOING,COLBERT,16,1,14,1,14,1,4,1
VALENCIENNES,DU HAINAUT,13,0,11,0,9,0,3,0
BRIVE,GEORGES CABANIS,28,2,26,2,22,2,12,2
LYON,EDOUARD BRANLY,22,2,21,2,18,2,10,2
ALES,J.B. DUMAS,28,0,19,0,16,0,5,0
METZ,LOUIS VINCENT,25,2,21,2,16,1,8,1
SAINT-NAZAIRE,ARISTIDE BRIAND,29,0,24,0,21,0,7,0
TOULON,M. ROUVIERE,20,1,18,0,13,0,1,0
AULNAY SOUS BOIS,VOILLAUME,9,0,5,0,2,0,1,0
CACHAN,GUSTAVE EIFFEL,28,3,18,1,14,1,3,1
PARIS 14,RASPAIL,36,3,33,2,32,2,15,0
RUEIL-MALMAISON,POLYVALENT RICHELIEU,23,1,22,1,19,1,8,1
ST OUEN L'AUMONE,JEAN PERRIN,32,1,24,1,17,1,9,1
LA ROCHELLE,LEONCE VIELJEUX,37,4,28,2,23,2,12,2
SAINT-BRIEUC,CHAPTAL,20,2,16,1,15,1,9,1
SOTTEVILLE-LES-ROUEN,MARCEL SEMBAT,19,0,14,0,14,0,12,0
COLMAR,BLAISE PASCAL,27,0,23,0,20,0,13,0
ALBI,RASCOL,25,2,21,1,21,1,10,1
,SPE. MAROCAINE,1,0,1,0,0,0,0,0
TROYES,DES LOMBARDS,21,1,15,1,10,1,5,0
LORIENT,SAINT-JOSEPH,18,0,13,0,10,0,5,0
MOHAMMEDIA,CPGE LNTA,25,2,2,0,2,0,1,0
SAFI,AL KHAWARIZMI TECHNIQUE,23,2,10,1,3,0,0,0
RABAT,ENSET de RABAT,12,2,3,0,0,0,0,0
