ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Etablissement Socrate (99698011),10,1,2,0,0,0,0,0
Agadir,Groupe scolaire Al Qalam (99693001),7,3,1,0,1,0,0,0
Agadir,Lycée Reda Slaoui (99926811),59,11,37,9,19,5,6,1
Aix-En-Provence,Lycée Militaire (0131596P),31,4,23,2,19,2,16,2
Aix-En-Provence,Lycée Paul Cezanne (0130002G),33,8,27,5,26,5,17,5
AMIENS,Lycée Louis Thuillier (0800009A),53,12,38,8,33,6,15,3
Angers,Lycée Henri Bergson (0491966W),23,6,19,4,15,4,7,1
Angoulême,Lycée Guez De Balzac (0160002R),30,6,16,3,10,2,6,1
Annecy,Lycée Berthollet (0740003B),55,14,39,10,34,9,16,7
Antony,Lycée Sainte Marie (0920904H),37,8,29,5,26,5,12,3
Arras,Lycée Robespierre (0620006V),15,4,10,3,9,2,5,1
Autun,Lycée Militaire National (0711064W),19,2,14,2,11,2,9,2
Beni-Mella,Lycée Technique Mohamed V (99929811),14,3,8,3,5,1,2,1
Besançon,Lycée Victor Hugo (0250007X),57,15,49,12,42,10,18,6
Blois,Lycée Dessaignes (0410002E),20,5,14,2,9,1,3,0
Bordeaux,Lycée Camille Jullian (0330023W),26,9,25,9,22,7,6,0
Bordeaux,Lycée Michel Montaigne (0330021U),129,36,120,33,109,31,39,10
Boulogne-Sur-Mer,Lycée Mariette (0622949U),34,15,18,5,10,2,3,0
Bourg-En-Bresse,Lycée Lalande (0010013J),37,8,25,4,18,4,7,1
Bourges,Lycée Alain-Fournier (0180005H),23,8,16,4,12,2,6,0
Bressuire,Lycée Saint Joseph (0790080H),13,3,1,1,0,0,0,0
Brest,Lycée de Kerichen (0290007A),84,33,65,24,51,19,23,8
Brest,Lycée Naval (0290063L),30,5,24,4,22,4,14,3
Brest,Lycée Sainte Anne (0290338K),19,5,14,2,10,2,5,2
Caen,Lycée Malherbe (0140013N),95,16,69,8,63,6,33,2
Casablanca,ECO SUP GALILEE (99927511),68,24,23,8,9,2,5,1
